"uid","namedLocation","domainID","siteID","plotID","sampleID","dilutionSampleID","dilutionSubsampleID","collectDate","samplingImpractical","dilutionSubsampleVolume","sampleVolume","ovenStartDate","ovenEndDate","dryMass","somDryMass","remarks","measuredBy","recordedBy","publicationDate","release"
"5d92ef81-aca2-401e-90f5-c142d103ce51","STEI_061.basePlot.bbc","D05","STEI","STEI_061","BBC.STEI061910.20170801.NORTH","BBC.STEI061910.20170801.NORTH.DIL","BBC.STEI061910.20170801.NORTH.DIL.09",2017-08-01,NA,10,750,2017-08-03 20:00:00,2017-08-07 22:15:00,0.0386,0.4929,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"7644dfd8-d537-4e6b-b131-217ac95db35e","STEI_061.basePlot.bbc","D05","STEI","STEI_061","BBC.STEI061910.20170801.NORTH","BBC.STEI061910.20170801.NORTH.DIL","BBC.STEI061910.20170801.NORTH.DIL.08",2017-08-01,NA,10,750,2017-08-03 20:00:00,2017-08-07 22:15:00,0.0329,0.2926,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"f3002129-8ed6-4309-aaf6-471eda2ada85","STEI_061.basePlot.bbc","D05","STEI","STEI_061","BBC.STEI061910.20170801.NORTH","BBC.STEI061910.20170801.NORTH.DIL","BBC.STEI061910.20170801.NORTH.DIL.05",2017-08-01,NA,10,750,2017-08-03 20:00:00,2017-08-07 22:15:00,0.0289,0.4998,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"bf3cc51a-c24b-4910-9850-407afa20b2e1","STEI_061.basePlot.bbc","D05","STEI","STEI_061","BBC.STEI061910.20170801.NORTH","BBC.STEI061910.20170801.NORTH.DIL","BBC.STEI061910.20170801.NORTH.DIL.10",2017-08-01,NA,10,750,2017-08-03 20:00:00,2017-08-07 22:15:00,0.0599,0.5044,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"d9fdc93f-7099-4c9a-b1be-5183b5c80095","STEI_061.basePlot.bbc","D05","STEI","STEI_061","BBC.STEI061910.20170801.NORTH","BBC.STEI061910.20170801.NORTH.DIL","BBC.STEI061910.20170801.NORTH.DIL.01",2017-08-01,NA,10,750,2017-08-03 20:00:00,2017-08-07 22:15:00,0.0288,0.1795,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"63e7414e-7d07-435d-9783-e958a3ae48cf","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.07",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.0043,0.0185,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"0d122791-30f5-411e-a4ba-5c644caab9e4","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.10",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.0049,0.0172,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"8e6a5da3-ad4b-4dd4-94ae-ca912c334a68","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.09",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.0051,0.0185,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"2eec8ba0-b5fb-48e2-94e8-f2cc32e04ecc","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.06",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.0019,0.0109,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"98d7c535-2d94-48f8-9f2f-fd4f5b67e7c7","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.08",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.0043,0.0165,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"0cc603fc-86db-432e-b850-9ef3c33853dd","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.03",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.004,0.0231,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"937c974b-b442-417c-9a6f-e217c5132705","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.02",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.0053,0.0189,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"476a1d09-f7f4-4ad5-ac86-12bfc96ac0c0","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.05",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.0045,0.0185,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"2ceb3110-309b-4219-ba5e-54163f516f2a","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.04",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.007,0.0248,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"d28a0716-511b-45e2-a742-c2abea2fa279","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058811.20170801.NORTH","BBC.STEI058811.20170801.NORTH.DIL","BBC.STEI058811.20170801.NORTH.DIL.01",2017-08-01,NA,10,750,2017-08-03 17:53:00,2017-08-07 21:30:00,0.5009,0.025,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"f23306e7-087a-4a50-aff6-cbd85d5e3dbe","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.04",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0063,0.083,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"49f4f791-ca82-41bf-8709-f415aabcf2ae","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.08",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0088,0.077,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"1b2155b5-f0ab-4d77-876c-8d51554e7148","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.09",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0144,0.104,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"c5d72752-78ab-4f4c-beba-f8638d95e0a9","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.07",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0046,0.0963,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"0671e2e9-7996-4233-9c39-68b46a32521a","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.03",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0035,0.0564,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"57e94fb8-19d1-4050-b415-93e52a89a013","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.06",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0041,0.063,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"94c75560-83d2-4811-bd88-032af0c3e700","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.10",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0068,0.0638,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"def3d318-27c5-45b6-8230-5b75f31e4e77","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.02",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0049,0.0764,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"cc6a0399-5f92-46a2-b065-9bf169d889df","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.05",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0014,0.0474,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"a4ec4908-7786-4ce9-b5f4-8977a466d821","STEI_058.basePlot.bbc","D05","STEI","STEI_058","BBC.STEI058642.20170801.SOUTH","BBC.STEI058642.20170801.SOUTH.DIL","BBC.STEI058642.20170801.SOUTH.DIL.01",2017-08-01,NA,10,750,2017-08-03 20:15:00,2017-08-07 22:30:00,0.0095,0.0926,NA,"sschooler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"f7d86553-b1fa-499d-8efb-5098397e5ea3","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.06",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0068,0.0997,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"c4dd5d7c-72a6-424d-b6b2-d93c33a975cd","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.10",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0089,0.1161,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"22766093-55c0-4269-9e51-5e921d364262","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.02",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0086,0.1161,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"7c59b6c5-bfe0-4fcf-85ef-e774b85c85d9","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.08",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0071,0.167,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"ebe710bb-74d4-4cd7-9d2b-85b6192cb5c8","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.09",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0077,0.1014,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"ef1559f5-228a-4b68-87a6-0000387d2866","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.05",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0108,0.1276,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"1c754664-44ad-4d4b-bca0-386d0441c01f","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.01",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0081,0.0871,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"9843ca9f-7569-4d3c-88ef-9541ae32ee1c","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.07",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0093,0.1439,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"60bf9976-e2f9-4946-b4ce-3fc23d565020","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.03",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.008,0.1192,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"05912f7d-23cf-4692-bde2-5d47b82036ba","STEI_055.basePlot.bbc","D05","STEI","STEI_055","BBC.STEI055888.20170801.NORTH","BBC.STEI055888.20170801.NORTH.DIL","BBC.STEI055888.20170801.NORTH.DIL.04",2017-08-01,NA,10,750,2017-08-03 19:05:00,2017-08-07 21:40:00,0.0073,0.1218,NA,"goppler@battelleecology.org","kpalo@battelleecology.org","20201217T185811Z","RELEASE-2021"
"cdb3f793-37e7-4bd4-aef1-4fd5713d9945","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.09",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.0026,0.0317,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"11d0fdff-4f43-4fa1-a9d1-0cb678b5cf21","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.07",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.004,0.041,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"e2277efe-d21e-49a5-8692-930027c9b623","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.05",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,6e-04,0.0359,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"b50d71b0-b3fa-4123-8b9a-7b4de65a7c73","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.01",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.003,0.03,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"bba4ad56-a0d0-4ce6-9e59-2606ad56382f","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.06",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.0037,0.0336,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"13cb06e7-6c8f-47c3-a00d-aacd6ef0be0c","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.08",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.0013,0.0351,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"34b79574-6ab6-4bca-89c9-d06e6ceafe7c","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.04",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.0013,0.0351,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"acb05709-d857-406a-ba46-2c1b29647d1b","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.03",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.0025,0.0488,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"2fc06369-1e7f-4e09-af5b-01e88d4ac17b","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.02",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.0016,0.0341,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"41c68104-5e30-4301-9160-49544ae3bf00","TREE_056.basePlot.bbc","D05","TREE","TREE_056","BBC.TREE056029.20200816.SOUTH","BBC.TREE056029.20200816.SOUTH.DIL","BBC.TREE056029.20200816.SOUTH.DIL.10",2020-08-16,"OK",10,20,2020-08-18 19:00:00,2020-08-25 17:31:00,0.0029,0.0415,NA,"0000-0002-3030-0990","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"075a94b3-70dd-4d1a-93a2-52d41f31b66a","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.02",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.002,0.0366,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"c2eebb85-d532-46a8-af11-4ca22e401ec7","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.09",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0049,0.0328,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"5a73519e-2e8b-4dfd-9e3f-222ab623799e","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.10",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0024,0.0277,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"e2c9ee35-5f56-4fa2-9e67-91e79148ffcd","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.04",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0035,0.0189,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"a8e874aa-b6ed-468e-8757-e2c4751109f4","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.06",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0014,0.0282,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"25480d9b-07a3-41cb-abb0-1b5f5f528112","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.05",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0054,0.0235,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"a8f76c38-f091-4c2f-ba44-27179b3aae31","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.08",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0019,0.0227,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"d9d7eaca-034a-4089-9545-33c19a4079af","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.03",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.004,0.0255,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"fc663ca5-b87a-4023-90d0-f7f63fd187bc","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.01",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0026,0.03,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"355da8c0-d151-47dc-858f-a270c7770b20","TREE_049.basePlot.bbc","D05","TREE","TREE_049","BBC.TREE049144.20200816.SOUTH","BBC.TREE049144.20200816.SOUTH.DIL","BBC.TREE049144.20200816.SOUTH.DIL.07",2020-08-16,"OK",10,1500,2020-08-19 14:00:00,2020-08-25 17:03:00,0.0039,0.0208,NA,"0000-0002-3383-324X","0000-0002-3030-0990","20201218T120037Z","PROVISIONAL"
"75e285f5-34bd-4550-8174-b7bf2bf2bc92","TREE_046.basePlot.bbc","D05","TREE","TREE_046","BBC.TREE046456.20200816.SOUTH","BBC.TREE046456.20200816.SOUTH.DIL","BBC.TREE046456.20200816.SOUTH.DIL.08",2020-08-16,"OK",10,1500,2020-08-19 05:45:00,2020-08-25 17:46:00,0.003,0.0279,NA,"0000-0002-1260-7286","0000-0002-1260-7286","20201218T120037Z","PROVISIONAL"
"6bca4ad8-8725-4708-a9f7-80b862bbf766","TREE_046.basePlot.bbc","D05","TREE","TREE_046","BBC.TREE046456.20200816.SOUTH","BBC.TREE046456.20200816.SOUTH.DIL","BBC.TREE046456.20200816.SOUTH.DIL.04",2020-08-16,"OK",10,1500,2020-08-19 05:45:00,2020-08-25 17:46:00,0.0079,0.0252,NA,"0000-0002-1260-7286","0000-0002-1260-7286","20201218T120037Z","PROVISIONAL"
"ce2162de-b47a-4014-b6dc-0141c7737847","TREE_046.basePlot.bbc","D05","TREE","TREE_046","BBC.TREE046456.20200816.SOUTH","BBC.TREE046456.20200816.SOUTH.DIL","BBC.TREE046456.20200816.SOUTH.DIL.10",2020-08-16,"OK",10,1500,2020-08-19 05:45:00,2020-08-25 17:46:00,0.0032,0.0335,NA,"0000-0002-1260-7286","0000-0002-1260-7286","20201218T120037Z","PROVISIONAL"
"0d0c013b-4e87-4935-a1ff-b3e182e711d1","TREE_046.basePlot.bbc","D05","TREE","TREE_046","BBC.TREE046456.20200816.SOUTH","BBC.TREE046456.20200816.SOUTH.DIL","BBC.TREE046456.20200816.SOUTH.DIL.07",2020-08-16,"OK",10,1500,2020-08-19 05:45:00,2020-08-25 17:46:00,0.0031,0.0268,NA,"0000-0002-1260-7286","0000-0002-1260-7286","20201218T120037Z","PROVISIONAL"
"d79911d1-fecf-4166-aa22-1f778e3a7825","TREE_046.basePlot.bbc","D05","TREE","TREE_046","BBC.TREE046456.20200816.SOUTH","BBC.TREE046456.20200816.SOUTH.DIL","BBC.TREE046456.20200816.SOUTH.DIL.03",2020-08-16,"OK",10,1500,2020-08-19 05:45:00,2020-08-25 17:46:00,0.0032,0.0257,NA,"0000-0002-1260-7286","0000-0002-1260-7286","20201218T120037Z","PROVISIONAL"
"31718bd4-c103-4e55-864e-e01bd2545732","TREE_046.basePlot.bbc","D05","TREE","TREE_046","BBC.TREE046456.20200816.SOUTH","BBC.TREE046456.20200816.SOUTH.DIL","BBC.TREE046456.20200816.SOUTH.DIL.05",2020-08-16,"OK",10,1500,2020-08-19 05:45:00,2020-08-25 17:46:00,0.0113,0.018,NA,"0000-0002-1260-7286","0000-0002-1260-7286","20201218T120037Z","PROVISIONAL"
"60682a65-0f7d-4c0e-b6ac-6d2d9045762f","TREE_046.basePlot.bbc","D05","TREE","TREE_046","BBC.TREE046456.20200816.SOUTH","BBC.TREE046456.20200816.SOUTH.DIL","BBC.TREE046456.20200816.SOUTH.DIL.06",2020-08-16,"OK",10,1500,2020-08-19 05:45:00,2020-08-25 17:46:00,0.0029,0.0261,NA,"0000-0002-1260-7286","0000-0002-1260-7286","20201218T120037Z","PROVISIONAL"
