"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","samplingProtocolVersion","sampleID","sampleCode","kclSampleID","kclSampleCode","incubationPairID","nTransBoutType","incubationLength","extractionStartDate","kclReferenceID","soilFreshMass","kclVolume","extractionEndDate","sampleCondition","remarks","processedBy","recordedBy","dataQF","publicationDate","release"
"bb20fa1e-1520-45c0-b066-2909dfc6db39","STEI_008.basePlot.bgc","D05","STEI","STEI_008","distributed",2017-07-05 18:55:00,NA,"STEI_008-M-13.5-4-20170705",NA,"STEI_008-M-13.5-4-20170705-KCL",NA,"STEI_008-M-13.5-4","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",10.01,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"03bf7948-3dc7-46a9-8720-65d3d454be82","STEI_008.basePlot.bgc","D05","STEI","STEI_008","distributed",2017-07-25 17:50:00,NA,"STEI_008-M-13.5-4-20170725",NA,"STEI_008-M-13.5-4-20170725-KCL",NA,"STEI_008-M-13.5-4","tFinal",19.95,2017-07-26 20:15:00,"STEI-20170726-BRef1",10.03,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"10b0f680-dd09-4442-8aaf-83bd51eeebca","STEI_002.basePlot.bgc","D05","STEI","STEI_002","distributed",2017-07-05 20:02:00,NA,"STEI_002-M-4-15-20170705",NA,"STEI_002-M-4-15-20170705-KCL",NA,"STEI_002-M-4-15","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",9.98,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"366008e8-5faa-48ea-8c09-e34474c770bf","STEI_002.basePlot.bgc","D05","STEI","STEI_002","distributed",2017-07-25 18:22:00,NA,"STEI_002-M-4-15-20170725",NA,"STEI_002-M-4-15-20170725-KCL",NA,"STEI_002-M-4-15","tFinal",19.93,2017-07-26 20:15:00,"STEI-20170726-BRef1",9.94,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"884105ca-3220-4f17-98dd-4a074cf89587","STEI_002.basePlot.bgc","D05","STEI","STEI_002","distributed",2017-07-05 20:17:00,NA,"STEI_002-M-4.5-24.5-20170705",NA,"STEI_002-M-4.5-24.5-20170705-KCL",NA,"STEI_002-M-4.5-24.5","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",10.06,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"06fe73b2-429c-4634-88e0-f05ef813b940","STEI_002.basePlot.bgc","D05","STEI","STEI_002","distributed",2017-07-25 18:29:00,NA,"STEI_002-M-4.5-24.5-20170725",NA,"STEI_002-M-4.5-24.5-20170725-KCL",NA,"STEI_002-M-4.5-24.5","tFinal",19.93,2017-07-26 20:15:00,"STEI-20170726-BRef1",10.07,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"4b674c9d-498a-4f6f-a674-0eacc26dcb87","STEI_001.basePlot.bgc","D05","STEI","STEI_001","distributed",2017-07-05 20:19:00,NA,"STEI_001-M-26.5-7.5-20170705",NA,"STEI_001-M-26.5-7.5-20170705-KCL",NA,"STEI_001-M-26.5-7.5","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",10,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"30997b70-a2cd-4f9b-a14e-8a19a47e702a","STEI_001.basePlot.bgc","D05","STEI","STEI_001","distributed",2017-07-25 18:05:00,NA,"STEI_001-M-26.5-7.5-20170725",NA,"STEI_001-M-26.5-7.5-20170725-KCL",NA,"STEI_001-M-26.5-7.5","tFinal",19.91,2017-07-26 20:15:00,"STEI-20170726-BRef1",10.02,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"50f11058-0f39-40b8-b569-f78a9fa5acfb","STEI_002.basePlot.bgc","D05","STEI","STEI_002","distributed",2017-07-05 20:31:00,NA,"STEI_002-M-33.5-38-20170705",NA,"STEI_002-M-33.5-38-20170705-KCL",NA,"STEI_002-M-33.5-38","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",9.99,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"6ac5321c-5590-4b3e-bdb5-e9294f63edcf","STEI_002.basePlot.bgc","D05","STEI","STEI_002","distributed",2017-07-25 18:35:00,NA,"STEI_002-M-33.5-38-20170725",NA,"STEI_002-M-33.5-38-20170725-KCL",NA,"STEI_002-M-33.5-38","tFinal",19.92,2017-07-26 20:15:00,"STEI-20170726-BRef1",10.09,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"84660f12-c346-4e74-ba5e-3921128ed089","STEI_001.basePlot.bgc","D05","STEI","STEI_001","distributed",2017-07-05 20:55:00,NA,"STEI_001-M-34.5-25-20170705",NA,"STEI_001-M-34.5-25-20170705-KCL",NA,"STEI_001-M-34.5-25","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",10.1,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"ebd34a60-90ce-4472-b934-746cee71c7e9","STEI_001.basePlot.bgc","D05","STEI","STEI_001","distributed",2017-07-25 17:48:00,NA,"STEI_001-M-34.5-25-20170725",NA,"STEI_001-M-34.5-25-20170725-KCL",NA,"STEI_001-M-34.5-25","tFinal",19.87,2017-07-26 20:15:00,"STEI-20170726-BRef1",9.99,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"3944332b-df2f-49cb-ac4d-5c5ced56066b","STEI_001.basePlot.bgc","D05","STEI","STEI_001","distributed",2017-07-05 21:30:00,NA,"STEI_001-M-15-37.5-20170705",NA,"STEI_001-M-15-37.5-20170705-KCL",NA,"STEI_001-M-15-37.5","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",9.97,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"38e56780-2f2a-427b-b1b0-29b3a1c1312e","STEI_001.basePlot.bgc","D05","STEI","STEI_001","distributed",2017-07-25 17:53:00,NA,"STEI_001-M-15-37.5-20170725",NA,"STEI_001-M-15-37.5-20170725-KCL",NA,"STEI_001-M-15-37.5","tFinal",19.85,2017-07-26 20:15:00,"STEI-20170726-BRef1",10.03,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"9ddba6a3-1460-4a18-9817-eadc675022f8","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-07-05 21:33:00,NA,"STEI_003-M-7.5-39-20170705",NA,"STEI_003-M-7.5-39-20170705-KCL",NA,"STEI_003-M-7.5-39","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",9.99,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"3e1f4089-d1ca-4ec6-b1f4-29643bd25d70","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-07-25 17:03:00,NA,"STEI_003-M-7.5-39-20170725",NA,"STEI_003-M-7.5-39-20170725-KCL",NA,"STEI_003-M-7.5-39","tFinal",19.81,2017-07-26 20:15:00,"STEI-20170726-BRef1",9.99,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"1c295746-6fbc-43b8-8609-a7bec57881fa","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-07-05 22:01:00,NA,"STEI_003-M-31.5-30.5-20170705",NA,"STEI_003-M-31.5-30.5-20170705-KCL",NA,"STEI_003-M-31.5-30.5","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",10.02,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"b3dd5806-c213-4fc2-b0dd-c074971b9730","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-07-25 17:16:00,NA,"STEI_003-M-31.5-30.5-20170725",NA,"STEI_003-M-31.5-30.5-20170725-KCL",NA,"STEI_003-M-31.5-30.5","tFinal",19.8,2017-07-26 20:15:00,"STEI-20170726-BRef1",10,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"f005fbc7-112a-49db-bce3-739910cb4d7f","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-07-05 22:17:00,NA,"STEI_003-M-37.5-10-20170705",NA,"STEI_003-M-37.5-10-20170705-KCL",NA,"STEI_003-M-37.5-10","tInitial",0,2017-07-06 17:18:00,"STEI-20170706-BRef1",9.93,100,2017-07-06 20:00:00,"OK",NA,"shoffman@field-ops.org","coneil@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"b688333f-e745-4d29-924f-5f5fb7da5396","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-07-25 17:11:00,NA,"STEI_003-M-37.5-10-20170725",NA,"STEI_003-M-37.5-10-20170725-KCL",NA,"STEI_003-M-37.5-10","tFinal",19.79,2017-07-26 20:15:00,"STEI-20170726-BRef1",10.07,100,2017-07-26 21:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"e06c136d-7bfe-4f5b-899d-19af857dd3cf","STEI_059.basePlot.bgc","D05","STEI","STEI_059","tower",2017-07-06 14:45:00,NA,"STEI_059-M-2-9-20170706",NA,"STEI_059-M-2-9-20170706-KCL",NA,"STEI_059-M-2-9","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.2,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"c482afe4-32cb-4194-8a5d-e3374688b7dd","STEI_059.basePlot.bgc","D05","STEI","STEI_059","tower",2017-07-26 16:49:00,"NEON.DOC.014048vJ","STEI_059-M-2-9-20170726",NA,"STEI_059-M-2-9-20170726-KCL",NA,"STEI_059-M-2-9","tFinal",20.09,2017-07-27 15:40:00,"STEI-20170727-BRef1",9.96,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"abfb1f1b-c744-4eaa-8a41-4e9799ea3341","STEI_059.basePlot.bgc","D05","STEI","STEI_059","tower",2017-07-06 15:10:00,NA,"STEI_059-M-14.5-35.5-20170706",NA,"STEI_059-M-14.5-35.5-20170706-KCL",NA,"STEI_059-M-14.5-35.5","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",9.87,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"139fa9df-7305-4a11-8838-409e2321bba0","STEI_059.basePlot.bgc","D05","STEI","STEI_059","tower",2017-07-26 16:36:00,"NEON.DOC.014048vJ","STEI_059-M-14.5-35.5-20170726",NA,"STEI_059-M-14.5-35.5-20170726-KCL",NA,"STEI_059-M-14.5-35.5","tFinal",20.06,2017-07-27 15:40:00,"STEI-20170727-BRef1",9.93,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"fdbc2ee6-d399-4f72-a017-39341164e8e5","STEI_047.basePlot.bgc","D05","STEI","STEI_047","tower",2017-07-06 15:18:00,NA,"STEI_047-M-31-16-20170706",NA,"STEI_047-M-31-16-20170706-KCL",NA,"STEI_047-M-31-16","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",9.9,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"d0bb93c5-a409-411f-a087-e16ce0256d34","STEI_047.basePlot.bgc","D05","STEI","STEI_047","tower",2017-07-26 17:17:00,"NEON.DOC.014048vJ","STEI_047-M-31-16-20170726",NA,"STEI_047-M-31-16-20170726-KCL",NA,"STEI_047-M-31-16","tFinal",20.08,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.03,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"35851ea3-167e-4c03-a362-311420685392","STEI_059.basePlot.bgc","D05","STEI","STEI_059","tower",2017-07-06 15:36:00,NA,"STEI_059-M-26-31.5-20170706",NA,"STEI_059-M-26-31.5-20170706-KCL",NA,"STEI_059-M-26-31.5","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.08,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"505892a6-6fa4-44ee-be9a-0227de545b9f","STEI_059.basePlot.bgc","D05","STEI","STEI_059","tower",2017-07-26 16:42:00,"NEON.DOC.014048vJ","STEI_059-M-26-31.5-20170726",NA,"STEI_059-M-26-31.5-20170726-KCL",NA,"STEI_059-M-26-31.5","tFinal",20.05,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.05,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"7641ac48-3835-4773-8ebf-1e0a8a27c2cb","STEI_047.basePlot.bgc","D05","STEI","STEI_047","tower",2017-07-06 15:50:00,NA,"STEI_047-M-6-29-20170706",NA,"STEI_047-M-6-29-20170706-KCL",NA,"STEI_047-M-6-29","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",9.92,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"dc5d7023-7e1a-480b-8aa2-d0ed6b0afdcd","STEI_047.basePlot.bgc","D05","STEI","STEI_047","tower",2017-07-26 17:03:00,"NEON.DOC.014048vJ","STEI_047-M-6-29-20170726",NA,"STEI_047-M-6-29-20170726-KCL",NA,"STEI_047-M-6-29","tFinal",20.05,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.03,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"c649fa5d-9fd9-4178-9d6b-e26dc6dd639f","STEI_047.basePlot.bgc","D05","STEI","STEI_047","tower",2017-07-06 16:13:00,NA,"STEI_047-M-2-14.5-20170706",NA,"STEI_047-M-2-14.5-20170706-KCL",NA,"STEI_047-M-2-14.5","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.03,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"baaa7167-3754-4b95-a5b5-2c01b2af82b8","STEI_047.basePlot.bgc","D05","STEI","STEI_047","tower",2017-07-26 17:09:00,"NEON.DOC.014048vJ","STEI_047-M-2-14.5-20170726",NA,"STEI_047-M-2-14.5-20170726-KCL",NA,"STEI_047-M-2-14.5","tFinal",20.04,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.08,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"04c06b80-66a2-452e-a789-2946bac327ce","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-06 16:43:00,NA,"STEI_060-O-13-4.5-20170706",NA,"STEI_060-O-13-4.5-20170706-KCL",NA,"STEI_060-O-13-4.5","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.27,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"bce7a005-51f6-4bd5-bc68-0b9288ded5cc","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-26 18:25:00,"NEON.DOC.014048vJ","STEI_060-O-13-4.5-20170726",NA,"STEI_060-O-13-4.5-20170726-KCL",NA,"STEI_060-O-13-4.5","tFinal",20.07,2017-07-27 15:40:00,"STEI-20170727-BRef1",9.93,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"9374dbb6-505c-411a-a56e-c1f52e1e75d9","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-06 16:52:00,NA,"STEI_060-M-13-4.5-20170706",NA,"STEI_060-M-13-4.5-20170706-KCL",NA,"STEI_060-M-13-4.5","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.16,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"430f6ef6-df0c-421b-be70-c6f716809040","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-26 18:28:00,"NEON.DOC.014048vJ","STEI_060-M-13-4.5-20170726",NA,"STEI_060-M-13-4.5-20170726-KCL",NA,"STEI_060-M-13-4.5","tFinal",20.07,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.05,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"4de531e8-3671-4af3-be84-53b8a7f89f3f","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-06 17:30:00,NA,"STEI_060-O-36.5-25-20170706",NA,"STEI_060-O-36.5-25-20170706-KCL",NA,"STEI_060-O-36.5-25","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.05,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"28bc7f89-e7c1-4003-a73a-67d8d0636780","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-26 18:40:00,"NEON.DOC.014048vJ","STEI_060-O-36.5-25-20170726",NA,"STEI_060-O-36.5-25-20170726-KCL",NA,"STEI_060-O-36.5-25","tFinal",20.05,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.09,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"bc8a2c0a-68d4-4fef-863c-8e54c3b7deab","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-06 17:46:00,NA,"STEI_060-M-36.5-25-20170706",NA,"STEI_060-M-36.5-25-20170706-KCL",NA,"STEI_060-M-36.5-25","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",9.81,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"255d0bb4-a7ac-4480-953f-05cc6f075d19","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-26 18:44:00,"NEON.DOC.014048vJ","STEI_060-M-36.5-25-20170726",NA,"STEI_060-M-36.5-25-20170726-KCL",NA,"STEI_060-M-36.5-25","tFinal",20.04,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.1,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"a9875354-3198-4ca7-89da-9a7a7b0f5707","STEI_053.basePlot.bgc","D05","STEI","STEI_053","tower",2017-07-06 18:01:00,NA,"STEI_053-M-1-28.5-20170706",NA,"STEI_053-M-1-28.5-20170706-KCL",NA,"STEI_053-M-1-28.5","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",9.83,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"6f7fe5b1-840d-45c6-8268-98e6f42bae76","STEI_053.basePlot.bgc","D05","STEI","STEI_053","tower",2017-07-26 18:02:00,"NEON.DOC.014048vJ","STEI_053-M-1-28.5-20170726",NA,"STEI_053-M-1-28.5-20170726-KCL",NA,"STEI_053-M-1-28.5","tFinal",20,2017-07-27 15:40:00,"STEI-20170727-BRef1",10.03,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"5815b6b0-d4e7-4ebf-8bd3-3f759b244131","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-06 18:08:00,NA,"STEI_060-M-12-34-20170706",NA,"STEI_060-M-12-34-20170706-KCL",NA,"STEI_060-M-12-34","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.13,100,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"af89fce5-9b64-4a09-8f65-5203580b7854","STEI_060.basePlot.bgc","D05","STEI","STEI_060","tower",2017-07-26 18:34:00,"NEON.DOC.014048vJ","STEI_060-M-12-34-20170726",NA,"STEI_060-M-12-34-20170726-KCL",NA,"STEI_060-M-12-34","tFinal",20.02,2017-07-27 15:40:00,"STEI-20170727-BRef1",9.97,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"953e940e-7dba-4660-a69b-fd2f36f4bb33","STEI_053.basePlot.bgc","D05","STEI","STEI_053","tower",2017-07-06 18:28:00,NA,"STEI_053-M-26-38-20170706",NA,"STEI_053-M-26-38-20170706-KCL",NA,"STEI_053-M-26-38","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.2,99,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"d3782318-a1b7-4fef-949b-605e998225ae","STEI_053.basePlot.bgc","D05","STEI","STEI_053","tower",2017-07-26 17:54:00,"NEON.DOC.014048vJ","STEI_053-M-26-38-20170726",NA,"STEI_053-M-26-38-20170726-KCL",NA,"STEI_053-M-26-38","tFinal",19.98,2017-07-27 15:40:00,"STEI-20170727-BRef1",9.99,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"64cd4ea4-143f-4bf9-a5f7-9349c034cf75","STEI_053.basePlot.bgc","D05","STEI","STEI_053","tower",2017-07-06 18:58:00,NA,"STEI_053-M-37-13-20170706",NA,"STEI_053-M-37-13-20170706-KCL",NA,"STEI_053-M-37-13","tInitial",0,2017-07-07 07:00:00,"STEI-20170707-BRef1",10.17,99,2017-07-07 08:00:00,"OK",NA,"Scragg@battelleecology.org","fschroyer@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"255441e0-0f31-4d5a-b9f9-f1d9c19a6761","STEI_053.basePlot.bgc","D05","STEI","STEI_053","tower",2017-07-26 18:16:00,"NEON.DOC.014048vJ","STEI_053-M-37-13-20170726",NA,"STEI_053-M-37-13-20170726-KCL",NA,"STEI_053-M-37-13","tFinal",19.97,2017-07-27 15:40:00,"STEI-20170727-BRef1",10,100,2017-07-27 17:00:00,"OK",NA,"radams@battelleecology.org","cwojan@battelleecology.org",NA,"20201217T225002Z","RELEASE-2021"
"ee59b645-bada-43f3-8908-da775bc3b1f3","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-10-03 13:19:00,"NEON.DOC.014048vJ","STEI_003-M-34-37-20171003",NA,"STEI_003-M-34-37-20171003-KCL",NA,"STEI_003-M-34-37","tInitial",0,2017-10-04 16:35:00,"STEI-20171004-BRef1",10.08,100,2017-10-04 18:00:00,"OK",NA,"Radams@battelleecology.org","Radams@battelleecology.org",NA,"20201217T225215Z","RELEASE-2021"
"373e24d3-bc15-4613-b760-8daee53646ed","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-10-24 18:30:00,NA,"STEI_003-M-34-37-20171024",NA,"STEI_003-M-34-37-20171024-KCL",NA,"STEI_003-M-34-37","tFinal",21.22,2017-10-25 16:40:00,"STEI-20171025-BRef1",9.98,100,2017-10-25 20:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225215Z","RELEASE-2021"
"15cac86d-2fdf-4925-a8f9-0184112cd910","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-10-03 13:38:00,"NEON.DOC.014048vJ","STEI_003-M-33.5-13.5-20171003",NA,"STEI_003-M-33.5-13.5-20171003-KCL",NA,"STEI_003-M-33.5-13.5","tInitial",0,2017-10-04 16:35:00,"STEI-20171004-BRef1",10.05,100,2017-10-04 18:00:00,"OK",NA,"Radams@battelleecology.org","Radams@battelleecology.org",NA,"20201217T225215Z","RELEASE-2021"
"949344d8-f040-4fe1-8f08-7d679b69af73","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-10-24 18:33:00,NA,"STEI_003-M-33.5-13.5-20171024",NA,"STEI_003-M-33.5-13.5-20171024-KCL",NA,"STEI_003-M-33.5-13.5","tFinal",21.2,2017-10-25 16:40:00,"STEI-20171025-BRef1",10,100,2017-10-25 20:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225215Z","RELEASE-2021"
"ff250d23-2333-425c-be34-94889abe4469","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-10-03 14:02:00,"NEON.DOC.014048vJ","STEI_003-M-5.5-3.5-20171003",NA,"STEI_003-M-5.5-3.5-20171003-KCL",NA,"STEI_003-M-5.5-3.5","tInitial",0,2017-10-04 16:35:00,"STEI-20171004-BRef1",9.94,100,2017-10-04 18:00:00,"OK",NA,"Radams@battelleecology.org","Radams@battelleecology.org",NA,"20201217T225215Z","RELEASE-2021"
"cf41bb93-ce73-4d4b-ab1a-4a5a931ecafe","STEI_003.basePlot.bgc","D05","STEI","STEI_003","distributed",2017-10-24 18:41:00,NA,"STEI_003-M-5.5-3.5-20171024",NA,"STEI_003-M-5.5-3.5-20171024-KCL",NA,"STEI_003-M-5.5-3.5","tFinal",21.19,2017-10-25 16:40:00,"STEI-20171025-BRef1",10.01,100,2017-10-25 20:00:00,"OK",NA,"radams@battelleecology.org","radams@battelleecology.org",NA,"20201217T225215Z","RELEASE-2021"
"96669908-70b1-4dbb-823c-6405bbc5a0dc","STEI_001.basePlot.bgc","D05","STEI","STEI_001","distributed",2017-10-03 14:58:00,"NEON.DOC.014048vJ","STEI_001-M-35.5-16.5-20171003",NA,"STEI_001-M-35.5-16.5-20171003-KCL",NA,"STEI_001-M-35.5-16.5","tInitial",0,2017-10-04 16:35:00,"STEI-20171004-BRef1",10.05,100,2017-10-04 18:00:00,"OK",NA,"Radams@battelleecology.org","Radams@battelleecology.org",NA,"20201217T225215Z","RELEASE-2021"
