,Domain,Domain_gene_counts,AA_C,AA_H,AA_N,AA_O,AA_S,GC_adj,ID,total_atm
11, unclassified virophages,5.5195,0.265642151481888,0.5301866081229418,0.06695938529088913,0.1350164654226125,0.0021953896816684962,0.278,BMI_Plate81WellD6,5028.2645
12, unclassified viruses,51.90210000000001,0.2685602322134118,0.5259629938445729,0.07354939892601459,0.13014653568948203,0.0017808393265187248,0.5496730586986109,BMI_Plate81WellD6,126833.8455
13,Unclassified,563108.7887999968,0.26299795573823614,0.527922776080349,0.07486906655970467,0.13242037532124662,0.0017898263004636256,0.6186982725328599,BMI_Plate81WellD6,900636767.3681091
0, ,665.1726000000001,0.2645702868640565,0.5272685463758928,0.0767066208764387,0.1295519803682798,0.0019025655153321595,0.5982251296608179,BMI_Plate42WellH1,1617507.2423000003
1, Archaea,24740.60919999998,0.26561584973886815,0.5290344011990914,0.07191704027460313,0.1315564176520754,0.0018762911353618374,0.4365658968899362,BMI_Plate42WellH1,67422814.89040002
2, Bacteria,364822.63819999975,0.2640431860927984,0.5270097532936718,0.07518808546936248,0.13220307882701518,0.001555896317152027,0.6672607036531422,BMI_Plate42WellH1,915743330.0619985
3, Duplodnaviria,38.841,0.2647678096299276,0.5214456015768736,0.07496140726055678,0.1370322671496562,0.00179291438298583,0.6862381100139485,BMI_Plate42WellH1,164562.2361
4, Eukaryota,2123.294199999997,0.2634121664473337,0.5282904153537072,0.07535316969450521,0.1314880301054539,0.0014562183990000821,0.6488070538312157,BMI_Plate42WellH1,5105301.447299999
5, Monodnaviria,8.7892,0.262216404886562,0.530977312390925,0.0737347294938918,0.13219895287958117,0.0008726003490401397,0.6829999999999998,BMI_Plate42WellH1,20144.846399999995
6, Riboviria,10.9761,0.27200778771175116,0.5242371545531618,0.07398557329164186,0.1277276916812199,0.002041792762225251,0.4083325929745558,BMI_Plate42WellH1,25306.535
7, Varidnaviria,5.7108,0.2640522875816993,0.5218300653594772,0.08156862745098041,0.13019607843137257,0.0023529411764705885,0.634,BMI_Plate42WellH1,21843.809999999998
8, unclassified viruses,1.4222,0.25925925925925924,0.5302343159486017,0.08276643990929705,0.1273620559334845,0.00037792894935752074,0.588,BMI_Plate42WellH1,3763.1412
9,Unclassified,86981.56429999965,0.2626803115782739,0.528165081964563,0.07576103647878665,0.13181968883832534,0.001573881140051195,0.6328028257235649,BMI_Plate42WellH1,130858815.16649981
0, ,114.3003,0.2752414602389415,0.531260317920241,0.06598978957119553,0.125305455866681,0.002202976402940925,0.3663718103106944,BMI_Plate41WellE1,234659.39049999995
1, Archaea,213.09609999999995,0.2703694634632004,0.5249993794851934,0.07176582595305632,0.13118566705385154,0.0016796640446983967,0.4873128556592741,BMI_Plate41WellE1,607664.7905999998
2, Bacteria,108315.82350000006,0.26483913434755935,0.5272427696167452,0.07442742385926736,0.1317313112820935,0.0017593608943345413,0.6161968854695554,BMI_Plate41WellE1,271083083.20129913
3, Duplodnaviria,56.5523,0.2697822679526014,0.5225265810628084,0.07229296345586585,0.13335357198926448,0.0020446155394601468,0.4803610016761567,BMI_Plate41WellE1,137208.38689999998
4, Eukaryota,12222.18660000003,0.26834169940965324,0.5251796820521565,0.07359208057318267,0.13095475385788377,0.001931784107123874,0.4452306986870213,BMI_Plate41WellE1,36479219.41180003
5, Riboviria,14.6583,0.2649350649350649,0.5437229437229436,0.07445887445887446,0.11428571428571428,0.002597402597402598,0.612,BMI_Plate41WellE1,16930.3365
6, Varidnaviria,22.9258,0.2624457204965396,0.522909289582225,0.07565787786552802,0.1376156773566118,0.0013714346990953926,0.5653649193397321,BMI_Plate41WellE1,54202.87240000001
7,Unclassified,31661.820199999976,0.26534362880113954,0.5267185721752607,0.07421449418679298,0.131516884233271,0.0022064206035356804,0.5124276025900311,BMI_Plate41WellE1,46268726.251200005
0, ,270.6928000000001,0.26603003777571843,0.5281881082613136,0.07425702651572666,0.12995738254415443,0.001567444903086844,0.5153923296877948,BMI_Plate41WellA7,632558.0555
1, Archaea,573.4125999999999,0.26609691271238334,0.5258016292663836,0.07406864571555229,0.13235460655100656,0.0016782057546742264,0.6145130063300936,BMI_Plate41WellA7,1359964.3509999998
2, Bacteria,236797.4356000009,0.2642100616552307,0.5273738816709741,0.07513385670146387,0.13170303266404418,0.0015791673082871638,0.652298388389327,BMI_Plate41WellA7,623021763.5186026
3, Baculoviridae,3.1996,0.2670731707317073,0.5310975609756098,0.07500000000000001,0.12439024390243904,0.002439024390243902,0.349,BMI_Plate41WellA7,10494.688000000002
4, Duplodnaviria,15.1718,0.26467610646548745,0.5251243552669732,0.0740335855807314,0.13385254392364934,0.0023134087631586655,0.6387364061631675,BMI_Plate41WellA7,37712.315
5, Eukaryota,5350.820100000001,0.2683133050005284,0.5265875469192376,0.07353191194119378,0.1295852653164169,0.0019819708226231953,0.459835529274131,BMI_Plate41WellA7,15348834.681500008
6, Monodnaviria,2.1942,0.2574665293511843,0.5288362512873326,0.07981462409886714,0.13285272914521112,0.0010298661174047373,0.696,BMI_Plate41WellA7,4261.1364
7, Polydnaviridae,1.9432,0.2758949880668257,0.5212410501193318,0.07064439140811454,0.12935560859188544,0.002863961813842482,0.4189999999999999,BMI_Plate41WellA7,4071.0040000000004
8, Riboviria,35.1127,0.2643760024841526,0.5287080371932722,0.07393010940043457,0.13023815951344983,0.002747691408690816,0.4210468948091137,BMI_Plate41WellA7,116116.8605
9, Varidnaviria,2.3048,0.27253814147018035,0.5256588072122053,0.07350901525658808,0.1262135922330097,0.002080443828016644,0.414,BMI_Plate41WellA7,3323.5215999999996
10, unclassified virophages,3.5274,0.25952626158599384,0.5345005149330588,0.07723995880535532,0.12512873326467563,0.0036045314109165814,0.475,BMI_Plate41WellA7,6850.210799999999
11, unclassified viruses,81.7374,0.2662012484709728,0.5275775221702076,0.07285787416014637,0.13075744512006376,0.0026059100786094283,0.3942628922432346,BMI_Plate41WellA7,277907.6707
12,Unclassified,89329.88140000023,0.2661688636437761,0.5283707325666196,0.07421222181521084,0.12921939468522298,0.002028787289170639,0.5066442222334636,BMI_Plate41WellA7,131775346.54669984
0, ,289.819,0.26535967408063615,0.5290113426454296,0.07386686664990069,0.12999933090535554,0.001762785718678003,0.5904187653881245,BMI_Plate20WellB1,552069.8799000002
1, Archaea,6546.4328,0.26459890399594965,0.5287550074557199,0.07390608780992607,0.13107040852994004,0.0016695922084642857,0.5925963382383534,BMI_Plate20WellB1,14700089.923499994
2, Bacteria,192940.82219999805,0.26464922714608585,0.5276666080776075,0.07502795234874997,0.13094919713777728,0.001707015289779383,0.6368280026753804,BMI_Plate20WellB1,466445412.56739867
3, Duplodnaviria,11.7745,0.26454517394724414,0.5263136418004872,0.07402500080915446,0.13341000590584484,0.0017061775372692613,0.6239711749722421,BMI_Plate20WellB1,24420.553600000003
4, Eukaryota,962.9781000000003,0.2672091403253467,0.5265785609129057,0.07433177778003584,0.12978169619092778,0.002098824790783793,0.4933110480501621,BMI_Plate20WellB1,2314447.8383
5, Riboviria,10.9643,0.26226452854222004,0.52570496134645,0.0718092816657831,0.13783409310715855,0.002387135338388353,0.4069312339752373,BMI_Plate20WellB1,47779.57
6, Varidnaviria,4.5481,0.2504996668887408,0.5213191205862757,0.0742838107928048,0.15389740173217856,0.0,0.605,BMI_Plate20WellB1,13653.396200000001
7, unclassified viruses,4.3229,0.2591114595766432,0.5234713640020913,0.07758631128884672,0.13833177719128917,0.0014990879411296905,0.5361062166803867,BMI_Plate20WellB1,6383.414699999999
8,Unclassified,24118.824399999903,0.26368072610227905,0.5279817369398332,0.07548276285659156,0.1308536471448783,0.0020011269564179663,0.581376488615427,BMI_Plate20WellB1,32828368.879499976
0, ,70.4015,0.2638571871439284,0.5288123224172431,0.08157269059826883,0.12374706653883843,0.0020107333017212324,0.5363689291114913,BMI_Plate8WellE10_mms,135061.5717
1, Archaea,375.25410000000016,0.2669188286034454,0.5264209898620611,0.07539227924146165,0.12955908218516027,0.0017088201078715524,0.4799718219011821,BMI_Plate8WellE10_mms,1157415.629
2, Bacteria,14173.772199999996,0.2659999980261088,0.5268312652962551,0.07674010741741605,0.128776191442714,0.0016524378175060332,0.6058476554006429,BMI_Plate8WellE10_mms,43284447.16180001
3, Duplodnaviria,2.8277,0.2674364896073903,0.5210161662817553,0.07113163972286374,0.13810623556581986,0.0023094688221709007,0.519,BMI_Plate8WellE10_mms,6121.9705
4, Eukaryota,152.158,0.2689468372872282,0.5240541724784071,0.07123023810330878,0.1339589567395781,0.001809795391477762,0.5186056885507494,BMI_Plate8WellE10_mms,308160.9129
5,Unclassified,3908.874899999999,0.26589526754191634,0.5284825716066054,0.07702459818989499,0.1268561209955737,0.0017414416660096134,0.5565329856284567,BMI_Plate8WellE10_mms,7198627.059800002
0, ,889.7573000000001,0.2664259353108256,0.5263619660010502,0.07415851973745516,0.13129642531043115,0.0017571536402379417,0.5831418264538007,BMI_Plate42WellA3,2005846.9671
1, Archaea,27545.939800000026,0.26683528937489537,0.5289474981107348,0.07111764897820247,0.1312596473132527,0.0018399162229147247,0.3813051271212908,BMI_Plate42WellA3,71051202.37099998
2, Bacteria,714451.1656000038,0.2649159604972616,0.5273770052376316,0.0746707648143689,0.13132327580159042,0.0017129936491474744,0.6246051979924515,BMI_Plate42WellA3,1803699818.6990893
3, Baculoviridae,4.0725,0.25605536332179935,0.528347085440511,0.08224647324993346,0.13095554964067077,0.002395528347085441,0.6779999999999999,BMI_Plate42WellA3,15300.382499999998
4, Duplodnaviria,578.3020999999998,0.2664611317760165,0.5231631635727731,0.074067246773987,0.13450409939118935,0.0018043584860339924,0.5719409690906082,BMI_Plate42WellA3,1808600.6329999997
5, Eukaryota,4838.599700000005,0.2674284492522598,0.5255966638683014,0.07372832606282485,0.1314208831511042,0.0018256776655097295,0.4755656154484834,BMI_Plate42WellA3,11327792.299100004
6, Nudiviridae,3.3257,0.25960969840331166,0.5239503252513307,0.07569485511531639,0.1395623891188646,0.0011827321111768185,0.583,BMI_Plate42WellA3,5623.758699999999
7, Riboviria,28.1954,0.26517107137451623,0.5209298519201158,0.07725985938614281,0.13529072408158,0.0013484932376452818,0.4606228239660336,BMI_Plate42WellA3,89003.5609
8, Varidnaviria,6.6951,0.26426985475929193,0.5204674047951062,0.07358847456684671,0.1407127367081079,0.0009615291706473703,0.6228495349677856,BMI_Plate42WellA3,16703.7054
9, unclassified viruses,30.6878,0.2633828027389606,0.5221778584126723,0.07752528066411174,0.13441102401121904,0.0025030341730363096,0.6544123415276101,BMI_Plate42WellA3,72241.8423
10,Unclassified,153843.40739999822,0.2639886458712805,0.527766176851268,0.07492382198255307,0.13149616992629196,0.0018251853686064707,0.5906968890487782,BMI_Plate42WellA3,232083340.019
0, ,46.4541,0.2648422848841438,0.5261072489585711,0.075317379169981,0.13200849755743682,0.0017245894298673122,0.5693941849273868,BMI_Plate28WellH5,98828.68179999999
1, Archaea,58.54429999999999,0.2641296676393023,0.5270962544999266,0.07770216984425113,0.12912083833420665,0.0019510696823134088,0.5985461845918114,BMI_Plate28WellH5,135285.78829999996
2, Bacteria,21340.337999999974,0.2641636393024454,0.527786781760924,0.07563333833551049,0.13062217201408569,0.0017940685870343437,0.6378511492186512,BMI_Plate28WellH5,53626092.22149998
3, Duplodnaviria,39.2897,0.2656933500271818,0.524720541515933,0.07110154664896078,0.13690165877964566,0.0015829030282787356,0.40530586197079294,BMI_Plate28WellH5,114909.31330000001
4, Eukaryota,86.16899999999998,0.27164733625479476,0.5298703560009513,0.07059428347876115,0.12584802491344027,0.0020399993520524113,0.4606693063197334,BMI_Plate28WellH5,156438.57910000003
5, unclassified viruses,8.9758,0.26703430961560903,0.524277339372695,0.0758333924008932,0.13099512468674596,0.0018598339240566211,0.4325915576742273,BMI_Plate28WellH5,27259.7458
6,Unclassified,2311.833500000001,0.2626333434349316,0.527440986726192,0.07599331161562466,0.13191959795293032,0.0020127602703215062,0.6078715896614992,BMI_Plate28WellH5,2963433.9906000006
0, ,449.5862000000001,0.2648629060216068,0.5276463043419097,0.07393634091889491,0.1318600522923022,0.0016943964252862718,0.5820450731623987,BMI_Plate42WellE5,1073729.6614000006
1, Archaea,2874.428000000003,0.26532232546859136,0.5289268271070499,0.07278106883715545,0.1312237218259106,0.0017460567612927554,0.4862801685213835,BMI_Plate42WellE5,6715484.089599999
2, Bacteria,576208.9487999958,0.2648889917037644,0.5276166232271835,0.07472086401034825,0.13107622172868097,0.0016972993300227242,0.6086123964349062,BMI_Plate42WellE5,1505954928.1538823
3, Duplodnaviria,461.80410000000006,0.26605082953221865,0.5237207591852701,0.0743043329987323,0.1341853594247463,0.0017387188590327085,0.536916352118521,BMI_Plate42WellE5,1566776.2996
4, Eukaryota,4031.942299999995,0.2680252986811867,0.5256893767942618,0.0735884163646793,0.13081692290389016,0.0018799852559821875,0.4725566037620722,BMI_Plate42WellE5,12048042.1471
5, Monodnaviria,5.6495,0.25167037861915365,0.532293986636971,0.07795100222717148,0.13808463251670378,0.0,0.654,BMI_Plate42WellE5,2536.6255
6, Riboviria,2.1575,0.2592745259686726,0.5333882934872217,0.07254740313272875,0.13272877164056054,0.0020610057708161573,0.6759999999999999,BMI_Plate42WellE5,5234.095000000002
7, Varidnaviria,3.8073,0.26370931643636947,0.5307604429004819,0.06981046610537738,0.13377856295272134,0.0019412116050499923,0.4117458142469619,BMI_Plate42WellE5,7670.3642
8, environmental samples,3.863,0.2633759061097687,0.5305488436313427,0.07283396617190196,0.13324128408698652,0.0,0.581,BMI_Plate42WellE5,11191.111
9, unclassified viruses,42.5859,0.26580694956581535,0.5280512447201995,0.07469930526817993,0.1293237413062438,0.002118759139561481,0.5106691359506004,BMI_Plate42WellE5,86278.1411
10,Unclassified,101422.83649999973,0.2638309710407446,0.5276011652841189,0.07492338851139015,0.1317022207313588,0.0019422544323874145,0.5772499653859795,BMI_Plate42WellE5,156900508.30539906
0, ,1171.3326999999995,0.26287208786153193,0.5270991369791554,0.07613127306179734,0.13245269349013244,0.001444808607382934,0.6657133046486395,BMI_Plate41WellH5,2817023.5
1, Archaea,26315.883400000013,0.26645917839617067,0.52881744448163,0.07143118175468816,0.13150417402275796,0.0017880213447531974,0.4044144682300417,BMI_Plate41WellH5,68034421.99219994
2, Bacteria,1192805.2329000034,0.264030693602162,0.527372069893853,0.07532573928391278,0.13171109999708344,0.0015603972229886942,0.665701424051807,BMI_Plate41WellH5,3045872971.304524
3, Duplodnaviria,128.87900000000002,0.26194638995750485,0.5256956066562156,0.07732198696317819,0.13355343195306843,0.001482584470032957,0.62855066791673,BMI_Plate41WellH5,252183.1353
4, Eukaryota,12995.604399999993,0.2671087893838558,0.5261432456354725,0.07404340093760292,0.13088372010011998,0.0018208439429485428,0.4680938214583231,BMI_Plate41WellH5,30357690.187600013
5, Monodnaviria,8.4375,0.25882352941176473,0.5191176470588236,0.08676470588235294,0.1338235294117647,0.0014705882352941176,0.693,BMI_Plate41WellH5,5737.5
6, Riboviria,23.8902,0.25635664598054597,0.5220261138250641,0.07199651447390254,0.14802454466579398,0.0015961810546935753,0.4980891535229746,BMI_Plate41WellH5,166476.79109999997
7, environmental samples,8.7422,0.25755102040816324,0.5265306122448979,0.07346938775510205,0.14244897959183678,0.0,0.753,BMI_Plate41WellH5,21418.39
8, unclassified viruses,22.4556,0.26685986247404564,0.5263006188667699,0.07355838837732571,0.13168716823698695,0.001593962044871713,0.5736375620412114,BMI_Plate41WellH5,81182.6106
9,Unclassified,243767.60069999768,0.2621534806627801,0.5282571362692163,0.07629990192777986,0.1316933781157084,0.0015961030245153114,0.6573050576729252,BMI_Plate41WellH5,356657640.98960006
0, ,132.09799999999998,0.265079562493863,0.5284053758549176,0.07535708870494039,0.12962810354382226,0.0015298694024565372,0.626643257182152,BMI_Plate19WellD3_mms,333626.4515000001
1, Archaea,440.4503,0.26710482222204357,0.5281807994754759,0.07580805276753294,0.12730185786981196,0.0016044676651357063,0.5012872266264108,BMI_Plate19WellD3_mms,1395861.5363
2, Bacteria,152019.9549999995,0.26376417149625575,0.5276974220229153,0.07570522948516062,0.13114833806526932,0.0016848389303991183,0.6480949514411655,BMI_Plate19WellD3_mms,381153956.5078008
3, Duplodnaviria,5.1679,0.2578323061680365,0.5272853320418561,0.07658996483881197,0.13742251149241416,0.0008698854588812859,0.6956246772862388,BMI_Plate19WellD3_mms,5940.8971
4, Eukaryota,427.8455,0.2635506771826738,0.5265843221945752,0.07658231684878572,0.13173077645952033,0.0015519073144449448,0.6478586446186853,BMI_Plate19WellD3_mms,917609.8254999999
5, Riboviria,5.6103,0.2633652222847496,0.5447383230163196,0.06752954417557684,0.12211592571750142,0.0022509848058525606,0.677,BMI_Plate19WellD3_mms,9969.503099999998
6,Unclassified,16456.072400000023,0.26214299922239903,0.5288716941496643,0.07620964284693557,0.13096888738495494,0.0018067763960461073,0.6340921899498759,BMI_Plate19WellD3_mms,22885292.386200037
0, ,768.6935999999997,0.2641024761358525,0.527566800886594,0.07518092242133138,0.13153834931250996,0.0016114512437121948,0.6423758114913578,BMI_Plate72WellG1,1879659.1655000001
1, Archaea,2063.746399999999,0.26447326762844936,0.5263480332612248,0.0747801019714141,0.13279381561920753,0.0016047815197042647,0.6311974742931847,BMI_Plate72WellG1,5127951.997799996
2, Bacteria,1380525.0205999487,0.26392241432618135,0.5276640603474929,0.07509397462915669,0.13167223438546813,0.0016473163117008574,0.6500121701379808,BMI_Plate72WellG1,3659145731.627217
3, Duplodnaviria,123.72820000000002,0.2648732601071599,0.5240075097666078,0.07649766578771927,0.13269938798470168,0.0019221763538111827,0.6416814602153521,BMI_Plate72WellG1,257305.83930000002
4, Eukaryota,5123.188699999993,0.2632203338326545,0.5272337840084672,0.07553880812188948,0.13236536701476834,0.0016417070222206466,0.6462849095151674,BMI_Plate72WellG1,12211549.520499988
5, Nimaviridae,4.6495,0.25306122448979596,0.5306122448979591,0.07551020408163267,0.14081632653061227,0.0,0.703,BMI_Plate72WellG1,13669.529999999999
6, Riboviria,21.5343,0.2644412066662643,0.5281576395851797,0.07573255362480485,0.13023570074883134,0.001432899374919565,0.5378096267786847,BMI_Plate72WellG1,44010.97600000001
7, Varidnaviria,12.7976,0.2666629974347848,0.5238945066879276,0.07933909101740708,0.12877820361097728,0.0013252012489031464,0.6888678050757945,BMI_Plate72WellG1,24451.984200000003
8, unclassified viruses,12.1122,0.2668856201672784,0.5199694182811216,0.07935962383590912,0.13210458925725274,0.0016807484584382226,0.5959118143100304,BMI_Plate72WellG1,24942.221299999997
9,Unclassified,228210.2497000003,0.2617269148682944,0.5284121370990253,0.07618800642692465,0.1319254365235957,0.001747505082159849,0.6509094954851948,BMI_Plate72WellG1,335762368.52759725
0, ,722.1833999999999,0.26608030879510297,0.5268411163983499,0.07460810795849898,0.13100422375519255,0.001466243092855721,0.6374668923817506,BMI_Plate19WellG3_mms,2790550.3663999997
1, Archaea,11423.89300000001,0.2646058227610786,0.5279334370552494,0.0746042560184082,0.1314656327845319,0.0013908513807317266,0.6421322969026237,BMI_Plate19WellG3_mms,51489146.57030002
2, Bacteria,389748.03949999315,0.26464232088542505,0.5272363559348318,0.07479653295694146,0.13168555647421804,0.001639233748583689,0.6344687607147554,BMI_Plate19WellG3_mms,1117983135.5249949
3, Duplodnaviria,143.1805,0.2626620293092363,0.5250595045134978,0.07313835920994805,0.13693967149070826,0.0022004354766093845,0.5603257494816383,BMI_Plate19WellG3_mms,461430.75350000005
4, Eukaryota,2887.272399999997,0.2648107878454076,0.5272487010291118,0.07428444357880798,0.13203475966831907,0.0016213078783534802,0.6344518868183529,BMI_Plate19WellG3_mms,8760933.620099999
5, Riboviria,37.0057,0.26386732348483444,0.5306830494928781,0.0737966787557885,0.1301630986017589,0.0014898496647400385,0.6609745301866999,BMI_Plate19WellG3_mms,200515.66749999998
6, Varidnaviria,18.9028,0.268217995451679,0.5254920385135167,0.07474206297114007,0.1299659951067912,0.0015819079568731426,0.6072607830854347,BMI_Plate19WellG3_mms,83128.4775
7, unclassified viruses,12.0638,0.2632955536181343,0.5170008718395815,0.08456843940714909,0.13077593722755013,0.004359197907585004,0.522,BMI_Plate19WellG3_mms,13837.1786
8,Unclassified,110164.17770000025,0.2638238579512055,0.5278306333010052,0.07475807357195688,0.13190320778351095,0.001684227392321503,0.6220832448198529,BMI_Plate19WellG3_mms,201892841.16279987
0, Archaea,76.67030000000003,0.26976820001942425,0.5189415066766104,0.07721141169953966,0.13200409695527004,0.0020747846491556924,0.6178344445260877,BMI_Plate19WellF3_mms,170977.21449999997
1, Bacteria,24780.73219999999,0.2639959386893893,0.5277280273552387,0.07419929032377838,0.13217287293316113,0.001903870698432608,0.6533599479319407,BMI_Plate19WellF3_mms,60886567.24189999
2, Eukaryota,155.04549999999998,0.2692842050409185,0.5284403864757727,0.07480312632050949,0.1255457807401385,0.0019265014226608665,0.5787540524244814,BMI_Plate19WellF3_mms,180350.6065
3, Varidnaviria,1.4361,0.24922118380062308,0.5366043613707165,0.09190031152647976,0.1222741433021807,0.0,0.715,BMI_Plate19WellF3_mms,3687.9048
4,Unclassified,1475.5352999999998,0.26310791877610934,0.5285108533875637,0.07623002238282597,0.13030443726680005,0.0018467681867010153,0.5992375988025798,BMI_Plate19WellF3_mms,1576814.7409999995
0, ,589.9445999999998,0.26451311981007825,0.5268853322642559,0.07511239118154171,0.13178673967057378,0.0017024170735503792,0.6247729540164519,Plate42WellD2,1535096.5052
1, Archaea,1756.271,0.2646026750958771,0.5265941091181885,0.0748958873523051,0.13212250911836632,0.0017848193152628403,0.6129776431796996,Plate42WellD2,4534138.123
2, Bacteria,882210.1031000131,0.26473563185872717,0.5273760314590492,0.07467827863407366,0.13149029890045053,0.0017197591476994815,0.6208151972397671,Plate42WellD2,2349838051.5701046
3, Duplodnaviria,2490.831000000001,0.26627792842107395,0.5239713067057186,0.0733115528888316,0.13468430977077522,0.0017549022136009247,0.5066078500391753,Plate42WellD2,8464505.762699993
4, Eukaryota,5057.588399999996,0.2646814135994536,0.5261967440813851,0.0746734394796478,0.13270152143352168,0.0017468814059919712,0.5919368243384008,Plate42WellD2,13422245.79159999
5, Monodnaviria,8.5099,0.25837419372231335,0.5244707774711299,0.07547635998990938,0.14080049346750598,0.0008781753491413905,0.5964884097300057,Plate42WellD2,28636.536
6, Riboviria,18.9259,0.2603671242903249,0.5276335041522199,0.07182368280925233,0.13845284361524324,0.0017228451329595218,0.5643226768206839,Plate42WellD2,48698.16700000001
7, Varidnaviria,12.6799,0.2664670285852218,0.5225735296246963,0.0738546971591435,0.13574959822159524,0.0013551464093430892,0.6439571208629529,Plate42WellD2,33944.8931
8, environmental samples,7.4621,0.26019381971109895,0.5267873468641433,0.07332236240629002,0.13750228560980068,0.002194185408667033,0.6349999999999999,Plate42WellD2,40810.2249
9, unclassified viruses,57.55679999999999,0.261566559459948,0.5252737425897368,0.07583520068549192,0.1354591638388099,0.0018653334260135175,0.5960559982689503,Plate42WellD2,163072.6152
10,Unclassified,204222.95339999942,0.2632086711558503,0.5272981225890547,0.07501360672514952,0.13261735997368293,0.0018622395562625418,0.6066511400264765,Plate42WellD2,341948677.1497983
0, ,245.53549999999996,0.26486587515171073,0.5278524002273519,0.07639064889953741,0.1296252764070741,0.0012657993143257446,0.6723314791779283,BMI_Plate35WellC2,532821.1134000001
1, Archaea,6527.882299999997,0.2653583624973539,0.5290526656166613,0.07252664849348273,0.13109423026243866,0.001968093130063504,0.5013406074287725,BMI_Plate35WellC2,15927527.677000001
2, Bacteria,156667.9157000015,0.26349757499835963,0.5272620148649045,0.07593900772604778,0.13182891480794687,0.0014724876027410448,0.7034380127575975,BMI_Plate35WellC2,408177737.4432006
3, Duplodnaviria,29.4881,0.26655759186509204,0.5243644632570161,0.07778603088047617,0.12934067337417715,0.0019512406232385416,0.5985941584772999,BMI_Plate35WellC2,68377.1127
4, Eukaryota,1023.8982000000003,0.2631265065630184,0.528822701409834,0.07669028126072613,0.12988804482236294,0.001472465944058415,0.7108396155798875,BMI_Plate35WellC2,2221237.8583
5, Riboviria,3.9015,0.26014166130070837,0.5296200901481004,0.07694784288473921,0.13296844816484224,0.0003219575016097875,0.8059999999999999,BMI_Plate35WellC2,12118.059
6,Unclassified,34185.39560000007,0.2615900946305842,0.5288444155572515,0.07704189004097234,0.13112828178142646,0.0013953179897655157,0.7047677735700156,BMI_Plate35WellC2,52676098.16480005
0, ,332.4232,0.265653856825057,0.5261623495349692,0.07441639703306564,0.13208884984385866,0.0016785467630494515,0.5590678841273329,BMI_Plate35WellG4,801581.5999999999
1, Archaea,739.6163999999999,0.266177479579907,0.5262938535038122,0.07509907748367263,0.1307554303001412,0.001674159132466927,0.5682568021963927,BMI_Plate35WellG4,1938588.1168999996
2, Bacteria,494180.93229999405,0.2650640382503077,0.5277233909234467,0.07450510873531677,0.13096113161614986,0.0017463304747790574,0.6019185263992625,BMI_Plate35WellG4,1346473040.1600928
3, Duplodnaviria,46.2166,0.26566294808729707,0.5224769710182442,0.07555762774606502,0.13493760521512035,0.001364847933273428,0.5486600386883481,BMI_Plate35WellG4,119534.269
4, Eukaryota,7106.292700000007,0.26828074796937207,0.5256461700530877,0.07358587915875037,0.13056175708739312,0.0019254457313966286,0.46872674893519106,BMI_Plate35WellG4,18853394.883100014
5, Monodnaviria,1.4423,0.25,0.5423076923076924,0.07564102564102564,0.12948717948717944,0.002564102564102564,0.591,BMI_Plate35WellG4,1124.994
6, Riboviria,6.0124,0.2629776895001373,0.5238638230625134,0.07647462115490276,0.1346576524609929,0.002026213821453755,0.5510053331069846,BMI_Plate35WellG4,18250.097599999997
7, Varidnaviria,14.994699999999998,0.2621870724895643,0.5260896352250558,0.07507091108715734,0.13551715005729115,0.0011352311409313805,0.5507786409296144,BMI_Plate35WellG4,40566.1881
8, unclassified viruses,17.5856,0.26878856564012943,0.5237704397724853,0.07565462086987224,0.1295716258410115,0.0022147478765015497,0.4477686214885144,BMI_Plate35WellG4,74106.4939
9,Unclassified,78708.50990000009,0.2645163663259979,0.5276587887406835,0.07493003276576289,0.13098223776195195,0.0019125744056037212,0.5512780431945832,BMI_Plate35WellG4,117397297.35070018
0, ,26.2444,0.27442782118770337,0.5243264489444606,0.0697152701650332,0.12834426694971002,0.003186192753092785,0.5318475078505592,BMI_Plate28WellG10,58869.66500000001
1, Archaea,49.1249,0.26820739256100296,0.5257147126233693,0.07506468229042067,0.12867307705060463,0.0023401354746023645,0.5869108787752793,BMI_Plate28WellG10,121708.0819
2, Bacteria,32666.915000000008,0.2646238823575331,0.5279076435035988,0.07504206505949897,0.130610538218849,0.001815870860520306,0.6289833823024513,BMI_Plate28WellG10,80816972.28069997
3, Eukaryota,523.5973999999999,0.2702615810987317,0.5241643138644133,0.07404921997166994,0.12964504293345647,0.0018798421317286693,0.4615460967234002,BMI_Plate28WellG10,1424695.2735
4,Unclassified,3304.8027999999995,0.2638615541213467,0.5269205687444789,0.07587536316669735,0.13129192219519287,0.002050591772284325,0.5697230201640633,BMI_Plate28WellG10,4080670.1816999963
0, ,593.0071,0.2619191052655897,0.5276042865177343,0.07649523258352475,0.13239859446225652,0.001582781170894689,0.697232600459739,BMI_18S_05_0419,1497135.0074
1, Archaea,2419.4115999999976,0.2637974883875259,0.5270160884909179,0.07485961019047914,0.13270624328720243,0.0016205696438748173,0.6413857327668914,BMI_18S_05_0419,5775311.561200002
2, Bacteria,567502.0295000051,0.26346201977035694,0.5269851430155843,0.07560693611033165,0.13242582000160058,0.0015200811021264303,0.6947785924991179,BMI_18S_05_0419,1476348824.454591
3, Duplodnaviria,293.2120000000001,0.2666613890472595,0.5230563219587893,0.07440474793856881,0.13420546618866563,0.0016720748667168575,0.5815334517665984,BMI_18S_05_0419,716994.9885999999
