,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Eukaryota,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Eukaryota,gene_counts unclassified viruses,gene_countsUnclassified
428,K02047,,,0.6779999999999999,,,,,,,5.7098,,,,
429,K02050,,,0.6635326930946664,,,,,,,12.3768,,,,
430,K02051,,,0.6547407805166202,,,,,,,12.445699999999999,,,,
431,K02066,,,0.6740606498822187,,,,,,,61.4832,,,,
432,K02067,,,0.6555503107057371,,,,,,,13.509,,,,
433,K02069,,,0.662,,,,,,,5.772,,,,
434,K02078,,,0.5943383164611171,,,,,,,27.091900000000003,,,,
435,K02108,,,0.642,,,,,,,3.3353,,,,
436,K02109,,,0.6908332039793974,,,,,,,22.3407,,,,
437,K02110,,,0.6676411825446661,,,,,,,26.548500000000004,,,,
438,K02113,,,0.6787869175388572,,,,0.421,,,31.3062,,,,4.1222
439,K02114,,,0.6836493702851841,,,,,,,27.117399999999996,,,,
440,K02125,,,,,0.17,,,,,,,6.6509,,
441,K02128,,,,,0.324,,,,,,,5.5745,,
442,K02160,,,0.685,,,,,,,7.6432,,,,
443,K02171,,,0.650223863365061,,,,,,,12.8538,,,,
444,K02188,,,0.713100045349859,,,,,,,14.4238,,,,
445,K02189,,,0.723,,,,,,,5.4617,,,,
446,K02192,,,0.741,,,,0.73,,,4.7229,,,,2.6964
447,K02194,,,0.6125636741941692,,,,,,,9.9817,,,,
448,K02195,,,0.6572972640810083,,,,,,,14.943800000000001,,,,
449,K02196,,,,,,,0.624,,,,,,,4.4409
450,K02199,,,0.6720972143237922,,,,,,,48.179899999999996,,,,
451,K02200,,,0.6984309895692877,,,,,,,6.2682,,,,
452,K02204,,,0.6573460478893673,,,,,,,8.520900000000001,,,,
453,K02221,,,0.5692971292900422,,,,,,,16.743100000000002,,,,
454,K02224,,,0.7477133687064157,,,,,,,15.9408,,,,
455,K02227,,,0.7141756625967874,,,,,,,7.6177,,,,
456,K02231,,,0.7319889519685276,,,,,,,10.9531,,,,
457,K02232,,,0.7381623917791137,,,,,,,7.9033,,,,
458,K02233,,,0.7190000000000001,,,,,,,2.3824,,,,
459,K02237,,,0.7290000000000001,,,,,,,3.323,,,,
460,K02238,,,0.7235602724921345,,,,,,,8.8301,,,,
461,K02242,,,0.7570000000000001,,,,,,,4.4043,,,,
462,K02257,,,0.6605548668625104,,,,,,,50.9338,,,,
463,K02258,,,0.638,,,,,,,3.1765,,,,
464,K02259,,,0.6589236675909745,,,,,,,23.036600000000004,,,,
465,K02261,,,,,0.286,,,,,,,6.0591,,
466,K02275,,,0.6779999999999999,,,,,,,3.9169,,,,
467,K02276,,,0.6447008084318144,,,,,,,12.7875,,,,
468,K02277,,,0.5904162875121679,,,,,,,11.5392,,,,
469,K02279,,,0.6560010350885129,,,,,,,19.7629,,,,
470,K02280,,,0.623,,,,,,,1.8676,,,,
471,K02283,,,0.6920000000000001,,,,,,,30.5787,,,,
472,K02291,,,0.698,,,,,,,7.492,,,,
473,K02303,,,0.6990000000000001,,,,,,,9.8442,,,,
474,K02305,,,0.642,,,,,,,2.7002,,,,
475,K02313,,,0.6365893823639626,,,,,,,57.5973,,,,
476,K02314,,,0.6686692197649049,,,,,,,74.8637,,,,
477,K02315,,,0.57,,,,,,,3.4101,,,,
478,K02316,,,0.6800102570385478,,,,,,,57.78220000000001,,,,
479,K02325,,,,,,,0.439,,,,,,,3.1883
480,K02337,,,0.251,,,,,,,28.9248,,,,
481,K02338,,,0.42535986712880397,,,,,,,87.1704,,,,
482,K02342,,,0.68,,,,,,,5.4371,,,,
483,K02343,,,0.6754901032029317,,,,,,,39.34310000000001,,,,
484,K02347,,,0.706,,,,,,,8.8453,,,,
485,K02348,,,0.7040000000000001,,,,,,,4.6745,,,,
486,K02351,,,0.6829999999999999,,,,,,,4.2389,,,,
487,K02355,,,0.306,,,,,,,31.5784,,,,
488,K02356,,,0.6622853096622212,,,,,,,52.4817,,,,
489,K02357,,,0.36711967735401735,,,,,,,63.4964,,,,
490,K02358,,,0.4268136583233656,,,,,,,53.990300000000005,,,,
491,K02359,,,0.44000000000000006,,,,,,,1.8773,,,,
492,K02372,,,0.6061093902517394,,,,0.605,,,11.779499999999999,,,,2.3728
493,K02379,,,0.7440000000000001,,,,,,,8.8715,,,,
494,K02380,,,0.6469999999999999,,,,,,,4.2208,,,,
495,K02387,,,0.677,,,,,,,4.2194,,,,
496,K02388,,,0.715,,,,,,,4.2194,,,,
497,K02389,,,0.6459999999999999,,,,,,,4.2974,,,,
498,K02395,,,0.7318554956407644,,,,0.6829999999999999,,,11.7715,,,,2.1589
499,K02406,,,0.6606526324230427,,,,,,,28.0273,,,,
500,K02408,,,0.687,,,,,,,3.4968,,,,
501,K02409,,,0.6690447255148105,,,,,,,17.874,,,,
502,K02410,,,0.6631063498183863,,,,,,,17.8227,,,,
503,K02413,,,0.737,,,,,,,2.1713,,,,
504,K02414,,,0.68,,,,,,,3.4818,,,,
505,K02415,,,0.667,,,,,,,4.0959,,,,
506,K02416,,,0.637,,,,,,,9.1154,,,,
507,K02417,,,0.7390000000000001,,,,,,,3.7012,,,,
508,K02418,,,0.701,,,,,,,3.6187,,,,
509,K02420,,,0.6709999999999999,,,,,,,3.6406,,,,
510,K02422,,,0.659,,,,,,,3.329,,,,
511,K02426,,,0.3375499049966414,,,,,,,41.0642,,,,
512,K02428,,,0.426,,,,,,,2.1616,,,,
513,K02429,,,0.422,,,,,,,2.2103,,,,
514,K02431,,,0.616,,,,,,,2.8774,,,,
515,K02435,,,0.7003678894286754,,,,,,,12.1654,,,,
516,K02437,,0.344,0.6592179862122047,,,,,,2.416,23.026,,,,
517,K02457,,,,,,,0.7070000000000001,,,,,,,2.9531
518,K02463,,,,,,,0.706,,,,,,,2.5753
519,K02469,,,0.262,,,,,,,28.9248,,,,
520,K02483,,,0.7001156539006025,,,,,,,16.0994,,,,
521,K02492,,,0.6934086936886236,,,,,,,41.512,,,,
522,K02500,,,0.3532006499283509,,,,,,,42.621399999999994,,,,
523,K02501,,,0.255,,,,,,,31.5784,,,,
524,K02503,,,0.6739297183427952,,,,,,,14.1683,,,,
525,K02510,,,0.6934489482969538,,,,,,,9.3735,,,,
526,K02518,,,0.46404959073492,,,,,,,75.1266,,,,
527,K02519,,,0.3192328839713056,,,,,,,42.5938,,,,
528,K02520,,,0.6090566655665365,,,,,,,50.26629999999999,,,,
529,K02526,,,0.6509999999999999,,,,,,,9.9629,,,,
530,K02527,,,0.6579776352178057,,,,0.774,,,11.2338,,,,2.2019
531,K02528,,,0.236,,,,,,,31.5784,,,,
532,K02536,,,0.652,,,,,,,5.7367,,,,
533,K02556,,,0.731,,,,,,,2.1476,,,,
534,K02557,,,0.655,,,,,,,2.488,,,,
535,K02563,,,0.742422266576703,,,,,,,10.4352,,,,
536,K02600,0.5379999999999998,,0.6644567328196088,,,,,2.3242,,82.96929999999999,,,,
537,K02601,,,0.6395773181599022,,,,,,,89.65400000000001,,,,
538,K02609,,,0.680508241633179,,,,,,,52.0838,,,,
539,K02610,,,0.7123213664016907,,,,,,,15.501900000000001,,,,
540,K02612,,,0.7559999999999999,,,,,,,7.5236,,,,
541,K02614,,,0.7094463290461014,,,,,,,16.0635,,,,
542,K02616,,,0.7294554389353555,,,,,,,28.7025,,,,
543,K02624,,,0.6920000000000001,,,,,,,8.7635,,,,
544,K02636,,,0.643,,,,,,,9.8432,,,,
545,K02650,,,0.639,,,,,,,8.7243,,,,
546,K02651,,,0.5587498942040118,,,,0.5774160186996135,,,18.0898,,,,4.0336
547,K02659,,,0.698,,,,,,,5.4825,,,,
548,K02662,,,0.6414865925482026,,,,,,,11.7218,,,,
549,K02664,,,0.636,,,,,,,3.3338,,,,
550,K02687,,,0.6338549431258939,,,,,,,6.9981,,,,
551,K02784,,,0.6992826195829843,,,,,,,8.7716,,,,
552,K02806,,,0.659,,,,,,,3.0621,,,,
553,K02825,,,0.6579999999999999,,,,,,,6.713,,,,
554,K02834,,,0.7062311143385016,,,,0.2562819925365506,,,17.953699999999998,,,,32.4259
555,K02835,,,0.242,,,,,,,28.9248,,,,
556,K02836,,,0.261,,,,,,,28.9248,,,,
557,K02837,,,0.7190000000000001,,,,,,,7.6584,,,,
558,K02838,,,0.5020842589977094,,,,,,,113.87950000000001,,,,
559,K02860,,,0.6841567710561861,,,,,,,19.1063,,,,
560,K02863,,,0.496694935767178,,,,,,,87.2293,,,,
561,K02864,,,0.6864142439275164,,,,0.179,,,21.548299999999998,,,,28.9248
562,K02867,,,0.5113483787746754,,,,,,,110.72540000000001,,,,
563,K02871,,,0.42694065736562703,,,,,,,65.9264,,,,
564,K02874,,,0.5514371433367228,,,,,,,117.4857,,,,
565,K02876,,,0.4750874867264672,,,,,,,88.6448,,,,
566,K02878,,,0.4418444541901695,,,,,,,67.1195,,,,
567,K02879,,,0.5033721402355831,,,,,,,76.6846,,,,
568,K02881,,,0.4251245275528266,,,,,,,47.570499999999996,,,,
569,K02884,,,0.6759097763909275,,0.228,,,,,30.2206,,28.9248,,
570,K02886,,,0.5082018895460316,,,,,,,92.32180000000001,,,,
571,K02887,,,0.4630070148942196,,,,,,,64.36840000000001,,,,
572,K02888,,,0.40882013953606666,,,,,,,56.5939,,,,
573,K02890,,,0.546836989402786,,,,,,,87.15159999999999,,,,
574,K02892,,,0.6309481086446428,,,,,,,63.332600000000006,,,,
575,K02895,,,0.4812143466671234,,,,0.405,,,91.84100000000001,,,,2.0799
576,K02897,,,0.4409498139243742,,,,0.661,,,79.0831,,,,2.6285
577,K02899,,,0.5494414347555702,,,,,,,71.5436,,,,
578,K02902,,,0.37204352774736904,,,,,,,55.1139,,,,
579,K02906,,,0.5084229452412997,,,,,,,106.0342,,,,
580,K02907,,,0.6409435646640467,,,,,,,56.0025,,,,
581,K02909,,,0.44651519169232656,,,,,,,77.2177,,,,
582,K02911,,,0.2875010399187167,,,,0.348,,,32.176,,,,2.5058
583,K02913,,,0.395551997350194,,,,,,,50.4657,,,,
584,K02914,,,0.748,,,,,,,8.7028,,,,
585,K02916,,,0.4315629101337555,,,,,,,58.4368,,,,
586,K02919,,,0.6159094629588155,,,,0.256,,,29.433400000000002,,,,31.5784
587,K02926,,,0.5156990335116393,,,,,,,110.565,,,,
588,K02931,,,0.36367369582649833,,,,,,,55.6763,,,,
589,K02933,,,0.39426882370827354,,,,,,,55.3856,,,,
590,K02935,,,0.49706361698259405,,,,,,,82.66199999999999,,,,
591,K02939,,,0.3980570992160541,,,,,,,66.6091,,,,
592,K02945,,,0.42035914945238795,,,,,,,84.7965,,,,
593,K02946,,,0.5215579301596707,,,,,,,126.7413,,,,
594,K02948,,,0.5761659298416799,,,,,,,125.37209999999999,,,,
595,K02950,,,0.5649454493421316,,,,,,,158.128,,,,
596,K02952,,,0.5186677266572621,,,,,,,83.03309999999999,,,,
597,K02954,,,0.44025077898480064,,,,,,,66.39450000000001,,,,
598,K02956,,,0.6460066103005995,,,,0.203,,,50.6545,,,,28.9248
599,K02959,,,0.47330669782806584,,,,,,,62.704499999999996,,,,
600,K02961,,,0.4909371739389769,,,,,,,76.56240000000001,,,,
601,K02963,,,0.6711234206099724,,,,0.204,,,42.9696,,,,28.9248
602,K02965,,,0.34174028480272517,,,,,,,42.029199999999996,,,,
603,K02967,,,0.39427941400882466,,,,,,,66.1624,,,,
604,K02968,,,0.6709560701886808,,,,0.171,,,31.640500000000003,,,,31.5784
605,K02970,,,0.6425609966855523,,,,0.178,,,15.9402,,,,28.9248
606,K02982,,,0.5336644154245745,,,,,,,117.5365,,,,
607,K02986,,,0.5418639248922331,,,,,,,164.63309999999998,,,,
608,K02988,,,0.5013163205983395,,,,,,,73.3308,,,,
609,K02990,,,0.46291349945203314,,,,,,,80.692,,,,
610,K02992,,,0.5376590891444847,,,,,,,129.1096,,,,
611,K02994,,,0.4526365573193237,,,,,,,65.2132,,,,
612,K02996,,,0.3087339380755356,,,,,,,35.9679,,,,
613,K03040,,,0.4919790571719447,,,,,,,225.35770000000002,,,,
614,K03043,,,0.271,,,,,,,28.9248,,,,
615,K03046,,,0.2689999999999999,,,,,,,28.9248,,,,
616,K03060,,,0.6140301295144521,,,,,,,42.0135,,,,
617,K03070,,,0.672,,,,,,,18.8049,,,,
618,K03071,,,0.6271636299574881,,,,,,,6.347300000000001,,,,
619,K03073,,,0.66,,,,,,,2.2619,,,,
620,K03075,,,0.6783968347461174,,,,0.574807629365274,,,10.6722,,,,10.5038
621,K03076,,,0.655107557833365,,,,,,,32.404,,,,
622,K03077,,,0.68,,,,,,,6.8535,,,,
623,K03088,,,0.6954873691505831,,,,0.7006844955487884,,,632.4827,,,,11.1708
624,K03090,,,0.6951379655189287,,,,,,,14.7899,,,,
625,K03092,,,0.3101539864926243,,,,,,,61.612100000000005,,,,
626,K03100,,,0.6699141127592395,,,,,,,44.9336,,,,
627,K03101,,,0.6902794861079051,,,,,,,30.302699999999998,,,,
628,K03111,,,0.6803947817743015,,,,0.66,,,63.84049999999999,,,,1.9778
629,K03116,,,0.6749674014785302,,,,0.7,,,17.5265,,,,3.3398
630,K03117,,,0.684,,,,,,,7.1042,,,,
631,K03118,,,0.6471252312419298,,,,,,,59.011300000000006,,,,
632,K03120,,,,,,,0.396,,,,,,,2.2821
633,K03141,,,,,,,0.43000000000000005,,,,,,,2.0297
634,K03147,,,0.6186085879855829,,,,,,,52.61449999999999,,,,
635,K03151,,,0.708,,,,,,,11.2774,,,,
636,K03154,,,0.773,,,,,,,7.141,,,,
637,K03177,,,0.7072560942970121,,,,,,,14.5894,,,,
638,K03179,,,0.7140000000000001,,,,,,,3.6993,,,,
639,K03183,,,0.55,,,,,,,4.2928,,,,
640,K03186,,,0.6876491911961208,,,,,,,13.9683,,,,
641,K03189,,,0.6597345684537812,,,,,,,25.266,,,,
642,K03192,,,0.698,,,,,,,1.6019,,,,
643,K03210,,,0.6524204169223715,,,,0.6570000000000001,,,12.857000000000001,,,,2.1239
644,K03216,,,0.519,,,,,,,10.1857,,,,
645,K03217,,,0.5950636001423102,,,,,,,30.0905,,,,
646,K03218,,,0.33498458103713985,,,,,,,35.8142,,,,
647,K03265,,,0.6629999999999999,,,,,,,5.4708,,,,
648,K03271,,,0.7081835091505352,,,,,,,17.0095,,,,
649,K03282,,,0.6221472800628518,,,,0.664,,,33.470200000000006,,,,2.0568
650,K03284,,,0.639733971223805,,,,,,,54.8291,,,,
651,K03286,,,0.6257605554573564,,,,,,,12.9689,,,,
652,K03299,,,0.7149999999999999,,,,,,,2.0602,,,,
653,K03303,,,0.6695922536809147,,,,,,,35.7917,,,,
654,K03312,,,0.6579999999999999,,,,,,,4.8674,,,,
655,K03313,,,0.6924632117369616,,,,,,,29.4625,,,,
656,K03320,,,0.6599921840304221,,,,,,,31.6738,,,,
657,K03335,,,0.6967553575869346,,,,,,,11.576899999999998,,,,
658,K03337,,,0.693,,,,,,,4.7514,,,,
659,K03338,,,0.716785181489871,,,,,,,17.4658,,,,
660,K03365,,,0.732,,,,,,,4.0613,,,,
661,K03394,,,0.764,,,,,,,6.4288,,,,
662,K03396,,,0.594,,,,,,,2.6503,,,,
663,K03402,,,0.7224818271031196,,,,0.608,,,10.1047,,,,4.5543
664,K03405,,,0.6859999999999999,,,,,,,3.3063,,,,
665,K03406,,,0.718707260131467,,,,,,,13.118099999999998,,,,
666,K03411,,,0.6459999999999999,,,,,,,2.8413,,,,
667,K03412,,,0.7490000000000001,,,,,,,2.6059,,,,
668,K03413,,,0.579554364050617,,,,,,,12.8801,,,,
669,K03424,,,0.7225060998016455,,,,,,,21.4645,,,,
670,K03426,,,0.7244389833193731,,,,,,,36.53589999999999,,,,
671,K03427,,,0.585,,,,,,,2.1005,,,,
672,K03433,,,0.7100000000000001,,,,,,,7.5515,,,,
673,K03438,,,0.4086421233031823,,,,,,,71.3844,,,,
674,K03446,,,0.6579999999999999,,,,,,,6.2705,,,,
675,K03449,,,0.7281693168880501,,,,,,,12.0457,,,,
676,K03455,,,0.725,,,,,,,2.3087,,,,
677,K03457,,,0.6754004263760924,,,,,,,25.5125,,,,
678,K03464,,,0.7235185676295894,,,,0.633,,,17.672,,,,2.433
679,K03465,,,0.7063784055272053,,,,,,,36.0377,,,,
680,K03466,,,0.6881819432453065,,,,,,,292.6041000000001,,,,
681,K03469,,,0.6760551957641157,,,,,,,15.5857,,,,
682,K03470,,,0.665767066859962,,,,,,,13.9498,,,,
683,K03478,,,0.659,,,,,,,3.4337,,,,
684,K03495,,,0.2951913412239997,,,,,,,34.1362,,,,
685,K03496,,,0.6442394480058008,,,,,,,81.2046,,,,
686,K03497,,,0.6639177371090172,,,,,,,38.028,,,,
687,K03499,,,0.695,,,,,,,13.8244,,,,
688,K03501,,,0.7052427052532723,,,,,,,13.000399999999999,,,,
689,K03517,,,0.6814104444961475,,,,,,,38.3892,,,,
690,K03518,,,0.6945952703287436,,,,,,,25.9915,,,,
691,K03521,,,0.6685668674955837,,,,,,,68.0826,,,,
692,K03522,,,0.706246391847264,,0.374,,,,,64.47099999999999,,1.5048,,
693,K03523,,,0.7227928575138473,,,,,,,6.004099999999999,,,,
694,K03525,,,0.6782291683095503,,,,,,,22.9013,,,,
695,K03526,,,0.6716995584527317,,,,,,,90.41140000000001,,,,
696,K03527,,,0.6986017176426008,,,,,,,71.8698,,,,
697,K03530,,,0.6647629661666652,,,,,,,26.865000000000006,,,,
698,K03531,,,0.6867924544143128,,,,,,,92.5104,,,,
699,K03536,,,0.707204089520855,,,,0.154,,,14.8505,,,,28.9248
700,K03544,,,0.48946490091139394,,,,,,,132.2798,,,,
701,K03545,,,0.6849920048341377,,,,0.695,,,34.7524,,,,5.9568
702,K03546,,,0.738,,,,,,,7.2664,,,,
703,K03547,,,0.747,,,,,,,6.4987,,,,
704,K03549,,,0.6890000000000001,,,,,,,7.5434,,,,
705,K03550,,,0.6750356434024277,,,,,,,22.2619,,,,
706,K03551,,,0.7136503005768071,,,,,,,43.055099999999996,,,,
707,K03553,,,0.6534032344669174,,,,,,,77.19770000000001,,,,
708,K03555,,,0.2339999999999999,,,,,,,28.9248,,,,
709,K03556,,,0.7163651255930314,,,,,,,213.49750000000003,,,,
710,K03559,,,0.5748952374941447,,,,,,,32.248799999999996,,,,
711,K03561,,,0.6068910202943519,,,,,,,22.602,,,,
712,K03563,,,0.596,,,,,,,2.9019,,,,
713,K03564,,,0.65223632186652,,,,,,,27.889400000000002,,,,
714,K03565,,,0.6430103720133564,,,,,,,19.388599999999997,,,,
715,K03569,,,0.6589299684810052,,,,,,,144.699,,,,
716,K03570,,,0.6928377124609885,,,,0.652,,,22.8086,,,,2.2167
717,K03571,,,0.6653900540559664,,,,0.723363344469453,,,12.372399999999999,,,,9.0894
718,K03572,,,0.211,,,,,,,28.9248,,,,
719,K03574,,,0.681961055864789,,,,,,,10.663499999999999,,,,
720,K03575,,,0.7325762001098304,,,,,,,9.6965,,,,
721,K03584,,,0.6979744888192647,,,,,,,33.4741,,,,
722,K03589,,,0.6745131723424028,,,,,,,8.7912,,,,
723,K03590,,,0.663828749755475,,,,,,,21.0002,,,,
724,K03593,,,0.6892247550217672,,,,,,,86.24610000000001,,,,
725,K03594,,,0.6147153144736252,,,,,,,25.9913,,,,
726,K03595,,,0.43481694880535104,,,,,,,82.98780000000001,,,,
727,K03601,,,0.7298624697178295,,,,,,,45.4524,,,,
728,K03602,,,0.541,,,,,,,5.1018,,,,
729,K03605,,,,,,,0.662,,,,,,,6.4751
730,K03610,,,0.6339077508940383,,,,,,,5.1685,,,,
731,K03611,,,0.645,,,,,,,2.2057,,,,
732,K03615,,,0.6175233012672454,,,,,,,9.1539,,,,
733,K03620,,,0.6770000000000002,,,,,,,2.1754,,,,
734,K03621,,,0.687303545869462,,,,,,,26.932900000000004,,,,
735,K03624,,,0.6594687523087078,,,,,,,20.6145,,,,
736,K03625,,,0.6809119216362626,,,,,,,26.8754,,,,
737,K03628,,,0.4755638281611461,,,,,,,125.02179999999998,,,,
738,K03629,,,0.6542036773444699,,,,,,,21.1209,,,,
739,K03630,,,0.6222056799521608,,,,,,,11.329699999999999,,,,
740,K03631,,,0.7052476039387184,,,,,,,42.3572,,,,
741,K03635,,,0.627382791288178,,,,,,,15.3236,,,,
742,K03636,,,0.6966616152282543,,,,0.762,,,54.818,,,,5.9517
743,K03637,,,0.6976451035546829,,,,,,,20.9217,,,,
744,K03638,,,0.693,,,,,,,4.1743,,,,
745,K03639,,,0.7191911562854638,,,,,,,32.9076,,,,
746,K03642,,,0.6685970329363787,,,,,,,14.9175,,,,
747,K03644,,,0.6941435749950656,,,,,,,72.5137,,,,
748,K03648,,,0.6968872979841996,,,,,,,12.4269,,,,
749,K03649,,,0.7440000000000001,,,,,,,6.8095,,,,
750,K03650,,,0.243,,,,,,,28.9248,,,,
751,K03652,,,0.7297119749838832,,,,,,,10.286100000000001,,,,
752,K03657,,,0.212,,,,,,,28.9248,,,,
753,K03664,,,0.6264632784827147,,,,,,,34.7528,,,,
754,K03665,,,0.3512368787924909,,,,,,,51.4476,,,,
755,K03666,,,0.6021079936171566,,,,,,,9.222100000000001,,,,
756,K03667,,,0.622,,,,,,,4.4631,,,,
757,K03671,,,0.6584532035610958,,,,,,,46.4101,,,,
758,K03684,,,0.723,,,,,,,9.1749,,,,
759,K03685,,,0.7095732254730777,,,,,,,12.8452,,,,
760,K03687,,,0.4908248503441885,,,,,,,85.42710000000002,,,,
761,K03701,,,0.594,,,,,,,8.0102,,,,
762,K03702,,,0.65,,,,,,,7.228,,,,
763,K03703,,,0.6794708684142153,,,,,,,30.3171,,,,
764,K03704,,,0.6402197429608473,,0.366,,,,,61.713899999999995,,5.6681,,
765,K03705,,,0.678543406861668,,,,0.6999999999999998,,,59.5472,,,,2.1836
766,K03709,,,0.7101883358281227,,,,,,,11.9111,,,,
767,K03710,,,0.7047870950638748,,,,,,,20.116100000000003,,,,
768,K03711,,,0.7290000000000001,,,,,,,7.1517,,,,
769,K03718,,,0.6459999999999999,,,,,,,9.0541,,,,
770,K03719,,,0.701087504850128,,,,,,,26.766000000000002,,,,
771,K03722,,,0.748,,,,,,,10.3091,,,,
772,K03734,,,0.7455741066159757,,,,0.738,,,20.2142,,,,3.8946
773,K03744,,,0.625931499354833,,,,,,,27.260400000000004,,,,
774,K03748,,,0.687,,,,,,,3.0724,,,,
775,K03750,,,0.731875938600641,,,,,,,14.5988,,,,
776,K03752,,,0.731,,,,,,,4.8302,,,,
777,K03768,,,0.6369610832754313,,0.4429999999999999,,,,,21.5121,,1.9738,,
778,K03775,,,0.69,,,,,,,4.8877,,,,
779,K03781,,,0.6476000153289819,,,,,,,67.7741,,,,
780,K03783,,,0.7306530792841132,,,,,,,17.764499999999998,,,,
781,K03786,,,0.33173579933030234,,,,,,,39.5162,,,,
782,K03787,,,0.679,,,,,,,3.727,,,,
783,K03789,,,0.6485771801364824,,,,,,,11.2881,,,,
784,K03790,,,0.6826865344394567,,,,,,,19.5547,,,,
785,K03791,,,0.657,,,,,,,4.1131,,,,
786,K03797,,,0.6326971357119485,,,,,,,35.3311,,,,
787,K03799,,,0.709350710297957,,,,,,,25.2925,,,,
788,K03801,,,0.7047875320754192,,,,,,,8.8124,,,,
789,K03809,,,0.647,,,,,,,5.0588,,,,
790,K03811,,,0.6386585589459587,,,,,,,4.6358999999999995,,,,
791,K03817,,,0.695,,,,,,,3.0032,,,,
792,K03820,,,0.6117958745823361,,,,,,,11.2501,,,,
793,K03821,,,0.662139342719382,,,,,,,52.5797,,,,
794,K03824,,,0.778,,,,,,,5.7286,,,,
795,K03828,,,0.708,,,,,,,1.9472,,,,
796,K03829,,,0.7291061898979164,,,,,,,9.093,,,,
797,K03832,,,0.6499636633500208,,,,,,,27.4473,,,,
798,K03855,,,0.6629999999999999,,,,,,,4.6435,,,,
799,K03859,,,,,,,0.355,,,,,,,2.3121
800,K03882,,,,,0.252,,,,,,,5.1697,,
801,K03885,,,0.7078258743635709,,,,,,,29.854599999999998,,,,
802,K03886,,,0.6940000000000001,,,,,,,4.9447,,,,
803,K03889,,,0.7177944154454214,,,,,,,16.408700000000003,,,,
804,K03890,,,0.687,,,,,,,7.6472,,,,
805,K03892,,,0.7195941072444721,,,,,,,11.394400000000001,,,,
806,K03918,,,0.6990000000000001,,,,,,,11.4933,,,,
807,K03919,,,0.736,,,,,,,3.4004,,,,
808,K03924,,,0.6881441405410536,,,,,,,133.9741,,,,
809,K03925,,,0.6348992654171927,,,,,,,41.8753,,,,
810,K03926,,,0.638,,,,,,,3.3205,,,,
811,K03928,,,0.7040000000000001,,,,,,,3.7388,,,,
812,K03930,,,0.653,,,,,,,5.1987,,,,
813,K03969,,,0.6639409718671047,,,,,,,20.7545,,,,
814,K03973,,,0.7211727397204428,,,,0.6940000000000001,,,20.3249,,,,7.0752
815,K03975,,,0.6995201418313222,,,,,,,47.7173,,,,
816,K03976,,,0.7318366732027869,,,,,,,12.1026,,,,
817,K03977,,,0.27760843020067855,,,,,,,33.8499,,,,
818,K03978,,,0.5434901734623342,,,,,,,9.5165,,,,
819,K03979,,,0.4123740657874907,,,,,,,60.564600000000006,,,,
820,K03980,,,0.6890000000000001,,,,,,,9.9303,,,,
821,K04027,,,0.6429291116196085,,,,,,,12.6217,,,,
822,K04028,,,0.6791660284979791,,,,,,,15.168600000000001,,,,
823,K04042,,,0.718,,,,,,,10.6548,,,,
824,K04043,,,0.307,,,,,,,31.5784,,,,
825,K04047,,,0.6067827154167628,,,,,,,12.4363,,,,
826,K04063,,,0.6945247621502064,,,,,,,22.8201,,,,
827,K04065,,,0.5819370750102868,,,,,,,5.134,,,,
828,K04066,,,0.7679999999999999,,,,,,,6.5023,,,,
829,K04069,,,0.6291236398122756,,,,,,,20.595000000000002,,,,
830,K04070,,,0.667260240562885,,,,,,,12.2232,,,,
831,K04074,,,0.6875164718475056,,,,0.703,,,22.8782,,,,5.3412
832,K04075,,,0.30298657677491186,,,,,,,44.5533,,,,
833,K04077,,,0.5709260745953989,,,,,,,355.85339999999997,,,,
834,K04078,,,0.5239690443462711,,,,,,,112.7541,,,,
835,K04079,,,0.6832541749314107,,,,,,,26.475099999999998,,,,
836,K04083,,,0.57,,,,,,,2.9558,,,,
837,K04085,,,0.6716477519979167,,,,,,,13.0762,,,,
838,K04088,,,0.529,,,,,,,4.3896,,,,
839,K04096,,,0.6906002192381901,,,,0.753,,,39.9634,,,,4.2739
840,K04343,,,0.667,,,,,,,2.2893,,,,
841,K04348,,,,,0.469,,,,,,,2.0034,,
842,K04485,,,0.7274389810593758,,,,,,,32.7238,,,,
843,K04516,,,0.261,,,,,,,31.5784,,,,
844,K04564,,,0.6383468795020261,,,,,,,52.1884,,,,
845,K04565,,,0.634,,0.486,,,,,2.7293,,2.7296,,
846,K04567,,,0.25,,,,,,,28.9248,,,,
847,K04651,,,,,,,0.721,,,,,,,8.0557
848,K04652,,,0.531,,,,,,,3.1034,,,,
849,K04653,,,0.6855439797783962,,,,,,,23.405499999999996,,,,
850,K04654,,,0.672605168026496,,,,,,,52.7013,,,,
851,K04655,,,0.6863626014094566,,,,,,,9.2178,,,,
852,K04656,,,0.7459666039084679,,,,,,,13.303,,,,
853,K04748,,,0.6386882828292305,,,,,,,11.1447,,,,
854,K04749,,,0.6728302567683163,,,,0.7193072256101875,,,72.1322,,,,43.5477
855,K04750,,,0.6715653073412993,,,,,,,33.0589,,,,
856,K04751,,,0.636245140200908,,,,,,,20.3615,,,,
857,K04755,,,0.6339999999999999,,,,,,,4.4679,,,,
858,K04757,,,0.6780378567011125,,,,,,,60.15239999999999,,,,
