,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj environmental samples,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts environmental samples,gene_counts unclassified viruses,gene_countsUnclassified
370,K01432,,,0.6392578979630822,,,,,,,,,35.442299999999996,,,,,,
371,K01433,,,0.6509471478176241,,,,,,,,,36.3301,,,,,,
372,K01443,,,0.6969090978732937,,,,,,,,,32.2808,,,,,,
373,K01447,,,0.562932486583035,,,,,,,,,28.9897,,,,,,
374,K01448,,,0.60541050850128,,,,,,0.6990000000000001,,,113.547,,,,,,6.6686
375,K01449,,,0.665,,,,,,,,,5.7723,,,,,,
376,K01455,,,0.643960923356148,,,,,,,,,44.6019,,,,,,
377,K01458,,,0.654833799752357,,,,,,,,,16.325799999999997,,,,,,
378,K01459,,,0.614,,,,,,,,,3.3739,,,,,,
379,K01462,,,0.6648895540371943,,,,,,0.42999999999999994,,,89.91300000000001,,,,,,2.8167
380,K01465,,,0.568,,,,,,,,,7.2919,,,,,,
381,K01466,,,0.7293810313987736,,,,,,,,,13.2971,,,,,,
382,K01467,,,0.645,,,,,,,,,3.1111,,,,,,
383,K01470,,,0.6316876173468633,,,,,,,,,67.9284,,,,,,
384,K01477,,,0.6942561013272976,,,,,,,,,63.6813,,,,,,
385,K01478,,,0.6926819161277353,,,,,,,,,137.4942,,,,,,
386,K01480,,,0.7145039480656462,,,,,,,,,20.458,,,,,,
387,K01482,,,0.7299688952474492,,,,,,,,,25.0723,,,,,,
388,K01483,,,0.6706023585468256,,,,,,,,,8.9656,,,,,,
389,K01484,,,0.682,,,,,,,,,3.9385,,,,,,
390,K01485,,,0.6471967209267804,,,0.605,,,,,,43.4329,,,3.0288,,,
391,K01488,,,0.6713885724054911,,,,,,,,,25.095399999999998,,,,,,
392,K01489,,,0.6931912025011834,,,,,,,,,55.74419999999999,,,,,,
393,K01491,,,0.606,,,,,,,,,2.6325,,,,,,
394,K01493,,,0.6,,,,,,,,,3.6907,,,,,,
395,K01494,,,0.6457817999665157,,,,,,,,,66.36630000000001,,,,,,
396,K01495,,,0.6548619734048264,,,,,,,,,102.06719999999999,,,,,,
397,K01496,,,0.6711157587484199,,,,,,,,,15.7859,,,,,,
398,K01497,,,0.6537862185782367,,,,,,,,,123.08060000000002,,,,,,
399,K01500,,,0.7170000000000001,,,,,,,,,4.0512,,,,,,
400,K01501,,,0.6681762968177466,,,,,,,,,11.009,,,,,,
401,K01505,,,0.593,,,,,,,,,4.9451,,,,,,
402,K01507,,,0.6386473199506046,,,,,,,,,140.1339,,,,,,
403,K01512,,,0.6977442057148985,,,,,,,,,37.9898,,,,,,
404,K01520,,,0.706653752882352,0.4976025197661691,,0.49794935147879615,,,,,,55.017,45.7855,,24.3819,,,
405,K01523,,,0.6341329807785104,,,,,,,,,7.2148,,,,,,
406,K01524,,,0.7169662667193688,,,,,,,,,60.807599999999994,,,,,,
407,K01525,,,0.6956293066017689,,,,,,,,,4.9215,,,,,,
408,K01545,,,0.5617568109614949,,,,,,0.5413032265410399,,,20.377599999999997,,,,,,7.0261
409,K01546,,,0.6259441153457099,,,,,,,,,175.43170000000003,,,,,,
410,K01547,,,0.6149825020829344,,,,,,,,,17.3774,,,,,,
411,K01548,,,0.6325312601825573,,,,,,,,,116.8286,,,,,,
412,K01551,,,0.6808159825347203,,,,,,,,,15.4768,,,,,,
413,K01555,,,0.6990631119555517,,,,,,,,,30.8764,,,,,,
414,K01556,,,0.6970891915326993,,,,,,,,,21.043,,,,,,
415,K01560,,,0.665778843713219,,,,,,,,,48.27020000000001,,,,,,
416,K01561,,,0.6011306034145977,,,,,,,,,48.941500000000005,,,,,,
417,K01563,,,0.7193313288857466,,,,,,,,,16.7457,,,,,,
418,K01569,,,0.5972839319825024,,,,,,,,,109.0467,,,,,,
419,K01574,,,0.6734976678805,,,,,,,,,68.4041,,,,,,
420,K01576,,,0.7070000000000001,,,,,,,,,6.0016,,,,,,
421,K01579,,,0.5632532173494875,,,,,,,,,7.6579,,,,,,
422,K01580,,,0.6629999999999999,,,,,,,,,11.8422,,,,,,
423,K01581,,,0.6571779463255955,,,,,,,,,22.587200000000003,,,,,,
424,K01585,,,0.735,,,,,,,,,4.8057,,,,,,
425,K01588,,,0.7073121412604512,,,,,,,,,38.0214,,,,,,
426,K01589,,,0.6875843343228797,,,,,,,,,13.924199999999999,,,,,,
427,K01591,,,0.6444781976896674,,,,,,,,,18.4666,,,,,,
428,K01595,,,0.6791091668933292,,,,,,,,,161.7648,,,,,,
429,K01596,,,0.6153910773044674,,,,,,,,,23.329,,,,,,
430,K01599,,,0.6961655537666201,,,,,,,,,22.6776,,,,,,
431,K01602,,,0.6457237984471831,,,,,,,,,11.3779,,,,,,
432,K01607,,,0.6660964845285525,,,,,,0.6872111024627116,,,312.6298,,,,,,26.0308
433,K01609,,,0.652,,,,,,,,,7.0873,,,,,,
434,K01610,,,0.6138786322519221,,,,,,,,,108.11930000000001,,,,,,
435,K01611,,,0.6962358768810656,,,,,,,,,33.5117,,,,,,
436,K01613,,,0.6041210048218136,,,,,,,,,22.7911,,,,,,
437,K01619,,,0.6839681863893923,,,,,,,,,79.71759999999998,,,,,,
438,K01620,,,0.6964232772892506,,,,,,,,,99.54589999999999,,,,,,
439,K01621,,,0.613894007790579,,,,,,,,,146.41160000000002,,,,,,
440,K01623,,,0.6415692085241218,,,,,,,,,70.714,,,,,,
441,K01624,,,0.6358893077933099,,,,,,,,,75.4818,,,,,,
442,K01625,,,0.5720000000000001,,,,,,,,,3.3241,,,,,,
443,K01626,,,0.6840843526529773,,,,,,,,,89.6373,,,,,,
444,K01627,,,0.5923086507374297,,,,,,,,,21.2183,,,,,,
445,K01628,,,0.7401404005975926,,,,,,,,,9.994299999999999,,,,,,
446,K01633,,,0.6550492267946403,,,,,,0.656496743483578,,,16.4232,,,,,,5.8139
447,K01634,,,0.7190000000000001,,,,,,,,,6.1777,,,,,,
448,K01637,,,0.6471930835205953,,,,,,,,,67.5786,,,,,,
449,K01638,,,0.6406119104764767,,,,,,,,,120.391,,,,,,
450,K01640,,,0.6870086868550125,,,,,,,,,70.8941,,,,,,
451,K01644,,,0.6789207294343736,,,,,,,,,48.4602,,,,,,
452,K01653,,,0.6532562645969002,,,,,,,,,74.0179,,,,,,
453,K01658,0.727,,0.6038797045845209,,,,,,,5.4624,,7.0293,,,,,,
454,K01662,,,0.704852402104243,,,,,,,,,27.1494,,,,,,
455,K01666,,,0.6779999999999999,,,,,,,,,5.3696,,,,,,
456,K01673,,,0.6252718367670834,,,,,,0.5596659429888935,,,184.2874,,,,,,8.5251
457,K01674,,,0.545,,,,,,,,,4.3623,,,,,,
458,K01676,,,0.6772372930693555,,,,,,,,,19.4173,,,,,,
459,K01686,,,0.5982285033009691,,,,,,,,,16.4867,,,,,,
460,K01689,,0.726,0.668037031866644,,,,,,,,6.0383,178.3924,,,,,,
461,K01692,,,0.733362643335943,,,,,,,,,40.449600000000004,,,,,,
462,K01693,,,0.721,,,,,,,,,7.3224,,,,,,
463,K01695,,,0.6885534315189651,,,,,,,,,64.93339999999999,,,,,,
464,K01698,,,0.7063919068290037,,,,,,,,,73.1552,,,,,,
465,K01704,,,0.6272239065250256,,,,,,,,,68.80129999999998,,,,,,
466,K01707,,,0.616,,,,,,,,,3.6003,,,,,,
467,K01711,,,0.6173431019672767,,,,,,,,,55.6227,,,,,,
468,K01712,,,0.6389138837341451,,,,,,,,,20.744,,,,,,
469,K01713,,,0.605,,,,,,,,,5.213,,,,,,
470,K01714,,,0.7041552376795841,,,,,,,,,22.4379,,,,,,
471,K01716,,,0.611429981038166,,,,,,,,,10.5725,,,,,,
472,K01719,,,0.6947217868045341,,,,,,,,,94.28859999999997,,,,,,
473,K01720,,,0.6043333981134718,,,,,,,,,21.8734,,,,,,
474,K01721,,,0.6836302761918437,,,,,,,,,26.4934,,,,,,
475,K01724,,,0.6432661179247324,,,,,,0.68,,,101.0107,,,,,,8.2406
476,K01725,,,0.6197302453459251,,,,,,,,,13.421600000000002,,,,,,
477,K01726,,,0.557,,,,,,,,,3.1734,,,,,,
478,K01730,,,0.59,,,,,,,,,2.9435,,,,,,
479,K01733,,,0.6808807333018765,,,,,,,,,45.383399999999995,,,,,,
480,K01734,,,0.6829501900222716,,,,,,,,,18.3988,,,,,,
481,K01736,,,0.6949389151926254,,,0.653,,,,,,74.25209999999998,,,4.5503,,,
482,K01737,,,0.6255498454221617,,,,,,0.59,,,109.18500000000002,,,,,,3.5053
483,K01740,,,0.6085556948077285,,,,,,,,,8.3871,,,,,,
484,K01745,,,0.591,,,,,,,,,6.0773,,,,,,
485,K01749,,,0.7150275634073653,,,,,,,,,56.275000000000006,,,,,,
486,K01751,,,0.7277011589462337,,,,,,,,,9.6089,,,,,,
487,K01752,,,0.6697378480115891,,,,,,,,,72.44529999999999,,,,,,
488,K01754,,,0.7092707950710404,,,,,,,,,40.873400000000004,,,,,,
489,K01755,,,0.6827720848300343,,,,,,,,,102.49959999999999,,,,,,
490,K01756,,,0.5529999999999999,,,,,,,,,2.7145,,,,,,
491,K01759,,,0.6371708200650256,,,,,,,,,44.1665,,,,,,
492,K01768,,,0.6565800698393145,,,,,,,,,27.393399999999996,,,,,,
493,K01772,,,0.6964916577310366,,,,,,,,,63.37809999999999,,,,,,
494,K01775,,,0.684504766914547,,,,,,,,,80.45819999999998,,,,,,
495,K01776,,,0.6491045494524988,,,,,,,,,30.265299999999996,,,,,,
496,K01778,,,0.6904451942945631,,,,,,,,,47.9506,,,,,,
497,K01779,,0.595,0.5996621329316739,,,0.518,,,,,2.5853,22.1597,,,2.5636,,,
498,K01783,,,0.6551183126428489,,,,,,,,,10.9046,,,,,,
499,K01784,,,0.6502017911920165,,,,,,,,,16.8966,,,,,,
500,K01785,,,0.6672099988369794,,,,,,,,,94.40639999999999,,,,,,
501,K01790,,,0.6569379661910719,,,,,,,,,10.798,,,,,,
502,K01792,,,0.6332430266115626,,,,,,,,,12.824000000000002,,,,,,
503,K01799,,,0.635618888799353,,,,,,,,,30.718300000000006,,,,,,
504,K01800,,,0.6324408694775657,,,,,,,,,24.1703,,,,,,
505,K01802,,,0.6165508987091419,,,,,,,,,15.8364,,,,,,
506,K01803,,,0.6597851968983967,,,,,,,,,87.22780000000003,,,,,,
507,K01804,,,0.6887613319527358,,,,,,,,,40.1901,,,,,,
508,K01805,,,0.6078566287207617,,,,,,,,,32.83389999999999,,,,,,
509,K01807,,,0.6340468975288656,,,,,,,,,31.878,,,,,,
510,K01808,,,0.6477850583580762,,,,,,,,,22.7514,,,,,,
511,K01809,,,0.679295218231451,,,,,,,,,6.5306,,,,,,
512,K01810,,,0.6157482566774586,,,,,,,,,201.11539999999994,,,,,,
513,K01815,,,0.6459999999999999,,,,,,,,,2.9546,,,,,,
514,K01816,,,0.6308057375523993,,,,,,,,,25.0846,,,,,,
515,K01820,,,0.6920000000000001,,,,,,,,,16.8985,,,,,,
516,K01821,,,0.5998092997408943,,,,,,0.659,,,98.4433,,,,,,9.1542
517,K01823,,,0.669,,,,,,,,,6.5314,,,,,,
518,K01826,,,0.67,,,,,,,,,3.7354,,,,,,
519,K01834,,,0.69370773835423,,,,,,,,,22.9221,,,,,,
520,K01839,,,0.6473385491231095,,,,,,,,,20.5316,,,,,,
521,K01841,,,0.647,,,,,,,,,2.5019,,,,,,
522,K01843,,,0.5710000000000001,,,,,,,,,6.0875,,,,,,
523,K01845,,,0.7079835160697985,,,,,,,,,24.782700000000002,,,,,,
524,K01849,,,0.703,,,,,,,,,14.1854,,,,,,
525,K01854,,,0.6633686734159071,,,,,,,,,32.0131,,,,,,
526,K01858,,,0.632013637003296,,,,,,,,,37.8913,,,,,,
527,K01866,,,0.6366311125726446,,,,,,,,,109.39529999999998,,,,,,
528,K01867,,,0.6601551024914374,,,,,,,,,116.04220000000001,,,,,,
529,K01868,,,0.6374640389564828,,,,,,,,,176.82150000000001,,,,,,
530,K01869,,,0.5624527504775594,,,,,,,,,10.6637,,,,,,
531,K01872,,,0.6404153394924194,,,,,,,,,105.43459999999999,,,,,,
532,K01874,,,0.6803876452267711,,,,,,,,,27.5775,,,,,,
533,K01875,,,0.6579582906730491,,,,,,,,,121.55720000000002,,,,,,
534,K01876,,,0.596,,,,,,,,,6.6098,,,,,,
535,K01880,,,0.6340595434053024,,,,,,,,,54.32190000000001,,,,,,
536,K01881,,,0.6465239881500495,,,,,,,,,106.95410000000001,,,,,,
537,K01884,,,0.6125550324746778,,,,,,,,,5.4878,,,,,,
538,K01885,,,0.6715450763769213,,,,,,,,,11.4621,,,,,,
539,K01886,,0.6679999999999999,,,,,,,,,10.6464,,,,,,,
540,K01887,,,0.6551526854593065,,,,,,,,,106.8998,,,,,,
541,K01889,,,0.655302610840647,,,,,,,,,115.91159999999998,,,,,,
542,K01890,,,0.653789853325777,,,,,,,,,64.4687,,,,,,
543,K01892,,,0.6922931759930463,,,,,,,,,13.819199999999999,,,,,,
544,K01907,,,0.7040000000000001,,,,,,,,,9.6842,,,,,,
545,K01912,,,0.6885648436216456,,,,,,,,,57.73650000000001,,,,,,
546,K01915,,,0.6568183661821865,,,,,,,,,620.5502999999998,,,,,,
547,K01918,,,0.6517481327182711,,,,,,,,,39.2205,,,,,,
548,K01919,,,0.6961236646682281,,,,,,,,,115.2364,,,,,,
549,K01920,,,0.6708627891496163,,,,,,,,,36.35470000000001,,,,,,
550,K01921,,,0.6340351345801425,,,,,,,,,44.9735,,,,,,
551,K01923,,,0.6441989265996738,,,,,,,,,58.169700000000006,,,,,,
552,K01926,,,0.689199788110786,,,,,,,,,62.108599999999996,,,,,,
553,K01933,,,0.7059912485692363,,,,,,,,,31.2522,,,,,,
554,K01934,,,0.7041360171472288,,,,,,,,,54.3971,,,,,,
555,K01935,,,0.6841866709383462,,,,,,,,,13.2989,,,,,,
556,K01937,,,0.6453124436779896,,,,,,,,,189.76180000000002,,,,,,
557,K01939,,,0.650749747482776,,,,,,,,,86.20700000000001,,,,,,
558,K01940,,,0.6598489341487035,,,,,,,,,105.64099999999999,,,,,,
559,K01945,,,0.6718863547419317,,,,,,,,,67.242,,,,,,
560,K01951,,,0.6758975372917502,,,,,,,,,158.2825,,,,,,
561,K01953,,,0.649877603590056,,,,,,,,,223.26230000000004,,,,,,
562,K01962,,,0.69,,,,,,,,,3.022,,,,,,
563,K01971,,,0.6928452177176696,,,,,,,,,107.87899999999998,,,,,,
564,K01972,,,0.6674134947023185,,,,,,,,,149.6839,,,,,,
565,K01975,,,0.6894229488702882,,,0.7190000000000001,,,0.6966329882515764,,,46.127500000000005,,,6.1688,,,11.537199999999999
566,K01989,,,0.6033861015219394,,,,,,,,,31.3871,,,,,,
567,K01990,,,0.6781006526284729,,,,,,,,,170.58169999999998,,,,,,
568,K01991,,,0.6052599106399652,,,,,,0.54,,,35.70739999999999,,,,,,1.6143
569,K01992,,,0.6326849309093611,,,,,,,,,74.40859999999999,,,,,,
570,K01995,,,0.654838753443848,,,,,,,,,35.9418,,,,,,
571,K01996,,,0.665117597836819,,,,,,,,,21.6947,,,,,,
572,K01997,,,0.6507317262374569,,,,,,0.631,,,244.0974999999999,,,,,,4.4532
573,K01998,,,0.662080831469526,,,,,,,,,41.7776,,,,,,
574,K01999,,,0.6139761130481021,,,,,,,,,33.6961,,,,,,
575,K02003,,,0.5971921850812036,,,,,,,,,16.918400000000002,,,,,,
576,K02004,0.634,,0.6335879928478286,,,,,,0.7191520770594787,3.2251,,796.0654000000001,,,,,,28.6924
577,K02012,,,0.6459999999999999,,,,,,,,,4.2072,,,,,,
578,K02013,,,0.721,,,,,,,,,4.4585,,,,,,
579,K02014,,,0.542,,,,,,,,,3.6796,,,,,,
580,K02015,,,0.6849432628450436,,,,,,0.759,,,37.8464,,,,,,3.5498
581,K02016,,,0.6107265531571296,,,,,,,,,26.086399999999998,,,,,,
582,K02018,,,0.7106550264540233,,,,,,,,,16.3608,,,,,,
583,K02019,,,0.7120000000000001,,,,,,,,,3.4223,,,,,,
584,K02020,,,0.6300966511294339,,,,,,,,,80.19579999999999,,,,,,
585,K02025,,,0.647,,,,,,,,,6.5784,,,,,,
586,K02026,,,0.6512532007971161,,,,,,,,,46.9007,,,,,,
587,K02027,,,0.6679999999999999,,,,,,,,,6.0179,,,,,,
588,K02028,,,0.665,,,,,,,,,5.6084,,,,,,
589,K02029,,,0.6385301526805531,,,,,,,,,13.9334,,,,,,
590,K02030,,,0.6288275311978894,,,,,,,,,43.0633,,,,,,
591,K02031,,,0.7019360785928467,,,,,,,,,25.5869,,,,,,
592,K02032,,,0.6960140147239685,,,,,,,,,14.924,,,,,,
593,K02033,,,0.6591743116272665,,,,,,,,,143.5781,,,,,,
594,K02034,,,0.6831532933015902,,,,,,,,,153.40009999999998,,,,,,
595,K02035,,,0.6472655692461732,,,,,,,,,41.456599999999995,,,,,,
596,K02036,,,0.6489858560477216,,,,,,,,,28.302000000000003,,,,,,
597,K02037,,,0.6115241663373292,,,,,,,,,16.8789,,,,,,
598,K02038,,,0.6390727617656133,,,,,,,,,16.3751,,,,,,
599,K02039,,,0.6310280234934742,,,,,,,,,65.9684,,,,,,
600,K02040,,,0.6417827139079544,,,,,,,,,125.8241,,,,,,
601,K02042,,,0.6416125723078677,,,,,,,,,7.439,,,,,,
602,K02044,,,0.5996810806534165,,,,,,,,,10.636,,,,,,
603,K02046,,,0.703,,,,,,,,,7.6003,,,,,,
604,K02047,,,0.6669290559727912,,,,,,,,,10.1492,,,,,,
605,K02049,,,0.6174645793039407,,,,,,,,,14.068,,,,,,
606,K02050,,,0.6403738932870837,,,,,,,,,127.44200000000001,,,,,,
607,K02051,,,0.6274858760077409,,,,,,0.648,,,60.4494,,,,,,4.0168
608,K02053,,,0.649,,,,,,,,,5.5729,,,,,,
609,K02054,,,0.637,,,,,,,,,4.17,,,,,,
610,K02057,,,0.6629999999999999,,,,,,,,,4.6679,,,,,,
611,K02065,,,0.6007621949653732,,,,,,,,,15.205499999999999,,,,,,
612,K02066,,,0.6191561599061883,,,,,,0.5629825855761298,,,113.06990000000003,,,,,,14.663400000000001
613,K02067,,,0.6406166078596258,,,,,,0.606,,,69.09240000000001,,,,,,2.5466
614,K02069,,,0.6674116401320582,,,,,,,,,15.372600000000002,,,,,,
615,K02078,,,0.5860390663335292,,,,,,0.5193253170894426,,,120.18860000000001,,,,,,6.8636
616,K02106,,,0.629332045611744,,,,,,,,,7.9105,,,,,,
617,K02108,,,0.6119830726122717,,,,,,,,,27.7962,,,,,,
618,K02109,,,0.6452272666251274,,,,,,0.6629999999999999,,,51.7477,,,,,,3.6644
619,K02110,,,0.6332769175688563,,,,,,,,,8.0979,,,,,,
620,K02111,,,0.6468569925379609,,,,,,,,,33.2035,,,,,,
621,K02113,,,0.6327954375177675,,,,,,,,,89.49,,,,,,
622,K02114,,,0.7119027398123114,,,,,,,,,27.2521,,,,,,
623,K02115,,,0.6273991447015135,,,,,,,,,25.4268,,,,,,
624,K02116,,,0.662,,,,,,,,,7.6,,,,,,
625,K02125,,,,,,0.157,,,,,,,,,12.644,,,
626,K02128,,,,,,0.329,,,,,,,,,12.644,,,
627,K02160,,,0.6652915024842369,,,,,,,,,38.6063,,,,,,
628,K02167,,,0.6919119017371756,,,,,,,,,14.2319,,,,,,
629,K02171,,,0.667510975812218,,,,,,,,,80.2634,,,,,,
630,K02172,,,0.61,,,,,,,,,2.806,,,,,,
631,K02188,,,0.7103512977020319,,,,,,,,,23.885,,,,,,
632,K02189,,,0.7425953129435167,,,,,,0.77,,,29.7962,,,,,,2.0639
633,K02192,,,0.6468546305721713,,,,,,,,,8.2641,,,,,,
634,K02193,,,0.6709999999999999,,,,,,,,,2.569,,,,,,
635,K02194,,,0.6857541895916344,,,,,,,,,12.1993,,,,,,
636,K02195,,,0.644928922589501,,,,,,,,,47.3695,,,,,,
637,K02196,,,0.6646063060164404,,,,,,,,,8.6518,,,,,,
638,K02197,,,0.6436699716546317,,,,,,,,,32.939499999999995,,,,,,
639,K02199,,,0.6682516355818797,,,,,,,,,68.0843,,,,,,
640,K02200,,,0.6874864552075644,,,,,,,,,17.3461,,,,,,
641,K02204,,,0.644628271750877,,,,,,,,,20.075200000000002,,,,,,
642,K02217,,,0.551,,,,,,,,,4.8595,,,,,,
643,K02221,,,0.5935323855098985,,,,,,0.6,,,71.7301,,,,,,3.1208
644,K02224,,0.735,0.738058615960406,,,,,,,,2.1816,36.39,,,,,,
645,K02227,,,0.752546437306872,,,,,,,,,32.7616,,,,,,
646,K02228,,,0.655,,,,,,,,,3.536,,,,,,
647,K02231,,,0.7437568441668138,,,,,,,,,31.3449,,,,,,
648,K02232,,,0.7514744632444826,,,,,,,,,18.445999999999998,,,,,,
649,K02233,,,0.707725959424472,,,,,,0.703,,,12.825700000000001,,,,,,3.7978
650,K02234,,,0.647,,,,,,,,,3.8652,,,,,,
651,K02237,,,0.7205800069046892,,,,,,,,,7.9024,,,,,,
652,K02238,,,0.6347430814772628,,,,,,,,,56.033300000000004,,,,,,
653,K02242,,,0.6685883111759915,,,,,,0.662,,,12.1437,,,,,,1.795
654,K02257,,,0.6378987420922375,,,,,,,,,66.04840000000002,,,,,,
655,K02258,,,0.622220040187877,,,,,,,,,21.311400000000003,,,,,,
656,K02259,,,0.6597764897174089,,,0.594,,,,,,44.3981,,,3.0722,,,
657,K02275,,,0.613948528921003,,,,,,,,,24.398000000000003,,,,,,
658,K02276,,,0.6316762347575995,,,0.289,,,,,,16.1433,,,12.644,,,
659,K02277,,,0.5544694701685243,,,,,,,,,36.1888,,,,,,
660,K02278,,,0.643,,,,,,,,,3.0375,,,,,,
661,K02279,,,0.6523727583958366,,,,,,0.669,,,45.279500000000006,,,,,,3.0547
662,K02280,,,0.6162893465891929,,,,,,,,,9.5195,,,,,,
663,K02281,,,0.574,,,,,,,,,9.0981,,,,,,
664,K02282,,,0.617,,,,,,,,,9.2697,,,,,,
665,K02283,,,0.662,,,,,,,,,12.8744,,,,,,
666,K02300,,,0.5842043829564089,,,,,,,,,28.3759,,,,,,
667,K02303,,,0.7017196034523501,,,,,,,,,12.273399999999999,,,,,,
668,K02304,,,0.7473268659098558,,,,,,,,,8.7704,,,,,,
669,K02313,,,0.6029715553261367,,,,,,,,,150.2238,,,,,,
670,K02314,,,0.5466799177135266,,,,,,,,,270.1266999999999,,,,,,
671,K02316,,,0.6444153067153386,,,,,,0.47551146071250183,,,145.46590000000003,,,,,,131.2776
672,K02335,,,0.675,,,,,,,,,13.1792,,,,,,
673,K02338,,,0.6288052854250367,,,,,,,,,198.49029999999996,,,,,,
674,K02339,,,0.6450640496260239,,,,,,,,,24.5485,,,,,,
675,K02340,,,0.7115011597379582,,,,,,,,,49.32470000000001,,,,,,
676,K02341,,,0.7548204107755895,,,,,,,,,23.124299999999998,,,,,,
677,K02342,,,0.6103513844301747,,,,,,,,,40.027,,,,,,
678,K02343,,,0.6967136339135488,,,,,,,,,41.7046,,,,,,
679,K02346,,,0.5795043225488463,,,,,,,,,13.1787,,,,,,
680,K02347,,,0.57,,,,,,,,,4.5193,,,,,,
681,K02348,,,,,,,,,0.664,,,,,,,,,3.1201
682,K02355,,,0.6829999999999999,,,,,,,,,12.5452,,,,,,
683,K02356,,,0.6318638556889901,,,,,,,,,94.0976,,,,,,
684,K02357,,,0.6539063951431755,,,,,,,,,83.75630000000001,,,,,,
685,K02358,,,0.5986627384441228,,,,,,,,,13.4866,,,,,,
686,K02362,,,0.782,,,,,,,,,3.0462,,,,,,
687,K02372,,,0.5850348939411296,,,,,,,,,41.7039,,,,,,
688,K02377,,,0.5862263528695272,,,,,,,,,12.8235,,,,,,
689,K02379,,,0.6347290812414299,,,,,,,,,29.881,,,,,,
690,K02380,,,0.6127481748450287,,,,,,,,,6.3907,,,,,,
691,K02385,,,0.6320339556470208,,,,,,,,,11.758099999999999,,,,,,
692,K02386,,,0.6,,,,,,,,,2.6462,,,,,,
693,K02387,,,0.512,,,,,,,,,3.5172,,,,,,
694,K02389,,,0.5999510413306228,,,,,,,,,9.0108,,,,,,
695,K02393,,,0.6268149466076307,,,,,,,,,9.911999999999999,,,,,,
696,K02394,,,0.6806260616826343,,,,,,,,,11.587499999999999,,,,,,
697,K02395,,,0.7085485792341225,,,,,,,,,24.6069,,,,,,
698,K02396,,,0.642,,,,,,0.696,,,2.5036,,,,,,4.053
699,K02398,,,0.599,,,,,,,,,4.2474,,,,,,
700,K02404,,,0.7020000000000001,,,,,,,,,4.2418,,,,,,
701,K02406,,,0.653,,,,,,,,,2.7517,,,,,,
702,K02407,,,0.6886632040783798,,,,,,,,,6.4404,,,,,,
703,K02409,,,0.63851272173186,,,,,,,,,13.964099999999998,,,,,,
704,K02410,,,0.6013476729516459,,,,,,,,,28.2104,,,,,,
705,K02413,,,0.6286393616217792,,,,,,,,,12.5255,,,,,,
706,K02416,,,0.6384134524994027,,,,,,0.679,,,13.491900000000001,,,,,,3.4035
707,K02417,,,0.6425563629316824,,,,,,0.7020000000000001,,,15.2246,,,,,,3.0777
708,K02418,,,0.6939635293698884,,,,,,,,,49.0954,,,,,,
709,K02420,,,0.602,,,,,,,,,7.9479,,,,,,
710,K02422,,,0.574,,,,,,0.617,,,3.0315,,,,,,5.3379
711,K02423,,,0.674,,,,,,,,,2.5355,,,,,,
712,K02426,,,0.6664105073163231,,,,,,,,,32.8479,,,,,,
713,K02427,,,0.65,,,,,,,,,3.7476,,,,,,
714,K02428,,,0.7119672015641867,,,,,,,,,28.6321,,,,,,
715,K02429,,,0.5728524900620129,,,,,,,,,37.694300000000005,,,,,,
716,K02431,,,0.5580208168627462,,,,,,,,,12.0271,,,,,,
717,K02435,,,0.6762227120107538,,,,,,,,,29.2896,,,,,,
718,K02437,,,0.641334570840766,,,0.57,,,,,,63.70559999999999,,,11.5365,,,
719,K02456,,,0.6178939854718989,,,,,,,,,29.8264,,,,,,
720,K02457,,,0.6680718093469248,,,,,,,,,7.048500000000001,,,,,,
721,K02458,,,0.6629533106624983,,,,,,,,,10.5969,,,,,,
722,K02459,,,0.615927467885131,,,,,,0.6579999999999999,,,10.4817,,,,,,4.1309
723,K02460,,,0.6843479725811282,,,,,,,,,8.5138,,,,,,
724,K02462,,,0.6940000000000001,,,,,,,,,2.9646,,,,,,
725,K02471,,,0.6409999999999999,,,,,,,,,3.995,,,,,,
726,K02477,,,0.722,,,,,,,,,6.5591,,,,,,
727,K02478,,,0.6137281192059093,,,,,,,,,11.8945,,,,,,
728,K02483,,,0.6730634166064172,,,,,,,,,35.0854,,,,,,
729,K02484,,,0.743,,,,,,,,,4.0436,,,,,,
730,K02492,,,0.6357677516312591,,,,,,,,,105.76430000000002,,,,,,
731,K02493,,,0.7307429768854307,,,,,,,,,21.8049,,,,,,
732,K02495,,,0.696,,,,,,,,,9.3518,,,,,,
733,K02498,,,0.6723592421044972,,,,,,,,,17.6126,,,,,,
734,K02500,,,0.660506729977945,,,,,,,,,14.648700000000002,,,,,,
735,K02501,,,0.657,,,,,,,,,5.4236,,,,,,
736,K02503,,,0.6680368620243611,,,,,,,,,49.8242,,,,,,
737,K02509,,,0.706,,,,,,,,,6.9113,,,,,,
738,K02510,,,0.6551067761590711,,,,,,,,,142.26770000000002,,,,,,
739,K02518,,,0.5624889749766036,,,,,,,,,81.73209999999999,,,,,,
740,K02519,,,0.7066981513987202,,,,,,,,,29.5264,,,,,,
741,K02520,,,0.6062981224351892,,,,,,,,,126.2055,,,,,,
742,K02527,,,0.6222543125549154,,,,,,,,,37.1097,,,,,,
