,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
424,K01489,0.581,,0.628884810164601,,,,,4.439,,62.8064,,,,
425,K01491,,,0.6242806615170101,,,,,,,24.6428,,,,
426,K01493,,,0.6276732564270858,,,,,,,16.444000000000003,,,,
427,K01494,,,0.5542864007043016,,,,,,,65.5309,,,,
428,K01495,,,0.6050840959568508,,,,,,,93.9433,,,,
429,K01497,,,0.6050129311891976,,,,,,,56.4922,,,,
430,K01507,,,0.5818372281914058,,,,,,,100.4824,,,,
431,K01512,,,0.6096590436548343,,,,,,,54.2044,,,,
432,K01515,,,0.5659857706961196,,,,,,,23.950599999999998,,,,
433,K01520,,,0.6501204820797754,0.59,,,,,,16.0098,17.1805,,,
434,K01524,,,0.6289146967576971,,,,,,,48.7381,,,,
435,K01525,,,0.6689999999999999,,,,,,,3.7795,,,,
436,K01529,,,0.609,,,,,,,16.4082,,,,
437,K01535,,,0.669,,,,,,,7.2761,,,,
438,K01545,,,0.544,,,,0.4779999999999999,,,6.0037,,,,6.8591
439,K01546,,,0.5944048142810197,,,,,,,205.333,,,,
440,K01547,,,0.6112460333320051,,,,,,,109.4837,,,,
441,K01548,,,0.5989624338955165,,,,,,,105.1263,,,,
442,K01551,,,0.6227087064686023,,,,0.6444528950353798,,,37.7093,,,,14.190000000000001
443,K01555,,,0.6010669620681696,,,,,,,14.7178,,,,
444,K01556,,,0.578017628410246,,,,,,,64.0643,,,,
445,K01560,,,0.5778080565971782,,,,,,,25.115099999999998,,,,
446,K01561,,,0.5829055618047143,,,,,,,77.9606,,,,
447,K01563,,,0.665,,,,,,,5.0825,,,,
448,K01569,,,0.5816814560946658,,,,,,,164.31699999999995,,,,
449,K01574,,,0.5877630365427703,,,,,,,18.5583,,,,
450,K01575,,,0.5802022539599087,,,,,,,33.0703,,,,
451,K01579,,,0.473,,,,,,,2.8964,,,,
452,K01586,,,0.5876532052279577,,,,,,,43.813100000000006,,,,
453,K01588,,,0.6420465621622956,,,,,,,50.4535,,,,
454,K01589,,,0.6849746403969521,,,,,,,19.2186,,,,
455,K01591,,,0.6686459195500385,,,,,,,28.187800000000003,,,,
456,K01595,,,0.6209434218406201,,,,,,,142.34650000000002,,,,
457,K01596,,,0.627296953027645,,,,,,,49.8728,,,,
458,K01599,,,0.6192892972670418,,,,,,,42.4151,,,,
459,K01607,,,0.6007775632672077,,,,,,,286.6561000000001,,,,
460,K01609,,,0.6134759162704503,,,,,,,40.97709999999999,,,,
461,K01610,,,0.6068422424725227,,,,,,,28.63,,,,
462,K01611,,,0.642,,,,,,,3.6957,,,,
463,K01613,,0.616,0.5847503982196485,0.617,,,,,9.0965,55.0768,5.614,,,
464,K01619,,,0.6270804388753989,,,,,,,88.3613,,,,
465,K01620,,,0.6231965987052485,,,,,,,73.21600000000001,,,,
466,K01621,,,0.6030235790698827,,,,,,,239.92649999999998,,,,
467,K01623,,,0.5773112028053039,,,,,,,12.235299999999999,,,,
468,K01624,,,0.5768878956332448,,,,,,,67.87140000000001,,,,
469,K01625,,,0.6033713029080227,,,,,,,38.6732,,,,
470,K01626,,,0.6234183008924356,,,,,,,66.78089999999999,,,,
471,K01627,,,0.6148681586757784,,,,,,,36.2393,,,,
472,K01628,,,0.596127040176612,,,,,,,19.0187,,,,
473,K01635,,,0.5854894514814016,,,,,,,60.5975,,,,
474,K01637,,,0.6132966670297583,,,,,,,46.311400000000006,,,,
475,K01638,,,0.6178543874882225,0.573,,,,,,58.3614,3.1867,,,
476,K01640,,,0.6049766053693996,,,,,,,20.5919,,,,
477,K01644,,,0.6227074119721449,,,,0.544,,,51.5428,,,,11.464
478,K01647,,,0.552,,,,,,,21.3933,,,,
479,K01649,,,0.612,,,,,,,18.2128,,,,
480,K01652,,,0.617,,,,,,,19.3138,,,,
481,K01653,,,0.6211775246043385,,,,,,,68.91510000000001,,,,
482,K01657,,,0.6053011582207849,,,,,,,20.8621,,,,
483,K01658,,,0.59374565684501,,,,,,,17.493,,,,
484,K01662,,,0.6087960985788018,,,,,,,15.1042,,,,
485,K01664,,,0.5984698772539516,,,,,,,13.101099999999999,,,,
486,K01666,,,0.6997148145955193,,,,,,,10.4854,,,,
487,K01673,,,0.5909867433622485,,,,,,,257.4741,,,,
488,K01674,,,0.5533798931424818,0.579,,,,,,41.9119,3.9405,,,
489,K01676,,,0.6459999999999999,,,,,,,6.9328,,,,
490,K01679,,,0.572928681973832,,,,,,,24.3888,,,,
491,K01681,,,0.589,,,,,,,18.8816,,,,
492,K01685,,,0.569,,,,,,,6.1012,,,,
493,K01686,,,0.6079620983831246,,,,,,,25.0424,,,,
494,K01687,,,0.6272148160019647,,,,,,,25.9211,,,,
495,K01689,,,0.6061016211122674,,,,,,,193.83390000000003,,,,
496,K01692,,,0.6300680956741461,,,,,,,134.8663,,,,
497,K01693,,,0.649,,,,,,,7.6925,,,,
498,K01695,,,0.6468350734009174,,,,,,,68.97449999999999,,,,
499,K01696,,,0.6151603419864113,,,,,,,25.660899999999998,,,,
500,K01698,,,0.6241868268771936,,,,,,,86.6533,,,,
501,K01703,,,0.608,,,,,,,7.5292,,,,
502,K01704,,,0.5727340161808467,,,,,,,69.5488,,,,
503,K01706,,,0.589,,,,,,,6.6444,,,,
504,K01709,,,0.589,,,,,,,5.3092,,,,
505,K01710,,,0.5865134847167676,,,,,,,23.727800000000002,,,,
506,K01711,,,0.5787538685428687,,,,,,,56.6048,,,,
507,K01712,,,0.6050961673572147,,,,,,,59.113699999999994,,,,
508,K01714,,,0.667650338770776,,,,,,,28.9924,,,,
509,K01715,,,0.60423133140433,,,,,,,25.5054,,,,
510,K01719,,,0.6367413867006719,,,,,,,77.7641,,,,
511,K01720,,,0.6096311111132763,,,,,,,43.5529,,,,
512,K01721,,,0.6886137282315525,,,,,,,7.7315000000000005,,,,
513,K01724,,,0.5979264243358055,,,,,,,78.46609999999998,,,,
514,K01725,,,0.584,,,,,,,3.6209,,,,
515,K01726,,,0.604,,,,,,,17.9611,,,,
516,K01730,,,0.628086842855456,,,,,,,18.3149,,,,
517,K01733,,,0.6183224101957048,,,,,,,95.36800000000001,,,,
518,K01735,,,0.656746123432939,,,,,,,28.249499999999998,,,,
519,K01736,,,0.6402976347404029,,,,,,,73.66940000000001,,,,
520,K01737,,,0.5644625994835875,,,,0.599,,,148.60899999999998,,,,5.2898
521,K01739,,,0.5708144467704498,,,,,,,23.9678,,,,
522,K01740,,,0.5990019322408013,,,,,,,11.7819,,,,
523,K01744,,,0.608,,,,,,,7.6835,,,,
524,K01745,,,0.636,,,,,,,6.9987,,,,
525,K01749,,,0.6438027920820429,,,,,,,70.35130000000001,,,,
526,K01752,,,0.6548298328361278,,,,,,,43.649699999999996,,,,
527,K01753,,,0.562,,,,,,,4.7927,,,,
528,K01754,,,0.6144267595716681,,,,,,,73.24080000000001,,,,
529,K01755,,,0.6095302434965498,,,,,,,89.86050000000002,,,,
530,K01756,,,0.6,,,,,,,18.7737,,,,
531,K01759,,,0.609,,,,,,,5.6851,,,,
532,K01760,,,0.5708144467704498,,,,,,,23.9678,,,,
533,K01768,,,0.5778379237815632,,,,,,,35.5745,,,,
534,K01770,,,0.603,,,,,,,18.8868,,,,
535,K01772,,,0.6056658443148212,,,,,,,101.38470000000001,,,,
536,K01775,,,0.6260246645947813,,,,,,,75.53720000000001,,,,
537,K01776,,,0.6282182961326864,,,,,,,39.2,,,,
538,K01778,,,0.6334563411032568,,,,,,,64.3441,,,,
539,K01779,,,0.6322842290340858,,,,,,,18.2161,,,,
540,K01781,,,0.583,,,,,,,6.6847,,,,
541,K01783,,,0.588988952201893,,,,,,,39.9231,,,,
542,K01784,,,0.5807982523607843,,,,,,,56.307199999999995,,,,
543,K01785,,,0.58621045744037,,,,,,,130.3524,,,,
544,K01790,,,0.5516423922419574,,,,,,,46.813399999999994,,,,
545,K01792,,,0.6113108824816122,,,,,,,18.9206,,,,
546,K01796,,,0.631,,,,,,,8.3768,,,,
547,K01802,,,0.635524944053204,,,,,,,19.9298,,,,
548,K01803,,,0.6191811512960125,,,,,,,86.93359999999998,,,,
549,K01804,,,0.5875795809660397,,,,,,,5.5563,,,,
550,K01805,,,0.5985595313709928,,,,,,,14.0118,,,,
551,K01807,,0.61,0.6084094273079832,,,,0.6459999999999999,,6.6932,58.7572,,,,3.3016
552,K01809,,,0.5974782402124744,,,,,,,79.7117,,,,
553,K01810,,,0.5847571761068192,,,,,,,173.37219999999996,,,,
554,K01812,,,0.5984012973061539,,,,,,,31.5148,,,,
555,K01814,,0.648,,,,,,,7.6925,,,,,
556,K01815,,,0.5818489469964025,,,,,,,10.9819,,,,
557,K01816,,,0.6222270124399968,,,,,,,32.573299999999996,,,,
558,K01817,,,0.6331684306752506,,,,,,,24.265,,,,
559,K01820,,,0.5710000000000001,,,,,,,5.8462,,,,
560,K01821,,,0.5569256725363171,,,,0.584832615441119,,,90.5658,,,,8.1986
561,K01822,,,0.62,,,,,,,5.2135,,,,
562,K01834,,0.595,0.6647625034732222,,,,,,5.2946,8.0915,,,,
563,K01838,,,0.581206040321111,,,,,,,22.7533,,,,
564,K01839,,,0.5833623054708964,,,,,,,33.0225,,,,
565,K01845,,,0.6014967277727038,,,,,,,88.72319999999999,,,,
566,K01848,,,0.5913551088247955,,,,,,,39.2699,,,,
567,K01849,,,0.6015853895442667,,,,,,,35.70479999999999,,,,
568,K01854,,,0.63,,,,,,,5.0107,,,,
569,K01857,,,0.622,0.5579999999999999,,,,,,19.5048,15.6777,,,
570,K01858,,,0.5786599736124686,,,,,,,155.32469999999998,,,,
571,K01865,,,0.604,,,,,,,6.9105,,,,
572,K01866,,,0.5883195437030417,,,,,,,85.96019999999999,,,,
573,K01867,,,0.6073478602011155,,,,,,,96.7023,,,,
574,K01868,,,0.5949742989576605,,,,,,,213.47099999999998,,,,
575,K01869,,,0.5893614749120094,,,,,,,78.9518,,,,
576,K01870,,,0.5938875301243787,,,,,,,39.6188,,,,
577,K01872,,,0.5882446351872738,,,,,,,196.10399999999998,,,,
578,K01873,,,0.5872154881270516,,,,,,,21.9041,,,,
579,K01874,,,0.570465336933658,,,,,,,47.523,,,,
580,K01875,,,0.6067461918239376,,,,,,,155.93810000000002,,,,
581,K01876,,,0.5938466777363873,,,,,,,63.3437,,,,
582,K01879,,,0.578,,,,,,,18.0859,,,,
583,K01880,,,0.6330967715258201,,,,,,,22.4443,,,,
584,K01881,,,0.6088140230587642,,,,,,,90.41260000000001,,,,
585,K01883,,,0.5959771878063777,,,,,,,33.307900000000004,,,,
586,K01885,,,0.6150286565522974,,,,,,,35.0364,,,,
587,K01886,,,0.6153362902759555,,,,,,,20.4437,,,,
588,K01887,,,0.6070041646432326,,,,,,,107.78189999999998,,,,
589,K01889,,,0.6187156847058956,,,,,,,116.75309999999999,,,,
590,K01890,,,0.6288899112810701,,,,,,,87.4169,,,,
591,K01892,,,0.59424054367352,,,,,,,25.8553,,,,
592,K01893,,,0.6008986073678407,,,,,,,25.941699999999997,,,,
593,K01895,,,0.59,,,,,,,6.6291,,,,
594,K01902,,,0.5942348808913387,,,,,,,38.423300000000005,,,,
595,K01903,,,0.5702131477887638,,,,,,,11.4208,,,,
596,K01912,,,0.5908125100268823,,,,,,,54.269999999999996,,,,
597,K01915,,,0.6155257545199747,,,,,,,294.27349999999996,,,,
598,K01918,,,0.6244551299423717,,,,,,,69.1153,,,,
599,K01919,,,0.6563817815649051,,,,,,,33.9634,,,,
600,K01921,,,0.6075663361019218,,,,,,,73.63889999999998,,,,
601,K01923,,,0.5928253039182521,,,,,,,95.99059999999997,,,,
602,K01924,,,0.6089094356927085,,,,,,,18.518,,,,
603,K01925,,,0.6069957787713585,,,,,,,17.4039,,,,
604,K01926,,,0.731,,,,,,,6.3351,,,,
605,K01928,,,0.6087619505794359,,,,,,,9.940999999999999,,,,
606,K01929,,,0.598,,,,,,,4.9226,,,,
607,K01933,,,0.596898271949233,,,,,,,81.0819,,,,
608,K01934,,,0.7297600133506669,,,,0.637,,,24.6787,,,,7.1575
609,K01935,,,0.568,,,,,,,3.6347,,,,
610,K01937,,,0.6132673010866518,,,,,,,273.88630000000006,,,,
611,K01939,,0.64,0.6222004975476553,,,,,,9.3373,126.95159999999997,,,,
612,K01940,,,0.6026382150031077,,,,,,,122.0962,,,,
613,K01945,,,0.6177092094898482,,,,,,,64.1735,,,,
614,K01950,,,0.5770000000000001,,,,,,,18.4045,,,,
615,K01951,,,0.6179036291910195,,,,,,,147.63750000000005,,,,
616,K01953,,,0.5844752848231737,,,,0.626,,,330.7983,,,,2.2886
617,K01956,,,0.575,,,,,,,17.0943,,,,
618,K01961,,,0.597,,,,,,,19.2118,,,,
619,K01962,,,0.6400650234759279,,,,,,,37.4944,,,,
620,K01963,,,0.6173611487109378,,,,,,,42.8415,,,,
621,K01971,,,0.6142446776396924,,,,0.608,,,54.29449999999999,,,,5.1755
622,K01972,,,0.6103248720893449,,,,,,,207.91770000000008,,,,
623,K01975,,,0.6309746840977675,,,,0.7085455086015253,,,43.1245,,,,14.150200000000002
624,K01990,,,0.5965362421434257,,,,,,,327.88999999999993,,,,
625,K01991,,,0.572937171399606,,,,0.6264544409931335,,,284.64309999999995,,,,24.5636
626,K01992,,,0.5842982247686886,,,,,,,109.46659999999999,,,,
627,K01993,,,0.5938575004959749,,,,,,,25.0783,,,,
628,K01996,,,0.688,,,,,,,5.4384,,,,
629,K01997,,,0.6596341037327957,,,,,,,16.0179,,,,
630,K02003,,,0.5983118587618458,,,,,,,201.3183,,,,
631,K02004,,0.6360505668158141,0.6038600700990189,,,,0.60201845279523,,8.251,3349.6845000000003,,,,87.44290000000001
632,K02005,,,0.6030812177026197,,,,,,,95.0802,,,,
633,K02013,,0.6759999999999999,,,,,,,9.3059,,,,,
634,K02014,,,0.5901005268458301,,,,,,,46.128600000000006,,,,
635,K02015,,,0.6291913708828843,,,,,,,33.179700000000004,,,,
636,K02016,,,0.6197852779209777,,,,0.606,,,96.63779999999998,,,,2.5528
637,K02017,,,0.624953480337898,,,,,,,27.2043,,,,
638,K02018,,,0.625045611368306,,,,,,,22.3119,,,,
639,K02020,,,0.6055097681649274,,,,,,,57.1365,,,,
640,K02027,,,0.6689999999999999,,,,,,,6.7507,,,,
641,K02030,,,0.611,,,,,,,3.666,,,,
642,K02032,,,0.625,,,,,,,17.149,,,,
643,K02033,,,0.6107114737230236,,,,,,,81.19359999999998,,,,
644,K02034,,,0.6261617011754725,,,,,,,100.99139999999998,,,,
645,K02035,,,0.5763234347109132,,,,,,,52.6058,,,,
646,K02036,,,0.5880573504430118,,,,,,,70.1721,,,,
647,K02037,,,0.6006443859052779,,,,,,,34.1529,,,,
648,K02038,,,0.6214211565010395,,,,,,,31.5704,,,,
649,K02039,,0.593,0.604931261827915,,,,,,20.1913,81.006,,,,
650,K02040,,,0.5778620032062463,0.6649999999999999,,,,,,124.37349999999999,3.555,,,
651,K02044,,,0.611,,,,,,,7.0038,,,,
652,K02045,,,0.623,,,,,,,9.5244,,,,
653,K02046,,,0.622,,,,,,,9.083,,,,
654,K02049,,,0.5695510673808791,,,,,,,12.665099999999999,,,,
655,K02050,,,0.5931271854575508,,,,,,,95.7166,,,,
656,K02051,,,0.5549257414693874,,,,,,,9.5714,,,,
657,K02053,,,0.5920000000000001,,,,,,,16.9567,,,,
658,K02065,,,0.5711373944715062,,,,,,,99.9223,,,,
659,K02066,,,0.5914109128058745,,,,0.58,,,240.86589999999995,,,,6.1078
660,K02067,,,0.5797695835688458,,,,0.5400126922150724,,,95.86890000000001,,,,29.039099999999998
661,K02069,,,0.601,,,,,,,3.0086,,,,
662,K02072,,,0.669,,,,,,,2.4032,,,,
663,K02078,,,0.5642580709643896,,,,0.5631724662240554,,,202.0395,,,,34.698100000000004
664,K02081,,,0.6037341588284062,,,,,,,23.2081,,,,
665,K02082,,,0.620059973917631,,,,,,,8.9887,,,,
666,K02083,,,0.611,,,,,,,6.6752,,,,
667,K02103,,,0.569,,,,,,,4.6553,,,,
668,K02106,,,0.5915783165946473,,,,,,,11.695599999999999,,,,
669,K02108,,,0.5564620710452047,,,,,,,30.9424,,,,
670,K02109,,,0.6333374825467799,0.586,,,0.636200840300453,,,68.3748,3.2883,,,49.2002
671,K02110,,,0.625,,,,,,,8.3339,,,,
672,K02111,,,0.5995074995105849,,,,,,,49.6115,,,,
673,K02112,,,0.5922804774432314,,,,,,,34.4353,,,,
674,K02113,,,0.6190909913795025,,,,,,,60.2183,,,,
675,K02114,,,0.6211283087512811,,,,,,,59.3064,,,,
676,K02115,,,0.6031654535553653,,,,,,,31.7979,,,,
677,K02116,,,0.5636913824979979,,,,0.6139999999999999,,,26.7863,,,,2.893
678,K02128,,,,0.315,,,,,,,6.2368,,,
679,K02160,,,0.618058147409152,,,,,,,55.0002,,,,
680,K02169,,,0.7020000000000001,,,,,,,2.835,,,,
681,K02171,,,0.5988053851058021,,,,,,,132.3317,,,,
682,K02172,,,0.6295829465436946,,,,0.569,,,30.795899999999996,,,,5.5442
683,K02188,,,0.733,,,,,,,3.6111,,,,
684,K02192,,,0.6990000000000001,,,,,,,2.8687,,,,
685,K02193,,,0.633,,,,,,,6.0184,,,,
686,K02194,,,0.5992865684271064,,,,,,,89.5908,,,,
687,K02195,,,0.6072377082786045,,,,,,,67.9633,,,,
688,K02196,,,0.6509999999999999,,,,,,,2.9184,,,,
689,K02197,,,0.5965596370963594,,,,0.626,,,40.8085,,,,4.9547
690,K02199,,,0.5890663431800011,,,,,,,176.04830000000004,,,,
691,K02200,,,0.6066771979841823,,,,,,,42.893299999999996,,,,
692,K02204,,,0.629,,,,,,,3.9767,,,,
693,K02221,,,0.57375621515564,,,,,,,22.938,,,,
694,K02224,,,0.6677009873509264,,,,,,,16.5327,,,,
695,K02227,,,0.7315856700975374,,,,,,,7.850099999999999,,,,
696,K02228,,,0.728,,,,,,,5.0713,,,,
697,K02231,,,0.6178223040525198,,,,,,,28.5185,,,,
698,K02233,,,0.5589999999999999,,,,,,,2.7546,,,,
699,K02237,,,0.6187986847810781,,,,0.593,,,21.468899999999998,,,,3.7571
700,K02238,,,0.6095165770768529,,,,,,,117.39869999999998,,,,
701,K02242,,,0.6360096583385968,,,,,,,53.087900000000005,,,,
702,K02257,,,0.6217789300902266,,,,,,,59.98879999999999,,,,
703,K02258,,,0.6509999999999999,,,,,,,3.0204,,,,
704,K02259,,,0.6383414988611211,,,,,,,61.81839999999999,,,,
705,K02274,,,0.546,,,,,,,23.0602,,,,
706,K02275,,,0.5810800207782796,,,,,,,86.66359999999999,,,,
707,K02276,,,0.5850016970396882,0.287,,,,,,90.6994,3.8284,,,
708,K02277,,,0.5680864279291953,,,,0.5449080448924043,,,88.85109999999999,,,,9.4317
709,K02278,,,0.59,,,,,,,12.7224,,,,
710,K02279,,,0.6004821811100041,,,,0.6077646817878551,,,46.6054,,,,21.785
711,K02280,,,0.5847231133404572,,,,,,,38.8287,,,,
712,K02281,,,0.602,,,,,,,3.8603,,,,
713,K02282,,,0.5817700715846741,,,,0.6005177940233377,,,30.196499999999997,,,,26.799599999999998
714,K02283,,,0.5913172336738289,,,,,,,52.8913,,,,
715,K02291,,,0.6040763301699934,,,,,,,26.5517,,,,
716,K02300,,,0.531,,,,,,,4.9505,,,,
717,K02303,,,0.6297027328482273,,,,,,,31.3036,,,,
718,K02304,,,0.5979021371181766,,,,,,,44.249199999999995,,,,
719,K02313,,,0.5778021850714128,,,,,,,143.90060000000003,,,,
720,K02314,,,0.6149933283127462,,,,,,,177.82250000000002,,,,
721,K02315,,,0.5878524409862825,,,,,,,10.3718,,,,
722,K02316,,,0.6100043437831388,0.588,,,,,,179.9309,5.0348,,,
723,K02335,,,0.5976653075768552,,,,,,,29.0002,,,,
724,K02337,,,0.5720000000000001,,,,,,,18.7308,,,,
725,K02338,,,0.5984662352098085,,,,,,,232.2999,,,,
726,K02339,,,,,,,0.669,,,,,,,2.8113
727,K02340,,,0.6129319820940522,,,,0.6729999999999999,,,54.6413,,,,8.2968
728,K02341,,,0.614,,,,,,,19.3493,,,,
729,K02342,,,0.6672321886449338,,,,,,,27.252499999999998,,,,
730,K02343,,,0.6298517769233626,,,,,,,57.049499999999995,,,,
731,K02346,,,0.6173130266642177,,,,,,,28.325400000000002,,,,
732,K02347,,,0.5747139728734415,,,,,,,26.7239,,,,
733,K02351,,,0.5904179940980581,,,,,,,24.005000000000003,,,,
734,K02355,,,0.5997955338368322,,,,,,,16.635199999999998,,,,
735,K02356,,,0.6007872433677374,,,,,,,78.4556,,,,
736,K02357,,,0.6167491855927204,,,,,,,76.5067,,,,
737,K02358,,,0.5799659591466573,,,,,,,60.8974,,,,
738,K02372,,,0.5951490324873575,,,,,,,102.7214,,,,
739,K02377,,,0.6025428723131065,,,,,,,30.5152,,,,
740,K02379,,,0.59,,,,,,,18.7586,,,,
741,K02380,,,0.5735270306880577,,,,,,,54.1301,,,,
742,K02385,,,0.602,,,,,,,5.7245,,,,
743,K02386,,,0.687,,,,,,,2.4517,,,,
744,K02387,,,0.5589999999999999,,,,,,,2.9364,,,,
745,K02388,,,0.5832541358723977,,,,,,,7.9694,,,,
746,K02389,,,0.6462982355711913,,,,0.598,,,6.0221,,,,4.086
747,K02394,,,0.6428236710579082,,,,,,,11.970600000000001,,,,
748,K02395,,,0.6010521620929445,,,,0.568,,,9.5966,,,,2.7055
749,K02396,,,0.5828163136473404,,,,,,,7.3893,,,,
750,K02398,,,0.581,,,,0.6197407273848557,,,2.7174,,,,8.9321
751,K02405,,,0.5838039745416961,,,,,,,13.8838,,,,
752,K02406,,,0.5920000000000001,,,,,,,5.3497,,,,
753,K02407,,,0.598,,,,,,,3.1189,,,,
754,K02408,,,0.6629999999999999,,,,,,,2.9532,,,,
755,K02409,,,0.6467537594909193,,,,,,,9.9328,,,,
756,K02410,,,0.5379999999999999,,,,,,,4.3044,,,,
757,K02414,,,0.659,,,,,,,3.2244,,,,
758,K02415,,,,,,,0.6132048058501105,,,,,,,4.7075
759,K02416,,,0.6123677171371643,,,,,,,12.8382,,,,
760,K02417,,,0.5735644954195703,,,,,,,9.9485,,,,
761,K02418,,,,,,,0.6890899612233865,,,,,,,7.9726
762,K02420,,,0.58,,,,,,,1.9886,,,,
763,K02422,,,0.5799560186962456,,,,0.557,,,9.0426,,,,3.0345
764,K02426,,,0.6409424738535566,,,,,,,16.6956,,,,
765,K02428,,,0.5990459322178783,,,,,,,28.4376,,,,
766,K02429,,,0.5542099474923633,,,,,,,104.85949999999998,,,,
767,K02431,,,0.5942537393198078,,,,,,,4.1852,,,,
768,K02433,,,0.6026218012811357,,,,,,,27.3039,,,,
769,K02434,,,0.5850957974309856,,,,,,,29.3749,,,,
770,K02435,,,0.616622291558574,,,,,,,70.75040000000001,,,,
771,K02437,,,0.5909236052144223,,,,,,,66.7884,,,,
772,K02440,,,0.564,,,,,,,18.2958,,,,
773,K02443,,,0.616,,,,,,,2.9454,,,,
774,K02448,,,0.6503792793787784,,,,,,,21.385700000000003,,,,
775,K02450,,,0.542,,,,,,,17.5684,,,,
776,K02452,,,,,,,0.617,,,,,,,5.8981
777,K02453,,,0.636,,,,,,,8.0463,,,,
778,K02456,,,0.5721516653104113,,,,0.5589999999999999,,,51.024699999999996,,,,4.8946
779,K02458,,,0.6393385912325722,,,,,,,10.1448,,,,
780,K02460,,,0.620794865341052,,,,0.6146949011311691,,,5.9402,,,,10.552
781,K02461,,,,,,,0.653,,,,,,,7.6316
782,K02462,,,,,,,0.659,,,,,,,3.9341
783,K02471,,,0.612,0.597,,,,,,6.9927,6.1009,,,
784,K02473,,,0.58,,,,,,,5.7135,,,,
785,K02477,,,0.577482164275776,,,,,,,25.0116,,,,
786,K02478,,,0.5908557956612086,,,,,,,56.65379999999999,,,,
787,K02480,,,0.5724492012534631,,,,,,,82.3097,,,,
788,K02481,,,0.5831234237929741,,,,,,,79.1951,,,,
789,K02482,,,0.5885983141824839,,,,,,,82.10439999999998,,,,
790,K02483,,,0.6091434216992561,,,,,,,90.00880000000001,,,,
791,K02484,,,0.5710000000000001,,,,,,,5.841,,,,
792,K02488,,,0.5940789622657752,,,,,,,26.625,,,,
793,K02492,,,0.6198927625553637,,,,0.6542912977453162,,,95.064,,,,17.947400000000002
794,K02493,,,0.6264979927045266,,,,,,,32.2489,,,,
795,K02494,,,0.647,,,,0.613,,,4.3235,,,,3.5464
796,K02495,,,0.5993515383985983,,,,,,,23.0234,,,,
797,K02497,,,0.574,,,,,,,14.9055,,,,
798,K02498,,,0.6820000000000002,,,,,,,3.0911,,,,
799,K02500,,,0.6488060642530922,,,,,,,46.01669999999999,,,,
800,K02501,,,0.6061262787853455,,,,,,,28.567800000000002,,,,
801,K02503,,,0.5984250639433857,,,,,,,16.4588,,,,
802,K02510,,,0.6210999622049734,,,,,,,36.2388,,,,
803,K02517,,,0.5983854582415419,,,,,,,24.767,,,,
804,K02518,,,0.5489055659569538,,,,,,,94.09449999999998,,,,
805,K02519,,,0.6170314926163741,,,,,,,84.02969999999999,,,,
806,K02520,,,0.5841809784804878,,,,,,,129.00900000000001,,,,
807,K02527,,,0.620999821729941,,,,0.6342315353979243,,,66.2636,,,,9.5409
808,K02528,,,0.592415834596143,,,,,,,29.898,,,,
809,K02529,,,0.5761311537025645,,,,,,,95.894,,,,
810,K02533,,,0.6405216947064194,,,,,,,28.903299999999998,,,,
811,K02535,,,0.609052206541197,,,,,,,33.47,,,,
812,K02536,,,0.6163206213870253,,,,,,,71.0187,,,,
813,K02548,,,0.6782739218148061,,,,,,,15.3893,,,,
814,K02549,,,0.593,,,,,,,14.3522,,,,
815,K02556,,,0.5841400405541829,,,,,,,56.299200000000006,,,,
816,K02557,,,0.5679993327246712,,,,,,,39.628499999999995,,,,
817,K02563,,,0.608299520323852,,,,,,,34.003699999999995,,,,
818,K02575,,,0.5702312370661738,,,,,,,23.2199,,,,
819,K02600,,,0.6218050534412616,,,,,,,222.8133,,,,
820,K02601,,,0.5860524584535862,,,,,,,92.9895,,,,
821,K02609,,,0.6456885176517305,,,,,,,32.7565,,,,
822,K02610,,,0.6859999999999999,,,,,,,4.6287,,,,
823,K02614,,,,,,,0.667,,,,,,,3.5566
824,K02616,,,0.7111812450075677,,,,0.667,,,21.9523,,,,6.7979
825,K02624,,,0.5920000000000001,,,,,,,12.9075,,,,
826,K02626,,,0.5789375449953641,,,,,,,75.7553,,,,
827,K02636,,,0.602606881060598,,,,,,,29.4291,,,,
828,K02638,,,0.5444866226458002,,,,,,,70.8053,,,,
829,K02651,,,0.5445302489826227,,,,0.566154913545664,,,86.9001,,,,111.759
830,K02653,,,0.588,,,,,,,18.6479,,,,
831,K02654,,,0.6021083907874047,,,,,,,26.601399999999998,,,,
832,K02656,,,0.644,,,,,,,4.52,,,,
833,K02657,,,0.6096136175553151,,,,,,,9.974,,,,
834,K02662,,,0.5854326807875297,,,,,,,91.0287,,,,
835,K02663,,,0.593,,,,,,,19.0542,,,,
836,K02664,,,0.6126181871541068,,,,,,,9.4399,,,,
837,K02666,,,0.616,,,,,,,17.4409,,,,
838,K02668,,,0.605,,,,,,,18.6479,,,,
839,K02669,,,0.574,,,,,,,9.564,,,,
840,K02671,,,0.642,,,,,,,4.1235,,,,
841,K02672,,,0.5777118499310645,,,,,,,24.0489,,,,
842,K02673,,,0.563044059786752,,,,0.574,,,23.796999999999997,,,,3.632
843,K02676,,,0.5766054539174575,,,,,,,8.2393,,,,
844,K02784,,,,,,,0.62,,,,,,,8.0426
