,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_countsUnclassified
419,K01686,,,0.5578940041111253,,,,,,,10.0121,,,,
420,K01689,,,0.6550328106336276,,,,,,,217.2947,,,,
421,K01692,,,0.6416236335786075,,,,,,,47.421899999999994,,,,
422,K01693,,,0.6281785165426474,,,,,,,18.9875,,,,
423,K01695,,,0.6749795005395287,,,,,,,104.29119999999998,,,,
424,K01698,,,0.6676936020842622,,,,,,,159.39570000000003,,,,
425,K01704,,,0.6590507025454251,,,,,,,87.7428,,,,
426,K01711,,,0.6218853249858318,,,,,,,53.6181,,,,
427,K01712,,,0.6447387331407685,,,,,,,29.1222,,,,
428,K01714,,,0.6244139931437547,,,,,,,26.1804,,,,
429,K01715,,,0.588,,,,,,,3.6087,,,,
430,K01716,,,0.6185846671903323,,,,,,,35.383,,,,
431,K01719,,,0.6870998885022752,,,,0.478,,,123.45679999999999,,,,4.9216
432,K01720,,,0.5575560830042942,,,,,,,18.591,,,,
433,K01721,,,0.64,,,,,,,10.0544,,,,
434,K01724,,,0.6472080385619653,,,,,,,98.27189999999999,,,,
435,K01725,,,0.5618396201469036,,,,,,,19.0918,,,,
436,K01726,,,0.59,,,,,,,3.4206,,,,
437,K01733,,,0.6783335817374573,,,,,,,79.1424,,,,
438,K01734,,,0.6767364109699785,,,,,,,11.9198,,,,
439,K01736,,,0.6740335986921451,,,,,,,54.6395,,,,
440,K01737,,,0.6015772336134556,,,,,,,128.89079999999998,,,,
441,K01740,,,0.621,,,,,,,8.2349,,,,
442,K01745,,,0.6,,,,,,,5.4338,,,,
443,K01749,,,0.6777108346306436,,,,,,,66.4406,,,,
444,K01752,,,0.6910808284902625,,,,,,,70.867,,,,
445,K01754,,,0.65049383188512,,,,,,,28.142899999999997,,,,
446,K01755,,,0.6526928223889289,,,,,,,108.4824,,,,
447,K01759,,,0.6073146448847057,,,,,,,28.458699999999997,,,,
448,K01768,,,0.5907713227124481,,,,,,,40.2534,,,,
449,K01770,,,0.659,,,,,,,2.8566,,,,
450,K01772,,,0.6432321160937472,,,,0.653,,,114.6976,,,,2.0723
451,K01775,,,0.679562570714164,,,,,,,76.37109999999998,,,,
452,K01776,,,0.6415141271776653,,,,,,,48.4897,,,,
453,K01778,,,0.6402292182942799,,,,,,,93.18990000000001,,,,
454,K01779,,,0.5924050630398409,,,,,,,12.4514,,,,
455,K01783,,,0.568,,,,,,,6.7265,,,,
456,K01784,,,0.6057649143750091,,,,,,,59.53940000000001,,,,
457,K01785,,,0.6457017103688234,,,0.4970000000000001,,,,105.36119999999998,,,1.9483,
458,K01790,,,0.5823290718083562,,,,,,,19.1174,,,,
459,K01792,,,0.5914337170296342,,,,,,,20.406399999999998,,,,
460,K01793,,,0.564,,,,,,,2.5709,,,,
461,K01796,,,0.7540000000000001,,,,,,,9.3259,,,,
462,K01799,,,0.5855758284184233,,,,0.701,,,22.8046,,,,6.423
463,K01800,,,0.6428610839887166,,,,,,,38.28,,,,
464,K01802,,,0.6290305874512789,,,,,,,22.4344,,,,
465,K01803,,,0.6531135547240341,,,,,,,97.0586,,,,
466,K01804,,,0.6350270295569033,,,,,,,39.0583,,,,
467,K01805,,,0.6475805883757579,,,,,,,59.56939999999999,,,,
468,K01807,,,0.6474147518979793,,,,,,,69.3307,,,,
469,K01808,,,0.6017523907090989,,,,,,,15.0835,,,,
470,K01809,,,0.6251355556590453,,,,,,,29.1396,,,,
471,K01810,,,0.6500069788391147,,,,,,,79.59740000000001,,,,
472,K01812,,,0.589,,,,,,,3.1973,,,,
473,K01815,,,0.551,,,,,,,4.9891,,,,
474,K01816,,,0.6109639403891071,,,,,,,32.911899999999996,,,,
475,K01820,,,0.606,,,,,,,6.3024,,,,
476,K01821,,,0.6322720674715089,,,,0.604,,,64.9133,,,,3.1974
477,K01822,,,0.6591802562504909,,,,,,,11.268799999999999,,,,
478,K01823,,,0.6451983779693207,,,,0.7190000000000001,,,28.149500000000003,,,,2.8759
479,K01826,,,0.647,,,,,,,7.0046,,,,
480,K01834,,,0.68,,,,,,,20.2938,,,,
481,K01839,,,0.5855259319670044,,,,,,,14.7187,,,,
482,K01843,,,0.631,,,,,,,9.5098,,,,
483,K01845,,,0.562,,,,,,,7.2363,,,,
484,K01849,,,0.6033315827104143,,,,,,,14.9793,,,,
485,K01854,,,0.6170155161734047,,,,,,,35.919700000000006,,,,
486,K01858,,,0.5871928570745462,,,,,,,68.24329999999999,,,,
487,K01865,,,0.5920000000000001,,,,,,,1.9867,,,,
488,K01866,,,0.6276631618948799,,,,,,,145.41940000000002,,,,
489,K01867,,,0.6517498825229203,,,,,,,98.8166,,,,
490,K01868,,,0.6445775502963277,,,,,,,183.32790000000003,,,,
491,K01872,,,0.6225871214818647,,,,,,,80.9535,,,,
492,K01874,,,0.5994198706673924,,,,,,,57.267,,,,
493,K01875,,,0.6470483871242417,,,,,,,189.36579999999998,,,,
494,K01876,,,0.5787128658452901,,,,,,,8.3556,,,,
495,K01880,,,0.679,,,,,,,13.1745,,,,
496,K01881,,,0.6513672491260114,,,,,,,82.14259999999999,,,,
497,K01884,,,0.64,,,,,,,1.691,,,,
498,K01887,,,0.6460637284383761,,,,,,,172.1853,,,,
499,K01889,,,0.6509619265792734,,,,,,,130.203,,,,
500,K01890,,,0.6818536073109712,,,,,,,72.2798,,,,
501,K01902,,,0.69,,,,,,,6.1402,,,,
502,K01912,,,0.661269278509833,,,,0.597,,,46.6231,,,,2.8897
503,K01915,,,0.6416989349307629,,,,,,,1066.5247000000004,,,,
504,K01918,,,0.6431577795038315,,,,,,,67.8357,,,,
505,K01919,,,0.6645754396525059,,,,,,,117.71379999999999,,,,
506,K01920,,,0.6473490290363877,,,,,,,50.1304,,,,
507,K01921,,,0.6465030580539081,,,,,,,85.34809999999999,,,,
508,K01923,,,0.624928598140997,,,,,,,88.00739999999999,,,,
509,K01926,,,0.6554511166038294,,,,,,,65.7759,,,,
510,K01929,,,0.589,,,,,,,6.1399,,,,
511,K01933,,,0.6636564299713826,,,,,,,95.8373,,,,
512,K01934,,,0.685968011398911,,,,0.545,,,19.056,,,,1.9174
513,K01935,,,0.658292643503563,,,,,,,40.2197,,,,
514,K01937,,,0.6335513794983669,,,,,,,267.3285000000001,,,,
515,K01939,,,0.6633062574309557,,,,,,,217.8921,,,,
516,K01940,,,0.6288140844971281,,,,,,,105.7852,,,,
517,K01945,,,0.6746260993281006,,,,,,,88.60410000000002,,,,
518,K01951,,,0.6470656026112136,,,,,,,133.0377,,,,
519,K01953,,,0.6389052296614993,,,,,,,192.7451,,,,
520,K01962,,,0.5704460099522781,,,,,,,11.625499999999999,,,,
521,K01963,,,0.574,,,,,,,4.7866,,,,
522,K01971,,,0.6470463379493178,,,,,,,65.5773,,,,
523,K01972,,,0.6510588841348824,,,,,,,222.18040000000005,,,,
524,K01975,,,0.6413793162708835,,,,,,,54.915200000000006,,,,
525,K01989,,,0.628,,,,,,,8.4206,,,,
526,K01990,,,0.6556547835609012,,,,,,,55.904900000000005,,,,
527,K01991,,,0.5945624804733484,,,,,,,133.8499,,,,
528,K01992,,,0.6386980391545789,,,,,,,97.11489999999999,,,,
529,K01995,,,0.6410775721810391,,,,,,,26.9884,,,,
530,K01996,,,0.6483895553768382,,,,,,,62.0655,,,,
531,K01997,,,0.6371262905775732,,,,,,,425.99360000000013,,,,
532,K01999,,,0.603418340806202,,,,,,,97.3237,,,,
533,K02003,,,0.6661534568475662,,,,,,,18.596899999999998,,,,
534,K02004,,,0.6165200872079365,,,,0.6780260493959375,,,835.3585999999999,,,,8.045399999999999
535,K02011,,,0.639,,,,,,,10.6117,,,,
536,K02012,,,0.6035330589838197,,,,,,,19.8712,,,,
537,K02013,,,0.5710000000000001,,,,,,,5.2523,,,,
538,K02015,,,0.6360585636219557,,,,,,,72.24650000000001,,,,
539,K02016,,,0.6265699059519579,,,,,,,32.8669,,,,
540,K02018,,,0.698,,,,,,,4.4216,,,,
541,K02019,,,0.6342129180605021,,,,,,,29.064999999999998,,,,
542,K02020,,,0.618162738108278,,,,,,,73.598,,,,
543,K02025,,,0.5999778329019917,,,,,,,38.7656,,,,
544,K02026,,,0.5777352617842786,,,,,,,12.8706,,,,
545,K02028,,,0.638,,,,,,,7.5615,,,,
546,K02029,,,0.6288499492727363,,,,,,,11.063300000000002,,,,
547,K02030,,,0.630948495932845,,,,,,,52.202999999999996,,,,
548,K02031,,,0.6447175094996613,,,,,,,20.2894,,,,
549,K02032,,,0.6581189164779354,,,,,,,16.899,,,,
550,K02033,,,0.636452129566018,,,,,,,175.71889999999996,,,,
551,K02034,,,0.6373488841328614,,,,,,,187.80179999999996,,,,
552,K02035,,,0.6147442522819904,,,,,,,35.2198,,,,
553,K02039,,,0.6238472728901516,,,,,,,91.2588,,,,
554,K02040,,,0.6304053946591774,,,,0.621,,,142.2859,,,,2.9016
555,K02041,,,0.605,,,,,,,5.2198,,,,
556,K02042,,,0.6029529779569581,,,,,,,22.457,,,,
557,K02043,,,0.711,,,,,,,9.2368,,,,
558,K02044,,,0.5809405642598472,,,,,,,19.0696,,,,
559,K02046,,,0.629,,,,,,,16.9795,,,,
560,K02047,,,0.579,,,,,,,3.9292,,,,
561,K02049,,,0.6334049888148529,,,,,,,18.3764,,,,
562,K02050,,,0.6240335220765887,,,,,,,266.35959999999994,,,,
563,K02051,,,0.6240113289789931,,,,,,,106.24409999999997,,,,
564,K02056,,,0.6409999999999999,,,,,,,7.284,,,,
565,K02065,,,0.636,,,,,,,9.3661,,,,
566,K02066,,,0.6245151007864291,,,,0.647,,,350.41069999999996,,,,2.6667
567,K02067,,,0.6458406326755506,,,,,,,100.73599999999999,,,,
568,K02078,,,0.5717003707302785,,,,0.5976115019641313,,,239.03689999999997,,,,8.7605
569,K02081,,,0.6834782124973398,,,,,,,26.5453,,,,
570,K02108,,,0.5773942278637378,,,,,,,24.515099999999997,,,,
571,K02109,,,0.6536734406340516,,,,0.5865763452841853,,,84.2187,,,,11.0373
572,K02110,,,0.6538562660653023,,,,,,,64.3724,,,,
573,K02111,,,0.6709999999999999,,,,,,,24.5763,,,,
574,K02113,,,0.5944520279369679,,,,0.6570666177482659,,,106.25,,,,12.6965
575,K02114,,,0.6605141221871486,,,,,,,67.8261,,,,
576,K02115,,,0.674,,,,,,,8.7848,,,,
577,K02116,,,0.6061417956221473,,,,,,,35.457800000000006,,,,
578,K02128,0.396,,,,,0.3552503777567957,,5.6918,,,,,27.0743,
579,K02160,,,0.6211318939552863,,,,,,,46.923100000000005,,,,
580,K02167,,,0.647,,,,,,,2.8578,,,,
581,K02171,,,0.6351835641719019,,,,0.6720000000000002,,,79.013,,,,3.99
582,K02172,,,0.6107252965938533,,,,,,,10.6525,,,,
583,K02188,,,0.713895521019488,,,,,,,17.1506,,,,
584,K02189,,,0.767,,,,,,,5.8678,,,,
585,K02192,,,0.691,,,,,,,3.558,,,,
586,K02193,,,0.6941992520420804,,,,,,,16.5928,,,,
587,K02194,,,0.6563125862692512,,,,0.6759999999999999,,,31.564799999999998,,,,4.0631
588,K02195,,,0.6365698137438264,,,,,,,64.8524,,,,
589,K02196,,,0.6609955631467298,,,,,,,20.0818,,,,
590,K02197,,,0.6442875634845117,,,,0.6809999999999999,,,40.0627,,,,1.3721
591,K02198,,,0.639,,,,,,,10.6101,,,,
592,K02199,,,0.6131506005734898,,,,,,,73.1413,,,,
593,K02200,,,0.6335480372322791,,,,,,,35.5083,,,,
594,K02204,,,0.6313147355312083,,,,,,,13.764399999999998,,,,
595,K02221,,,0.6027893886039334,,,,0.585,,,85.0038,,,,5.5404
596,K02224,,,0.6950612568753443,,,,,,,84.8398,,,,
597,K02227,,,0.6958789724630746,,,,,,,24.2908,,,,
598,K02228,,,0.6427715123881562,,,,,,,9.1699,,,,
599,K02231,,,0.7045582158101783,,,,,,,44.6674,,,,
600,K02232,,,0.6647078975905305,,,,,,,33.8836,,,,
601,K02233,,,0.6427094130243735,,,,,,,21.851399999999998,,,,
602,K02238,,,0.6247131193731406,,,,,,,91.95630000000001,,,,
603,K02242,,,0.6401575664464472,,,,,,,51.16239999999999,,,,
604,K02257,,,0.6155925979450535,,,,,,,103.64100000000002,,,,
605,K02258,,,0.6343730506659516,,,,,,,49.217099999999995,,,,
606,K02259,,,0.6592885367374296,,,,,,,77.44010000000002,,,,
607,K02274,,,0.5479999999999999,,,,,,,10.8269,,,,
608,K02275,,,0.6017598327085508,,,,,,,16.170099999999998,,,,
609,K02276,,,0.6200176012635282,,,,,,,39.4717,,,,
610,K02277,,,0.5462189121300144,,,,,,,48.3707,,,,
611,K02278,,,0.6113315028014392,,,,,,,6.3769,,,,
612,K02279,,,0.6710569452261487,,,,0.637,,,73.4752,,,,2.5636
613,K02280,,,0.588925618241731,,,,,,,10.9326,,,,
614,K02281,,,0.636330644593085,,,,,,,49.7061,,,,
615,K02282,,,0.6278633514429994,,,,,,,28.8207,,,,
616,K02283,,,0.6398402439208193,,,,,,,28.5536,,,,
617,K02300,,,0.5809049699560234,,,,,,,22.623799999999996,,,,
618,K02304,,,0.596,,,,,,,2.5833,,,,
619,K02313,,,0.6169728513716844,,,,,,,248.0525,,,,
620,K02314,,,0.6362021805069669,,,,,,,270.39270000000005,,,,
621,K02316,,,0.6413401567412162,,,,,,,182.1208,,,,
622,K02338,,,0.6427890846564257,,,,,,,264.74179999999996,,,,
623,K02339,,,0.6428050151336564,,,,,,,28.2903,,,,
624,K02340,,,0.6464163034945629,,,,,,,20.143,,,,
625,K02342,,,0.6554125830982318,,,,,,,36.62970000000001,,,,
626,K02343,,,0.6335690204895433,,,,,,,60.056099999999994,,,,
627,K02348,,,0.626,,,,,,,2.5935,,,,
628,K02351,,,0.5881351334710859,,,,,,,19.5817,,,,
629,K02356,,,0.6273162503209352,,,,,,,122.6317,,,,
630,K02357,,,0.625871779053857,,,,,,,104.2351,,,,
631,K02358,,,0.6170015421705503,,,,,,,176.04879999999997,,,,
632,K02362,,,0.588,,,,,,,4.7863,,,,
633,K02372,,,0.5908084578597984,,,,,,,40.0696,,,,
634,K02377,,,0.5909615782826557,,,,,,,21.8641,,,,
635,K02379,,,0.6209182555781113,,,,,,,45.8762,,,,
636,K02380,,,0.574,,,,,,,3.1378,,,,
637,K02385,,,0.6456611460359337,,,,,,,10.6832,,,,
638,K02386,,,0.6609999999999999,,,,,,,12.3343,,,,
639,K02387,,,0.6065163014212169,,,,,,,13.8235,,,,
640,K02388,,,0.638702597393139,,,,,,,30.215,,,,
641,K02389,,,0.6197175235177438,,,,,,,29.665300000000002,,,,
642,K02392,,,0.6470000000000001,,,,,,,9.9816,,,,
643,K02393,,,0.6178586296223182,,,,,,,41.2126,,,,
644,K02394,,,0.6327239741470101,,,,,,,18.8812,,,,
645,K02395,,,0.6785031778163024,,,,0.644,,,36.8019,,,,2.9506
646,K02396,,,0.6216745860514173,,,,,,,36.8907,,,,
647,K02398,,,,,,,0.619,,,,,,,5.9899
648,K02399,,,,,,,0.6074747098366021,,,,,,,5.3922
649,K02405,,,0.6890000000000001,,,,,,,7.6105,,,,
650,K02406,,,0.6404138510599264,,,,,,,22.375,,,,
651,K02407,,,0.6042808746606672,,,,,,,8.871,,,,
652,K02408,,,,,,,0.6443857778342654,,,,,,,8.8128
653,K02409,,,0.6383095129418801,,,,0.69,,,43.645999999999994,,,,3.3184
654,K02410,,,0.6251819922274735,,,,,,,62.778400000000005,,,,
655,K02411,,,0.6609999999999999,,,,,,,11.9869,,,,
656,K02413,,,0.6254600339366451,,,,,,,19.812,,,,
657,K02414,,,0.6644413052120738,,,,,,,17.293400000000002,,,,
658,K02415,,,0.6252964678880585,,,,,,,28.4067,,,,
659,K02416,,,0.6323746737702183,,,,,,,76.79740000000001,,,,
660,K02417,,,0.6243994035921999,,,,,,,44.5473,,,,
661,K02418,,,0.6721534685850519,,,,0.6629953356551035,,,18.964199999999998,,,,11.4162
662,K02420,,,0.6139671464103262,,,,,,,20.2882,,,,
663,K02421,,,0.612,,,,,,,9.8815,,,,
664,K02422,,,0.6219752883862989,,,,,,,9.288,,,,
665,K02426,,,0.716,,,,,,,4.1741,,,,
666,K02428,,,0.7120377683600193,,,,,,,30.7083,,,,
667,K02429,,,0.5803088336658159,,,,,,,70.0782,,,,
668,K02431,,,0.608,,,,,,,5.4411,,,,
669,K02435,,,0.6555905520727087,,,,,,,54.7113,,,,
670,K02437,,,0.6513455034208828,,,,,,,124.2238,,,,
671,K02448,,,0.646882776766783,,,,,,,12.2987,,,,
672,K02451,,,,,,,0.631,,,,,,,2.1067
673,K02452,,,0.6447404542897301,,,,,,,4.329000000000001,,,,
674,K02453,,,0.6082186529006082,,,,,,,14.1163,,,,
675,K02456,,,0.5819748606915668,,,,,,,33.6259,,,,
676,K02457,,,0.6829999999999999,,,,,,,5.1187,,,,
677,K02458,,,0.6562181191974523,,,,,,,11.143899999999999,,,,
678,K02459,,,0.643,,,,0.564,,,2.5228,,,,2.3862
679,K02460,,,0.6369936642412367,,,,,,,17.958299999999998,,,,
680,K02462,,,0.638,,,,,,,5.6683,,,,
681,K02477,,,0.5258034311140698,,,,,,,13.096499999999999,,,,
682,K02482,,,0.585,,,,,,,5.5386,,,,
683,K02483,,,0.6320237330016479,,,,,,,52.5562,,,,
684,K02492,,,0.6586972384669468,,,,0.67,,,130.86999999999998,,,,5.2369
685,K02496,,,0.7020000000000001,,,,,,,4.7537,,,,
686,K02498,,,0.7062185684706132,,,,,,,38.520399999999995,,,,
687,K02500,,,0.666961601319192,,,,,,,10.8164,,,,
688,K02503,,,0.6195601597785455,,,,,,,42.858700000000006,,,,
689,K02510,,,0.6653733829543744,,,0.716,0.708,,,113.925,,,2.5721,4.4605
690,K02517,,,0.521,,,,,,,6.5175,,,,
691,K02518,,,0.6143746042454997,,,,,,,136.35920000000002,,,,
692,K02519,,,0.5851818040753309,,,,,,,9.5701,,,,
693,K02520,,,0.6158583130025901,,,,,,,215.77620000000005,,,,
694,K02523,,,0.64,,,,,,,3.3207,,,,
695,K02527,,,0.6476596139072905,,,,,,,72.4087,,,,
696,K02533,,,0.6421749066758558,,,,,,,8.011000000000001,,,,
697,K02536,,,0.5770701293485719,,,,,,,46.3131,,,,
698,K02548,,,0.7534631396758559,,,,,,,10.449200000000001,,,,
699,K02556,,,0.5977528005522998,,,,,,,44.568299999999994,,,,
700,K02557,,,0.643,,,,,,,2.885,,,,
701,K02563,,,0.7001401796646312,,,,,,,24.677500000000002,,,,
702,K02564,,,0.5598063262392623,,,,,,,12.2534,,,,
703,K02569,,,0.597,,,,,,,4.0899,,,,
704,K02575,,,0.6175911217898765,,,,,,,14.6414,,,,
705,K02600,,,0.6454383805162801,,,,,,,349.0566000000001,,,,
706,K02601,,,0.6408547303835238,,,,,,,160.33430000000004,,,,
707,K02609,,,0.6737764546253991,,,,,,,86.3245,,,,
708,K02610,,,0.6687704575321225,,,,,,,54.0558,,,,
709,K02611,,,0.6563937015518625,,,,,,,18.4172,,,,
710,K02612,,,0.643,,,,,,,14.041,,,,
711,K02614,,,0.658837574307862,,,,,,,39.7904,,,,
712,K02616,,,0.7226609961104034,,,,0.5947318745290829,,,116.40100000000001,,,,9.2959
713,K02624,,,0.669179025595148,,,,,,,11.331299999999999,,,,
714,K02626,,,0.530653494228526,,,,,,,13.2307,,,,
715,K02638,,,0.5377824663115496,,,,,,,28.113100000000003,,,,
716,K02650,,,0.619,,,,,,,10.2308,,,,
717,K02651,,,0.575901482634628,,,,0.6299356056183597,,,67.4075,,,,11.086500000000001
718,K02654,,,0.6225273320809708,,,,,,,18.8809,,,,
719,K02656,,,0.5607558178981287,,,,,,,10.72,,,,
720,K02657,,,0.529,,,,,,,6.819,,,,
721,K02658,,,0.61,,,,,,,6.819,,,,
722,K02662,,,0.5921971431727219,,,,,,,52.361000000000004,,,,
723,K02663,,,0.5589146594431535,,,,,,,15.1633,,,,
724,K02664,,,0.5747893092028836,,,,,,,19.865000000000002,,,,
725,K02665,,,0.59,,,,,,,2.5232,,,,
726,K02671,,,0.595014460447476,,,,,,,10.394200000000001,,,,
727,K02672,,,0.6212833893163968,,,,,,,9.0319,,,,
728,K02673,,,0.56,,,,,,,4.3791,,,,
729,K02676,,,0.574,,,,,,,7.6901,,,,
730,K02687,,,0.6620694533541527,,,,,,,13.0182,,,,
731,K02784,,,0.6323867865693426,,,,,,,21.6239,,,,
732,K02793,,,0.605,,,,,,,19.4877,,,,
733,K02800,,,0.664,,,,,,,4.1475,,,,
734,K02825,,,0.670601556708108,,,,,,,53.6801,,,,
735,K02834,,,0.6201206134952878,,,,0.6920000000000001,,,75.29660000000001,,,,4.1182
736,K02838,,,0.6114406253342566,,,,,,,145.5655,,,,
737,K02856,,,0.5670000000000001,,,,,,,5.4407,,,,
738,K02860,,,0.6351988710146954,,,,0.672,,,51.41179999999999,,,,4.8162
739,K02863,,,0.6345900941210199,,,,,,,119.0883,,,,
740,K02864,,,0.6121230164823748,,,,,,,108.32019999999999,,,,
741,K02867,,,0.6044173582097544,,,,,,,141.43529999999996,,,,
742,K02871,,,0.6088400274280397,,,,,,,82.45400000000001,,,,
743,K02874,,,0.6579959047458238,,,,,,,97.05599999999998,,,,
744,K02876,,,0.6517586072772021,,,,,,,103.51060000000001,,,,
745,K02878,,,0.6400248758163622,,,,,,,135.8896,,,,
746,K02879,,,0.6569741524214167,,,,,,,135.4343,,,,
747,K02881,,,0.6644769273729491,,,,,,,133.3734,,,,
748,K02883,,,0.634,,,,,,,8.059,,,,
749,K02884,,,0.6253949589161778,,,,,,,169.6085,,,,
750,K02886,,,0.6715444989823879,,,,,,,128.94750000000002,,,,
751,K02887,,,0.6440692669208748,,,,,,,84.95609999999999,,,,
752,K02888,,,0.5918018182956089,,,,0.514,,,148.8018,,,,1.8873
753,K02890,,,0.6589026115883175,,,,,,,138.8483,,,,
754,K02892,,,0.6411203759514486,,,,,,,93.21780000000001,,,,
755,K02895,,,0.6492822961367125,,,,,,,83.3254,,,,
756,K02897,,,0.6410449768658033,,,,0.75,,,144.5136,,,,19.7712
757,K02899,,,0.6253654856350881,,,,,,,110.8514,,,,
758,K02902,,,0.6344064782757693,,,,,,,55.8886,,,,
759,K02904,,,0.6310793755745274,,,,,,,88.4918,,,,
760,K02906,,,0.6348138737974697,,,,,,,114.31550000000001,,,,
761,K02907,,,0.6066872531844252,,,,,,,110.7011,,,,
762,K02909,,,0.6106572261207975,,,,,,,139.1645,,,,
763,K02911,,,0.6149444270972796,,,,,,,63.146699999999996,,,,
764,K02913,,,0.59411144373394,,,,,,,77.3952,,,,
765,K02914,,,0.7022277975280099,,,,0.539,,,23.445899999999998,,,,3.757
766,K02916,,,0.6104328166797239,,,,0.614,,,84.8617,,,,6.3672
767,K02919,,,0.5883434804174049,,,,,,,58.5128,,,,
768,K02926,,,0.665157506909606,,,,,,,127.24340000000002,,,,
769,K02931,,,0.640528626106182,,,,,,,231.51110000000006,,,,
770,K02932,,,,,,0.53,,,,,,,2.3752,
771,K02933,,,0.6464323009801068,,,,,,,99.44550000000001,,,,
772,K02935,,,0.6125537486677709,,,,,,,126.97690000000001,,,,
773,K02939,,,0.6537350015708552,,,,,,,139.36920000000003,,,,
774,K02945,,,0.6238158498029528,,,,,,,327.5217999999999,,,,
775,K02946,,,0.6192377510473114,,,,,,,141.8539,,,,
776,K02948,,,0.6643535252045027,,,,,,,94.6459,,,,
777,K02950,,,0.6670421914464321,,,,,,,206.57920000000001,,,,
778,K02952,,,0.640352201270833,,,,,,,117.26020000000001,,,,
779,K02954,,,0.6500596773344948,,,,,,,99.3202,,,,
780,K02956,,,0.5975082906865339,,,,,,,202.18360000000004,,,,
781,K02959,,,0.6445372439281184,,,,,,,117.0163,,,,
782,K02961,,,0.6406092795425952,,,,,,,99.25820000000002,,,,
783,K02962,,,,,,0.487,,,,,,,1.9295,
784,K02963,,,0.6364457615463839,,,,,,,75.3296,,,,
785,K02965,,,0.606268925225543,,,,,,,147.05589999999998,,,,
786,K02967,,,0.6248035031519,,,,,,,210.45790000000002,,,,
787,K02968,,,0.6531650120433045,,,,0.6779999999999999,,,110.75729999999999,,,,3.9146
788,K02970,,,0.5795788106633218,,,,,,,67.8945,,,,
789,K02982,,,0.649430774541898,,,,,,,268.0863,,,,
790,K02986,,,0.636922400938212,,,,,,,151.71280000000002,,,,
791,K02988,,,0.653931956425413,,,,,,,81.6966,,,,
792,K02990,,,0.6401512001915608,,,,,,,90.53720000000003,,,,
793,K02992,,,0.6358431140308525,,,,,,,135.39870000000002,,,,
794,K02994,,,0.6497281584113433,,,,,,,103.90059999999998,,,,
795,K02996,,,0.6386691415319867,,,,,,,90.7249,,,,
796,K03040,,,0.6325900378758251,,,,0.7509999999999999,,,485.2570000000001,,,,2.352
797,K03060,,,0.6172113329893727,,,,,,,120.52180000000001,,,,
798,K03070,,,0.6057839997210831,,,,,,,72.0177,,,,
799,K03071,,,0.6142852157967136,,,,,,,40.463100000000004,,,,
800,K03073,,,0.5965637197094243,,,,0.67,,,91.05229999999999,,,,2.2609
801,K03075,,,0.6334728301585018,,,,0.6119984176999324,,,84.15870000000001,,,,14.590800000000002
802,K03076,,,0.6164198202263464,,,,,,,41.019999999999996,,,,
803,K03077,,,0.531,,,,,,,3.9286,,,,
804,K03088,,,0.6448472847779868,,,,0.625,,,1886.377,,,,2.1844
805,K03089,,,0.5787808391209155,,,,,,,10.1647,,,,
806,K03090,,,0.679,,,,,,,11.3649,,,,
807,K03092,,,0.6176248088972099,,,,,,,155.823,,,,
808,K03100,,,0.6358348565463505,,,,,,,154.3196,,,,
809,K03101,,,0.6251003542852546,,,,,,,121.31489999999997,,,,
810,K03106,,,0.6527052392473007,,,,,,,18.1796,,,,
811,K03110,,,0.6970000000000001,,,,,,,5.4494,,,,
812,K03111,,,0.6514815803378602,,,,0.6920198531060608,,,194.0999,,,,17.2089
813,K03113,,,0.66,,,,,,,4.5073,,,,
814,K03116,,,0.6169564636979467,,,,0.602052686255783,,,114.74839999999999,,,,6.5167
815,K03117,,,0.679594270819547,,,,,,,20.617800000000003,,,,
816,K03118,,,0.6091808711106038,,,,0.6703031871244292,,,150.9742,,,,10.0304
817,K03147,,,0.6347015701406696,,,,,,,185.73319999999998,,,,
818,K03149,,,0.6596387104188509,,,,,,,84.579,,,,
819,K03151,,,0.716,,,,,,,8.4736,,,,
820,K03154,,,0.626142393833184,,,,0.62,,,10.889899999999999,,,,7.8115000000000006
821,K03177,,,0.7114955352497796,,,,,,,17.8474,,,,
822,K03179,,,0.6349768010716068,,,,,,,29.3209,,,,
823,K03183,,,0.574,,,,,,,6.4372,,,,
824,K03186,0.5720000000000001,,0.6206647611487365,,,,,2.9093,,22.3292,,,,
825,K03187,,,0.6625083924778249,,,,,,,23.4874,,,,
826,K03188,,,0.675054277686045,,,,,,,29.6651,,,,
827,K03189,,,0.6373278768405928,,,,,,,13.984399999999999,,,,
828,K03190,,,0.6746987950603869,,,,0.815,,,60.598200000000006,,,,3.4262
829,K03192,,,0.636,,,,,,,5.0309,,,,
830,K03198,,,0.621,,,,,,,3.0826,,,,
831,K03208,,,0.6459999999999999,,,,,,,3.0158,,,,
832,K03210,,,0.6101614363203608,,,,0.6579999999999999,,,91.76549999999999,,,,5.7301
833,K03216,,,0.5949465792424677,,,,,,,22.069699999999997,,,,
834,K03217,,,0.5951960139730518,,,,,,,121.04569999999998,,,,
835,K03218,,,0.603,,,,,,,6.6024,,,,
836,K03271,,,0.6640330927225689,,,,,,,67.9375,,,,
