,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Polydnaviridae,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Polydnaviridae,gene_counts unclassified viruses,gene_countsUnclassified
394,K01299,,,0.6641370162504308,,,,,,,,12.0764,,,,,
395,K01302,,,0.6225756234014118,,,,,,,,45.6738,,,,,
396,K01303,,,0.6239031863762174,,,,,,,,32.824299999999994,,,,,
397,K01304,,,0.6552227454531703,,,,,,,,7.987399999999999,,,,,
398,K01322,,,0.6246105809150452,,,,,,,,28.074299999999997,,,,,
399,K01354,,,0.6180590596713691,,,,,,,,9.6299,,,,,
400,K01356,,,0.6310365619358442,,,,,,,,67.469,,,,,
401,K01358,,,0.6147420553901405,,,,,,,,180.55130000000005,,,,,
402,K01372,,,0.633,,,,,,,,7.5894,,,,,
403,K01406,,,0.688,,,,,,,,20.8109,,,,,
404,K01409,,,0.6604104602294563,,,,,,,,76.70329999999998,,,,,
405,K01419,,,0.6163647085478211,,,,,,,,69.4523,,,,,
406,K01423,,,0.5976350257163946,,,,,,,,33.8554,,,,,
407,K01424,,,0.595,,,,,,,,3.2813,,,,,
408,K01425,,,0.629575909303149,,,,,,,,33.2963,,,,,
409,K01426,,,0.6718592705088303,,,,,,,,117.03460000000001,,,,,
410,K01429,,,0.588,,,,,,,,2.2798,,,,,
411,K01431,,,0.56,,,,,,,,3.046,,,,,
412,K01432,,,0.583,,,,,,,,3.1273,,,,,
413,K01433,,,0.6048680809983304,,,,,,,,44.8123,,,,,
414,K01434,,,0.6660528336171133,,,,,,,,10.445,,,,,
415,K01438,,,0.5920000000000001,,,,,,,,5.7498,,,,,
416,K01443,,,0.6404954452236521,,,,,,,,56.8242,,,,,
417,K01447,,,0.6474851478493333,,,,,,,,9.2809,,,,,
418,K01448,,,0.6277678985766212,,,,,0.6809999999999999,,,101.4701,,,,,3.0429
419,K01449,,,0.6244159437960775,,,,,,,,15.8921,,,,,
420,K01455,,,0.6213390269544332,,,,,,,,19.9512,,,,,
421,K01458,,,0.6337743523716791,,,,,,,,16.7089,,,,,
422,K01462,,,0.6135916564981448,,,,,,,,130.9159,,,,,
423,K01463,,,0.6631776233782983,,,,,,,,16.209,,,,,
424,K01464,,,0.629,,,,,,,,5.4478,,,,,
425,K01465,,,0.677,,,,,,,,5.2997,,,,,
426,K01468,,,0.6537147315802571,,,,,,,,9.7955,,,,,
427,K01470,,,0.5896933505678524,,,,,,,,55.87440000000001,,,,,
428,K01474,,,0.6609999999999998,,,,,,,,5.3964,,,,,
429,K01476,,,0.6162277760722457,,,,,,,,26.7623,,,,,
430,K01477,,,0.6586227842213489,,,,,,,,12.481100000000001,,,,,
431,K01478,,,0.6915069659246024,,,,,,,,22.4664,,,,,
432,K01480,,,0.6096870434271614,,,,,,,,12.3889,,,,,
433,K01482,,,0.6051107926413627,,,,,,,,9.2522,,,,,
434,K01483,,,0.5916200674740449,,,,,0.603,,,5.7606,,,,,2.676
435,K01485,,,0.6271142911113861,,,,,,,,10.0425,,,,,
436,K01488,,,0.591130480951337,,,,,,,,19.0503,,,,,
437,K01489,,,0.6247370680702244,,,,,,,,21.935499999999998,,,,,
438,K01491,,,0.6454924153223818,,,,,,,,15.6632,,,,,
439,K01494,,,0.5875723212531638,,,,,,,,101.46860000000001,,,,,
440,K01495,,,0.6029288390091789,,,,,,,,96.34299999999998,,,,,
441,K01496,,,0.6663880841009119,,,,,,,,12.0826,,,,,
442,K01497,,0.667,0.6278192587121563,,,,,,,5.6451,49.691300000000005,,,,,
443,K01500,,,0.65,,,,,,,,6.5588,,,,,
444,K01501,,,0.663513549269395,,,,,,,,10.851099999999999,,,,,
445,K01507,,,0.5893928979462159,,,,,,,,155.56740000000002,,,,,
446,K01512,,,0.631944934716283,,,,,,,,32.415099999999995,,,,,
447,K01515,,,0.6474669976103864,,,,,,,,22.5328,,,,,
448,K01518,,,0.6060941549470229,,,,,,,,7.747999999999999,,,,,
449,K01520,,,0.6696694104353779,,,,,,,,43.325199999999995,,,,,
450,K01521,,,0.5651739578690395,,,,,0.633,,,6.0609,,,,,4.2189
451,K01523,,,0.6330241099740244,,,,,,,,14.457899999999999,,,,,
452,K01524,,,0.6502631276517206,,,,,,,,54.97710000000001,,,,,
453,K01525,,,0.636,,,,,,,,6.8597,,,,,
454,K01529,,,0.589,,,,,,,,6.2365,,,,,
455,K01533,,,0.6304465851782556,,,,,,,,12.018699999999999,,,,,
456,K01545,,,,,,,,0.5868622370852146,,,,,,,,16.3937
457,K01546,,,0.6026806041635779,,,,,,,,184.13890000000004,,,,,
458,K01547,,,0.6369733871822287,,,,,,,,106.3955,,,,,
459,K01548,,,0.6197629636351347,,,,,0.6117926432016709,,,89.7993,,,,,6.883900000000001
460,K01551,,,0.5965997539424707,,,,,,,,5.8024000000000004,,,,,
461,K01554,,,0.7170000000000001,,,,,,,,4.0753,,,,,
462,K01555,,,0.666715340065944,,,,,,,,49.647800000000004,,,,,
463,K01556,,,0.6076042445910106,,0.574,,,,,,17.367,,4.2731,,,
464,K01560,,,0.5749232419651168,,,,,,,,23.147399999999998,,,,,
465,K01561,,,0.6436071474396209,,,,,,,,21.854,,,,,
466,K01569,,,0.5958426282675231,,,,,,,,122.43969999999999,,,,,
467,K01574,,,0.6042147055874474,,,,,,,,17.0804,,,,,
468,K01575,,,0.5479999999999999,,,,,,,,4.3094,,,,,
469,K01578,,,0.657,,,,,,,,7.0929,,,,,
470,K01579,,,0.6074160651278455,,,,,,,,16.117199999999997,,,,,
471,K01581,,,0.597,,,,,,,,6.9866,,,,,
472,K01586,,,0.655,,,,,,,,10.6091,,,,,
473,K01588,,,0.6492715025797333,,,,,,,,47.576600000000006,,,,,
474,K01589,,,0.6318447737216782,,,,,,,,16.03,,,,,
475,K01591,,,0.6594032771608997,,,,,,,,27.2459,,,,,
476,K01593,,,0.68,,,,,,,,6.7515,,,,,
477,K01595,,,0.6654025863199017,,,,,,,,129.66260000000003,,,,,
478,K01596,,,0.6240717136383904,,,,,,,,66.6388,,,,,
479,K01599,,,0.6455402456588201,,0.599,,,,,,47.1251,,5.1823,,,
480,K01601,,,0.626,,,,,,,,8.6224,,,,,
481,K01602,,,0.6192008025467233,,,,,,,,11.5126,,,,,
482,K01607,,,0.6086469588942749,,0.635,,,0.6317912308617901,,,173.97899999999998,,4.4613,,,20.4458
483,K01609,,,0.6277347923349302,,,,,,,,25.400499999999997,,,,,
484,K01610,,,0.6258532122317236,,,,,,,,78.276,,,,,
485,K01611,,,0.6720788170744996,,,,,,,,5.4033999999999995,,,,,
486,K01613,,,0.6038572693589719,,,,,,,,53.088300000000004,,,,,
487,K01619,,,0.640825699339,,,,,0.602,,,49.599900000000005,,,,,2.0134
488,K01620,,,0.645756536638095,,,,,,,,73.61410000000001,,,,,
489,K01621,,,0.6020939671831391,,,,,,,,165.27309999999997,,,,,
490,K01623,,,0.6292021635385534,,,,,,,,35.013000000000005,,,,,
491,K01624,,,0.5997663322940819,,,,,,,,38.3453,,,,,
492,K01625,,,0.6019999999999999,,,,,,,,2.0711,,,,,
493,K01626,,,0.6500670259141278,,,,,,,,115.23469999999998,,,,,
494,K01627,,,0.6333644494310797,,,,,,,,48.41929999999999,,,,,
495,K01628,,,0.6139331468985897,,,,,,,,9.4441,,,,,
496,K01633,,,0.6057031540663887,,,,,0.6509999999999999,,,8.18,,,,,3.349
497,K01635,,,0.5981879975870645,,,,,,,,13.6061,,,,,
498,K01637,,,0.6359974697061385,,,,,,,,66.551,,,,,
499,K01638,,,0.6142789086412997,,,,,0.564,,,122.41060000000002,,,,,3.6291
500,K01640,,,0.6498910962581209,,,,,,,,44.4284,,,,,
501,K01644,,0.634,0.6467355603450683,,,,,,,4.1552,41.28750000000001,,,,,
502,K01653,,,0.6284228103172175,,,,,0.634,,,79.92309999999999,,,,,2.9672
503,K01657,,,0.6446854484257951,,,,,,,,13.042100000000001,,,,,
504,K01658,,,0.5822581202855579,,,,,,,,13.073300000000001,,,,,
505,K01659,,,0.618,,,,,,,,10.6867,,,,,
506,K01662,,,0.6273140527183885,,,,,,,,47.9738,,,,,
507,K01664,,,0.5589999999999999,,,,,,,,6.271,,,,,
508,K01666,,,0.6227165976339869,,,,,,,,7.8043000000000005,,,,,
509,K01673,,,0.6190753486525439,,,,,,,,136.54789999999997,,,,,
510,K01674,,,0.542,,,,,,,,6.0944,,,,,
511,K01676,,,0.648095355640978,,,,,,,,22.0456,,,,,
512,K01679,,,0.556,,,,,,,,4.7259,,,,,
513,K01686,,,0.5760925065234133,,,,,,,,15.9455,,,,,
514,K01687,,,0.639,,,,,,,,6.0547,,,,,
515,K01689,,,0.6221312883295224,,,,,,,,190.88240000000002,,,,,
516,K01692,,,0.5916751968917343,,,,,,,,42.8399,,,,,
517,K01695,,,0.6602030816557425,,,,,,,,72.54129999999999,,,,,
518,K01698,,,0.6347383765697466,,,,,,,,88.73869999999998,,,,,
519,K01704,,,0.5893306844290626,,,,,,,,61.102199999999996,,,,,
520,K01707,,,0.6117950498508612,,,,,,,,7.6455,,,,,
521,K01709,,,0.616,,,,,,,,6.2301,,,,,
522,K01711,,,0.6148024580208771,,,,,,,,31.799,,,,,
523,K01712,,,0.6407531729028803,,,,,,,,55.3538,,,,,
524,K01714,,,0.6456064114717698,,,,,,,,23.9666,,,,,
525,K01715,,,0.622,,,,,,,,7.0971,,,,,
526,K01719,,,0.6693011818958036,,,,,0.6201583527748402,,,87.37950000000002,,,,,12.062299999999999
527,K01720,,,0.65481571010047,,,,,,,,18.7768,,,,,
528,K01721,,,0.677,,,,,,,,2.823,,,,,
529,K01724,,,0.6114709063457504,,,,,0.48,,,53.433299999999996,,,,,1.9432
530,K01726,,,0.6223621145238235,,,,,,,,31.5774,,,,,
531,K01730,,,0.5870000000000001,,,,,,,,2.8649,,,,,
532,K01733,,,0.6417482926410045,,,,,,,,67.309,,,,,
533,K01734,,0.662,0.6956360641495027,,,,,,,2.8889,13.788,,,,,
534,K01735,,,0.6827643701070608,,,,,,,,11.6517,,,,,
535,K01736,,,0.6547400168003132,,,,,,,,73.5126,,,,,
536,K01737,,,0.580692727433786,,0.516,,,,,,130.12030000000001,,4.0248,,,
537,K01738,,,0.6490000000000001,,,,,,,,7.9904,,,,,
538,K01740,,,0.6407315352501334,,,,,,,,30.7727,,,,,
539,K01745,,,0.660508243405321,,,,,,,,8.8781,,,,,
540,K01749,,,0.6760080732196458,,,,,,,,72.84390000000002,,,,,
541,K01752,,,0.6560628053609858,,,,,,,,64.70419999999999,,,,,
542,K01753,,,0.588,,,,,,,,5.5686,,,,,
543,K01754,,,0.644836832279514,,,,,,,,59.8404,,,,,
544,K01755,,,0.6569570080599191,,,,,,,,116.49219999999998,,,,,
545,K01756,,,0.6285533746002163,,,,,,,,21.063599999999997,,,,,
546,K01759,,,0.6015512470962115,,,,,,,,24.953900000000004,,,,,
547,K01768,,,0.5617501072066913,,,,,,,,18.9676,,,,,
548,K01770,,,0.601,,,,,,,,6.7186,,,,,
549,K01772,,,0.6122250437641509,,,,,,,,75.81189999999998,,,,,
550,K01775,,,0.6285018728312433,,,,,,,,50.2528,,,,,
551,K01776,,,0.6693625078135487,,,,,,,,54.582300000000004,,,,,
552,K01778,,,0.6443678845189075,,,,,,,,78.9501,,,,,
553,K01779,,,0.5783302118126658,,,,,,,,8.7923,,,,,
554,K01783,,,0.6232203271379467,,,,,,,,26.499200000000002,,,,,
555,K01784,,,0.6153791615615619,,,,,,,,20.9403,,,,,
556,K01785,,,0.6155972958004753,,,,,0.655,,,69.2734,,,,,2.1707
557,K01788,,,0.623,,,,,,,,3.0821,,,,,
558,K01790,,,0.6288066086035673,,,,,,,,30.981499999999997,,,,,
559,K01792,,,0.6327599386789428,,,,,,,,15.438799999999999,,,,,
560,K01793,,,0.57,,,,,,,,2.965,,,,,
561,K01799,,,0.6460473661076432,,,,,,,,14.5927,,,,,
562,K01802,,,0.6519426936034732,,,,,,,,6.482900000000001,,,,,
563,K01803,,,0.6428529740736971,,,,,,,,63.5065,,,,,
564,K01804,,,0.5898759370153216,,,,,,,,22.8779,,,,,
565,K01805,,,0.6223484032503268,,,,,,,,18.0642,,,,,
566,K01807,,,0.6112868497514881,,,,,,,,33.0159,,,,,
567,K01808,,,0.622391721179179,,,,,,,,11.9778,,,,,
568,K01809,,,0.6200468167063494,,,,,,,,29.486199999999997,,,,,
569,K01810,,,0.6159928850086782,,0.635,,,,,,114.6683,,5.7645,,,
570,K01812,,,0.6509999999999999,,,,,,,,7.0188,,,,,
571,K01815,,,0.6021575138989281,,,,,,,,5.6865000000000006,,,,,
572,K01816,,,0.585725080420653,,,,,,,,34.0051,,,,,
573,K01817,,,0.6759999999999999,,,,,,,,8.7585,,,,,
574,K01820,,,0.6133809674738008,,,,,,,,12.626999999999999,,,,,
575,K01821,,,0.5767420681961046,,,,,,,,38.646899999999995,,,,,
576,K01822,,,0.595,,,,,,,,3.4323,,,,,
577,K01823,,,0.6085537229176537,,,,,,,,27.384,,,,,
578,K01826,,,0.638,,,,,,,,5.4939,,,,,
579,K01834,,,0.6257784725355736,,,,,,,,9.7095,,,,,
580,K01835,,,0.639,,,,,,,,8.4712,,,,,
581,K01838,,,0.6018828552148653,,,,,,,,15.2808,,,,,
582,K01839,,,0.6022028933207898,,,,,,,,16.9949,,,,,
583,K01841,,,0.6509999999999999,,,,,,,,9.7574,,,,,
584,K01845,,,0.6145438888727615,,,,,,,,41.85999999999999,,,,,
585,K01849,,,0.6580815260061089,,,,,,,,21.8678,,,,,
586,K01854,,,0.5835551867644304,,,,,,,,21.4339,,,,,
587,K01858,,,0.5987558102222451,,,,,,,,97.74600000000001,,,,,
588,K01866,,,0.6108656242041356,,,,,,,,92.56949999999999,,,,,
589,K01867,,,0.6290054419847015,,,,,,,,80.85810000000001,,,,,
590,K01868,,,0.6106342954662237,,,,,,,,180.88920000000002,,,,,
591,K01869,,,0.6083620318039235,,,,,,,,37.767700000000005,,,,,
592,K01870,,,0.6010585403473048,,,,,,,,10.5742,,,,,
593,K01872,,,0.6183628227778497,,,,,,,,123.2573,,,,,
594,K01873,,,0.6509999999999999,,,,,,,,8.6042,,,,,
595,K01874,,,0.6013797259681127,,,,,,,,96.47859999999999,,,,,
596,K01875,,,0.6304231252878228,,,,,,,,110.49629999999999,,,,,
597,K01876,,,0.632985175346838,,,,,,,,44.1107,,,,,
598,K01880,,,0.6679999999999999,,,,,,,,11.259,,,,,
599,K01881,,,0.6220714845030926,,,,,,,,127.37420000000002,,,,,
600,K01883,,,0.562,,,,,,,,8.1658,,,,,
601,K01885,,,0.6395196561305772,,,,,,,,20.011000000000003,,,,,
602,K01886,,,0.632,,,,,,,,8.5996,,,,,
603,K01887,,,0.6278386527507277,,,,,0.769,,,117.6562,,,,,3.9005
604,K01889,,,0.6360592434335405,,,,,,,,103.00010000000002,,,,,
605,K01890,,,0.6297443840181541,,,,,,,,81.0865,,,,,
606,K01892,,,0.682,,,,,,,,4.2444,,,,,
607,K01893,,,0.6314683020898425,,,,,,,,15.607099999999999,,,,,
608,K01897,,,0.6479999999999999,,,,,,,,7.9075,,,,,
609,K01902,,,0.6201440327090157,,,,,,,,39.2138,,,,,
610,K01912,,,0.653610464223507,,,,,,,,82.2294,,,,,
611,K01915,,,0.6227319433009618,,,,,,,,475.41750000000036,,,,,
612,K01918,,,0.6234945542343985,,,,,,,,45.343799999999995,,,,,
613,K01919,,,0.6471877934668655,,,,,,,,61.898799999999994,,,,,
614,K01920,,,0.6306140607238286,,,,,,,,44.0541,,,,,
615,K01921,,,0.6247664518805702,,,,,,,,61.936299999999996,,,,,
616,K01923,,,0.601296210478412,,,,,,,,78.24680000000001,,,,,
617,K01924,,,0.6457378147111125,,,,,,,,13.569700000000001,,,,,
618,K01925,,,0.6156905788300062,,,,,,,,13.0153,,,,,
619,K01926,,,0.6965638395706581,,,,,,,,9.8707,,,,,
620,K01929,,,0.6456193136039997,,,,,,,,14.008199999999999,,,,,
621,K01933,,,0.624205473855409,,,,,,,,82.0142,,,,,
622,K01934,,,0.6905401131547902,,,,,,,,26.6184,,,,,
623,K01935,,,0.6607300548943026,,,,,,,,15.186100000000001,,,,,
624,K01937,,0.616,0.6150537238680762,,,,,,,3.0263,266.7396,,,,,
625,K01939,,,0.6393236176867029,,,,,,,,149.4703,,,,,
626,K01940,,,0.619480925046285,,,,,,,,148.71679999999998,,,,,
627,K01945,,,0.6333628617116495,,0.603,,,,,,67.77960000000002,,4.8832,,,
628,K01951,,,0.6300853418815477,,,,,,,,172.2401,,,,,
629,K01953,,,0.586835894918432,,,,,0.5660000000000001,,,166.8611,,,,,2.0407
630,K01956,,,0.609,,,,,,,,7.8099,,,,,
631,K01961,,,0.6189999999999999,,,,,,,,11.1191,,,,,
632,K01962,,,0.6063272120727031,,,,,,,,27.474700000000002,,,,,
633,K01963,,,0.6629999999999999,,,,,,,,8.4389,,,,,
634,K01969,,,0.627,,,,,,,,6.0532,,,,,
635,K01971,,,0.6084145966908835,,,,,,,,61.8637,,,,,
636,K01972,,,0.6356649095870273,,,,,,,,195.16250000000005,,,,,
637,K01975,,,0.6403068445570186,,,,,0.75,,,18.993499999999997,,,,,2.53
638,K01990,,,0.6097025151869003,,,,,,,,133.9178,,,,,
639,K01991,,,0.5805997422782636,,,,,0.5555702738974121,,,180.3753,,,,,19.1924
640,K01992,,,0.6181471943883124,,,,,,,,81.43199999999999,,,,,
641,K01993,,,0.5820000000000001,,,,,,,,4.2972,,,,,
642,K01995,,,0.6254222392084517,,,,,,,,10.708400000000001,,,,,
643,K01997,,,0.634548717127507,,,,,,,,85.8784,,,,,
644,K01998,,,0.6454919533015261,,,,,,,,14.5932,,,,,
645,K01999,,,0.6245871383863049,,,,,,,,15.8063,,,,,
646,K02001,,,0.652,,,,,,,,7.2059,,,,,
647,K02002,,,0.5881543199895217,,,,,,,,17.171300000000002,,,,,
648,K02003,,,0.615874664691904,,,,,,,,76.446,,,,,
649,K02004,,,0.6089780508667857,,,,,0.6195959498222665,,,2462.629299999998,,,,,47.9446
650,K02005,,,0.6159898994703249,,,,,,,,52.560100000000006,,,,,
651,K02012,,,0.603,,,,,,,,6.3193,,,,,
652,K02013,,,0.6078389425969755,,,,,,,,11.662199999999999,,,,,
653,K02014,,,0.6003999768671885,,,,,0.568,,,77.11100000000002,,,,,6.3115
654,K02015,,0.627,0.6347281683975257,,,,,0.629,,1.7988,60.09740000000001,,,,,3.1553
655,K02016,,0.616,0.6285489152551434,,,,,,,7.3689,19.8166,,,,,
656,K02017,,,0.643,,,,,,,,6.361,,,,,
657,K02018,,,0.6450355554287169,,,,,,,,12.1913,,,,,
658,K02019,,,0.6042172004506952,,,,,,,,13.1638,,,,,
659,K02020,,,0.6052990194798723,,,,,,,,59.7476,,,,,
660,K02025,,,0.5710000000000001,,,,,,,,3.2019,,,,,
661,K02026,,,0.6072504109100149,,,,,,,,8.6737,,,,,
662,K02029,,,0.6144564450381017,,,,,,,,7.370699999999999,,,,,
663,K02030,,,0.6385439747765362,,,,,,,,32.932700000000004,,,,,
664,K02031,,,0.6793906056403327,,,,,,,,20.2904,,,,,
665,K02032,,,0.6799511332407093,,,,,,,,10.4394,,,,,
666,K02033,,,0.6336613256378215,,,,,,,,55.760099999999994,,,,,
667,K02034,,,0.6544595535321943,,,,,,,,84.32100000000001,,,,,
668,K02035,,,0.562988812214593,,,,,,,,11.5084,,,,,
669,K02036,,,0.6239446066249308,,,,,,,,36.7765,,,,,
670,K02037,,,0.6679999999999999,,,,,,,,8.4242,,,,,
671,K02038,,,0.6759999999999999,,,,,,,,8.4242,,,,,
672,K02039,,0.593,0.6111884268461963,,,,,,,4.604,106.52169999999998,,,,,
673,K02040,,,0.6003108204607357,,,,,,,,96.60399999999998,,,,,
674,K02041,,,0.663,,,,,,,,3.4335,,,,,
675,K02042,,,0.6260363569681333,,,,,,,,8.633000000000001,,,,,
676,K02044,,,0.598,,,,,,,,1.8597,,,,,
677,K02046,,,0.672,,,,,,,,2.1915,,,,,
678,K02049,,,0.5878157229423182,,,,,,,,13.9423,,,,,
679,K02050,,,0.6129614726319642,,,,,,,,60.768699999999995,,,,,
680,K02051,,,0.6113048234101733,,,,,,,,44.941500000000005,,,,,
681,K02053,,,0.574,,,,,,,,5.8,,,,,
682,K02054,,,0.6126658208619251,,,,,,,,8.0026,,,,,
683,K02058,,,0.639,,,,,,,,3.6159,,,,,
684,K02065,,,0.600311545913835,,,,,,,,44.9603,,,,,
685,K02066,,,0.5903385648040558,,,,,0.5688324122577948,,,256.89910000000003,,,,,6.0931
686,K02067,,,0.6156694609253389,,,,,0.526,,,98.97170000000001,,,,,6.8756
687,K02072,,,0.6405334467107573,,,,,0.593,,,9.180299999999999,,,,,2.255
688,K02078,,,0.5713114981684995,,,,,0.5308445490682174,,,169.99640000000005,,,,,21.218400000000003
689,K02081,,,0.5801432460120314,,,,,,,,12.7336,,,,,
690,K02082,,,0.602,,,,,,,,8.6329,,,,,
691,K02103,,,0.633,,,,,,,,7.1754,,,,,
692,K02106,,,0.5957820588371708,,,,,,,,17.5193,,,,,
693,K02108,,,0.610086591418856,,,,,,,,18.8602,,,,,
694,K02109,,,0.6360576031022532,,,,,0.5906408655668867,,,83.9645,,,,,15.4604
695,K02110,,0.578,0.6249018731494289,,,,,,,3.8745,35.4591,,,,,
696,K02111,,,0.6110411327376101,,,,,,,,42.6178,,,,,
697,K02113,,,0.6156232441708847,,,,,0.563,,,92.3263,,,,,3.3288
698,K02114,,,0.6564398547495707,,,,,0.733,,,30.2224,,,,,4.5626
699,K02115,,,0.6269084384688609,,,,,,,,23.9667,,,,,
700,K02116,,,0.6240003053035856,,,,,,,,26.2865,,,,,
701,K02125,,,,,0.183,,,,,,,,3.6855,,,
702,K02126,,,,,0.23000000000000004,,,,,,,,8.0501,,,
703,K02128,0.359,,,,0.364,,,,4.3433,,,,6.144,,,
704,K02160,,,0.6190976740653461,,,,,,,,58.8919,,,,,
705,K02167,,,0.640907269626069,,,,,,,,20.5274,,,,,
706,K02169,,,0.6679999999999999,,,,,,,,7.4944,,,,,
707,K02171,,,0.6107496046363574,,,,,0.586,,,173.60809999999998,,,,,6.2647
708,K02172,,,0.633016062224243,,,,,,,,25.846500000000002,,,,,
709,K02188,,,0.7388489399197865,,,,,,,,8.1223,,,,,
710,K02189,,,0.7383677929796265,,,,,0.6940000000000001,,,9.0001,,,,,2.896
711,K02192,,,0.645,,,,,,,,3.6688,,,,,
712,K02193,,,0.669,,,,,,,,4.1199,,,,,
713,K02194,,,0.6155216597596289,,,,,0.596,,,45.51250000000001,,,,,4.7327
714,K02195,,,0.6189564547753142,,,,,,,,60.805400000000006,,,,,
715,K02196,,,0.6455921748296092,,,,,,,,13.723300000000002,,,,,
716,K02197,,,0.6156982930403563,,,,,0.7070000000000001,,,52.4109,,,,,2.9571
717,K02198,,,0.649,,,,,,,,7.8903,,,,,
718,K02199,,,0.5831268317031711,,,,,,,,125.48210000000002,,,,,
719,K02200,,,0.6295068884418197,,,,,0.625,,,13.9988,,,,,3.8046
720,K02204,,,0.6256111272677792,,,,,,,,19.5118,,,,,
721,K02221,,,0.5852168424663483,,,,,,,,19.7031,,,,,
722,K02224,,,0.6623667761216634,,,,,,,,33.004,,,,,
723,K02225,,,0.6559999999999998,,,,,,,,3.3233,,,,,
724,K02227,,,0.6312124196828348,,,,,,,,30.0464,,,,,
725,K02228,,,0.6374630252558836,,,,,,,,12.333,,,,,
726,K02231,,,0.665114580475619,,,,,,,,34.1727,,,,,
727,K02232,,,0.6445931092186051,,,,,,,,19.159,,,,,
728,K02233,,,0.6487557353568345,,,,,,,,50.3949,,,,,
729,K02234,,,0.6579999999999999,,,,,,,,4.3196,,,,,
730,K02237,,,0.5545302734628571,,,,,,,,7.6594,,,,,
731,K02238,,,0.6309003428478692,,,,,,,,64.37339999999999,,,,,
732,K02242,,,0.6790062199758099,,,,,,,,33.046,,,,,
733,K02256,,,,,0.308,,,,,,,,7.3801,,,
734,K02257,,,0.6286537680789058,,,,,,,,102.92830000000001,,,,,
735,K02258,,,0.6069629762215243,,,,,,,,12.1227,,,,,
736,K02259,,,0.6312762688058485,,,,,,,,51.9213,,,,,
737,K02261,,,,,0.308,,,,,,,,7.3801,,,
738,K02275,,,0.5874379103094978,,,,,,,,72.8736,,,,,
739,K02276,,,0.5908668140631488,,0.315,,,,,,32.9198,,8.0501,,,
740,K02277,,,0.5397976481501512,,,,,0.5712801731109702,,,40.9651,,,,,10.743599999999999
741,K02278,,,0.5720000000000001,,,,,,,,6.6863,,,,,
742,K02279,,,0.6228900231046394,,,,,,,,26.3453,,,,,
743,K02280,,,0.5660000000000001,,,,,,,,4.3761,,,,,
744,K02281,,,0.6374505841816686,,,,,,,,19.302299999999995,,,,,
745,K02282,,,0.6295767436403354,,,,,,,,16.924100000000003,,,,,
746,K02283,,,0.5836840763676153,,,,,,,,19.3244,,,,,
747,K02291,,,0.6156715275656705,,,,,,,,24.802999999999997,,,,,
748,K02299,,,0.591,,,,,,,,14.8081,,,,,
749,K02300,,,0.5965577889077802,,,,,,,,15.7807,,,,,
750,K02303,,,0.6553114131629071,,,,,,,,25.9724,,,,,
751,K02304,,,0.6280379358884097,,,,,,,,16.8931,,,,,
752,K02313,,,0.6032396217496524,,,,,,,,213.3766000000001,,,,,
753,K02314,,,0.6189467997101256,,,,,0.684,,,123.58999999999997,,,,,2.9118
754,K02315,,,0.6732830565309565,,,,,,,,13.645299999999999,,,,,
755,K02316,,,0.6153665608999109,,,,,,,,152.9748,,,,,
756,K02335,,,0.6203706572061146,,,,,,,,17.0761,,,,,
757,K02337,,,0.547,,,,,,,,6.1524,,,,,
758,K02338,,,0.6053832442501443,,,,,,,,182.3433,,,,,
759,K02339,,,0.6082364873595585,,,,,0.634,,,10.863399999999999,,,,,7.7205
760,K02340,,,0.6763535522783755,,,,,,,,27.161999999999995,,,,,
761,K02342,,,0.6377136247381692,,,,,0.747,,,44.5195,,,,,3.2401
762,K02343,,,0.637900422721127,,,,,,,,70.76089999999999,,,,,
763,K02346,,,0.578,,,,,,,,5.933,,,,,
764,K02347,,,0.6660347550982074,,,,,,,,17.901,,,,,
765,K02351,,,0.6018374351843881,,,,,,,,37.4495,,,,,
766,K02355,,,0.594,,,,,,,,14.163,,,,,
767,K02356,,,0.5987922822296954,,,,,,,,97.93760000000002,,,,,
768,K02357,,,0.6129140930953921,,,,,,,,78.45179999999999,,,,,
769,K02358,,,0.6183018058055406,,,,,,,,188.6384,,,,,
770,K02362,,,0.6462938928654665,,,,,0.653,,,10.535,,,,,2.261
771,K02372,,,0.6070142387030825,,,,,,,,78.83680000000001,,,,,
772,K02377,,,0.6141228344741088,,,,,,,,29.551699999999997,,,,,
773,K02379,,,0.6452836469915673,,,,,,,,25.254999999999995,,,,,
774,K02380,,,0.5681516506334063,,,,,,,,19.7558,,,,,
775,K02385,,,0.6148746492432968,,,,,,,,9.4717,,,,,
776,K02386,,,0.6236449341784093,,,,,0.6411169712398787,,,24.6249,,,,,10.796199999999999
777,K02387,,,0.6006571518960084,,,,,0.606,,,34.3106,,,,,4.0399
778,K02388,,,0.6085857558121185,,,,,,,,45.43500000000001,,,,,
779,K02389,,,0.6310406773939959,,,,,,,,32.4564,,,,,
780,K02390,,,0.588,,,,,,,,5.4275,,,,,
781,K02391,,,0.639,,,,,,,,4.4389,,,,,
782,K02392,,,0.5989090281192827,,,,,,,,10.388,,,,,
783,K02393,,,0.6294621500256289,,,,,0.6072464921977255,,,28.5702,,,,,5.2621
