,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Monodnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Monodnaviria,gene_countsUnclassified
409,K01434,,,0.698354821689542,,,,,,9.610299999999999,,,
410,K01443,,,0.7497279485430992,,,,,,137.08659999999998,,,
411,K01447,,,0.7114279260812878,,,,,,57.5543,,,
412,K01448,,,0.6537820105496532,,,0.616,,,86.24889999999999,,,4.8753
413,K01449,,,0.665,,,,,,2.3843,,,
414,K01455,,0.7040000000000001,0.6977989496724343,,,,,3.5997,275.57550000000003,,,
415,K01456,,0.362,,,,,,2.8873,,,,
416,K01458,,,0.6981190896045656,,,,,,17.9038,,,
417,K01459,,,0.625,,,,,,4.756,,,
418,K01462,,,0.6939091059882941,,,,,,203.37939999999998,,,
419,K01463,,0.4270000000000001,0.7057560950249184,,,,,11.7676,20.603,,,
420,K01464,,,0.6796044078921052,,,,,,41.396,,,
421,K01465,,,0.6764914510575905,,,,,,17.1319,,,
422,K01466,,,0.76,,,,,,5.4769,,,
423,K01470,,0.4706013593730524,0.6989523408063066,,,,,32.1113,224.0837,,,
424,K01474,,,0.69,,,,,,9.363,,,
425,K01476,,0.46193984001968835,0.7447016311806929,,,,,26.5456,33.3036,,,
426,K01477,,,0.7484367184356853,,,,,,34.4568,,,
427,K01478,,,0.685053268510347,,,,,,99.0118,,,
428,K01480,,0.5355626340848677,0.6773460434680719,,,,,37.743700000000004,81.0683,,,
429,K01482,,,0.7790422304128203,,,0.779,,,23.1984,,,10.9325
430,K01483,,,0.6791091110798444,,,,,,13.2882,,,
431,K01485,,,0.6820580123192436,,,,,,62.567699999999995,,,
432,K01486,,,0.6920000000000001,,,,,,13.9913,,,
433,K01488,,,0.7162436393216469,,,,,,61.699799999999996,,,
434,K01489,0.768,,0.7209345087051016,,,,13.0781,,197.37240000000003,,,
435,K01491,,0.5489999999999999,0.688,,,,,12.2183,4.8147,,,
436,K01493,,0.5401774143820441,,,,,,16.747,,,,
437,K01494,,,0.6539964203116468,,,,,,216.89529999999993,,,
438,K01495,,0.516,0.6791868451157385,,,,,12.865,177.41630000000004,,,
439,K01496,,,0.6708194928967351,,,,,,40.1702,,,
440,K01497,,,0.6964910157712894,,,,,,348.89910000000003,,,
441,K01501,,,0.6926799561479982,,,,,,13.6814,,,
442,K01505,,,0.6809999999999999,,,,,,7.1628,,,
443,K01507,,0.31,0.6588395042271941,,,0.6700000000000002,,2.5896,170.9999,,,7.1611
444,K01512,,0.6005483862045818,0.7152286867568307,,,,,32.4011,74.8292,,,
445,K01515,,0.551,0.684544247636608,,,0.71,,11.941,66.0742,,,5.8686
446,K01518,,0.503543617870464,0.6767759297597556,,,0.594,,31.285400000000003,14.738599999999998,,,10.1792
447,K01520,,,0.746452869752039,,,0.652,,,100.52149999999999,,,5.1911
448,K01523,,,0.583,,,,,,6.9306,,,
449,K01524,,0.49870356058680354,0.7242869268536353,,,,,18.7436,136.33769999999998,,,
450,K01533,,0.48,,,,,,13.9993,,,,
451,K01545,,,0.633,,,0.5995835075587005,,,4.7181,,,19.8976
452,K01546,,,0.6677007328209159,,,,,,99.3295,,,
453,K01547,,,0.6718113997122338,,,,,,41.4317,,,
454,K01548,,,0.6896750023759389,,,,,,73.7515,,,
455,K01551,,0.5484856603786812,0.7036176725611518,,,,,17.7862,355.0828,,,
456,K01555,,,0.7206538181043295,,,,,,62.26400000000001,,,
457,K01556,,,0.7207190156778581,,,,,,36.2059,,,
458,K01560,,,0.6927540230365291,0.696,,,,,122.2727,5.5558,,
459,K01561,,0.4090669907940578,0.6994617026977186,,,,,21.566699999999997,103.7479,,,
460,K01563,,,0.7060724407076597,,,,,,22.4708,,,
461,K01574,,,0.6682287130366988,,,,,,6.5715,,,
462,K01575,,,0.6531206413384613,,,,,,17.6229,,,
463,K01579,,,0.6829999999999999,,,,,,10.8494,,,
464,K01585,,,0.767,,,,,,9.6009,,,
465,K01586,,0.511,0.7060981665087654,,,,,13.5402,35.5387,,,
466,K01588,,0.49466941374837015,0.709413708730992,,,0.7290000000000001,,19.4588,117.85020000000003,,,19.3696
467,K01589,,0.49700000000000016,0.636,,,,,12.0046,5.9388,,,
468,K01591,,0.532,0.7092124288025067,,,,,12.2718,12.519300000000001,,,
469,K01593,,,0.7083796342051156,,,,,,17.418300000000002,,,
470,K01595,,,0.7361609919560882,,,,,,287.9098,,,
471,K01596,,,0.6739836218101498,,,,,,48.203,,,
472,K01599,,,0.7165455940990081,,,,,,53.23909999999999,,,
473,K01602,,,0.6732810352675186,,,,,,34.2581,,,
474,K01607,,,0.6544469716978734,0.669,,0.6851520584499387,,,528.2588000000002,1.13,,78.66389999999998
475,K01610,,0.5061982244250192,0.6534359564894503,,,,,20.3783,97.14250000000001,,,
476,K01611,,,0.653053503534147,,,,,,22.7348,,,
477,K01613,,,0.6361954207060703,,,,,,26.980800000000002,,,
478,K01617,,,0.7490000000000001,,,,,,4.8085,,,
479,K01619,,,0.7015521029199523,,,,,,293.8736,,,
480,K01620,,,0.7153736788361743,0.768,,,,,250.24630000000005,16.5124,,
481,K01621,,,0.6774573817773597,,,,,,348.30600000000004,,,
482,K01622,,0.5579999999999999,0.6422026666266273,,,,,12.8171,15.419,,,
483,K01623,,,0.6848034968641603,,,,,,315.35519999999997,,,
484,K01624,,,0.6950241065491539,,,,,,91.65209999999999,,,
485,K01625,,,0.765,,,,,,9.3306,,,
486,K01626,,,0.7161579165811509,,,,,,180.95470000000003,,,
487,K01627,,,0.6620149255252067,,,,,,19.9588,,,
488,K01628,,,0.7527954964530247,,,,,,12.7474,,,
489,K01633,,,0.6899085491081167,,,0.6809999999999999,,,110.4593,,,3.4311
490,K01634,,,0.737,,,,,,13.2309,,,
491,K01637,,,0.7323664659012002,,,,,,98.0673,,,
492,K01638,,0.6509999999999999,0.6903139162009874,0.696,,,,10.3437,294.4092,18.7617,,
493,K01640,,,0.7086805234570496,,,,,,142.64960000000002,,,
494,K01641,,0.4676854944258085,,,,,,19.0346,,,,
495,K01644,,0.527,0.6978644473677564,,,0.63,,11.768,173.38180000000006,,,6.8286
496,K01647,,0.5539999999999999,0.614,,,,,12.2392,12.7482,,,
497,K01649,,0.532,,,,,,12.2183,,,,
498,K01652,,0.4983670246409296,0.663815107542763,,,,,23.9054,44.801899999999996,,,
499,K01653,,0.5310414504207228,0.6746763245703835,,,0.7340000000000001,,29.352099999999997,230.0419,,,5.5576
500,K01657,,0.51,0.551,,,,,12.2612,4.6435,,,
501,K01658,,0.486,0.7297836756763378,,,,,12.607,75.77720000000001,,,
502,K01661,,,0.6970000000000001,,,,,,31.6291,,,
503,K01662,,,0.6957130424048847,,,,,,101.5879,,,
504,K01666,,,0.7097432929997955,,,,,,12.7761,,,
505,K01673,,,0.6680999351972597,,,,,,141.5402,,,
506,K01674,,,0.568,,,,,,3.5971,,,
507,K01676,,,0.6132806197200452,,,,,,12.9741,,,
508,K01679,,,0.635,,,,,,6.1324,,,
509,K01686,,,0.6709999999999999,,,,,,3.0309,,,
510,K01687,,0.5118652397040175,,,,,,21.8622,,,,
511,K01689,,0.5680988892310421,0.69601248016077,,,,,18.0761,475.44900000000007,,,
512,K01692,,,0.6995796395640006,,,,,,136.6686,,,
513,K01695,,0.521,0.720777708254193,,,,,12.607,143.10479999999998,,,
514,K01696,,0.526,,,,,,12.607,,,,
515,K01698,,0.5392546311176949,0.6884000158916747,,,,,41.5887,275.055,,,
516,K01703,,0.565,,,,,,11.611,,,,
517,K01704,,0.4808879851435059,0.6740297938593375,,,,,35.6695,134.22809999999998,,,
518,K01710,,,0.6779999999999999,,,,,,14.4007,,,
519,K01711,,,0.6635995214291064,,,,,,123.01740000000001,,,
520,K01712,,,0.7102874052244729,,,,,,147.61769999999999,,,
521,K01714,,,0.681391964576976,,,,,,57.24260000000001,,,
522,K01716,,,0.5832919054415312,,,,,,5.6109,,,
523,K01719,,0.5589999999999999,0.7262088502116187,,,0.7748568275746265,,12.3366,141.84709999999998,,,51.6634
524,K01720,,,0.7199224833878033,,,,,,35.3846,,,
525,K01721,,,0.7077036188659639,,,,,,48.136900000000004,,,
526,K01724,,0.4477058807083609,0.6820221524054172,,,0.741,,36.881299999999996,187.37619999999993,,,17.218
527,K01725,,,0.5967703315964421,,,,,,8.6971,,,
528,K01729,,,0.56,,,,,,1.4852,,,
529,K01733,,0.5290955370777028,0.7173008775356761,,,,,25.088900000000002,148.4741,,,
530,K01735,,,0.631,,,,,,7.5777,,,
531,K01736,,0.5467254464515398,0.7157424005152797,,,,,17.8373,107.0955,,,
532,K01737,,0.479,0.6679232076325335,,,0.7340000000000002,,12.8259,107.06410000000001,,,8.3398
533,K01744,,0.527,,,,,,12.145,,,,
534,K01745,,,0.7197289863542622,,,,,,50.580600000000004,,,
535,K01749,,0.58,0.7604355226629015,,,,,12.3366,143.8014,,,
536,K01752,,,0.6364246964064041,,,,,,17.3563,,,
537,K01754,,0.5579999999999999,0.7101794300055702,,,,,12.602,145.3071,,,
538,K01755,,0.532,0.7097627387850785,,,,,12.9391,220.5696,,,
539,K01756,,0.5429999999999999,0.6636334532388457,,,,,12.8819,16.424,,,
540,K01759,,0.424,0.6668997738006621,,,,,13.5726,78.47900000000001,,,
541,K01768,,,0.7015337189795227,,,,,,145.09529999999998,,,
542,K01772,,,0.712179400961601,,,,,,141.73280000000003,,,
543,K01775,,,0.7320750306185093,,,,,,191.0972,,,
544,K01776,,0.5328924444065645,0.7242212054867062,,,0.417,,16.4248,200.15769999999998,,,5.9327
545,K01778,,,0.7063668239503712,,,0.7341129465860037,,,173.24260000000004,,,19.7169
546,K01779,,,0.7005285216787425,,,,,,30.3458,,,
547,K01781,,,0.748,,,,,,9.2663,,,
548,K01783,,,0.6931784369265216,,,,,,27.890300000000003,,,
549,K01784,,,0.7455502853616403,,,,,,21.0182,,,
550,K01785,,,0.7036208715787327,,,,,,211.8705,,,
551,K01788,,,0.7527906688929916,,,,,,22.232599999999998,,,
552,K01790,,,0.6511987188482851,,,,,,67.69489999999999,,,
553,K01793,,0.5131106304763459,0.7190000000000001,,,,,24.776899999999998,6.2824,,,
554,K01795,,0.4040603390984424,,,,,,20.0637,,,,
555,K01796,,,0.7381996974427691,,,,,,23.0093,,,
556,K01799,,,0.632206286704946,,,,,,26.7969,,,
557,K01800,,,0.6590861305232523,,,,,,12.6891,,,
558,K01802,,,0.6970556011703841,,,,,,27.653200000000002,,,
559,K01803,,,0.6985375819089308,,,,,,182.74179999999998,,,
560,K01804,,,0.7057602809197496,,,,,,21.1193,,,
561,K01805,,,0.7011133938055828,,,,,,89.9004,,,
562,K01807,,0.5277776228214173,0.7224452708854963,,,,,62.1338,145.2078,,,
563,K01808,,,0.674734011079802,,,,,,56.96659999999999,,,
564,K01809,,,0.6477145977175791,,,,,,40.0353,,,
565,K01810,,,0.664250626284873,,,,,,211.69500000000005,,,
566,K01812,,,0.7429999999999999,,,,,,6.2648,,,
567,K01814,,,0.7170000000000001,,,,,,17.379,,,
568,K01816,,,0.705833392894657,,,,,,33.1964,,,
569,K01817,,,0.709354358265836,,,,,,29.7316,,,
570,K01820,,,0.6969710421631409,,,,,,37.2886,,,
571,K01821,,0.49875912116419074,0.6453617212836174,,,0.6675155757369499,,24.2412,33.6501,,,10.8111
572,K01822,,,,,,0.65,,,,,,2.8169
573,K01823,,,0.7404344782124456,,,,,,64.1388,,,
574,K01834,,,0.6783022073651548,,,,,,27.848599999999998,,,
575,K01838,,,0.6839999999999999,,,,,,7.8559,,,
576,K01839,,,0.706308636882824,,,,,,198.01649999999998,,,
577,K01840,,,0.742,,,,,,9.8734,,,
578,K01845,,0.5380732047764679,0.7328478335803895,,,,,25.6033,76.2104,,,
579,K01848,,,0.603,,,,,,9.5431,,,
580,K01849,,0.5589999999999999,0.64599159183959,,,,,13.2039,42.9846,,,
581,K01854,,,0.664627796055779,,,,,,5.8516,,,
582,K01858,,0.528913374619216,0.6532368483999981,,,,,27.7683,160.0349,,,
583,K01866,,0.542,0.6718618926004783,,,,,13.2826,224.01939999999993,,,
584,K01867,,0.522,0.6672203705017138,,,,,12.4607,235.7186,,,
585,K01868,,0.527,0.679163704401968,,,,,12.2718,352.46380000000005,,,
586,K01869,,0.5329999999999999,0.7040255567547626,,,,,12.1177,40.0265,,,
587,K01870,,0.532,0.688,,,,,13.3947,5.118,,,
588,K01872,,0.552,0.6862278109623438,,,,,12.1177,283.9537000000001,,,
589,K01873,,,0.6134162173933899,,,,,,16.9878,,,
590,K01874,,0.503,0.6496607523465742,,,,,14.0517,156.66430000000003,,,
591,K01875,,0.4909771521417977,0.6922522896921454,,,,,24.5816,300.4626999999999,,,
592,K01876,,,0.6808325927280494,,,,,,42.833999999999996,,,
593,K01880,,0.5357449133413229,0.6658188383682851,,,,,18.197899999999997,71.7425,,,
594,K01881,,0.5342848775370105,0.68731356907519,,,,,14.273800000000001,185.6321,,,
595,K01883,,0.53,0.684377034458492,,,,,14.0517,45.9628,,,
596,K01885,,,0.646366521811878,,,,,,17.9747,,,
597,K01887,,0.5161210336476229,0.701431345411885,,,,,12.6414,300.0660000000001,,,
598,K01889,,0.5050121042591432,0.6936000172881801,,,,,21.5409,267.52340000000004,,,
599,K01890,,0.506,0.7163420325376166,,,,,12.4607,259.9698,,,
600,K01892,,0.529,0.618,,,,,14.2094,10.1157,,,
601,K01893,,0.5660000000000001,,,,,,11.453,,,,
602,K01895,,0.36499999999999994,,,,,,8.2409,,,,
603,K01902,,,0.6891863466604362,,,,,,72.8324,,,
604,K01912,,,0.7176360584476186,,,0.6472430486556772,,,275.1632,,,8.7338
605,K01915,,0.5764076036073746,0.6751762147951667,0.628,,0.7109334692792081,,55.7823,1888.3387000000016,5.4331,,17.0976
606,K01918,,,0.7143605938933242,,,,,,180.67329999999998,,,
607,K01919,,,0.6500413665977567,,,,,,29.101399999999998,,,
608,K01920,,,0.6560933691661137,,,,,,19.0242,,,
609,K01921,,,0.698892194121926,,,,,,218.825,,,
610,K01923,,0.505,0.6917942765364085,,,,,10.5202,173.57770000000002,,,
611,K01924,,,0.746,,,,,,7.6538,,,
612,K01926,,,0.6771039188490777,,,,,,156.82649999999998,,,
613,K01928,,,0.7099868750495685,,,,,,14.696900000000001,,,
614,K01929,,,0.73,,,,,,4.3344,,,
615,K01932,,,0.685,,,,,,4.1187,,,
616,K01933,,0.5713522426607467,0.7247741526869715,,,,,20.5226,154.16049999999996,,,
617,K01934,,0.536,0.6836135181488853,,,,,12.2183,115.6349,,,
618,K01935,,0.505,0.7321518773598601,,,,,12.3447,37.9084,,,
619,K01937,,0.5058517355293661,0.6759470427940516,,,,,36.6158,587.2292000000001,,,
620,K01939,,0.557093220621241,0.6928912134712357,,,,,16.5004,384.28739999999993,,,
621,K01940,,0.5063223720694487,0.6890588161447628,,,,,15.890699999999999,264.56190000000004,,,
622,K01945,,0.5244936784128341,0.7135682451432863,,,,,26.5263,194.5977,,,
623,K01951,,0.530761359881718,0.7012814557378122,,,,,47.089299999999994,474.9368999999999,,,
624,K01953,,0.49822479373274753,0.6780308504329714,,,,,63.80250000000001,288.1252,,,
625,K01956,,,0.6995392806709698,,,,,,39.8215,,,
626,K01970,,,0.7020000000000001,,,,,,11.8961,,,
627,K01971,,,0.6986247657038704,,,,,,358.83740000000006,,,
628,K01972,,0.7340000000000001,0.6979589109570428,,,,,9.3711,638.7427,,,
629,K01974,,0.569,0.6679999999999999,,,,,13.4319,6.5,,,
630,K01975,,0.573,0.7326993639588503,,,0.398,,13.4483,108.5427,,,3.6809
631,K01989,,,0.6516976027383014,,,,,,32.315400000000004,,,
632,K01990,,0.5344111994422514,0.7169532076391281,,,,,31.5524,447.71289999999993,,,
633,K01991,,,0.5954672389999317,,,0.6406344118385241,,,42.75500000000001,,,17.9579
634,K01992,,,0.6889100194400568,,,,,,128.09500000000003,,,
635,K01995,,,0.6749190285761224,,,,,,143.2423,,,
636,K01996,,,0.6870505161662448,,,,,,141.8367,,,
637,K01997,,,0.6747429964612306,,,,,,567.7173999999999,,,
638,K01998,,,0.6523297736068456,,,,,,95.2549,,,
639,K01999,,0.448,0.6580354755370893,,,,,13.4309,88.77,,,
640,K02001,,,0.6589542866632514,,,,,,15.7175,,,
641,K02002,,,0.661878664201008,,,,,,41.8535,,,
642,K02003,,,0.727216712148887,,,,,,80.96350000000001,,,
643,K02004,,0.45300000000000007,0.7077366751511743,0.737,,0.7447307447392933,,4.0099,1075.4399000000003,10.651,,34.837
644,K02007,,,0.7206496978524328,,,,,,76.58189999999999,,,
645,K02008,,,0.7425643413887709,,,,,,49.40560000000001,,,
646,K02010,,,0.738,,,,,,9.4457,,,
647,K02011,,,0.774,,,,,,11.3346,,,
648,K02012,,,0.6682049041513912,,,,,,39.8003,,,
649,K02013,,,0.705,,,,,,4.6383,,,
650,K02015,,0.634,0.7363607898363133,,,,,8.524,161.75580000000002,,,
651,K02016,,0.555,0.6964355417239235,,,0.7380000000000001,,12.8171,84.90610000000001,,,12.1574
652,K02017,,,0.607,,,,,,6.1333,,,
653,K02018,,,0.7279729084762985,,,,,,31.8211,,,
654,K02019,,,0.7104191035661013,,,,,,17.634,,,
655,K02020,,,0.6825317849487547,,,,,,116.1219,,,
656,K02025,,0.42,0.686534947616404,,,,,14.6288,43.3533,,,
657,K02026,,0.4506468279834805,0.6508933356334077,,,,,29.4542,85.4033,,,
658,K02027,,0.453,0.6708154819738849,,,,,14.6288,64.5359,,,
659,K02028,,,0.69,,,,,,7.0256,,,
660,K02029,,,0.6999204555737657,,,,,,39.1557,,,
661,K02030,,,0.6778257361877427,,,0.708,,,220.33289999999997,,,7.8968
662,K02031,,0.561,0.6608884989960531,,,,,12.5055,44.8063,,,
663,K02032,,,0.6980110598119598,,,,,,40.541700000000006,,,
664,K02033,,0.5379069622493203,0.6391173362174953,,,,,26.3719,446.28849999999994,,,
665,K02034,,0.5615860677109364,0.665799443309545,,,,,20.8376,602.6136000000001,,,
666,K02035,,,0.6308235088331244,,,,,,81.6178,,,
667,K02036,,0.5924788618848013,0.5890735637988099,,,,,27.3759,26.1458,,,
668,K02037,,0.577812603325294,0.6548509516557802,,,,,49.160799999999995,31.727200000000003,,,
669,K02038,,0.537,0.6701159943553495,,,,,10.376,67.3715,,,
670,K02039,,0.5479999999999998,0.6743101187623509,,,0.715,,12.1291,227.52399999999997,,,8.4688
671,K02040,,0.5097754189493332,0.6601721934476508,,,,,19.503,351.81139999999994,,,
672,K02041,,,0.6405090336257373,,,,,,12.025099999999998,,,
673,K02042,,,0.6164288183169113,,,,,,42.488699999999994,,,
674,K02044,,0.344,0.6345722508066968,,,,,14.1427,72.20889999999999,,,
675,K02045,,,0.607,,,,,,6.1333,,,
676,K02046,,,0.6809859194582293,,,,,,32.9373,,,
677,K02047,,,0.6809999999999999,,,,,,12.0837,,,
678,K02049,,0.5086168627193731,0.6206837771903571,,,,,29.7586,25.3188,,,
679,K02050,,0.508,0.6509053773313633,,,0.688,,11.941,316.50140000000005,,,4.3574
680,K02051,,0.48366263708986434,0.6207109921581804,,,0.703,,19.3935,272.1885,,,4.97
681,K02053,,,0.6403079703494946,,,,,,22.3234,,,
682,K02056,,,0.718,,,,,,7.5745,,,
683,K02058,,,0.6777428296718219,,,,,,17.839,,,
684,K02065,,,0.6546314086336725,,,,,,72.5549,,,
685,K02066,0.654,,0.655443969753689,,,0.599,3.8517,,437.62289999999996,,,6.3519
686,K02067,,,0.695115331240183,,,0.6496434739605069,,,227.33479999999997,,,26.088399999999996
687,K02069,,,0.7014736997240113,,,,,,23.858900000000002,,,
688,K02078,,,0.6236947387330933,,,0.6415729224395251,,,296.15880000000016,,,61.11330000000001
689,K02106,,,0.619,,,,,,2.901,,,
690,K02107,,0.519,0.7240000000000001,,,,,12.9542,12.176,,,
691,K02108,,,0.6318007691921438,,,,,,41.4367,,,
692,K02109,,,0.6836806415535097,,,,,,171.96770000000004,,,
693,K02110,,,0.6758060782511347,,,,,,128.035,,,
694,K02111,,,0.616,,,,,,8.5777,,,
695,K02112,,,0.637,,,,,,19.2434,,,
696,K02113,,,0.6613929429364974,,,0.7558503711716158,,,125.02550000000002,,,41.6444
697,K02114,,,0.6686266073781825,,,,,,57.30100000000001,,,
698,K02115,,,0.7122113445586282,,,,,,17.7321,,,
699,K02116,,,0.7203813129930742,,,0.6854993545521499,,,22.806,,,17.1465
700,K02117,,0.556,,,,,,13.0505,,,,
701,K02118,,0.565,,,,,,13.0505,,,,
702,K02119,,0.513,,,,,,12.6096,,,,
703,K02120,,0.519,,,,,,13.0505,,,,
704,K02121,,0.5379999999999999,,,,,,13.0505,,,,
705,K02122,,0.5589999999999999,,,,,,10.9702,,,,
706,K02123,,0.523,,,,,,14.0272,,,,
707,K02160,,,0.7017389761183664,,,,,,95.943,,,
708,K02167,,,0.7269245955284679,,,,,,66.17569999999999,,,
709,K02170,,,0.5660000000000001,,,,,,1.683,,,
710,K02171,,,0.7022921747957943,,,0.6621079801222326,,,18.9221,,,9.0588
711,K02188,,0.5329999999999999,0.6301452270615824,,,,,13.5319,11.486,,,
712,K02189,,0.47134926124926085,0.6478335495115485,,,0.669,,14.538499999999999,13.293700000000001,,,3.5644
713,K02191,,0.525,,,,,,13.0505,,,,
714,K02192,,,0.7090000000000001,,,0.677,,,4.6566,,,2.2695
715,K02194,,,0.6994077350361254,,,0.764,,,149.65319999999997,,,8.0883
716,K02195,,,0.6839180947683818,,,,,,136.22449999999998,,,
717,K02196,,,0.711,,,0.6609999999999999,,,4.6904,,,2.3821
718,K02197,,,0.6920725801656852,,,0.602,,,116.49210000000001,,,6.4923
719,K02198,,,0.614,,,,,,9.9869,,,
720,K02199,,,0.7065553587188164,,,0.7269999999999999,,,298.52199999999993,,,4.1156
721,K02200,,,0.7061823809821738,,,0.7330468582422304,,,40.3761,,,28.128300000000003
722,K02204,,,0.5918481183420979,,,,,,15.0448,,,
723,K02217,,0.392,0.69,,,,,4.6486,22.0143,,,
724,K02221,,,0.6223790869920781,,,0.6500318634873711,,,132.6787,,,42.5576
725,K02224,,0.5441916331180773,0.7011040402180687,,,,,36.544200000000004,31.0781,,,
726,K02226,,,0.5710000000000001,,,,,,5.1939,,,
727,K02227,,0.545576129197092,0.7460165071811307,,,,,22.427400000000002,15.3985,,,
728,K02231,,,0.7355138402674544,,,0.749217932894464,,,103.6721,,,11.8711
729,K02232,,0.534,0.6809927793409328,,,,,13.9345,28.9463,,,
730,K02233,,0.530915047007819,0.6896031877228136,,,0.671137165407568,,19.8072,43.923899999999996,,,16.4833
731,K02237,,,0.7467196325945311,,,,,,72.7833,,,
732,K02238,,,0.7235019163256257,0.693,,0.647,,,229.82239999999996,6.0622,,3.365
733,K02242,,,0.7201823845188582,,,0.792,,,69.02359999999999,,,5.0762
734,K02257,0.447,0.5492309313787964,0.6975521759988638,,,,3.8958,23.0137,166.1492,,,
735,K02258,,,0.7028458706881198,,,,,,10.833300000000001,,,
736,K02259,,0.5388646258605839,0.7099125494424298,0.769,,0.718828015977782,,26.151699999999998,127.19129999999998,6.4441,,7.9394
737,K02275,,,0.6834350783771859,,,,,,87.8016,,,
738,K02276,,,0.6382209270340817,,,,,,132.83069999999998,,,
739,K02277,,,0.6071940273800619,,,,,,59.5313,,,
740,K02278,,,0.5081150722114699,,,0.655,,,6.0931999999999995,,,2.833
741,K02279,,,0.6947696845512598,0.77,,0.7379984433662387,,,64.88980000000001,7.9812,,88.99459999999999
742,K02281,,,0.667,,,,,,2.0356,,,
743,K02282,,,0.7021871743419884,,,,,,48.748400000000004,,,
744,K02283,,,0.7094705536063769,,,,,,132.3304,,,
745,K02291,,,0.6763790551598079,,,,,,24.972300000000004,,,
746,K02300,,,0.613,,,,,,4.1538,,,
747,K02303,,0.5883849579993476,0.7390429049159476,,,,,18.2837,37.4077,,,
748,K02304,,,0.703783593763687,,,,,,93.28229999999999,,,
749,K02313,,,0.6513693332298991,,,,,,296.61359999999996,,,
750,K02314,,,0.680601708163636,,,0.738,,,434.89020000000005,,,4.1118
751,K02316,,,0.6944173670280985,,,0.7544748425792918,,,259.6937000000001,,,16.9683
752,K02319,,0.516,,,,,,12.2718,,,,
753,K02322,,0.5670000000000001,,,,,,12.8779,,,,
754,K02323,,0.547,,,,,,12.8779,,,,
755,K02335,,,0.6890000000000001,,,,,,6.5203,,,
756,K02338,,,0.6855870014267085,,,0.7212220271556098,,,315.8238,,,30.6483
757,K02339,,,0.6399632471994083,,,,,,7.0967,,,
758,K02340,,,0.7267645667138162,,,0.7688114634236355,,,55.6627,,,30.3525
759,K02342,,0.573,0.7159225481285172,,,,,9.6757,100.34530000000001,,,
760,K02343,,,0.6883443295896575,,,,,,168.64630000000002,,,
761,K02346,,,0.7166235929290169,,,,,,45.4476,,,
762,K02347,,0.556,0.6609408732227489,,,,,12.8938,61.283699999999996,,,
763,K02348,,,0.664,,,0.725,,,1.858,,,10.1366
764,K02351,,,0.7268096171437066,,,,,,63.966899999999995,,,
765,K02352,,,0.6759999999999999,,,,,,6.6332,,,
766,K02355,,,0.6566246654210924,,,,,,59.418600000000005,,,
767,K02356,,,0.6555167381097708,,,,,,254.48100000000002,,,
768,K02357,,,0.6782676175372535,,,,,,193.14559999999997,,,
769,K02358,,,0.6449082880262039,,,,,,128.637,,,
770,K02359,,0.4923595187481513,,,,,,17.2246,,,,
771,K02372,,,0.6390521671849094,,,,,,80.7911,,,
772,K02377,,,0.6382961290272621,,,,,,29.7928,,,
773,K02379,,,0.7033639123409919,,,,,,64.50120000000001,,,
774,K02380,,,0.7206244059134538,,,,,,25.7562,,,
775,K02385,,,0.6805570558347285,,,0.7170000000000001,,,5.0965,,,8.7863
776,K02388,,,0.6887840357447764,,,,,,11.7716,,,
777,K02389,,,0.6805864674819195,,,0.6970000000000001,,,29.043999999999997,,,9.0545
778,K02390,,,0.65,,,,,,2.3753,,,
779,K02393,,,0.637,,,,,,2.7262,,,
780,K02394,,,0.672,,,,,,7.5572,,,
781,K02395,,,0.583,,,,,,2.4163,,,
782,K02396,,,0.6779999999999999,,,,,,5.6707,,,
783,K02398,,,,,,0.5705282845748403,,,,,,26.7903
784,K02404,,,0.555,,,,,,2.9784,,,
785,K02405,,,0.6687506809124639,,,,,,163.50100000000003,,,
786,K02406,,,0.67,,,,,,14.4161,,,
787,K02409,,,0.731,,,,,,7.9328,,,
788,K02410,,,0.6813230656185547,,,0.672,,,7.1005,,,4.0248
789,K02413,,,0.6479999999999999,,,,,,6.0685,,,
790,K02415,,,,,,0.682,,,,,,2.8
791,K02416,,,0.607075974252677,,,,,,10.4492,,,
792,K02417,,,0.6579999999999999,,,,,,3.1026,,,
793,K02418,,,0.6670000000000001,,,,,,5.1403,,,
794,K02419,,,0.638,,,,,,8.6575,,,
795,K02422,,,0.7170000000000001,,,,,,4.0656,,,
796,K02426,,,0.7305358842201999,,,,,,27.994500000000002,,,
797,K02427,,0.576,,,,,,11.9488,,,,
798,K02428,,,0.7468272416716254,,,,,,63.806200000000004,,,
799,K02431,,,0.687,,,,,,4.6869,,,
800,K02433,,0.5125461958572496,0.5529999999999999,,,,,17.9064,3.003,,,
801,K02434,,0.552,0.6908603552006854,,,,,12.4746,17.7093,,,
802,K02435,,0.536,0.7054615909851425,,,0.493,,12.4746,130.06939999999997,,,3.003
803,K02437,,0.407,0.6701638388950136,,,0.7190000000000001,,5.5917,225.11589999999998,,,11.3895
804,K02439,,,0.506,,,,,,1.3628,,,
805,K02446,,,0.7070000000000001,,,,,,17.9844,,,
806,K02448,,,0.6284220817161491,,,,,,16.579,,,
807,K02450,,,0.5170503256935287,,,,,,15.7548,,,
