,KEGG,GC_adj ,GC_adj Bacteria,GC_adj Eukaryota,GC_adjUnclassified,gene_counts ,gene_counts Bacteria,gene_counts Eukaryota,gene_countsUnclassified
561,K03719,,0.6671205328305998,,,,5.5712,,
562,K03720,,0.388,,,,2.9681,,
563,K03724,,0.7,,,,6.5447,,
564,K03744,,0.5896950430338251,,,,6.639200000000001,,
565,K03769,,0.611,,,,3.8514,,
566,K03781,,0.6337919037857597,,,,36.1864,,
567,K03783,,0.502,,,,3.8235,,
568,K03786,,0.643,,,,2.056,,
569,K03797,,0.5385871837546218,,,,12.780100000000001,,
570,K03799,,0.6301467796364544,,,,15.492999999999999,,
571,K03801,,0.6120326232929072,,,,8.6701,,
572,K03809,,0.5958643003277464,,,,14.9938,,
573,K03820,,0.5654601678286232,,,,9.9042,,
574,K03821,,0.6692669988241284,,,,33.61,,
575,K03832,,0.5469620636756547,,,,21.57,,
576,K03882,0.248,,,,13.0086,,,
577,K03885,,0.6679999999999999,,,,5.1203,,
578,K03886,,0.5660000000000001,,,,5.6366,,
579,K03889,,0.687921148289545,,,,8.3029,,
580,K03890,,0.61,,,,5.8902,,
581,K03892,,0.594,,,,3.9928,,
582,K03921,,0.625,,,,3.6667,,
583,K03924,,0.6683505113257021,,,,33.139300000000006,,
584,K03925,,,,0.541,,,,4.2022
585,K03932,,0.6629999999999999,,,,3.6561,,
586,K03969,,0.695,,,,6.9915,,
587,K03973,,0.618,,0.727,,2.198,,3.044
588,K03975,,0.6215828471568372,,,,9.545200000000001,,
589,K03976,,0.6779999999999999,,,,7.2366,,
590,K03977,,0.429,,,,3.2955,,
591,K03978,,0.603,,,,2.4598,,
592,K03979,,0.7030152415121843,,,,14.775500000000001,,
593,K03980,,0.665,,,,4.6379,,
594,K04033,,0.685,,,,10.3202,,
595,K04047,,0.5762810387392904,,,,9.7275,,
596,K04062,,0.532,,,,4.5961,,
597,K04063,,0.6083044082490046,,,,14.3731,,
598,K04065,,0.454,,0.5214968670575506,,2.6198,,7.0322
599,K04066,,0.4380213742893078,,,,9.1222,,
600,K04069,,0.564,,,,5.2692,,
601,K04074,,0.6546726452131881,,,,10.9479,,
602,K04075,,0.502,,,,3.5885,,
603,K04077,,0.6243780691207701,,,,206.2298,,
604,K04078,,0.5768356073924957,,,,38.979,,
605,K04079,,0.5721576025594364,,,,31.9968,,
606,K04087,,0.44700000000000006,,,,3.8613,,
607,K04092,,0.5770000000000001,,,,2.4917,,
608,K04096,,0.5984475432780797,,,,13.127500000000001,,
609,K04485,,0.6245676608763608,,,,14.275500000000001,,
610,K04564,,0.5920235565064306,,,,24.3133,,
611,K04651,,,,0.7070000000000001,,,,2.442
612,K04652,,0.613,,,,6.5971,,
613,K04653,,0.598,,,,4.9331,,
614,K04654,,0.639,,,,6.7697,,
615,K04655,,0.654,,,,4.7178,,
616,K04656,,0.705,,,,3.9344,,
617,K04744,,0.48688832532223747,,,,12.576699999999999,,
618,K04748,,0.6409999999999999,,,,5.1971,,
619,K04749,,0.6211428566381814,,,,18.9127,,
620,K04750,,0.6087910324029677,,,,10.9356,,
621,K04756,,0.654,,,,7.2854,,
622,K04757,,0.6352550829352074,,,,8.453199999999999,,
623,K04759,,0.5411332267053675,,,,8.4131,,
624,K04760,,0.6278430027107699,,,,18.8675,,
625,K04763,,0.6473502741150364,,,,17.142500000000002,,
626,K04773,,0.6970000000000001,,,,2.2369,,
627,K05337,,0.5919192529498629,,,,24.027,,
628,K05343,,0.607,,,,10.8181,,
629,K05375,,0.600990579760077,,,,9.2836,,
630,K05520,,0.5990739448103642,,,,11.5285,,
631,K05522,,0.665,,,,4.2066,,
632,K05524,,0.48838075818493326,,,,10.5563,,
633,K05527,,0.452,,,,4.4855,,
634,K05558,,0.641455901103811,,,,6.607099999999999,,
635,K05589,,0.4069999999999999,,,,5.1388,,
636,K05594,,0.529,,,,2.4329,,
637,K05713,,0.6559999999999999,,,,2.8985,,
638,K05794,,0.594,,,,3.4657,,
639,K05801,,0.489,,,,4.4888,,
640,K05807,,0.5183369741640151,,,,13.7012,,
641,K05810,,0.52,,,,4.7807,,
642,K05817,,0.562,,,,14.6845,,
643,K05845,,0.6293300525659902,,,,6.8309999999999995,,
644,K05896,,0.48799742876219304,,,,13.6331,,
645,K05898,,0.634,,,,4.4535,,
646,K05913,,0.638,,,,3.0239,,
647,K05970,,0.597,,,,2.1453,,
648,K05973,,0.603,,,,3.8178,,
649,K06006,,0.54,,,,3.0047,,
650,K06013,,0.5326836467852878,,,,4.8453,,
651,K06024,,0.5528610321428635,,,,10.8931,,
652,K06041,,0.5157687917701572,,,,6.9186,,
653,K06042,,0.7440000000000001,,,,3.9449,,
654,K06048,,0.616,,,,8.0356,,
655,K06118,,0.644,,,,6.7943,,
656,K06134,,0.503810582732313,,,,5.9186,,
657,K06136,,0.596,,,,3.8486,,
658,K06137,,0.5753537254753419,,,,14.513,,
659,K06152,,0.6727958277281669,,,,6.8322,,
660,K06153,,0.6234750412450488,,,,16.2596,,
661,K06167,,0.5920000000000001,,,,2.3667,,
662,K06173,,0.563,,,,1.8688,,
663,K06186,,0.452,,,,3.2547,,
664,K06187,,0.6099229906556969,,,,13.688299999999998,,
665,K06190,,0.419,,,,4.4855,,
666,K06191,,0.63,,,,5.688,,
667,K06199,,0.498,,,,3.2375,,
668,K06200,,0.655,,,,5.9382,,
669,K06203,,0.74,,,,1.7059,,
670,K06204,,0.613,,,,4.7778,,
671,K06207,,0.5263474267728212,,,,13.6265,,
672,K06213,,0.669051214864318,,,,11.6301,,
673,K06215,,0.5769355313124908,,,,12.898800000000001,,
674,K06217,,0.655,,,,10.7256,,
675,K06223,,0.4957968233192508,,,,6.4533000000000005,,
676,K06346,,0.679,,,,5.0567,,
677,K06384,,0.622,,,,3.6946,,
678,K06400,,0.612384664415128,,,,14.8677,,
679,K06413,,0.629,,,,5.1001,,
680,K06442,,0.61282351887563,,,,5.382099999999999,,
681,K06601,,,,0.5539999999999999,,,,1.4561
682,K06860,,0.638,,,,4.807,,
683,K06864,,0.6622293317593837,,,,5.4389,,
684,K06867,,0.4379243580834507,0.4574942602040589,0.4699369414472,,7.0649999999999995,25.4586,16.386499999999998
685,K06886,,0.6392791903457715,,,,10.5204,,
686,K06888,,0.6513371238998166,,,,23.6509,,
687,K06890,,0.615,,,,3.9228,,
688,K06891,,0.5379999999999999,,,,5.7277,,
689,K06893,,0.5686547166047655,,,,28.7735,,
690,K06897,,0.6551628291698314,,,,5.135400000000001,,
691,K06911,,0.6144652971937439,,,,39.0681,,
692,K06915,,0.5537737299018888,,,,5.5989,,
693,K06925,,0.581,,,,4.484,,
694,K06926,,0.648,,,,2.3914,,
695,K06934,,0.528,,,,2.1622,,
696,K06937,,0.5964991269214693,,,,34.147,,
697,K06941,,0.5513510416791704,,,,7.3708,,
698,K06945,,0.6538207302715853,,,,19.2487,,
699,K06958,,0.727,,,,3.0686,,
700,K06960,,0.65,,,,4.9823,,
701,K06969,,0.591,,,,3.3021,,
702,K06973,,0.517,,,,4.3185,,
703,K06975,,0.6307583902240566,,,,17.2352,,
704,K06986,,0.68,,,,4.0189,,
705,K06988,,0.532,,,,5.4443,,
706,K06994,,0.6282755680671632,,,,10.8248,,
707,K06996,,0.6505335095091922,,,,9.6817,,
708,K06998,,0.6052762619346896,,,,12.0947,,
709,K07005,,0.581,,,,2.6053,,
710,K07010,,0.7190512367024072,,,,11.2164,,
711,K07014,,0.408,,,,4.1086,,
712,K07018,,0.48200000000000004,,,,4.1859,,
713,K07028,,0.403,,,,5.2399,,
714,K07029,,0.6814728203384263,,,,9.799399999999999,,
715,K07042,,0.5484405525450765,,,,6.8675999999999995,,
716,K07044,,0.6198418158268242,,,,10.871,,
717,K07052,,0.6961892062522801,,,,6.4548,,
718,K07054,,0.6539976189415238,,,,8.8257,,
719,K07056,,0.44473659548777134,,,,6.8576,,
720,K07058,,0.625,,,,4.3085,,
721,K07063,,0.5752667192927181,,,,7.332800000000001,,
722,K07064,,0.598,,,,2.7295,,
723,K07067,,0.67,,,,6.2054,,
724,K07068,,0.6346721144251584,,0.6467973874936647,,33.9322,,5.893700000000001
725,K07071,,0.758,,,,2.3528,,
726,K07080,,0.5901079401539298,,,,11.404,,
727,K07082,,0.6709999999999999,,,,2.7087,,
728,K07086,,0.6127678934552715,,,,9.816600000000001,,
729,K07089,,0.6990000000000001,,,,5.3065,,
730,K07090,,0.6157897917044438,,,,7.189,,
731,K07098,,0.6920000000000001,,,,6.8037,,
732,K07100,,0.6990000000000001,,,,4.666,,
733,K07102,,0.447,,,,3.0337,,
734,K07104,,0.716,,,,5.3722,,
735,K07106,,0.757,,,,4.5182,,
736,K07107,,0.565,,,,2.0667,,
737,K07114,,0.6709999999999999,,,,5.5058,,
738,K07118,,0.5645033797211788,,,,5.8921,,
739,K07120,,0.537,,,,5.1371,,
740,K07124,,0.6579999999999999,,,,3.8844,,
741,K07126,,0.6412357008134929,,,,13.287500000000001,,
742,K07127,,0.539,,,,3.7577,,
743,K07131,,0.68,,,,3.5959,,
744,K07148,,0.5710000000000001,,,,2.4852,,
745,K07154,,0.6349409740491857,,,,6.3586,,
746,K07156,,0.664,,,,3.0849,,
747,K07160,,0.61,,,,3.8602,,
748,K07161,,0.745,,,,4.718,,
749,K07177,,0.6652570086017473,,,,8.521,,
750,K07181,,0.574,,,,2.0384,,
751,K07192,,0.6,,,,4.504,,
752,K07220,,0.589,,,,2.2164,,
753,K07221,,0.59,,,,5.8642,,
754,K07223,,0.5838887642152019,,,,15.504900000000001,,
755,K07240,,0.6369449518277785,,,,8.797600000000001,,
756,K07241,,0.6381111724826056,,,,16.641399999999997,,
757,K07243,,0.6908957212049068,,0.6829999999999999,,8.1829,,2.4393
758,K07258,,0.481,,,,3.6763,,
759,K07259,,0.6260752604778282,,,,7.5533,,
760,K07264,,0.462,,,,2.4028,,
761,K07267,,0.591,,,,2.8063,,
762,K07273,,0.6779999999999999,,,,2.5011,,
763,K07302,,0.605,,,,7.0088,,
764,K07304,,0.6217900184996484,,,,28.482799999999997,,
765,K07305,,0.6473808544443815,,,,19.2134,,
766,K07315,,0.6,,,,3.5423,,
767,K07334,,0.466,,,,2.2681,,
768,K07335,,0.6124341508942378,,,,12.0125,,
769,K07340,,0.634,,,,4.8949,,
770,K07344,,0.466,,,,4.15,,
771,K07390,,0.5691501190580239,,,,7.5092,,
772,K07391,,0.5631837742585566,,,,14.2372,,
773,K07393,,0.608,,,,7.665,,
774,K07399,,0.6907054356070856,,,,7.329700000000001,,
775,K07402,,0.6724327006429137,,,,27.360500000000002,,
776,K07403,,0.535,,,,3.3126,,
777,K07404,,0.5814581033938915,,,,5.1873000000000005,,
778,K07407,,0.5721621095250368,,,,10.405199999999999,,
779,K07447,,0.5348115178009577,,,,6.5969999999999995,,
780,K07451,,0.597,,,,5.2521,,
781,K07458,,0.6940000000000001,,,,4.9811,,
782,K07460,,0.44699999999999995,,,,4.8473,,
783,K07462,,0.5096528719362485,,,,9.152099999999999,,
784,K07478,,0.6765382109404703,,,,17.4949,,
785,K07480,,0.5489999999999999,,,,8.5308,,
786,K07481,,0.6159337575925234,,,,48.761300000000006,,
787,K07482,,0.5926299669397549,,,,88.14760000000001,,
788,K07483,,0.6379675408582183,,0.562,,48.159600000000005,,2.6685
789,K07484,,0.629859255183322,,,,83.69160000000002,,
790,K07485,,0.6186281530740289,,,,25.4109,,
791,K07486,,0.6289428730079283,0.557,0.591,,439.89379999999994,7.7845,2.5375
792,K07487,,0.6100291788005905,,,,51.56009999999999,,
793,K07488,,0.5617801107675291,,,,16.3936,,
794,K07491,,0.5431740643223762,,,,25.1354,,
795,K07492,,0.6097981458408188,,,,89.69619999999999,,
796,K07493,,0.6451223516465573,,,,99.76779999999998,,
797,K07494,,0.6048883363904758,,,,146.61100000000002,,
798,K07495,,0.5535666681791217,,,,9.171,,
799,K07496,,0.6220288420139007,,,,11.3927,,
800,K07497,,0.6095949545329269,0.4727991898775784,0.428,,295.60829999999993,61.6494,7.2224
801,K07498,,0.6037530025463158,,,,71.2378,,
802,K07499,,0.6233626558113202,,,,62.81199999999998,,
803,K07506,,0.5885653868343937,,,,46.738099999999996,,
804,K07507,,0.5870000000000001,,,,3.3364,,
805,K07566,,0.5134808884750695,,,,4.0211,,
806,K07568,,0.4824720880208893,,,,6.9495,,
807,K07588,,0.664,,,,5.9514,,
808,K07646,,0.568,,,,2.4711,,
809,K07670,,0.6598019471337132,,,,14.1265,,
810,K07689,,0.468,,,,3.823,,
811,K07726,,,,0.56,,,,2.7301
812,K07729,,0.633,,,,2.1958,,
813,K07735,,0.5589999999999999,,,,2.2015,,
814,K07736,,0.6493015008743817,,,,21.469099999999997,,
815,K07738,,0.6047665627343143,,,,19.5061,,
816,K07742,,0.703,,,,3.5799,,
817,K07746,,0.5965713962495297,,,,4.623,,
818,K07755,,0.595,,,,2.6144,,
819,K07793,,0.679,,,,4.7436,,
820,K07795,,0.6413129071563678,,,,7.3947,,
821,K07979,,0.68,,,,3.3199,,
822,K08095,,0.6544445675833017,,,,11.1186,,
823,K08234,,0.6554239614412634,,,,7.2003,,
824,K08296,,0.722,,,,1.866,,
825,K08305,,0.659,,,,3.6489,,
826,K08307,,0.584,,,,1.3137,,
827,K08363,,,,0.615,,,,2.3725
828,K08591,,0.509,,,,1.9953,,
829,K08641,,0.47003910739721155,,,,8.0555,,
830,K08683,,0.6919662409723861,,,,9.6746,,
831,K08738,,0.544,,,,2.3375,,
832,K08744,,0.607933020481041,,,,10.024999999999999,,
833,K08970,,0.545,,,,2.2351,,
834,K08972,,0.619,,,,5.1917,,
835,K08973,,0.44699999999999995,,,,4.3609,,
836,K08976,,0.5589999999999999,,,,4.7413,,
837,K08989,,0.604,,,,5.3812,,
838,K08990,,0.665,,,,3.3477,,
839,K08998,,0.649,,,,2.0428,,
840,K08999,,0.5965401093853554,,,,7.9168,,
841,K09001,,0.746,,,,2.4842,,
842,K09005,,0.607,,,,1.8096,,
843,K09008,,0.448,,,,3.762,,
844,K09013,,0.5567373162920172,,,,10.272,,
845,K09022,,0.6142976393739952,,,,9.7637,,
846,K09117,,0.6040537669715168,,0.468,,6.2011,,4.3612
847,K09118,,0.6117953023040441,,,,11.7803,,
848,K09125,,0.45544719825534474,,,,14.7651,,
849,K09137,,0.561,,,,3.2375,,
850,K09159,,0.396,,,,4.6599,,
851,K09164,,0.568,,,,2.946,,
852,K09167,,0.6829999999999999,,,,2.9751,,
853,K09386,,0.634,,,,7.8724,,
854,K09701,,0.622,,,,3.0147,,
855,K09702,,0.725,,,,3.7373,,
856,K09710,,0.5945807641103766,,,,20.6526,,
857,K09747,,0.5343071230870181,,,,11.853200000000001,,
858,K09748,,0.685,,,,3.0852,,
859,K09760,,0.5830468416184633,,,,9.4151,,
860,K09761,,0.6046154351637855,,,,7.0802,,
861,K09762,,0.68,,,,5.0266,,
862,K09764,,0.601,,,,1.632,,
863,K09767,,0.584300412609436,,,,11.325700000000001,,
864,K09769,,0.5841812043951424,,,,5.851100000000001,,
865,K09772,,0.6809999999999999,,,,5.1861,,
866,K09781,,0.667,,,,5.6495,,
867,K09791,,0.354,,,,3.5651,,
868,K09794,,0.604,,,,3.5175,,
869,K09800,,0.43,,,,3.8708,,
870,K09804,,0.536,,,,4.8063,,
871,K09806,,0.377,,,,3.6376,,
872,K09811,,0.606,,,,3.6583,,
873,K09812,,0.6579999999999999,,,,5.1376,,
874,K09857,,0.643,,,,2.7597,,
875,K09882,,0.613,,,,4.9822,,
876,K09883,,0.6630860336034391,,,,11.375200000000001,,
877,K09888,,0.5760000000000001,,,,2.3573,,
878,K09895,,0.47600000000000003,,,,2.1846,,
879,K09903,,0.643173522096432,,,,47.3245,,
880,K09927,,0.643,,,,2.7601,,
881,K09930,,0.5136215133659174,,,,15.036900000000001,,
882,K09955,,0.6309386994099734,,,,8.4498,,
883,K09957,,0.65,,,,2.5702,,
884,K09958,,0.6107553085306376,,,,6.2318,,
885,K09959,,0.649203753926432,,,,5.841,,
886,K09966,,0.671410543340469,,,,8.9312,,
887,K09973,,0.613,,,,2.0806,,
888,K09987,,0.6509999999999999,,,,3.6525,,
889,K09990,,0.67,,,,5.2575,,
890,K09992,,0.5770000000000001,,,,2.4904,,
891,K10001,,0.594,,,,4.5179,,
892,K10011,,0.435,,,,5.5802,,
893,K10533,,0.6489999999999999,,,,3.0,,
894,K10676,,0.5760000000000001,,,,2.8803,,
895,K10773,,0.45899999999999996,,,,3.7146,,
896,K10806,,0.531265034205207,,,,8.559899999999999,,
897,K10822,,0.6870970993350616,,,,20.530299999999997,,
898,K10843,,0.657,,,,5.3124,,
899,K10914,,0.6509999999999999,,,,6.8933,,
900,K10917,,0.6334427755179015,,,,10.983699999999999,,
901,K10947,,0.632259501003188,,,,34.3734,,
902,K10979,,0.5958737169442345,,,,24.7192,,
903,K11065,,0.66,,,,5.0604,,
904,K11071,,0.4,,,,4.7239,,
905,K11212,,0.6859999999999999,,,,3.1094,,
906,K11253,0.5489999999999999,,,,2.9975,,,
907,K11254,,0.529,,,,3.6808,,
908,K11352,,0.643,,,,3.0248,,
909,K11477,,0.628,,,,4.2162,,
910,K11610,,0.6669999999999999,,,,4.321,,
911,K11621,,0.6478292291486178,,,,7.2776,,
912,K11690,,0.6221515206188596,,,,15.587,,
913,K11719,,0.603,,0.429,,2.9371,,4.0986
914,K11720,,0.423,,,,4.2043,,
915,K11749,,0.5855658393352959,,,,11.4654,,
916,K11752,,0.472,,,,4.3261,,
917,K11753,,0.5359627308766286,,,,8.1602,,
918,K11891,,0.659,,,,1.1247,,
919,K11895,,0.5920000000000001,,,,2.289,,
920,K11901,,0.5870000000000001,,,,2.1735,,
921,K11940,,0.47573774880030734,,,,8.5193,,
922,K11991,,0.728,,,,3.8928,,
923,K12205,,0.49899999999999994,,,,2.8863,,
924,K12208,,0.389,,,,4.0621,,
925,K12217,,0.428,,,,5.3503,,
926,K12218,,0.474,,,,2.2052,,
927,K12223,,0.46499999999999997,,,,4.8338,,
928,K12373,,0.588,,,,3.1961,,
929,K12574,,0.6466125647830392,,,,17.1416,,
930,K12984,,0.46445182962832926,,,,6.1985,,
931,K12990,,0.43,,,,4.7417,,
932,K13014,,0.476,,,,5.6324,,
933,K13051,,0.639,,,,5.9371,,
934,K13075,,0.6940000000000001,,,,1.559,,
935,K13288,,0.5951406895011495,,,,15.4252,,
936,K13292,,0.5716117062359305,,,,15.2809,,
937,K13472,,0.638,,,,4.6713,,
938,K13527,,0.639,,,,7.4319,,
939,K13583,,0.6504345293961604,,,,8.5113,,
940,K13584,,0.614,,,,10.6407,,
941,K13628,,0.6,,,,5.9269,,
942,K13640,,0.6188084216781248,,,,14.1388,,
943,K13671,,0.664,,,,4.5977,,
944,K13687,,0.6859999999999999,,,,3.5613,,
945,K13693,,0.698,,,,5.2599,,
946,K13775,,0.6413483799675259,,,,16.5428,,
947,K13929,,0.662,,,,5.2356,,
948,K13993,,0.6275943351167341,,,,23.1505,,
949,K14063,,0.557,,,,5.8159,,
950,K14083,,0.638,,,,1.7028,,
951,K14160,,0.64,,,,1.922,,
952,K14189,,0.5704447737084861,,,,8.2617,,
953,K14260,,0.611,,,,3.3426,,
954,K14335,,0.6709999999999999,,,,4.6646,,
955,K14340,,0.623,,,,3.9951,,
956,K14347,,0.616,,,,4.1495,,
957,K14699,,0.687,,,,4.5502,,
958,K14731,,0.7209999999999999,,,,2.7112,,
959,K14742,,0.496,,,,3.5651,,
960,K14949,,0.625,,,,5.123,,
961,K14952,,0.6409999999999999,,,,9.1758,,
962,K14953,,0.6351338246891258,,,,10.1738,,
963,K14998,,,,0.392,,,,3.6967
964,K15011,,0.629,,,,2.8188,,
965,K15255,,,0.443,,,,4.355,
966,K15371,,0.6528066074824942,,,,22.368000000000002,,
967,K15512,,0.688,,,,13.6413,,
968,K15520,,0.677,,,,4.6943,,
969,K15537,,0.599,,,,7.361,,
970,K15598,,0.474,,,,3.2555,,
971,K15600,,0.469,,,,4.2033,,
972,K15781,,0.642,,,,4.8856,,
973,K15973,,0.5822784786254905,,,,23.156800000000004,,
974,K15977,,0.6094375712611412,,,,11.2121,,
975,K15982,,0.68,,,,4.6587,,
976,K16025,,0.67,,,,2.138,,
977,K16048,,0.6409999999999999,,,,2.1078,,
978,K16137,,0.602,,,,4.4253,,
979,K16147,,0.5929588313858897,,,,7.3573,,
980,K16167,,0.657,,,,3.7323,,
981,K16168,,0.635,,,,5.8155,,
982,K16192,,0.5760000000000001,,,,1.9978,,
983,K16645,,0.715,,,,2.9374,,
984,K16647,,0.6269999999999999,,,,5.6838,,
985,K16648,,0.705,,,,3.6121,,
986,K16650,,0.6182304999344206,,,,8.5237,,
987,K16652,,0.447,,,,3.2024,,
988,K17103,,0.46,,,,3.9449,,
989,K17222,,0.601,,,,2.7579,,
990,K17752,,0.6755817022993142,,,,5.527900000000001,,
991,K17762,,0.6478638332427423,,,,10.6441,,
992,K17763,,0.6520627212134746,,,,18.667900000000003,,
993,K17840,,0.701,,,,3.5205,,
994,K17893,,0.624,,,,2.7749,,
995,K18189,,0.5599539708998733,,,,16.495,,
996,K18199,,0.6545695950055215,,,,18.0403,,
997,K18290,,0.5806109985823533,,,,19.5651,,
998,K18320,,0.608,,,,7.9261,,
999,K18446,,0.423,,,,3.3897,,
1000,K18476,,0.6415115410732287,,,,11.7714,,
1001,K18481,,0.6442369265607502,,,,19.9667,,
1002,K18581,,0.61,,,,2.8239,,
1003,K18588,,0.4836731686476391,,,,4.6698,,
1004,K18672,,0.585,,,,5.8592,,
1005,K18682,,0.6956261387091364,,,,9.9835,,
1006,K18700,,0.644,,,,5.2411,,
1007,K18831,,,,0.512,,,,3.7819
1008,K18851,,0.648,,,,6.6037,,
1009,K18939,,0.659,,,,7.5008,,
1010,K18955,,0.6548068092435644,,,,16.0226,,
1011,K18958,,0.6729999999999999,,,,3.1401,,
1012,K18979,,0.607,,,,2.0811,,
1013,K18997,,0.6509999999999999,,,,6.2342,,
1014,K19156,,0.528,,,,2.7072,,
1015,K19165,,0.6759999999999999,,,,1.878,,
1016,K19166,,0.444,,,,3.7819,,
1017,K19168,,0.43,,,,4.6599,,
1018,K19221,,0.5680000000000001,,,,6.4251,,
1019,K19267,,0.6473478470154662,,,,19.3355,,
1020,K19294,,0.5529999999999999,,,,2.3437,,
1021,K19416,,0.4630000000000001,,,,6.6894,,
1022,K19687,,,,0.708,,,,2.6988
1023,K19689,,0.618,,,,3.1379,,
1024,K19707,,0.649,,,,2.5951,,
1025,K19777,,0.614,,,,4.2169,,
1026,K19784,,0.5810901304789093,,,,6.3878,,
1027,K19804,,0.399,,,,5.4353,,
1028,K20265,,0.449,,,,4.4215,,
1029,K20331,,0.626,,,,4.1628,,
1030,K20467,,0.5820000000000001,,,,4.203,,
1031,K20468,,0.667,,,,3.1943,,
1032,K20523,,0.584,,,,6.0462,,
1033,K20527,,0.465,,,,4.1101,,
1034,K20844,,0.6544587304823284,,,,8.4949,,
1035,K20968,,0.42,,,,2.936,,
1036,K20999,,0.648,,,,4.5726,,
1037,K21014,,0.66,,,,3.8394,,
1038,K21023,,0.615,,,,2.4126,,
1039,K21140,,0.659,,,,2.7701,,
1040,K21310,,0.64,,,,4.4329,,
1041,K21395,,0.5863353071240569,,,,6.006600000000001,,
1042,K21470,,0.626,,,,4.8182,,
1043,K21481,,0.73,,,,3.5911,,
1044,K21495,,,,0.581,,,,5.3154
1045,K21600,,0.6330000000000001,,,,4.6849,,
1046,K21609,,0.652,,,,2.7462,,
1047,K21672,,0.675,,,,7.0305,,
1048,K21741,,0.5713352892774038,,,,8.8296,,
1049,K21759,,0.627,,,,2.4208,,
1050,K21886,,0.672,,,,5.651,,
1051,K21908,,0.5838498129233894,,,,14.825,,
1052,K21929,,0.617981303302477,,,,12.6112,,
1053,K21961,,0.688,,,,3.7595,,
1054,K21962,,0.667,,,,5.5725,,
1055,K22010,,0.633,,,,6.2251,,
1056,K22082,,0.565,,,,2.3577,,
1057,K22108,,0.6019999999999999,,,,7.5639,,
1058,K22205,,0.552,,,,2.0683,,
1059,K22278,,0.54,,,,3.9436,,
1060,K22441,,0.652,,,,2.8248,,
1061,K22468,,0.664,,,,9.2292,,
1062,K22476,,0.7413140450670578,,,,4.5352,,
1063,K22719,,0.61,,,,4.0341,,
1064,K22736,,0.6482738340052481,,,,5.3093,,
1065,K22737,,0.6220794462267778,,,,10.1529,,
1066,K22757,,0.536,,,,2.1548,,
1067,K22769,,0.619,,,,4.8004,,
1068,K22796,,0.642,,,,6.2932,,
1069,K22881,,,,0.628,,,,2.0645
1070,K22894,,0.6829999999999999,,,,5.9745,,
1071,K23264,,0.629,,,,4.3175,,
1072,K23265,,0.66,,,,3.2375,,
1073,K23499,,0.353,,,,3.7621,,
1074,K23535,,0.713,,,,5.0983,,
1075,K24017,,0.6859999999999999,,,,3.8297,,
1076,K24131,,0.603,,,,4.0241,,
