,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_countsUnclassified
436,K01689,,0.36547563305896374,0.670795020015119,,,,,8.4962,309.19250000000005,,,
437,K01692,,,0.6729759834294361,,,,,,24.2479,,,
438,K01693,,,0.679,,,,,,9.4165,,,
439,K01695,,0.3245814838446196,0.6838246587424586,,,,,8.6517,66.11829999999999,,,
440,K01698,,0.3562831835268577,0.6653390113911597,,,,,7.9414,112.43339999999999,,,
441,K01703,,,0.6902795802103268,,,,,,17.2211,,,
442,K01704,,0.325,0.6753719146272685,,,,,5.012,74.2848,,,
443,K01707,,,0.7390000000000001,,,,,,3.2354,,,
444,K01711,,,0.5906127808367146,,,,,,39.6444,,,
445,K01712,,,0.6769193423797876,,,,,,13.6714,,,
446,K01714,,,0.688,,,,,,11.0786,,,
447,K01716,,,0.607,,,,,,6.4926,,,
448,K01719,,0.3302083112680527,0.6897415971292838,,,0.7549999999999999,,7.3231,101.8083,,,3.6961
449,K01720,,,0.684,,,,,,4.1078,,,
450,K01721,,,0.6810869789330954,,,,,,12.648100000000001,,,
451,K01724,,0.33381635026490103,0.6401864218679555,,,0.7237726261842143,,8.5472,157.1707,,,7.8969
452,K01725,,,0.6040253414746656,,,,,,16.4897,,,
453,K01726,,,0.586,,,,,,5.7563,,,
454,K01730,,,0.540619460747827,,,,,,7.6023,,,
455,K01733,,0.396,0.6979109500330174,,,,,4.048,44.4011,,,
456,K01734,,,0.6779999999999999,,,,,,1.4262,,,
457,K01735,,,0.6777478546360018,,,,,,12.853000000000002,,,
458,K01736,,,0.6836883335315408,,,,,,64.63239999999999,,,
459,K01737,,,0.6447085505832819,,,0.6713637326310217,,,111.88499999999999,,,14.792
460,K01740,,,0.5770000000000001,,,,,,7.9102,,,
461,K01745,,,0.6433089035208597,,,,,,16.9082,,,
462,K01749,,0.364,0.7075949944829327,,,,,4.313,62.1396,,,
463,K01751,,,0.77,,,,,,10.9387,,,
464,K01752,,,0.6121270060187439,,,,,,79.2561,,,
465,K01754,,,0.677138006823058,,,,,,37.994600000000005,,,
466,K01755,,0.347,0.6849197141002054,,,,,4.4728,115.6916,,,
467,K01759,,,0.6555411352017714,,,,,,34.5801,,,
468,K01768,,,0.6866978277188585,,,,,,94.9418,,,
469,K01770,,,0.5820000000000001,,,,,,3.554,,,
470,K01772,,,0.6795261349009283,,,,,,97.14630000000001,,,
471,K01775,,,0.6946629503184388,,,,,,126.46860000000001,,,
472,K01776,,,0.6837097845269768,,,,,,95.4047,,,
473,K01778,,,0.6688127583223282,,,,,,117.15390000000002,,,
474,K01779,,,0.6734994547929667,,,,,,23.7245,,,
475,K01783,,,0.6355138432700763,,,,,,31.1531,,,
476,K01784,,,0.5920000000000001,,,,,,3.3492,,,
477,K01785,,,0.6766108264324359,,,,,,97.66149999999999,,,
478,K01790,,,0.716,,,,,,8.8976,,,
479,K01792,,,0.6726124930435287,,,,,,7.4487000000000005,,,
480,K01796,,,0.7079707560245346,,,,,,8.2774,,,
481,K01799,,,0.655982330504976,,,,,,66.46419999999999,,,
482,K01800,,,0.6100365870351842,,,,,,20.2858,,,
483,K01801,,,0.5770000000000001,,,,,,3.7723,,,
484,K01802,,,0.6946966783689796,,,,,,16.246599999999997,,,
485,K01803,,,0.6840912943235877,,,,,,124.1815,,,
486,K01804,,,0.7290000000000001,,,,,,7.2031,,,
487,K01805,,,0.6643206039402804,,,,,,60.2543,,,
488,K01807,,0.3429999999999999,0.67324275397111,,,,,3.6921,56.2794,,,
489,K01808,,,0.6490474959733611,,,,,,30.8572,,,
490,K01809,,,0.6446223141286902,,,,,,7.9208,,,
491,K01810,,,0.620388574594106,0.582,,,,,220.679,5.8492,,
492,K01814,,,0.679,,,,,,3.5096,,,
493,K01816,,,0.6958792867109107,,,,,,17.4189,,,
494,K01820,,,0.688,,,,,,7.7401,,,
495,K01821,,,0.684589014601188,,,,,,16.3193,,,
496,K01823,,0.366,0.6784631531365922,,,,,3.4127,56.168899999999994,,,
497,K01834,,,0.6393715881222504,,,,,,20.3132,,,
498,K01838,,,0.6728663085579214,,,,,,9.0359,,,
499,K01839,,,0.6817618624414362,,,,,,91.96990000000001,,,
500,K01843,,,0.552,,,,,,6.2405,,,
501,K01845,,,0.6520163160191405,,,,,,29.3299,,,
502,K01849,,,0.6785549313329284,,,,,,39.6798,,,
503,K01854,,,0.5579999999999999,,,,,,1.9284,,,
504,K01858,,,0.6380092174967371,,,,,,99.82499999999999,,,
505,K01865,,,,,,0.557,,,,,,4.3902
506,K01866,,,0.6578279940440869,,,,,,116.3971,,,
507,K01867,,0.358,0.6629918494503435,,,,,6.5228,152.8277,,,
508,K01868,,,0.6573210466016467,,,,,,218.6347,,,
509,K01872,0.6559999999999999,,0.684343788864142,,,,3.7008,,100.36919999999999,,,
510,K01874,,0.318,0.6513097850387778,,,,,5.2557,55.3546,,,
511,K01875,,0.352,0.6790186411154596,,,,,4.6261,193.5044,,,
512,K01876,,,0.6760370618012178,,,,,,38.488,,,
513,K01880,,,0.6717967655225023,,,,,,44.5313,,,
514,K01881,,0.351,0.6548772928684939,,,,,4.3175,109.9239,,,
515,K01883,,,0.6679999999999999,,,,,,13.1595,,,
516,K01885,,,0.652,,,,,,4.0971,,,
517,K01887,,0.332,0.6567514877069873,,,,,3.43,177.2314,,,
518,K01889,,0.335,0.6552413974150625,,,,,4.4695,74.0458,,,
519,K01890,,,0.6999642183379854,,,0.721,,,111.2124,,,10.536
520,K01892,,0.346,,,,,,6.3498,,,,
521,K01904,,,0.6759999999999999,,,,,,4.916,,,
522,K01911,,,0.7609999999999999,,,,,,7.9492,,,
523,K01912,,,0.6908268375982898,,,0.725,,,81.20230000000001,,,9.7078
524,K01915,,0.3779999999999999,0.6599600360609736,,,,,4.6533,1058.617500000001,,,
525,K01918,,,0.6984653578193822,,,,,,77.0398,,,
526,K01919,,,0.6224663985846524,,,,,,40.478699999999996,,,
527,K01920,,,0.6195984125036887,,,,,,19.0531,,,
528,K01921,,,0.6591476130389646,,,,,,81.7181,,,
529,K01923,,0.354,0.6525752984959062,,,,,3.8011,66.1706,,,
530,K01924,,,0.6990000000000001,,,,,,5.1633,,,
531,K01925,,,0.71,,,,,,5.0416,,,
532,K01926,,,0.6834200108586233,,,,,,97.5132,,,
533,K01928,,,0.708,,,,,,6.902,,,
534,K01932,,,0.612,,,,,,5.1069,,,
535,K01933,0.61,0.366,0.7144192498784669,,,,2.7514,4.2281,86.3607,,,
536,K01934,,0.349,0.6836454985866566,,,0.700767990533683,,5.3839,37.1152,,,15.6235
537,K01935,,,0.7040000000000001,,,,,,4.6429,,,
538,K01937,,0.384,0.651703973838563,0.54,,,,3.358,327.05029999999994,3.9158,,
539,K01939,,0.682,0.6666244050811826,,,,,4.7287,247.75909999999993,,,
540,K01940,,0.374,0.6731480282032003,,,,,4.8922,187.13439999999997,,,
541,K01945,,,0.6923803894987185,,,,,,103.13580000000002,,,
542,K01951,,0.337,0.6682312107316908,,,,,5.1131,355.54419999999993,,,
543,K01953,,0.524,0.6618135833243745,,,0.685,,2.027,113.23780000000001,,,1.8601
544,K01963,,,0.66,,,,,,9.7133,,,
545,K01971,,0.3563833718244803,0.6899315888019951,,,,,8.0006,163.54180000000002,,,
546,K01972,,,0.6772058826221362,,,,,,305.23420000000004,,,
547,K01975,,0.308,0.7037715750191793,,,0.7659999999999998,,2.2888,59.65319999999999,,,3.5098
548,K01989,,,0.6094994518333411,,,,,,25.0614,,,
549,K01990,,0.374,0.6879733994019488,,,,,4.053,154.20710000000003,,,
550,K01991,,,0.6232603960156821,,,0.625,,,10.1088,,,4.2874
551,K01992,,,0.637626252465479,,,,,,80.6948,,,
552,K01995,,,0.6396664356610919,,,,,,29.6902,,,
553,K01996,,,0.6482423778498758,,,,,,42.4509,,,
554,K01997,,,0.6518949826768875,,,0.578,,,213.23990000000003,,,4.3491
555,K01998,,,0.6553242306102111,,,,,,11.6235,,,
556,K01999,,,0.5941024562204914,,,,,,22.7652,,,
557,K02002,,,0.6413579783885148,,,,,,13.564400000000001,,,
558,K02003,,,0.6316158830229428,,,,,,36.5229,,,
559,K02004,0.519,0.636,0.6544674935298123,0.6629999999999999,,0.6809191892516712,2.3027,6.222,807.5525,2.1241,,17.8781
560,K02007,,,0.745,,,,,,6.4439,,,
561,K02008,,,0.742,,,,,,13.956,,,
562,K02013,,,0.7020000000000001,,,,,,5.6359,,,
563,K02015,,,0.7260101576515416,,,,,,87.00389999999999,,,
564,K02016,,,0.6778312075884478,,,,,,24.997300000000003,,,
565,K02017,,,0.7090000000000001,,,,,,4.8568,,,
566,K02018,,,0.7297867004688857,,,,,,18.122700000000002,,,
567,K02019,,,0.732,,,,,,5.0853,,,
568,K02020,,,0.6574685975825526,,,0.68,,,58.2592,,,9.9991
569,K02025,,,0.6222558710695463,,,,,,15.238199999999999,,,
570,K02026,,,0.6505635594293172,,,,,,45.7291,,,
571,K02029,,,0.6713427267483509,,,,,,39.1913,,,
572,K02030,,,0.6327735972309941,,,,,,72.42509999999999,,,
573,K02031,,,0.6891211850982039,,,,,,24.787799999999997,,,
574,K02033,,,0.638973708823799,,,,,,134.5984,,,
575,K02034,,0.354,0.6671680715235191,,,,,5.0897,198.8255,,,
576,K02035,,,0.657,,,,,,6.5036,,,
577,K02036,,,0.6576847628331589,,,,,,23.735799999999998,,,
578,K02038,,,0.6809999999999999,,,,,,6.2334,,,
579,K02039,,,0.6567343705337466,,,,,,84.7866,,,
580,K02040,,0.3829999999999999,0.6432260549626249,,,,,2.9132,98.43299999999998,,,
581,K02041,,,0.563,,,,,,4.1643,,,
582,K02042,,,0.6085988674115576,,,,,,17.127299999999998,,,
583,K02044,,,0.6298813067174925,,,,,,35.1415,,,
584,K02046,,,0.6780010918956931,,,,,,18.7029,,,
585,K02047,,,0.662,,,,,,12.7013,,,
586,K02049,,,0.6409999999999999,,,,,,6.8279,,,
587,K02050,,,0.6330263146484572,,,,,,182.73230000000004,,,
588,K02051,,0.385,0.6263638601854706,,,0.629,,4.9663,114.7039,,,5.3479
589,K02057,,,0.679,,,,,,6.4835,,,
590,K02058,,,0.669,,,,,,4.9372,,,
591,K02066,,,0.6201113961164375,,,,,,146.8435,,,
592,K02067,,,0.6411677499787106,,,,,,37.109,,,
593,K02073,,,0.6409999999999999,,,,,,2.4478,,,
594,K02078,,,0.5856431822809091,,,0.6082957416649523,,,202.54979999999998,,,5.3004
595,K02081,,,0.6709999999999999,,,,,,7.1818,,,
596,K02106,,,0.629,,,,,,2.4139,,,
597,K02108,,,0.5375420830435441,,,,,,18.0266,,,
598,K02109,,,0.66531901837692,,,0.6489340415086724,,,77.60789999999999,,,7.9274000000000004
599,K02110,,,0.670318310134073,,,,,,26.7553,,,
600,K02111,,,0.669075369108511,,,,,,57.336499999999994,,,
601,K02113,,,0.6606400014532908,,,0.7474262364392752,,,113.6984,,,18.4708
602,K02114,,,0.6946414962213938,,,,,,43.1936,,,
603,K02116,,,0.6892456858735769,,,0.565,,,29.1852,,,2.7241
604,K02160,,,0.6384974463148724,,,,,,44.8679,,,
605,K02171,,,0.584125386345948,,,0.662,,,10.6817,,,5.47
606,K02188,,0.36,0.6920000000000001,,,,,5.436,2.7113,,,
607,K02189,,0.3566617559805927,0.757,,,,,10.9193,3.4767,,,
608,K02193,,,0.5824761621738933,,,,,,16.5835,,,
609,K02194,,,0.6706355051847975,,,0.723,,,49.53380000000001,,,2.7505
610,K02195,,,0.6637995173492935,,,,,,61.1403,,,
611,K02196,,,0.6267671689114768,,,,,,14.6035,,,
612,K02197,,,0.664136020662477,,,,,,56.319599999999994,,,
613,K02199,,,0.6771828804417308,,,,,,106.3013,,,
614,K02200,,,0.6728805630440612,,,,,,33.345600000000005,,,
615,K02204,,,0.545106632399075,,,,,,5.6271,,,
616,K02221,,,0.6249695866996638,,,,,,63.92079999999999,,,
617,K02224,,0.4313368848018537,0.632575585012336,,,,,6.8919999999999995,12.2167,,,
618,K02226,,,0.706,,,,,,4.5038,,,
619,K02227,,0.346,0.6916816404108026,,,,,4.2611,12.948599999999999,,,
620,K02231,,,0.6669306124474417,,,,,,20.6819,,,
621,K02232,,,0.7087459921951356,,,,,,20.4848,,,
622,K02233,,0.37700000000000006,0.6990522698010029,,,0.7184238705729242,,3.2515,27.6094,,,6.9642
623,K02237,,,0.688549632245261,,,,,,34.7461,,,
624,K02238,,,0.6884680100859626,,,0.703,,,131.68269999999998,,,2.7198
625,K02242,,,0.6407261467947671,,,,,,27.7358,,,
626,K02257,,0.402,0.6785415079448962,,,,,3.1056,145.7325,,,
627,K02258,,,0.588958557716672,,,,,,17.1556,,,
628,K02259,,,0.665629709372802,,,,,,94.98019999999998,,,
629,K02275,,,0.6390744509278131,,,,,,26.089199999999998,,,
630,K02276,,,0.6263044717491105,,,,,,54.24679999999999,,,
631,K02277,,,0.6181179912008358,,,,,,39.3934,,,
632,K02278,,,0.5036969439180624,,,,,,3.7721,,,
633,K02279,,,0.682733561582894,,,0.6623892831982452,,,43.835800000000006,,,36.7671
634,K02280,,,0.648,,,,,,3.175,,,
635,K02281,,,0.6840000000000002,,,,,,3.0712,,,
636,K02282,,,0.6749015230905373,,,,,,25.284800000000004,,,
637,K02283,,,0.6513325342914819,,,,,,32.6949,,,
638,K02291,,,0.7394434791023474,,,,,,21.858,,,
639,K02299,,,0.649,,,,,,4.8804,,,
640,K02300,,,0.6078048010434443,,,,,,9.5228,,,
641,K02304,,,0.7544260099839061,,,,,,6.4151,,,
642,K02313,,,0.6330563609108026,,,,,,166.83859999999996,,,
643,K02314,,,0.6610844293698893,,,,,,289.73220000000003,,,
644,K02316,,,0.6727662096355281,,,0.7609999999999999,,,214.47320000000002,,,4.5129
645,K02323,,0.351,,,,,,5.231,,,,
646,K02338,,,0.6461465274709851,,,0.6297155488875411,,,219.9837,,,4.4315
647,K02339,,,0.621,,,,,,3.6022,,,
648,K02340,,,0.7081701054161486,,,0.7552523943238163,,,30.0559,,,19.7699
649,K02341,,,0.7559999999999999,,,,,,9.3768,,,
650,K02342,,,0.6768899432217355,,,,,,86.26440000000001,,,
651,K02343,,,0.6555687217061346,,,,,,61.6685,,,
652,K02346,,,0.727,,,,,,8.2117,,,
653,K02347,,0.342,0.6215078525763569,,,,,4.9306,19.549100000000003,,,
654,K02351,,,0.6798986674493325,,,,,,20.6694,,,
655,K02356,,,0.62074788324422,,,,,,86.49419999999999,,,
656,K02357,,,0.6401896745131327,,,,,,91.48970000000001,,,
657,K02358,,,0.6288912036268284,,,,,,48.050799999999995,,,
658,K02361,,,0.7359409504147799,,,,,,14.8635,,,
659,K02372,,,0.6343745084165897,,,,,,59.024499999999996,,,
660,K02377,,,0.6092126440504708,,,,,,19.8422,,,
661,K02379,,,0.6742809899872328,,,,,,56.2802,,,
662,K02380,,,0.7759999999999999,,,,,,5.3869,,,
663,K02385,,,,,,0.6569999999999999,,,,,,4.6013
664,K02390,,,0.547,,,,,,3.5747,,,
665,K02393,,,0.594,,,,,,3.8639,,,
666,K02394,,,0.6990000000000002,,,,,,8.1,,,
667,K02395,,,0.653,,,,,,2.5956,,,
668,K02405,,,0.6808255227533744,,,,,,66.6515,,,
669,K02406,,,0.6620130558236798,,,,,,21.306,,,
670,K02407,,,,,,0.6990000000000001,,,,,,2.8308
671,K02408,,,0.6607350540769334,,,,,,4.2064,,,
672,K02409,,,0.6458579162932777,,,,,,7.406,,,
673,K02410,,,0.6478534626807112,,,,,,18.279500000000002,,,
674,K02413,,,0.6430444770090294,,,0.737,,,20.4916,,,5.1793
675,K02416,,,0.6457658921078483,,,,,,18.5929,,,
676,K02417,,,0.6394307590930663,,,,,,7.403599999999999,,,
677,K02418,,,0.6905784648966732,,,0.596,,,12.875,,,4.3813
678,K02422,,,0.7020000000000001,,,,,,3.3257,,,
679,K02426,,,0.7519603547827991,,,,,,17.7875,,,
680,K02428,,,0.6627158938991989,,,,,,36.831599999999995,,,
681,K02429,,,0.5604234837456603,,,,,,20.8552,,,
682,K02435,,,0.6685257871039828,,,,,,80.12230000000002,,,
683,K02437,,,0.6452349829072022,,,,,,101.1348,,,
684,K02440,,,0.6635711341513033,,,,,,21.072,,,
685,K02452,,,0.7020000000000001,,,,,,2.7702,,,
686,K02456,,,0.6921395973939912,,,0.618,,,10.2081,,,4.7411
687,K02460,,,0.5917805425896141,,,0.716,,,15.586,,,2.9926
688,K02478,,,0.509,,,,,,5.831,,,
689,K02483,,,0.6801723024257712,,,,,,53.425,,,
690,K02492,,0.353,0.6989462710422017,,,,,3.1247,167.55930000000004,,,
691,K02493,,,0.7183314562343507,,,,,,22.8739,,,
692,K02498,,,0.6509999999999999,,,,,,5.3777,,,
693,K02500,,,0.7373926954013224,,,,,,15.881499999999999,,,
694,K02503,,0.351,0.6682591104889617,,,,,3.137,52.43479999999999,,,
695,K02510,,,0.6750515651517373,,,0.7509999999999999,,,89.1122,,,3.4797
696,K02518,,,0.5885455864579329,,,,,,128.9831,,,
697,K02519,,,0.6790695297527994,,,,,,48.9764,,,
698,K02520,,,0.6234469557894969,,,,,,205.96869999999996,,,
699,K02527,,,0.5752824793143649,,,,,,33.969300000000004,,,
700,K02528,,,0.7070000000000001,,,,,,7.2389,,,
701,K02529,,,0.6559999999999999,,,,,,7.1463,,,
702,K02533,,,0.6779831213300626,,,,,,10.0781,,,
703,K02536,,,0.626632781111312,,,,,,18.392200000000003,,,
704,K02548,,,0.7286522483102534,,,,,,17.150399999999998,,,
705,K02551,,,0.701,,,,,,5.3069,,,
706,K02552,,,0.7359409504147799,,,,,,14.8635,,,
707,K02556,,,0.7040000000000001,,,,,,6.6789,,,
708,K02557,,,0.634,,,,,,5.6953,,,
709,K02563,,,0.6702281688992876,,,,,,33.7897,,,
710,K02564,,,0.5405353266565021,,,,,,4.9509,,,
711,K02566,,,0.665,,,,,,6.122,,,
712,K02570,,,0.578,,,,,,2.8487,,,
713,K02575,,,0.5814269791542158,,,,,,14.8215,,,
714,K02600,,,0.6783665658097987,,,,,,330.4486,,,
715,K02601,,,0.6278618254822627,,,,,,185.5945,,,
716,K02609,,,0.6538235139617278,,,,,,34.8506,,,
717,K02610,,,0.6796563817831011,,,,,,33.3001,,,
718,K02611,,,0.6470107778628404,,,,,,16.2556,,,
719,K02612,,,0.67295850090737,,,,,,17.3965,,,
720,K02614,,,0.6633659542090375,,,,,,27.0762,,,
721,K02616,,,0.7109518362635278,,,0.7440000000000001,,,32.6734,,,4.096
722,K02626,,0.372,0.54,,,,,3.3202,2.1077,,,
723,K02636,,,0.5821951746596331,,,,,,10.9287,,,
724,K02638,,0.6970000000000001,0.659,,,,,3.6736,5.2234,,,
725,K02650,,,0.6346064895035722,,,0.618,,,7.6703,,,4.7411
726,K02651,,,0.6207980075106094,,,0.6428718517860799,,,64.33749999999999,,,71.54830000000001
727,K02654,,,0.6357489550845075,,,,,,23.0561,,,
728,K02656,,,0.6759999999999999,,,,,,2.4019,,,
729,K02657,,,0.573,,,,,,6.5402,,,
730,K02662,,,0.6851670202423807,,,,,,31.5697,,,
731,K02664,,,0.64,,,,,,5.0459,,,
732,K02665,,,0.527,,,,,,4.5879,,,
733,K02673,,,,,,0.649,,,,,,2.9246
734,K02687,,,0.6961336612451879,,,,,,17.8085,,,
735,K02781,,,,,,0.6959999999999998,,,,,,8.9834
736,K02783,,,0.657,,,,,,5.716,,,
737,K02784,,,0.6668469035489513,,,,,,34.2684,,,
738,K02793,,,0.606,,,,,,5.517,,,
739,K02800,,,0.6498804786863335,,,,,,49.6686,,,
740,K02803,,,0.65,,,,,,8.0319,,,
741,K02825,,,0.70400084679458,,,,,,106.32339999999999,,,
742,K02834,,,0.676279233798213,,,,,,88.4827,,,
743,K02835,,,0.6954013252100669,,,,,,26.4732,,,
744,K02836,,,0.6779999999999998,,,,,,12.8029,,,
745,K02838,,,0.635484383082479,,,0.632,,,168.83899999999994,,,5.4366
746,K02844,,,0.5489999999999999,,,,,,1.9963,,,
747,K02851,,,0.678567628650069,,,,,,24.4195,,,
748,K02858,,,0.705,,,,,,6.5443,,,
749,K02860,,,0.6762147468564389,,,0.7748132289145852,,,54.1764,,,12.347100000000001
750,K02862,,,0.716,,,,,,4.7262,,,
751,K02863,,,0.6690297258081792,,,,,,155.45599999999996,,,
752,K02864,,,0.6508180710189321,,,,,,130.5001,,,
753,K02867,,0.391,0.6378808299684877,,,,,6.2291,171.15249999999997,,,
754,K02869,,0.3939999999999999,,,,,,4.2936,,,,
755,K02871,,,0.648658723281579,,,,,,100.6459,,,
756,K02874,,,0.673499587232034,,,,,,147.77769999999998,,,
757,K02876,,,0.6651137050774797,,,,,,138.32040000000003,,,
758,K02877,,0.379,,,,,,4.3064,,,,
759,K02878,,,0.6674857037527282,,,,,,136.7127,,,
760,K02879,,,0.6732670501030769,,,,,,172.2579,,,
761,K02881,,,0.6758197549282114,,,,,,89.6013,,,
762,K02883,,0.37,,,,,,4.2447,,,,
763,K02884,,,0.6620181715512804,,,,,,124.24029999999996,,,
764,K02886,,,0.6890102014800071,,,,,,136.26180000000002,,,
765,K02887,,,0.6647236575616232,,,,,,123.44889999999998,,,
766,K02888,0.682,,0.6499318183007534,,,,16.1248,,111.76559999999999,,,
767,K02889,,0.365,,,,,,3.4847,,,,
768,K02890,,,0.6782861500366844,,,,,,91.3742,,,
769,K02892,,,0.6200750392128933,,,,,,114.1544,,,
770,K02895,,,0.6473919641913821,,,0.633,,,134.6594,,,14.4262
771,K02897,,,0.6700758353748829,,,,,,131.31970000000004,,,
772,K02899,,,0.6733892338975416,,,,,,128.02880000000002,,,
773,K02902,,,0.6530025145292429,,,,,,73.1169,,,
774,K02904,,,0.6552864394324328,,,,,,116.92979999999999,,,
775,K02906,,,0.6801589686870863,,,,,,137.0744,,,
776,K02907,,,0.6549398164925686,,,,,,72.69340000000001,,,
777,K02909,,,0.6315699997346469,,,0.7290000000000001,,,142.69410000000002,,,2.3814
778,K02910,,0.348,,,,,,5.1643,,,,
779,K02911,,,0.6377292731315174,,,0.666831945262438,,,16.54,,,4.7921
780,K02912,,0.368,,,,,,4.3894,,,,
781,K02913,,,0.5775003974106259,,,,,,69.7969,,,
782,K02914,,,0.6307757388192359,,,0.633,,,15.784400000000002,,,3.0553
783,K02916,,,0.6338255606787682,,,0.723,,,69.94909999999999,,,11.8831
784,K02919,,,0.6127625284132002,,,,,,40.744200000000006,,,
785,K02926,,,0.6971674172703148,,,,,,107.967,,,
786,K02929,,0.37400000000000005,,,,,,4.0579,,,,
787,K02930,,0.349,,,,,,3.8996,,,,
788,K02931,,,0.6346546409813509,,,,,,148.20989999999998,,,
789,K02933,,,0.6308990577430535,,,,,,84.158,,,
790,K02935,,,0.6433479999897351,0.603,,0.657,,,169.61319999999998,3.5831,,2.7261
791,K02936,,0.3879999999999999,,,,,,5.0082,,,,
792,K02939,,,0.6673793840002568,,,,,,134.6258,,,
793,K02945,,,0.6301244821989254,,,,,,264.29979999999995,,,
794,K02946,,,0.6271217859027746,,,,,,153.81210000000002,,,
795,K02948,,,0.6760335217792102,,,,,,101.9293,,,
796,K02950,,,0.655922020669927,,,,,,173.84119999999996,,,
797,K02952,,0.348,0.6620114841190184,,,,,3.8065,149.0049,,,
798,K02954,,,0.6467010088008794,,,,,,74.7238,,,
799,K02956,,0.368,0.6370466273966428,,,,,3.3965,138.3537,,,
800,K02959,,,0.6333544905809481,,,,,,182.58530000000005,,,
801,K02961,,,0.6596692104846468,,,,,,100.29200000000002,,,
802,K02963,,,0.652725097298138,,,,,,135.80960000000002,,,
803,K02965,,,0.6488677218605446,,,,,,68.9319,,,
804,K02966,,0.367,,,,,,2.9248,,,,
805,K02967,,,0.6428884092080269,,,,,,180.44260000000003,,,
806,K02968,,,0.6857958317133579,,,,,,77.85289999999999,,,
807,K02970,,,0.6112234141361618,,,0.6770000000000002,,,62.39670000000001,,,4.1632
808,K02974,,0.31500000000000006,,,,,,4.7089,,,,
809,K02975,,0.375,,,,,,4.4941,,,,
810,K02979,,0.377,,,,,,5.0082,,,,
811,K02982,,0.413,0.6337599915614411,,,,,3.1117,148.06289999999998,,,
812,K02984,,0.37599999999999995,,,,,,3.7813,,,,
813,K02986,,,0.6639154154097602,,,,,,106.70260000000002,,,
814,K02988,,,0.6606054471494781,,,,,,67.8046,,,
815,K02990,,,0.6418965018288428,,,,,,170.6865,,,
816,K02992,,,0.6554368043175024,,,,,,125.3201,,,
817,K02994,,,0.6346200094200317,,,,,,109.1922,,,
818,K02996,,,0.6816363462634007,,,,,,89.32390000000001,,,
819,K03040,,,0.641389865731272,,,,,,349.5594,,,
820,K03046,,,0.6650000000000001,,,,,,18.9329,,,
821,K03047,,0.367,,,,,,5.384,,,,
822,K03058,,0.363,,,,,,5.7449,,,,
823,K03060,,,0.6132599702144859,,,0.507,,,103.65839999999997,,,4.5403
824,K03070,,,0.6350562100037225,,,,,,102.0481,,,
825,K03071,,,0.6131632670434884,,,,,,24.662000000000003,,,
826,K03073,0.617,,0.6260974980307671,,,0.693,2.1098,,108.29729999999999,,,14.6037
827,K03075,,,0.6380243984700416,,,0.6092053147725193,,,66.4521,,,9.5365
828,K03076,,,0.6258758579410647,,,,,,88.07920000000001,,,
829,K03086,,,0.6579999999999999,,,,,,26.1667,,,
830,K03088,,,0.6876337635711708,0.6509999999999999,,0.7135148147114172,,,1849.4252999999997,1.9522,,41.4551
831,K03089,,,0.63,,,,,,25.3432,,,
832,K03092,,,0.5849059572901564,,,0.6494941246442385,,,107.38250000000001,,,8.7676
833,K03100,,,0.6591222812454927,,,,,,84.86059999999999,,,
834,K03101,,,0.6825217409061778,,,0.6503648641872677,,,72.2512,,,6.3359000000000005
835,K03105,,0.349,,,,,,4.4081,,,,
836,K03106,,0.38099999999999995,0.6946136434440783,,,,,6.0236,41.9622,,,
837,K03110,,,0.6970000000000001,,,,,,4.3615,,,
838,K03111,,,0.6827766305389878,,,0.7013538956588599,,,353.5357,,,40.1468
839,K03113,,,0.524,,,,,,2.5577,,,
840,K03116,,,0.6508822194869822,,,0.6728673122106347,,,61.1182,,,16.378700000000002
841,K03117,,,0.641385367344099,,,,,,13.886399999999998,,,
842,K03118,,,0.6490359069710112,,,0.662,,,141.14700000000002,,,3.8957
843,K03120,,0.392,,,,,,3.1046,,,,
844,K03124,,0.38434481805052356,,,,,,8.9336,,,,
845,K03136,,0.354,,,,,,5.1317,,,,
846,K03147,,,0.6156357481773251,,,,,,85.30749999999999,,,
847,K03149,,,0.6900080144130956,,,,,,30.600299999999997,,,
848,K03154,,,0.6953701365839021,,,,,,32.292899999999996,,,
849,K03168,,,0.6970000000000001,,,,,,5.786,,,
850,K03177,,,0.6731890720990521,,,,,,23.494,,,
851,K03179,,,0.684,,,,,,9.3519,,,
852,K03183,,,0.67,,,,,,6.2961,,,
853,K03186,,0.348,0.6799049577333016,,,,,3.5509,62.912000000000006,,,
854,K03187,,0.37,0.684,,,,,5.2966,6.4567,,,
855,K03188,,0.38,0.6729999999999999,,,,,4.8445,5.4815,,,
856,K03189,,0.42099999999999993,0.504,,,,,2.9395,15.72,,,
857,K03190,,0.434,0.746,,,,,2.9395,4.11,,,
858,K03192,,,0.6981192334130917,,,,,,13.434000000000001,,,
859,K03210,,,0.6267436076371067,,,0.6680342341793746,,,53.2195,,,26.670299999999997
860,K03216,,,0.5983730748128364,,,,,,36.44499999999999,,,
861,K03217,,,0.6109534490118985,,,,,,81.11110000000001,,,
862,K03236,,0.40299999999999986,,,,,,5.5222,,,,
863,K03237,,0.377,,,,,,3.8406,,,,
864,K03243,,0.38199999999999995,,,,,,2.8929,,,,
