,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts unclassified viruses,gene_countsUnclassified
389,K01129,,,0.649282246644078,,,,,,,,175.98610000000002,,,,,
390,K01142,,,0.5886243865079732,,,,,,,,39.466100000000004,,,,,
391,K01151,,,0.6541841005360096,,,,,,,,54.8991,,,,,
392,K01153,,,0.6140152978010619,,,,,,,,12.996400000000001,,,,,
393,K01154,,,0.5593642666685136,,,,,,,,8.4427,,,,,
394,K01159,,,0.671227381659248,,,,,,,,135.05759999999995,,,,,
395,K01166,,,0.6290622446420854,,,,,,,,19.7395,,,,,
396,K01174,,,0.655,,,,,,,,5.3279,,,,,
397,K01178,,,0.6365231866504023,,,,,,,,62.82509999999999,,,,,
398,K01179,,,0.639013008976655,,,,,0.6779999999999999,,,27.715700000000002,,,,,6.2266
399,K01181,,,0.5942583274684863,,,,,,,,50.364900000000006,,,,,
400,K01183,,,0.5516859499235828,,,,,,,,31.932599999999997,,,,,
401,K01185,,,0.563318860946954,,,,,0.591,,,9.8631,,,,,4.1346
402,K01186,,,0.5539999999999999,,,,,,,,5.7608,,,,,
403,K01187,,,0.7170000000000001,,,,,,,,8.702,,,,,
404,K01190,,,0.598,,,,,,,,9.1721,,,,,
405,K01191,,,0.5986758759769707,,,,,,,,16.9151,,,,,
406,K01194,,,0.5697880717415466,,,,,,,,31.295899999999996,,,,,
407,K01200,,,0.5890000000000001,,,,,,,,5.3618,,,,,
408,K01201,,,0.591591632557219,,,,,,,,19.2282,,,,,
409,K01202,,,0.6829999999999999,,,,,,,,7.3561,,,,,
410,K01206,,,0.5900688245694586,,,,,,,,391.3170999999999,,,,,
411,K01207,,,0.6234050276520827,,,,,,,,52.66159999999999,,,,,
412,K01209,,,0.599503695149475,,,,,,,,193.71919999999997,,,,,
413,K01214,,,0.5717780127303238,,,,,,,,26.2494,,,,,
414,K01218,,,0.6266012013508129,,,,,,,,31.430200000000003,,,,,
415,K01224,,,0.6015872898218486,,,,,,,,14.815,,,,,
416,K01235,,,0.573,,,,,,,,7.3663,,,,,
417,K01236,,,0.6281372108865639,,,,,,,,20.4785,,,,,
418,K01239,,,0.6158098594788461,,,,,0.61,,,167.9614,,,,,4.6862
419,K01241,,,0.599,,,,,,,,3.5868,,,,,
420,K01243,,,0.6170920559172385,,,,,0.613,,,30.1083,,,,,5.7858
421,K01246,,,0.6175898966527406,,,,,,,,75.5083,,,,,
422,K01247,,,0.6544880921432403,,,,,,,,55.01100000000001,,,,,
423,K01251,,0.703,0.6287721151020348,,,,,0.718,,3.7768,541.7659,,,,,4.7882
424,K01255,,,0.602400114525304,,,,,,,,23.110799999999998,,,,,
425,K01258,,,0.6484695856840145,,,,,,,,36.7958,,,,,
426,K01259,,,0.6320570931177472,,,,,,,,102.42739999999999,,,,,
427,K01262,,,0.6338422637833973,,,,,,,,29.750700000000002,,,,,
428,K01265,,,0.6356998637262752,,,,,,,,220.58160000000004,,,,,
429,K01266,,,0.6113957789744635,,,,,,,,136.16439999999997,,,,,
430,K01270,,,0.5953129279125516,,,,,,,,51.3477,,,,,
431,K01271,,,0.6659059961604508,,,,,,,,45.2177,,,,,
432,K01273,,,0.6047687704374235,,,,,,,,189.71570000000003,,,,,
433,K01277,,,0.578,,,,,,,,10.9471,,,,,
434,K01283,,,0.6072065097171762,,,,,,,,64.4997,,,,,
435,K01286,,,0.5984545703624645,,,,,,,,58.754200000000004,,,,,
436,K01295,,,0.6263461522375133,,,,,,,,58.856700000000004,,,,,
437,K01297,,,0.6245534533604613,,,,,,,,89.6215,,,,,
438,K01299,,,0.6434566588584182,,,,,,,,13.9525,,,,,
439,K01301,,,0.6003569765219036,,,,,,,,27.528100000000002,,,,,
440,K01302,,,0.6349866221042537,,,,,,,,52.6121,,,,,
441,K01303,,,0.6030590470817732,,,,,,,,47.330499999999994,,,,,
442,K01304,,,0.648,,,,,,,,3.7814,,,,,
443,K01322,,,0.6125492064344881,,,,,,,,32.794999999999995,,,,,
444,K01338,,,0.715,,,,,,,,10.4746,,,,,
445,K01354,,,0.6250978203768649,,,,,,,,29.1785,,,,,
446,K01356,,,0.6228063968955941,,,,,,,,148.5369,,,,,
447,K01358,,,0.6092112598262615,,,,,,,,347.6621,,,,,
448,K01406,,,0.657,,,,,,,,6.4477,,,,,
449,K01409,,,0.6719263228465157,,,,,,,,179.81990000000002,,,,,
450,K01419,,,0.6225925665849453,,,,,,,,136.1964,,,,,
451,K01423,,,0.5932687433154261,,,,,,,,69.8269,,,,,
452,K01424,,,0.6881981249802787,,,,,,,,7.1251999999999995,,,,,
453,K01425,,,0.642,,,,,,,,6.2661,,,,,
454,K01426,,,0.6314355312252942,,0.589,,,,,,219.15939999999995,,3.2694,,,
455,K01428,,,0.644,,,,,,,,13.4961,,,,,
456,K01429,,,0.6820517005810458,,,,,,,,15.2639,,,,,
457,K01430,,,0.680230573540848,,,,,,,,15.941600000000001,,,,,
458,K01431,,,0.6287070182851663,,,,,,,,27.6466,,,,,
459,K01432,,,0.6459999999999999,,,,,,,,3.4134,,,,,
460,K01433,,,0.6311307322349091,,,,,,,,41.8973,,,,,
461,K01434,,,0.603,,,,,,,,7.6244,,,,,
462,K01439,,,0.732,,,,,,,,9.05,,,,,
463,K01443,,,0.6411134456472631,,,,,,,,102.0543,,,,,
464,K01447,,,0.6278494401945387,,,,,,,,17.7626,,,,,
465,K01448,,,0.62651447101404,,,,,0.7044870988018488,,,290.8496999999999,,,,,5.7677
466,K01449,,,0.6471361684982584,,,,,,,,17.5613,,,,,
467,K01455,,,0.5906043480187945,,,,,,,,15.4864,,,,,
468,K01458,,,0.6719928261057284,,,,,0.6829999999999999,,,29.200400000000002,,,,,3.993
469,K01462,,,0.6111866289848263,,,,,,,,228.72250000000003,,,,,
470,K01463,,,0.6573731194703007,,,,,,,,41.086299999999994,,,,,
471,K01464,,,0.7040000000000001,,,,,,,,9.7077,,,,,
472,K01465,,,0.63,,,,,,,,5.5737,,,,,
473,K01468,,,0.6147174751534865,,,,,,,,26.3545,,,,,
474,K01470,,,0.6676939458974935,,,,,,,,100.0137,,,,,
475,K01473,,,0.721,,,,,,,,6.6025,,,,,
476,K01476,,,0.6208912535567397,,,,,,,,45.3836,,,,,
477,K01477,,,0.6622968176021934,,,,,,,,20.608199999999997,,,,,
478,K01478,,,0.6914414646548341,,,,,,,,38.9084,,,,,
479,K01480,,,0.6683826829397166,,,,,,,,40.9812,,,,,
480,K01482,,,0.5809208408369589,,,,,,,,10.5962,,,,,
481,K01483,,,0.6360917579532607,,,,,,,,10.2492,,,,,
482,K01485,,,0.65,,,,,,,,3.2729,,,,,
483,K01486,,,0.6890000000000001,,,,,,,,4.6285,,,,,
484,K01488,,,0.6170650467462278,,,,,,,,34.41009999999999,,,,,
485,K01489,,,0.6256664335123185,,0.725,,,,,,57.27440000000001,,2.6283,,,
486,K01491,,,0.742,,,,,,,,11.0804,,,,,
487,K01493,,,0.6329190568808276,,,,,,,,22.0922,,,,,
488,K01494,,,0.6018638627830962,,,,,,,,144.57639999999998,,,,,
489,K01495,,,0.6161312724944915,,0.595,,,,,,176.57489999999999,,8.2732,,,
490,K01496,,,0.6585105563915962,,,,,,,,17.9087,,,,,
491,K01497,,,0.6541133199100896,,,,,,,,77.0477,,,,,
492,K01501,,,0.6840435004857325,,,,,,,,14.2699,,,,,
493,K01506,,,0.632,,,,,,,,6.9324,,,,,
494,K01507,,,0.6128200392592154,,,,,,,,106.8158,,,,,
495,K01512,,,0.657026623331468,,,,,0.691,,,67.02610000000001,,,,,4.0508
496,K01515,,,0.6219671815991833,,,,,,,,47.9287,,,,,
497,K01520,,,0.6516590476665445,,,,,,,,51.4567,,,,,
498,K01521,,,0.5920000000000001,,,,,,,,2.5949,,,,,
499,K01523,,,0.6365459241327212,,,,,,,,7.306799999999999,,,,,
500,K01524,,,0.6592740489400275,,,,,,,,137.04940000000002,,,,,
501,K01525,,,0.6540897527041826,,,,,,,,24.3927,,,,,
502,K01531,,,0.5820000000000001,,,,,,,,20.6928,,,,,
503,K01545,,,0.528727598906311,,,,,0.5676315402432098,,,35.842,,,,,35.8826
504,K01546,,,0.6036806858252242,,,,,,,,680.2805000000001,,,,,
505,K01547,,,0.6059720779785833,,,,,,,,227.2958,,,,,
506,K01548,,,0.6032702458155218,,,,,0.6639999999999999,,,418.2026000000001,,,,,4.3516
507,K01551,,,0.6429268757553431,,,,,0.5913526034489104,,,211.46129999999997,,,,,11.8238
508,K01555,,,0.6471457348945038,,,,,,,,56.45809999999999,,,,,
509,K01556,,,0.6343784785470442,,,,,,,,68.40010000000001,,,,,
510,K01560,,,0.6226567078035968,,,,,,,,76.34769999999999,,,,,
511,K01561,,,0.6669071565901816,,,,,,,,27.316,,,,,
512,K01563,,,0.6406793058067657,,,,,,,,19.4778,,,,,
513,K01569,,,0.5915161891113141,,,,,,,,97.62660000000001,,,,,
514,K01574,,,0.6577414323706018,,,,,0.635,,,27.5675,,,,,3.4594
515,K01575,,,0.535,,,,,,,,3.0267,,,,,
516,K01579,,,0.5680082924561725,,,,,,,,21.060699999999997,,,,,
517,K01580,,,0.647,,,,,,,,8.9343,,,,,
518,K01581,,,0.6532646289844901,,,,,,,,31.9291,,,,,
519,K01586,,,0.6846257207809356,,,,,,,,37.0327,,,,,
520,K01588,,,0.6432319899541454,,,,,,,,104.28320000000002,,,,,
521,K01589,,,0.6799993979617107,,,,,,,,23.3559,,,,,
522,K01591,,,0.6623059572302626,,,,,,,,50.2949,,,,,
523,K01593,,,0.6254260063316345,,,,,,,,39.227599999999995,,,,,
524,K01595,,,0.6605946309930698,,,,,,,,323.33820000000003,,,,,
525,K01596,,,0.6349603703379978,,,,,,,,65.8163,,,,,
526,K01599,,,0.6334752616192418,,,,,,,,127.6566,,,,,
527,K01601,,,0.6013836450004247,,,,,,,,20.750300000000003,,,,,
528,K01602,,,0.5907257664176643,,,,,,,,56.3391,,,,,
529,K01607,,,0.6428651085996377,,,,,0.6339999852060602,,,265.281,,,,,36.027699999999996
530,K01609,,,0.607530799187024,,,,,,,,12.432,,,,,
531,K01610,,,0.6126983237244278,,,,,,,,183.45860000000002,,,,,
532,K01611,,,0.6940000000000001,,,,,,,,4.9731,,,,,
533,K01613,,,0.6087279155339738,,0.626,,,,,,82.7255,,6.8511,,,
534,K01619,,,0.6434585842631473,,,,,,,,113.4239,,,,,
535,K01620,,,0.6365604725703083,,,,,,,,103.65480000000001,,,,,
536,K01621,,,0.6022338409971952,,,,,,,,581.8342,,,,,
537,K01623,,,0.6308588146244049,,,,,,,,147.03439999999998,,,,,
538,K01624,,,0.6407119357211075,,,,,,,,111.9433,,,,,
539,K01625,,,0.5927431401536901,,,,,,,,54.533500000000004,,,,,
540,K01626,,,0.6684556767323266,,,,,,,,252.3139,,,,,
541,K01627,,,0.6283051804825006,,,,,,,,85.24860000000001,,,,,
542,K01628,,,0.6338411190175381,,,,,,,,62.391400000000004,,,,,
543,K01633,,,0.6599843579716066,,,,,0.723,,,33.12680000000001,,,,,4.7005
544,K01634,,,0.639,,,,,,,,8.1293,,,,,
545,K01635,,,0.5911100757530979,,,,,,,,76.49940000000001,,,,,
546,K01637,,,0.6408538655475281,,,,,,,,148.75969999999998,,,,,
547,K01638,,,0.6222479201161,,,,,,,,246.66720000000007,,,,,
548,K01640,,,0.637702955738238,,,,,,,,54.6708,,,,,
549,K01643,,,0.599,,,,,,,,20.5782,,,,,
550,K01644,,,0.6554553482023152,,,,,,,,120.0791,,,,,
551,K01646,,,0.617,,,,,,,,6.8257,,,,,
552,K01647,,,0.5782764015350256,,,,,,,,37.9316,,,,,
553,K01649,,,0.6615387610658425,,,,,,,,17.378800000000002,,,,,
554,K01652,,,0.6318700916371267,,,,,,,,19.7985,,,,,
555,K01653,,,0.6289400743490556,,,,,0.628,,,168.14369999999997,,,,,3.6036
556,K01657,,,0.649,,,,,,,,5.897,,,,,
557,K01658,,,0.6055869306176391,,,,,,,,57.400000000000006,,,,,
558,K01661,,,0.667,,,,,,,,8.9583,,,,,
559,K01662,,,0.6696957452967488,,,,,,,,96.35000000000001,,,,,
560,K01664,,,0.6007412679905166,,,,,,,,38.9345,,,,,
561,K01666,,,0.7190000000000001,,,,,0.5820000000000001,,,7.3079,,,,,2.8339
562,K01673,,,0.609370861127683,,,,,,,,174.6563,,,,,
563,K01676,,,0.7079586960174906,,,,,,,,26.005200000000002,,,,,
564,K01684,,,0.628924474753999,,,,,,,,12.053,,,,,
565,K01685,,,0.7340000000000002,,,,,,,,5.7934,,,,,
566,K01686,,,0.6123688035636198,,,,,,,,25.238900000000005,,,,,
567,K01687,,,0.628,,,,,,,,11.9844,,,,,
568,K01689,,,0.6373215913518046,,,,,,,,470.707,,,,,
569,K01692,,,0.6286633220413924,,,,,,,,95.42950000000002,,,,,
570,K01695,,,0.6486306665478605,,,,,,,,167.26129999999998,,,,,
571,K01697,,,0.629,,,,,,,,3.9397,,,,,
572,K01698,,,0.6556139093220409,,,,,,,,215.46010000000004,,,,,
573,K01703,,,0.624,,,,,,,,15.3313,,,,,
574,K01704,,,0.6219990246656243,,,,,,,,125.68529999999998,,,,,
575,K01707,,,0.66,,,,,,,,5.832,,,,,
576,K01709,,,0.5892337478009912,,,,,,,,33.825,,,,,
577,K01710,,,0.6189418310345901,,,,,,,,28.2687,,,,,
578,K01711,,,0.6306440073580306,,,,,,,,56.009299999999996,,,,,
579,K01712,,,0.6532267776170468,,,,,,,,113.59989999999999,,,,,
580,K01713,,,0.605,,,,,,,,4.5,,,,,
581,K01714,,,0.6469253781044303,,,,,,,,54.146100000000004,,,,,
582,K01715,,,0.607,,,,,,,,11.1719,,,,,
583,K01716,,,0.6199797264012176,,,,,,,,32.815000000000005,,,,,
584,K01719,,,0.6599256397548646,,,,,0.6378230803374065,,,144.0517,,,,,15.1005
585,K01720,,,0.6755940517810731,,,,,,,,24.5563,,,,,
586,K01721,,,0.601,,,,,,,,5.3922,,,,,
587,K01724,,,0.5896389112545846,,,,,0.6374578548846315,,,164.87279999999998,,,,,7.2673000000000005
588,K01725,,,0.675849223329965,,,,,,,,7.169700000000001,,,,,
589,K01726,,,0.612801062165623,,,,,,,,45.0805,,,,,
590,K01730,,,0.6138227240461592,,,,,,,,40.3856,,,,,
591,K01733,,,0.6475827695198628,,,,,,,,156.04670000000002,,,,,
592,K01734,,,0.6787605895018669,,,,,,,,31.9585,,,,,
593,K01735,,,0.6106369011270218,,,,,,,,36.072100000000006,,,,,
594,K01736,,,0.6579929180874697,,,,,,,,147.69140000000002,,,,,
595,K01737,,,0.5709291458918043,,,,,0.659,,,268.92169999999993,,,,,4.8563
596,K01738,,,0.5734984609572071,,,,,,,,12.480599999999999,,,,,
597,K01739,,,0.633,,,,,,,,9.1364,,,,,
598,K01740,,,0.6146116013862952,,,,,,,,26.0546,,,,,
599,K01745,,,0.6256129970224958,,,,,,,,60.2039,,,,,
600,K01749,,0.711,0.6597471163001766,,,,,,,2.6197,159.00920000000002,,,,,
601,K01751,,,0.731,,,,,,,,6.3571,,,,,
602,K01752,,,0.6748359305307866,,,,,,,,44.8848,,,,,
603,K01754,,,0.6690422641102726,,,,,,,,166.3459,,,,,
604,K01755,,,0.6486480288034178,,,,,,,,193.72939999999997,,,,,
605,K01756,,,0.6498157664458235,,,,,,,,23.0414,,,,,
606,K01759,,,0.617744779128904,,,,,,,,37.594500000000004,,,,,
607,K01761,,,0.633,,,,,,,,9.1364,,,,,
608,K01768,,,0.5698641792271573,,,,,,,,15.867999999999999,,,,,
609,K01772,,,0.6274965428270683,,,,,0.64,,,214.65359999999995,,,,,3.1765
610,K01775,,,0.6587052550845716,,,,,,,,161.5959,,,,,
611,K01776,,,0.6384781368338674,,,,,,,,101.33049999999999,,,,,
612,K01778,,,0.6462128255935302,,,,,0.7040000000000001,,,163.56309999999996,,,,,3.1944
613,K01779,,,0.6008236548927369,,,,,,,,37.8268,,,,,
614,K01783,,,0.63895220375289,,,,,,,,67.81670000000001,,,,,
615,K01784,,,0.6150639336840273,,,,,,,,65.2314,,,,,
616,K01785,,,0.6238250532710432,,,,,,,,204.0748,,,,,
617,K01790,,,0.5832849498461847,,,,,,,,49.53640000000001,,,,,
618,K01791,,,0.6450000000000001,,,,,,,,8.1374,,,,,
619,K01792,,,0.5674220902097613,,,,,,,,18.5839,,,,,
620,K01793,,,0.5627647159499412,,,,,,,,10.1625,,,,,
621,K01796,,,0.745,,,,,,,,8.1367,,,,,
622,K01799,,,0.5665490248271259,,,,,,,,9.4744,,,,,
623,K01800,,,0.6411849946618272,,,,,,,,32.296499999999995,,,,,
624,K01802,,,0.6166002951443335,,,,,,,,40.8779,,,,,
625,K01803,,,0.6387655326012288,,,,,0.741,,,157.29119999999998,,,,,4.0283
626,K01804,,,0.6243449186557917,,,,,,,,54.841800000000006,,,,,
627,K01805,,,0.6163169137807928,,,,,,,,26.207899999999995,,,,,
628,K01807,,0.585444823393899,0.6387868438524837,,,,,,,17.793799999999997,79.1679,,,,,
629,K01808,,,0.6432118162902859,,,,,,,,52.747699999999995,,,,,
630,K01809,,,0.6186403170195663,,,,,,,,152.62050000000002,,,,,
631,K01810,,,0.6280502101654534,,0.6185518586074044,,,,,,208.53979999999999,,15.2686,,,
632,K01811,,,0.5786368620491774,,,,,,,,22.675600000000003,,,,,
633,K01812,,,0.5735094313085906,,,,,,,,12.488399999999999,,,,,
634,K01815,,,0.631,,,,,,,,4.6634,,,,,
635,K01816,,,0.6413527226915404,,,,,,,,42.829299999999996,,,,,
636,K01817,,,0.6337413429316406,,,,,,,,43.0382,,,,,
637,K01820,,,0.6054537199687651,,,,,,,,25.8959,,,,,
638,K01821,,,0.6067825346247706,,,,,0.6576964797915068,,,96.91579999999999,,,,,13.6805
639,K01823,,,0.6581249112572842,,,,,,,,27.5222,,,,,
640,K01826,,,0.603,,,,,,,,2.811,,,,,
641,K01834,,0.736,0.6660414192079176,,,,,,,8.167,74.15110000000001,,,,,
642,K01838,,,0.6202239532975178,,,,,,,,38.621100000000006,,,,,
643,K01839,,,0.641926592822498,,,,,,,,35.6708,,,,,
644,K01845,,,0.6337537214815073,,,,,,,,130.57089999999997,,,,,
645,K01846,,,0.621,,,,,,,,3.2218,,,,,
646,K01848,,,0.624,,,,,,,,6.2776,,,,,
647,K01849,,,0.6321256270667104,,,,,,,,55.447900000000004,,,,,
648,K01854,,,0.645,,,,,,,,6.3976,,,,,
649,K01858,,,0.6017183458751343,,,,,,,,152.4166,,,,,
650,K01865,,,0.5434347607633221,,,,,,,,13.0182,,,,,
651,K01866,,,0.6108447140948018,,,,,,,,193.15849999999998,,,,,
652,K01867,,,0.6279781083790593,,,,,,,,189.8835,,,,,
653,K01868,,,0.6164977022323377,,,,,,,,368.4150999999999,,,,,
654,K01869,,,0.6482907428249869,,,,,,,,50.3712,,,,,
655,K01870,,,0.6031202577212538,,,,,,,,17.6293,,,,,
656,K01872,,,0.6325918290784582,,,,,,,,243.8398,,,,,
657,K01873,,,0.6361442948336966,,,,,,,,50.5758,,,,,
658,K01874,,,0.6308715950671422,,,,,,,,187.18499999999997,,,,,
659,K01875,0.6559999999999999,,0.6292711879801923,,,,,,4.3515,,272.0211,,,,,
660,K01876,,,0.673713428773185,,,,,,,,28.5964,,,,,
661,K01880,,,0.6601700485324035,,,,,,,,30.892799999999998,,,,,
662,K01881,,,0.613492595629314,,,,,,,,241.1166,,,,,
663,K01883,,,0.618,,,,,,,,4.8874,,,,,
664,K01885,,,0.6331302683410334,,,,,,,,36.960300000000004,,,,,
665,K01886,,,0.574,,,,,,,,21.5833,,,,,
666,K01887,,,0.63894881722583,,,,,,,,197.21019999999996,,,,,
667,K01889,,,0.6280909365867864,,,,,,,,238.26259999999996,,,,,
668,K01890,,,0.6528375959549951,,,,,,,,166.4621,,,,,
669,K01892,,,0.693,,,,,,,,4.5523,,,,,
670,K01894,,,0.612,,,,,,,,5.8111,,,,,
671,K01897,,,0.6330261625734249,,,,,,,,18.0456,,,,,
672,K01902,,,0.606,,,,,,,,14.5918,,,,,
673,K01903,,,0.5760000000000001,,,,,,,,14.5918,,,,,
674,K01907,,,0.708,,,,,,,,8.9796,,,,,
675,K01912,,,0.6616461454167288,,,,,,,,116.80590000000001,,,,,
676,K01914,,,0.5660357376324745,,,,,,,,20.8417,,,,,
677,K01915,,,0.6279155647665522,,,,,0.617,,,947.9658000000006,,,,,2.6342
678,K01918,,,0.635754204502419,,,,,,,,128.61989999999997,,,,,
679,K01919,,,0.6446987022804714,,,,,,,,70.4421,,,,,
680,K01920,,,0.6409527222596965,,,,,,,,46.452999999999996,,,,,
681,K01921,,,0.6237734934596343,,,,,,,,152.31570000000002,,,,,
682,K01923,,,0.6259576252008082,,,,,,,,146.8209,,,,,
683,K01924,,,0.6305977041017116,,,,,,,,53.416900000000005,,,,,
684,K01925,,,0.6161528809621084,,,,,,,,26.9346,,,,,
685,K01926,,,0.6387646667669656,,,,,,,,50.2457,,,,,
686,K01928,,,0.608,,,,,,,,11.3156,,,,,
687,K01929,,,0.608,,,,,,,,10.0204,,,,,
688,K01933,,,0.6388870877651606,,,,,,,,176.5829,,,,,
689,K01934,,,0.6796912310041177,,,,,,,,69.1856,,,,,
690,K01935,,,0.6626327865451411,,,,,,,,19.572799999999997,,,,,
691,K01937,,,0.6130455086156779,,0.617,,,,,,530.5335000000001,,6.1559,,,
692,K01939,,,0.6408323696657333,,,,,,,,253.66309999999996,,,,,
693,K01940,,,0.6314252712262235,,,,,,,,235.3861,,,,,
694,K01945,,,0.6552496631853734,,,,,,,,193.87400000000002,,,,,
695,K01950,,,0.622,,,,,,,,5.6996,,,,,
696,K01951,,0.635,0.6365619938206751,,,,,,,2.8034,364.0319000000001,,,,,
697,K01952,,,0.6430000000000001,,,,,,,,5.226,,,,,
698,K01953,,0.617,0.6012788767085547,,,,,0.512,,3.2224,488.11859999999996,,,,,2.9763
699,K01956,,,0.631,,,,,,,,8.1823,,,,,
700,K01961,,,0.607,,,,,,,,9.6155,,,,,
701,K01962,,,0.632085648016389,,,,,,,,47.7812,,,,,
702,K01963,,,0.594,,,,,,,,10.9414,,,,,
703,K01971,,,0.6202959667970468,,,,,,,,212.85079999999996,,,,,
704,K01972,,,0.6390879182848316,,,,,,,,332.8769000000001,,,,,
705,K01975,,,0.6317230753138365,,,,,0.694876727187911,,,87.8135,,,,,32.4474
706,K01990,,,0.6516170825907353,,,,,,,,507.5999999999999,,,,,
707,K01991,,,0.5932251767243366,,,,,0.61,,,272.05950000000007,,,,,3.7067
708,K01992,,,0.6044666874544866,,,,,,,,305.71520000000004,,,,,
709,K01993,,,0.5935132741044232,,,,,,,,14.852900000000002,,,,,
710,K01995,,,0.6505159324411491,,,,,,,,11.130299999999998,,,,,
711,K01996,,,0.6507251644419512,,,,,,,,68.42280000000001,,,,,
712,K01997,,0.69,0.6258837160800531,,,,,,,7.0416,233.85979999999998,,,,,
713,K01998,,,0.6455575832130933,,,,,,,,23.938000000000002,,,,,
714,K01999,,,0.5931779780205192,,,,,,,,70.057,,,,,
715,K02001,,,0.6495325483016006,,,,,,,,23.3901,,,,,
716,K02002,,,0.596,,,,,,,,7.5873,,,,,
717,K02003,,,0.654117770971585,,,,,,,,179.71359999999996,,,,,
718,K02004,,,0.6229822102907253,,,,,0.6931430001903276,,,2199.015799999999,,,,,55.222699999999996
719,K02005,,,0.5914727719632079,,,,,,,,87.1584,,,,,
720,K02007,,,0.6137616664835777,,,,,,,,28.2326,,,,,
721,K02012,,,0.674,,,,,,,,7.544,,,,,
722,K02013,,,0.679,,,,,,,,6.3929,,,,,
723,K02014,,,0.5964332289388107,,,,,,,,24.4634,,,,,
724,K02015,0.716,,0.6538924969078144,,,,,0.6709814304170459,5.2079,,54.8018,,,,,10.3249
725,K02016,,,0.6548597598952343,,,,,,,,19.6962,,,,,
726,K02018,,,0.6436473837412592,,,,,,,,30.481299999999997,,,,,
727,K02019,,,0.5964690221910776,,,,,,,,10.968499999999999,,,,,
728,K02020,,,0.6032200760180032,,,,,0.521,,,75.8424,,,,,14.9829
729,K02025,,,0.6562055586768285,,,,,,,,17.715700000000002,,,,,
730,K02026,,,0.6503166247675443,,,,,,,,11.886800000000001,,,,,
731,K02027,,,0.6640545758068087,,,,,,,,20.589199999999998,,,,,
732,K02028,,,0.595,,,,,,,,3.2964,,,,,
733,K02029,,,0.617,,,,,,,,2.7756,,,,,
734,K02030,,,0.6846339015558761,,,,,,,,12.152099999999999,,,,,
735,K02031,,,0.6974587841625374,,,,,,,,39.92,,,,,
736,K02032,,,0.6849152301061243,,,,,,,,25.2713,,,,,
737,K02033,,,0.640911914773448,,,,,,,,164.77389999999997,,,,,
738,K02034,0.593,,0.6581362428769981,,,,,,3.2074,,167.19700000000006,,,,,
739,K02035,,,0.6014089826515288,,,,,,,,34.706,,,,,
740,K02036,,0.6129011278476896,0.6109150967090631,,,,,,,16.1295,82.95320000000001,,,,,
741,K02037,,,0.6215318807439365,,,,,,,,53.418000000000006,,,,,
742,K02038,,,0.6298596418067247,,,,,,,,50.4537,,,,,
743,K02039,,,0.6168912092660062,,,,,,,,156.5383,,,,,
744,K02040,,,0.6045114988411182,,,,,,,,209.58980000000003,,,,,
745,K02042,,,0.5981627334583031,,,,,,,,13.7545,,,,,
746,K02044,,,0.5870000000000001,,,,,,,,5.8,,,,,
747,K02046,,,0.6369440342777934,,,,,,,,14.0718,,,,,
748,K02047,,,0.582405577591404,,,,,,,,10.8026,,,,,
749,K02049,,,0.6021865496380697,,,,,,,,62.58039999999999,,,,,
750,K02050,,,0.6271636974262237,,,,,,,,193.7675,,,,,
751,K02051,,,0.6250435590020881,,,,,0.687,,,127.227,,,,,7.1342
752,K02053,,,0.604,,,,,,,,8.7868,,,,,
753,K02055,,,0.575,,,,,,,,11.9059,,,,,
754,K02065,,,0.5846929943099627,,,,,,,,56.5748,,,,,
755,K02066,,,0.6094466941377048,,,,,0.5760000000000001,,,263.55240000000003,,,,,2.6852
756,K02067,,,0.5814174942121529,,,,,0.598,,,159.73009999999996,,,,,3.7106
757,K02078,,,0.5965843595481684,,,,,0.5774399408215437,,,369.39240000000007,,,,,27.8063
758,K02081,,,0.6581917839805108,,,,,,,,14.4336,,,,,
759,K02082,,,0.622,,,,,,,,6.9124,,,,,
760,K02106,,,0.5876074639720364,,,,,,,,43.5288,,,,,
761,K02108,,,0.5812918539128962,,,,,,,,133.7285,,,,,
762,K02109,,0.5529999999999999,0.6305831809448192,,,,,0.6370475187389698,,3.0675,182.8491,,,,,20.0253
763,K02110,,,0.6037398561426217,,,,,,,,88.75699999999999,,,,,
764,K02111,,,0.6149758359023086,,,,,,,,98.3753,,,,,
765,K02112,,,0.6216192406467709,,,,,,,,64.87440000000001,,,,,
766,K02113,,,0.6364932148053966,,,,,0.7212891509134167,,,146.49239999999998,,,,,8.0935
767,K02114,,,0.6248699306089206,,,,,,,,67.251,,,,,
768,K02115,,,0.6776857068929445,,,,,,,,18.7371,,,,,
769,K02116,,,0.6062152564505844,,,,,0.5514304932735425,,,64.98960000000001,,,,,12.177
770,K02160,,,0.6050780197376125,,,,,,,,108.15290000000002,,,,,
771,K02167,,,0.6407265213741706,,,,,,,,21.121299999999998,,,,,
772,K02169,,,0.6820843664332781,,,,,,,,9.2043,,,,,
773,K02171,,,0.5976552922874863,,,,,,,,184.97449999999995,,,,,
774,K02172,,,0.6169276644814353,,,,,0.7190000000000001,,,35.6276,,,,,5.0477
