,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
377,K01633,,,0.686489811722028,,,,,,,,,9.0601,,,,,,
378,K01637,,,0.6877507126749767,,,,,,,,,108.04310000000001,,,,,,
379,K01638,,,0.6660979039547851,,,,,,,,,87.2793,,,,,,
380,K01640,,,0.7354820853388334,,,,,,,,,33.8559,,,,,,
381,K01644,,0.687,0.687,,,,,,,,4.6468,9.0826,,,,,,
382,K01653,,,0.6496868334987154,,,,,,,,,75.2417,,,,,,
383,K01657,,,0.725,,,,,,,,,6.5094,,,,,,
384,K01658,,,0.6394206545534133,,,,,,,,,9.3805,,,,,,
385,K01661,,,0.71,,,,,,,,,11.1919,,,,,,
386,K01662,,,0.653158573488079,,,,,,,,,14.537099999999999,,,,,,
387,K01664,,,0.665,,,,,,,,,4.9749,,,,,,
388,K01666,,,0.6924590612211357,,,,,,,,,17.484,,,,,,
389,K01673,,,0.6701524261477914,,,,,,,,,84.18900000000001,,,,,,
390,K01676,,,0.682,,,,,,,,,14.6835,,,,,,
391,K01689,,,0.6439880012099194,,,,,,,,,96.42869999999999,,,,,,
392,K01692,,,0.7089239517619613,,,,,,,,,12.41,,,,,,
393,K01695,,,0.6877916713412183,,,,,,,,,37.406200000000005,,,,,,
394,K01697,,,0.701,,,,,,,,,6.4662,,,,,,
395,K01698,,,0.7091867742171161,,,,,,,,,46.4918,,,,,,
396,K01704,,0.7290000000000001,0.6857840413747636,,,,,,,,2.4223,20.3284,,,,,,
397,K01711,,,0.6829999999999999,,,,,,,,,8.2691,,,,,,
398,K01712,,,0.6925092748859567,,,,,,,,,28.2864,,,,,,
399,K01715,,,0.688,,,,,,,,,6.3891,,,,,,
400,K01719,,,0.7145465692865763,,,,,,,,,30.011200000000002,,,,,,
401,K01720,,,0.644,,,,,,,,,8.5829,,,,,,
402,K01721,,,0.6724439702553541,,,,,,,,,8.0106,,,,,,
403,K01724,,,0.5980338864220368,,,,,,,,,33.1888,,,,,,
404,K01728,,,0.635,,,,,,,,,4.7315,,,,,,
405,K01729,,,0.662,,,,,,,,,2.3468,,,,,,
406,K01733,,,0.6768215444989913,,,,,,,,,11.0885,,,,,,
407,K01734,,,0.669,,,,,,,,,6.8949,,,,,,
408,K01735,,,0.7609999999999999,,,,,,,,,5.1944,,,,,,
409,K01736,,,0.712654020673165,,,,,,,,,31.6975,,,,,,
410,K01737,,,0.6291266482993577,,,,,,,,,78.5787,,,,,,
411,K01738,,,0.701,,,,,,,,,6.4662,,,,,,
412,K01739,,,0.6829999999999999,,,,,,,,,5.5859,,,,,,
413,K01740,,,0.673,,,,,,,,,3.6949,,,,,,
414,K01744,,,0.679,,,,,,,,,5.6658,,,,,,
415,K01749,,,0.7107322801688211,,,,,,,,,15.3459,,,,,,
416,K01752,,,0.6771269696356971,,,,,,,,,70.1143,,,,,,
417,K01754,,,0.7180643545122718,,,,,,,,,21.2803,,,,,,
418,K01755,,,0.6859737999742236,,,,,,,,,76.48120000000002,,,,,,
419,K01756,,,0.6609999999999999,,,,,,,,,5.337,,,,,,
420,K01758,,,0.6829999999999999,,,,,,,,,5.5859,,,,,,
421,K01759,,,0.573,,,,,,,,,6.8379,,,,,,
422,K01760,,,0.6829999999999999,,,,,,,,,5.5859,,,,,,
423,K01772,,,0.6597509114455444,,,,,,,,,26.7397,,,,,,
424,K01775,,,0.6872316431131743,,,,,,,,,25.5019,,,,,,
425,K01776,,,0.7038393531650747,,,,,,,,,16.619500000000002,,,,,,
426,K01778,,,0.6857173364444963,,,,,,,,,36.9083,,,,,,
427,K01779,,,0.6959335411902751,,,,,,,,,10.975900000000001,,,,,,
428,K01781,,,0.745,,,,,,,,,7.1578,,,,,,
429,K01783,,,0.6501036895941752,,,,,,,,,22.7055,,,,,,
430,K01784,,,0.7051018941322017,,,,,,,,,12.2372,,,,,,
431,K01785,,,0.6730018370678352,,,,,,,,,39.5998,,,,,,
432,K01790,,,0.6674135762030773,,,,,,,,,9.5049,,,,,,
433,K01792,,,0.713,,,,,,,,,4.9247,,,,,,
434,K01796,,,0.76,,,,,,,,,4.1197,,,,,,
435,K01799,,,0.6184468854698019,,,,,,,,,9.2151,,,,,,
436,K01800,,,0.5579999999999999,,,,,,,,,2.5373,,,,,,
437,K01802,,,0.6844029403747091,,,,,,,,,10.9346,,,,,,
438,K01803,,,0.6989662241805589,,,,,,,,,47.89719999999999,,,,,,
439,K01804,,,0.695982147079071,,,,,,,,,23.5871,,,,,,
440,K01805,,,0.6932848716067549,,,,,,,,,16.8213,,,,,,
441,K01807,,,0.7054347103534079,,,,,,,,,16.5014,,,,,,
442,K01808,,,0.6955659559625625,,,,,,,,,9.209900000000001,,,,,,
443,K01809,,,0.7162064142195271,,,,,,,,,20.6676,,,,,,
444,K01810,,,0.6520002542001911,,0.679,,,,,,,132.6528,,5.1482,,,,
445,K01812,,,0.71,,,,,,,,,7.1081,,,,,,
446,K01814,,,0.73,,,,,,,,,5.9688,,,,,,
447,K01815,,,0.701,,,,,,,,,5.839,,,,,,
448,K01816,,,0.742,,,,,,,,,5.4758,,,,,,
449,K01820,,,0.688,,,,,,,,,9.0598,,,,,,
450,K01821,,,0.6008082869210026,,,,,,,,,36.8275,,,,,,
451,K01823,,,0.7112342403956178,,,,,,,,,13.263300000000001,,,,,,
452,K01826,,,0.578,,,,,,,,,6.9189,,,,,,
453,K01834,,,0.6588992043870104,,,,,,,,,22.927500000000002,,,,,,
454,K01838,,,0.6819999999999999,,,,,,,,,8.7208,,,,,,
455,K01839,,,0.6786666104213165,,,,,,,,,25.4698,,,,,,
456,K01845,,,0.7178492939356053,,,,,,,,,19.021199999999997,,,,,,
457,K01849,,,0.6966204429715223,,,,,,,,,33.0159,,,,,,
458,K01854,,,0.6620205559831008,,,,,,,,,60.98419999999999,,,,,,
459,K01858,,,0.654879958809776,,,,,,,,,183.03730000000004,,,,,,
460,K01866,,,0.6522787273678772,,,,,,,,,67.72749999999999,,,,,,
461,K01867,,,0.6536967172172484,,,,,,,,,78.18870000000001,,,,,,
462,K01868,,,0.6589570728406571,,,,,,,,,84.33330000000001,,,,,,
463,K01869,,,0.6438274472094005,,,,,,,,,25.0312,,,,,,
464,K01872,,,0.6581529693444412,,,,,,,,,142.36820000000003,,,,,,
465,K01874,,,0.6457716392298442,,,,,,,,,10.2788,,,,,,
466,K01875,,,0.6790275618018037,,,,,,,,,65.5659,,,,,,
467,K01876,,,0.6894193583521726,,,,,,,,,39.569,,,,,,
468,K01880,,,0.6580600852775025,,,,,,,,,29.101200000000002,,,,,,
469,K01881,,,0.6603900818402739,,,,,,,,,78.40440000000001,,,,,,
470,K01883,,,0.691,,,,,,,,,6.1716,,,,,,
471,K01886,,,0.705,,,,,,,,,5.7747,,,,,,
472,K01887,,,0.6802075115033493,,,,,,,,,39.055800000000005,,,,,,
473,K01889,,,0.6628126202484955,,,,,,,,,54.360299999999995,,,,,,
474,K01890,,,0.7075495090728234,,,,,,,,,39.6369,,,,,,
475,K01892,,,0.6940000000000001,,,,,,,,,7.1962,,,,,,
476,K01893,,,0.679,,,,,,,,,5.4981,,,,,,
477,K01902,,,0.607,,,,,,,,,6.9416,,,,,,
478,K01903,,,0.662,,,,,,,,,6.6271,,,,,,
479,K01912,,,0.6736784880482564,,,,,,,,,70.8301,,,,,,
480,K01915,,,0.6696074925411726,,,,,,0.771,,,526.0033999999997,,,,,,2.4564
481,K01918,,,0.7159998611535572,,,,,,,,,26.126800000000003,,,,,,
482,K01919,,,0.7286072427140984,,,,,,,,,10.2591,,,,,,
483,K01920,,,0.613,,,,,,,,,4.0842,,,,,,
484,K01921,,,0.6827154247354348,,,,,,,,,27.5389,,,,,,
485,K01923,,,0.702196671087856,,,,,,,,,40.2372,,,,,,
486,K01924,,,0.701,,,,,,,,,4.9549,,,,,,
487,K01925,,,0.7240000000000001,,,,,,,,,6.077,,,,,,
488,K01926,,,0.6833129857603214,,,,,,,,,53.4208,,,,,,
489,K01933,,,0.6867368161721097,,,,,,,,,24.9056,,,,,,
490,K01934,,,0.7160994857042049,,,,,,,,,35.1918,,,,,,
491,K01935,,,0.7290000000000001,,,,,,,,,5.2616,,,,,,
492,K01937,,,0.6530662410039845,,,,,,,,,248.0553,,,,,,
493,K01939,,,0.6841587858495208,,,,,,,,,107.72990000000001,,,,,,
494,K01940,,,0.6803426318967152,,,,,,,,,173.7741,,,,,,
495,K01945,,,0.7040011938356625,,,,,,,,,37.0416,,,,,,
496,K01951,,,0.6694706977565311,,,,,,,,,202.44240000000002,,,,,,
497,K01953,,,0.7025263149856423,,,,,,,,,109.70439999999996,,,,,,
498,K01956,,,0.716,,,,,,,,,5.9991,,,,,,
499,K01963,,,0.6571566158266542,,,,,,,,,26.641199999999998,,,,,,
500,K01971,,,0.6984751876697722,,,,,,,,,45.4508,,,,,,
501,K01972,,,0.6859898083143048,,,,,,,,,76.06280000000001,,,,,,
502,K01975,,,0.7014910264616309,,,,,,,,,13.966899999999999,,,,,,
503,K01990,,,0.7074838117858763,,,,,,,,,76.003,,,,,,
504,K01991,,,0.686873629797674,,,,,,0.7286299725626312,,,12.5133,,,,,,10.5845
505,K01992,,,0.6835191382957915,,,,,,,,,22.8691,,,,,,
506,K01996,,,0.671908935063396,,,,,,,,,30.665799999999997,,,,,,
507,K01997,,,0.6408769401740501,,,,,,,,,113.24450000000002,,,,,,
508,K01998,,,0.625893741508592,,,,,,,,,19.5865,,,,,,
509,K01999,,,0.6312429486482166,,,,,,,,,30.0472,,,,,,
510,K02003,,,0.7019395968074456,,,,,,,,,32.553,,,,,,
511,K02004,,,0.6734456632808695,,,,,,0.573,,,288.0506999999999,,,,,,2.7674
512,K02005,,,0.711,,,,,,,,,6.1301,,,,,,
513,K02011,,,0.705,,,,,,,,,4.985,,,,,,
514,K02012,,,0.715,,,,,,,,,5.0534,,,,,,
515,K02013,,,0.7333540934044077,,,,,,,,,10.7247,,,,,,
516,K02014,,,0.7302773319025554,,,,,,,,,30.656899999999997,,,,,,
517,K02015,,,0.7117245422990597,,,,,,,,,14.3885,,,,,,
518,K02018,,,0.7040000000000001,,,,,,,,,6.5993,,,,,,
519,K02020,,,0.6633498879956279,,,,,,,,,20.621299999999998,,,,,,
520,K02025,,,0.6615832761732334,,,,,,,,,29.9605,,,,,,
521,K02026,,,0.643018468840607,,,,,,,,,19.3049,,,,,,
522,K02027,,,0.71,,,,,,,,,5.408,,,,,,
523,K02028,,,0.701,,,,,,,,,11.2759,,,,,,
524,K02029,,,0.7070000000000001,,,,,,,,,7.8743,,,,,,
525,K02030,,,0.6664143031568723,,,,,,,,,15.3236,,,,,,
526,K02033,,,0.6521295355845103,,,,,,,,,90.63750000000002,,,,,,
527,K02034,,,0.6690221733523993,,,,,,,,,75.25890000000001,,,,,,
528,K02035,,,0.6933563555891572,,,,,,,,,20.3121,,,,,,
529,K02036,,,0.6661687591810872,,,,,,,,,10.7521,,,,,,
530,K02038,,,0.6970000000000001,,,,,,,,,6.3407,,,,,,
531,K02039,,,0.62830829733784,,,,,,,,,38.408100000000005,,,,,,
532,K02040,,,0.6308408580722749,,,,,,,,,75.69049999999999,,,,,,
533,K02042,,,0.6067480855145206,,,,,,,,,8.0329,,,,,,
534,K02047,,,0.691,,,,,,,,,8.0377,,,,,,
535,K02049,,,0.638,,,,,,,,,6.5668,,,,,,
536,K02050,,,0.632134679750484,,,,,,,,,92.65540000000001,,,,,,
537,K02051,,,0.679,,,,,,,,,7.561,,,,,,
538,K02065,,,0.6517032121905786,,,,,,,,,38.1508,,,,,,
539,K02066,,,0.6588518844636985,,,,,,,,,128.5983,,,,,,
540,K02067,,,0.6838908519703226,,,,,,,,,41.873999999999995,,,,,,
541,K02078,,,0.5960118510121121,,,,,,0.6629444698204378,,,99.26410000000003,,,,,,14.833499999999999
542,K02081,,,0.7185085481307117,,,,,,,,,11.8396,,,,,,
543,K02108,,,0.6489970859634674,,,,,,,,,25.9679,,,,,,
544,K02109,,,0.6738412033243366,,,,,,0.75,,,10.3376,,,,,,4.1209
545,K02110,,,0.66701265315952,,,,,,,,,20.4337,,,,,,
546,K02111,,,0.679,,,,,,,,,54.6397,,,,,,
547,K02112,,,0.6679999999999999,,,,,,,,,30.52,,,,,,
548,K02113,,,0.6514751871463391,,,,,,,,,36.0348,,,,,,
549,K02114,,,0.6105958054090884,,,,,,,,,6.4221,,,,,,
550,K02116,,,0.6730825302599607,,,,,,,,,21.281,,,,,,
551,K02128,,,,,0.35100000000000003,,,,,,,,,5.0248,,,,
552,K02160,,,0.6266589368487284,,,,,,,,,11.7691,,,,,,
553,K02171,,,0.6885251167461425,,,,,,,,,47.1082,,,,,,
554,K02172,,,0.7031091511592292,,,,,,,,,11.0656,,,,,,
555,K02188,,,0.6961467640064384,,,,,,,,,11.6274,,,,,,
556,K02194,,,0.6872863057445645,,,,,,0.695,,,10.5619,,,,,,4.4039
557,K02195,,,0.6603367370550918,,,,,,,,,46.51800000000001,,,,,,
558,K02196,,,,,,,,,0.6890000000000001,,,,,,,,,7.3541
559,K02197,,,0.6623237053017215,,,,,,,,,21.038,,,,,,
560,K02199,,,0.6805766220229527,,,,,,,,,49.3391,,,,,,
561,K02200,,,0.6792135912692445,,,,,,,,,12.884900000000002,,,,,,
562,K02204,,,0.615035316013786,,,,,,,,,13.136,,,,,,
563,K02221,,,0.573629832464155,,,,,,0.5891561945176698,,,23.495099999999997,,,,,,3.6256000000000004
564,K02224,,,0.6579999999999999,,,,,,,,,2.3596,,,,,,
565,K02226,,,0.6759999999999999,,,,,,,,,6.6721,,,,,,
566,K02227,,,0.74,,,,,,,,,4.3405,,,,,,
567,K02231,,,0.752,,,,,,,,,5.0196,,,,,,
568,K02232,,,0.734093910515166,,,,,,,,,14.4457,,,,,,
569,K02237,,,0.757,,,,,,,,,4.4494,,,,,,
570,K02238,,,0.6829901394649448,,0.723,,,,,,,27.887700000000002,,5.7803,,,,
571,K02242,,,0.7063321080527276,,,,,,,,,16.1303,,,,,,
572,K02257,,,0.6778145763684077,,,,,,,,,28.4696,,,,,,
573,K02258,,,0.6351755335144378,,,,,,,,,27.601300000000002,,,,,,
574,K02259,,,0.7266496304183399,,,,,,,,,11.6249,,,,,,
575,K02275,,,0.69,,,,,,,,,6.3725,,,,,,
576,K02276,,,0.629428876389112,,0.301,,,,,,,36.6517,,6.9765,,,,
577,K02277,,,0.6290152373032663,,,,,,,,,12.5472,,,,,,
578,K02279,,,0.6537403745813684,,,,,,,,,20.1338,,,,,,
579,K02281,,,0.657,,,,,,,,,4.2529,,,,,,
580,K02282,,,0.6581973009670937,,,,,,,,,14.186700000000002,,,,,,
581,K02283,,,0.6777115971600464,,,,,,,,,34.2401,,,,,,
582,K02300,,,0.59,,,,,,,,,3.4361,,,,,,
583,K02302,,,0.74,,,,,,,,,6.5152,,,,,,
584,K02303,,,0.7414085177032606,,,,,,,,,11.8329,,,,,,
585,K02304,,,0.6889732394677969,,,,,,,,,12.9836,,,,,,
586,K02313,,,0.6534355046842206,,,,,,,,,126.31639999999999,,,,,,
587,K02314,,,0.6773074297949704,,,,,,,,,66.6671,,,,,,
588,K02316,,,0.6858089514193073,,,,,,0.48799999999999993,,,70.95330000000001,,,,,,4.6956
589,K02338,,,0.6686748770452885,,,,,,0.453,,,109.4201,,,,,,4.2764
590,K02340,,,0.7245240340427564,,,,,,0.7190000000000001,,,6.5504999999999995,,,,,,2.1396
591,K02342,,,0.6686026240420812,,,,,,,,,11.7949,,,,,,
592,K02343,,,0.6818898362985398,,,,,,,,,63.5356,,,,,,
593,K02351,,,0.6779999999999999,,,,,,,,,6.5764,,,,,,
594,K02355,,,0.674,,,,,,,,,6.3023,,,,,,
595,K02356,,,0.6314338622770121,,,,,,,,,80.7845,,,,,,
596,K02357,,,0.6543267919586925,,,,,,,,,36.5031,,,,,,
597,K02358,,,0.6540379606655387,,,,,,,,,206.28459999999998,,,,,,
598,K02372,,,0.6483477910136742,,,,,,,,,20.7876,,,,,,
599,K02377,,,0.6621972687157565,,,,,,,,,18.5128,,,,,,
600,K02379,,,0.73,,,,,,,,,7.9977,,,,,,
601,K02380,,,0.6970000000000001,,,,,,,,,2.8963,,,,,,
602,K02385,,,,,,,,,0.412,,,,,,,,,1.4612
603,K02388,,,0.624,,,,,,,,,9.1663,,,,,,
604,K02389,,,0.613,,,,,,,,,2.089,,,,,,
605,K02393,,,0.6252108943144297,,,,,,,,,25.7567,,,,,,
606,K02394,,,0.6562488115279735,,,,,,,,,21.633200000000002,,,,,,
607,K02395,,,0.6351574149485951,,,,,,,,,17.973,,,,,,
608,K02396,,,0.682,,,,,,,,,3.1957,,,,,,
609,K02403,,,0.66,,,,,,,,,4.2225,,,,,,
610,K02405,,,0.6889515557960004,,,,,,,,,20.826700000000002,,,,,,
611,K02406,,,0.6591598433213793,,,,,,,,,11.398,,,,,,
612,K02409,,,0.6748896062779762,,,,,,,,,19.9493,,,,,,
613,K02410,,,0.6463866381084876,,,,,,,,,45.0816,,,,,,
614,K02413,,,0.659,,,,,,0.674,,,7.2584,,,,,,2.8252
615,K02415,,,0.6409999999999999,,,,,,0.7120000000000001,,,2.8692,,,,,,1.8142
616,K02416,,,0.6336063949418614,,,,,,,,,48.03999999999999,,,,,,
617,K02417,,,0.6393863794097998,,,,,,,,,27.200899999999997,,,,,,
618,K02419,,,0.645,,,,,,,,,3.1696,,,,,,
619,K02420,,,0.603,,,,,,,,,9.74,,,,,,
620,K02422,,,0.7160000000000001,,,,,,,,,2.6563,,,,,,
621,K02426,,,0.6830094051482782,,,,,,,,,23.126200000000004,,,,,,
622,K02428,,,0.7440000000000001,,,,,,,,,7.0571,,,,,,
623,K02429,,,0.5899999999999999,,,,,,,,,3.1268,,,,,,
624,K02431,,,0.583,,,,,,,,,3.1022,,,,,,
625,K02435,,,0.6711813814926908,,,,,,,,,14.6221,,,,,,
626,K02437,,,0.6600208697206112,,,,,,,,,36.173500000000004,,,,,,
627,K02444,,,0.6730327885136066,,,,,,,,,7.992699999999999,,,,,,
628,K02448,,,0.71,,,,,,,,,4.3464,,,,,,
629,K02452,,,0.6459999999999999,,,,,,,,,3.7506,,,,,,
630,K02456,,,0.6620052591743407,,,,,,,,,9.7619,,,,,,
631,K02477,,,0.7028410745961463,,,,,,,,,14.6421,,,,,,
632,K02478,,,0.6990000000000002,,,,,,,,,5.1159,,,,,,
633,K02480,,,0.7273405943424842,,,,,,,,,10.9069,,,,,,
634,K02481,,,0.684,,,,,,,,,6.7701,,,,,,
635,K02483,,,0.6771950538034791,,,,,,,,,39.0736,,,,,,
636,K02492,,0.774,0.715352030668391,,,,,,,,2.1816,39.0985,,,,,,
637,K02500,,,0.7314983690510476,,,,,,,,,18.5599,,,,,,
638,K02501,,,0.71,,,,,,,,,5.8693,,,,,,
639,K02503,,,0.679081982989034,,,,,,,,,42.751599999999996,,,,,,
640,K02510,,,0.6610460661219443,,,,,,,,,43.611999999999995,,,,,,
641,K02517,,,0.7409999999999999,,,,,,,,,6.1185,,,,,,
642,K02518,,,0.6088841597967304,,,,,,,,,60.80089999999999,,,,,,
643,K02519,,,0.679710012428185,,,,,,,,,47.6507,,,,,,
644,K02520,,,0.6273286789922106,,,,,,,,,124.5354,,,,,,
645,K02527,,,0.6770953899367183,,,,,,,,,29.326099999999997,,,,,,
646,K02529,,,0.733,,,,,,,,,7.4631,,,,,,
647,K02533,,,0.6479524797892438,,,,,,,,,6.8797,,,,,,
648,K02536,,,0.7244211404041219,,,,,,,,,10.2325,,,,,,
649,K02556,,,0.6157837455374127,,,,,,,,,31.474999999999998,,,,,,
650,K02557,,,0.685,,,,,,,,,4.5202,,,,,,
651,K02558,,,0.701,,,,,,,,,4.9549,,,,,,
652,K02563,,,0.723,,,,,,,,,6.1481,,,,,,
653,K02564,,,0.68,,,,,,,,,4.6585,,,,,,
654,K02600,,,0.6818475079011661,,,,,,,,,201.54010000000002,,,,,,
655,K02601,,,0.6439866100026792,,,,,,,,,115.5534,,,,,,
656,K02609,,,0.6715210616611378,,,,,,,,,70.8441,,,,,,
657,K02610,,,0.693104429701485,,,,,,,,,17.6888,,,,,,
658,K02611,,,0.6200323463732333,,,,,,,,,15.613400000000002,,,,,,
659,K02614,,,0.7290000000000001,,,,,,,,,6.8805,,,,,,
660,K02616,,,0.7255931053890036,,,,,,,,,24.712699999999998,,,,,,
661,K02624,,,0.7221195621892631,,,,,,,,,21.279,,,,,,
662,K02638,,,0.7009324106767688,,,,,,0.677,,,8.2311,,,,,,6.0771
663,K02651,,,0.6042878169487306,,,,,,0.6427677055420575,,,15.120600000000001,,,,,,9.0337
664,K02657,,,0.6123078538318507,,,,,,,,,7.1875,,,,,,
665,K02662,,,0.6610448560525471,,,,,,,,,16.0651,,,,,,
666,K02664,,,0.6218083846140053,,,,,,,,,7.716100000000001,,,,,,
667,K02669,,,0.6723079978887074,,,,,,,,,14.5018,,,,,,
668,K02672,,,0.736,,,,,,,,,4.0356,,,,,,
669,K02674,,,0.6459999999999999,,,,,,,,,2.079,,,,,,
670,K02687,,,0.7051487603874554,,,,,,,,,8.183399999999999,,,,,,
671,K02784,,,0.6237389048754558,,,,,,,,,12.2456,,,,,,
672,K02793,,,0.6143867374019093,,,,,,,,,14.0776,,,,,,
673,K02825,,,0.7294756954032897,,,,,,,,,18.4692,,,,,,
674,K02834,,,0.6529528366996656,,,,,,,,,42.3536,,,,,,
675,K02835,,,0.7,,,,,,,,,7.0333,,,,,,
676,K02836,,,0.6779999999999999,,,,,,,,,11.8856,,,,,,
677,K02838,,,0.6439948539424607,,,,,,,,,66.0667,,,,,,
678,K02851,,,0.6932968544937769,,,,,,,,,8.1393,,,,,,
679,K02860,,,0.7064097781878061,,,,,,,,,15.014399999999998,,,,,,
680,K02862,,,0.6779999999999999,,,,,,,,,6.5764,,,,,,
681,K02863,,,0.677598005102398,,,,,,,,,84.1836,,,,,,
682,K02864,,,0.6577908956352168,,,,,,,,,51.3745,,,,,,
683,K02867,,,0.6340657420042501,,,,,,,,,68.7289,,,,,,
684,K02871,,,0.6418058087138915,,,,,,,,,85.7581,,,,,,
685,K02874,,,0.6612693917100512,,,,,,,,,72.28349999999999,,,,,,
686,K02876,,,0.6863152041902519,,,,,,,,,33.2542,,,,,,
687,K02878,,,0.671837788495418,,,,,,,,,111.7489,,,,,,
688,K02879,,,0.653525721436977,,,,,,,,,26.4653,,,,,,
689,K02881,,,0.6635487019439323,,,,,,,,,42.839600000000004,,,,,,
690,K02884,,,0.6726912223385294,,,,,,,,,60.35240000000001,,,,,,
691,K02886,,,0.6980063179378319,,,,,,,,,122.08529999999999,,,,,,
692,K02887,,,0.6289860013953213,,,,,,,,,90.52089999999998,,,,,,
693,K02888,,,0.6331476555708753,,,,,,0.604,,,37.7906,,,,,,5.4534
694,K02890,,,0.6727685373600137,,,,,,,,,55.3014,,,,,,
695,K02892,,,0.6328658455257736,,,,,,,,,52.51740000000001,,,,,,
696,K02895,,,0.633677832621809,,,,,,,,,93.1607,,,,,,
697,K02897,,,0.6728116372199995,,,,,,,,,40.908100000000005,,,,,,
698,K02899,,,0.6109906393790231,,,,,,,,,31.903800000000004,,,,,,
699,K02902,,,0.6514710689432355,,,,,,,,,35.174499999999995,,,,,,
700,K02904,,,0.6519318456717945,,,,,,,,,50.11279999999999,,,,,,
701,K02906,,,0.6541021957541884,,,,,,,,,86.276,,,,,,
702,K02907,,,0.660141777463578,,,,,,,,,30.180100000000003,,,,,,
703,K02909,,,0.6188625514410362,,,,,,,,,37.7335,,,,,,
704,K02911,,,0.6420795228292452,,,,,,,,,22.3836,,,,,,
705,K02913,,,0.5677917119891169,,,,,,,,,29.612499999999997,,,,,,
706,K02916,,,0.5923262081264774,,,,,,,,,67.02430000000001,,,,,,
707,K02919,,,0.596665762727086,,,,,,,,,34.0843,,,,,,
708,K02926,,,0.7089138728799179,,,,,,,,,24.462400000000002,,,,,,
709,K02931,,,0.6341916819404217,,,,,,,,,93.42550000000001,,,,,,
710,K02933,,,0.6567977451702021,,,,,,,,,38.2873,,,,,,
711,K02935,,,0.6734341751517989,,,,,,,,,36.8274,,,,,,
712,K02939,,,0.6887014976098654,,,,,,,,,32.9947,,,,,,
713,K02945,,,0.6274068717558214,,,,,,,,,183.756,,,,,,
714,K02946,,,0.6333497528468999,,,,,,,,,146.5873,,,,,,
715,K02948,,,0.6894669187697655,,,,,,,,,102.53639999999999,,,,,,
716,K02950,,,0.6554655196699425,,,,,,,,,143.5481,,,,,,
717,K02952,,,0.6599920889338944,,,,,,,,,47.159,,,,,,
718,K02954,,,0.6461055753855092,,,,,,,,,35.4664,,,,,,
719,K02956,,,0.6332219463072442,,,,,,,,,48.7316,,,,,,
720,K02959,,,0.6687511933414553,,,,,,,,,66.4957,,,,,,
721,K02961,,,0.6661295146392348,,,,,,,,,59.6164,,,,,,
722,K02963,,,0.6652512624482922,,,,,,,,,19.0998,,,,,,
723,K02965,,,0.6054365875104434,,,,,,,,,33.7364,,,,,,
724,K02967,,,0.6276235321975393,,,,,,,,,153.52140000000003,,,,,,
725,K02968,,,0.6314795476858552,,,,,,,,,16.8756,,,,,,
726,K02970,,,0.6308009844975456,,,,,,,,,30.1321,,,,,,
727,K02982,,,0.6621729228380333,,,,,,,,,103.46870000000003,,,,,,
728,K02986,,,0.6608607403259811,,,,,,,,,156.53539999999998,,,,,,
729,K02988,,,0.6953033566351103,,,,,,,,,33.9897,,,,,,
730,K02990,,,0.6253928760435803,,,,,,,,,63.62730000000001,,,,,,
731,K02992,,,0.6499516785911098,,,,,,,,,85.7092,,,,,,
732,K02994,,,0.6472363924828544,,,,,,,,,73.8548,,,,,,
733,K02996,,,0.7013274225745282,,,,,,,,,32.993300000000005,,,,,,
734,K03040,,,0.6532355336285117,,,,,,,,,291.3734,,,,,,
735,K03046,,,0.6719884702962101,,,,,,,,,43.3206,,,,,,
736,K03060,,,0.6160175701160973,,,,,,,,,59.4236,,,,,,
737,K03070,,,0.6552166427031239,,,,,,,,,109.5514,,,,,,
738,K03071,,,0.61,,,,,,,,,7.4979,,,,,,
739,K03073,,,0.6233323234422291,,,,,,,,,37.230199999999996,,,,,,
740,K03075,,,0.6414191069160982,,,,,,0.6401364406145372,,,10.0153,,,,,,16.9879
741,K03076,,,0.6418326546679052,,,,,,,,,77.5226,,,,,,
742,K03086,,,0.5379999999999999,,,,,,,,,8.6908,,,,,,
743,K03088,,,0.6790114836613713,,,0.71,,,0.708109874355262,,,601.2257,,,5.4268,,,9.3674
744,K03089,,,0.6533763693665445,,,,,,,,,31.7962,,,,,,
745,K03090,,,0.6890000000000001,,,,,,,,,13.0853,,,,,,
746,K03092,,,0.6251696137628031,,,,,,,,,68.6875,,,,,,
747,K03100,,,0.6611265598234617,,,,,,,,,51.981700000000004,,,,,,
748,K03101,,,0.6708903095871067,,,,,,0.659,,,37.3572,,,,,,2.3508
749,K03110,,,0.715,,,,,,,,,6.9325,,,,,,
750,K03111,,,0.6824918038843643,,,,,,0.7120000000000001,,,73.366,,,,,,4.9561
751,K03116,,,0.6509031280319016,,,,,,,,,26.708599999999997,,,,,,
752,K03118,,,0.636046016374033,,,,,,,,,46.2579,,,,,,
753,K03147,,,0.6443287783450679,,,,,,,,,201.00280000000004,,,,,,
754,K03149,,,0.6784752143544399,,,,,,,,,43.5137,,,,,,
755,K03150,,,0.593,,,,,,,,,3.0731,,,,,,
