,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Monodnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Monodnaviria,gene_countsUnclassified
426,K02406,,,0.6755184333560185,,,,,,,6.806699999999999,,,,
427,K02408,,,0.5666178081240528,,,,,,,5.935700000000001,,,,
428,K02409,,,0.667,,,,,,,9.8171,,,,
429,K02410,,,0.6254924135482532,,,,,,,16.4726,,,,
430,K02413,,,0.615,,,,0.586,,,7.6537,,,,2.843
431,K02415,,,0.627,,,,0.6449999999999999,,,7.1742,,,,3.2319
432,K02416,,,0.619,,,,,,,7.6948,,,,
433,K02418,,,0.6600721114363178,,,,0.6723718811856615,,,6.2293,,,,6.5503
434,K02426,,,0.622,,,,,,,6.3794,,,,
435,K02428,,,0.784,,,,,,,2.82,,,,
436,K02429,,,0.568,,,,,,,4.3293,,,,
437,K02435,,,0.6081141969220687,,,,,,,7.7568,,,,
438,K02437,,,0.6863493723227034,,,,,,,4.6909,,,,
439,K02452,,,,,,,0.565,,,,,,,3.8774
440,K02458,,,,,,,0.541,,,,,,,4.4311
441,K02460,,,0.7040000000000001,,,,,,,3.0149,,,,
442,K02463,,,,,,,0.6920000000000001,,,,,,,1.7535
443,K02483,,,0.718,,,,,,,6.5845,,,,
444,K02492,,,0.6997357467941706,,,,,,,18.0197,,,,
445,K02498,,,0.644,,,,,,,2.4261,,,,
446,K02503,,,0.5620821033397624,,,,,,,6.2405,,,,
447,K02510,,,0.6689771623893863,,,,,,,17.991400000000002,,,,
448,K02518,,,0.6070955552754436,,,,,,,50.892399999999995,,,,
449,K02519,,,0.6826121270204282,,,,,,,40.4921,,,,
450,K02520,,,0.6198251379389426,,,,,,,73.2363,,,,
451,K02526,,,0.695,,,,,,,3.4426,,,,
452,K02527,,,0.6483547395038753,,,,,,,11.4722,,,,
453,K02536,,,0.5367894502889317,,,,,,,7.4923,,,,
454,K02556,,,0.6192149429876237,,,,,,,10.2697,,,,
455,K02566,,,0.721,,,,,,,9.4798,,,,
456,K02571,,,,,,,0.5820000000000001,,,,,,,2.753
457,K02600,,,0.6529703891318078,,,,,,,55.86150000000001,,,,
458,K02601,,,0.621511113045583,,,,,,,84.76060000000001,,,,
459,K02609,,,0.6558199294451377,,,,,,,75.4495,,,,
460,K02610,,,0.6990000000000001,,,,,,,3.2247,,,,
461,K02638,,,0.5538366540664231,,,,,,,5.1324000000000005,,,,
462,K02650,,,0.6,,,,,,,2.3442,,,,
463,K02651,,,0.516,,,,,,,3.2936,,,,
464,K02654,,,0.6859999999999999,,,,,,,4.2865,,,,
465,K02656,,,0.6709999999999999,,,,,,,2.969,,,,
466,K02657,,,0.609,,,,,,,9.5748,,,,
467,K02658,,,0.628,,,,,,,4.7709,,,,
468,K02662,,,0.6427125516326418,,,,,,,13.2716,,,,
469,K02664,,,0.687205869761884,,,,0.511,,,11.2575,,,,3.7314
470,K02665,,,0.675,,,,,,,2.7918,,,,
471,K02671,,,,,,,0.5249170529303337,,,,,,,5.1689
472,K02672,,,0.633,,,,,,,4.1213,,,,
473,K02687,,,0.6920000000000001,,,,,,,2.8829,,,,
474,K02784,,,0.6475937550016733,,,,,,,6.0558,,,,
475,K02800,,,0.6585843471581025,,,,,,,15.5754,,,,
476,K02834,,,0.6744916220765488,,,,,,,9.9374,,,,
477,K02838,,,0.628114653977819,,,,,,,31.4734,,,,
478,K02860,,,0.7160060148637438,,,,0.7829999999999999,,,6.9341,,,,4.5436
479,K02863,,,0.6679938983569744,,,,,,,81.27009999999999,,,,
480,K02864,,,0.6555721032579851,,,,,,,36.65219999999999,,,,
481,K02867,,,0.6323820318640384,,,,,,,69.7203,,,,
482,K02871,,,0.6469370031073443,,,,,,,36.395399999999995,,,,
483,K02874,,,0.6692276881232812,,,,,,,55.2581,,,,
484,K02876,,,0.6905714203222407,,,,,,,41.9088,,,,
485,K02878,,,0.6670806783043949,,,,,,,100.428,,,,
486,K02879,,,0.6432385758336888,,,,,,,36.5963,,,,
487,K02881,,,0.6773446980793703,,,,,,,43.5946,,,,
488,K02884,,,0.6422319420650292,,,,,,,41.356399999999994,,,,
489,K02886,,,0.6499364918638176,,,,,,,22.7469,,,,
490,K02887,,,0.6291641677901046,,,,,,,13.435799999999999,,,,
491,K02888,,,0.6094846722052157,,,,0.687,,,17.9036,,,,5.5931
492,K02890,,,0.6712794407688124,,,,,,,37.932,,,,
493,K02892,,,0.6363503830799926,,,,,,,30.3775,,,,
494,K02895,,,0.641041746216239,,,,,,,43.1308,,,,
495,K02897,,,0.6493719434796842,,,,,,,30.8204,,,,
496,K02899,,,0.6461046757558313,,,,,,,39.992200000000004,,,,
497,K02902,,,0.6704405983975783,,,,,,,9.2945,,,,
498,K02904,,,0.614492078050649,,,,,,,24.049200000000003,,,,
499,K02906,,,0.6564920821132564,,,,,,,25.0565,,,,
500,K02907,,,0.5597248453182418,,,,,,,12.7652,,,,
501,K02909,,,0.5555839340024111,,,,,,,19.8207,,,,
502,K02911,,,0.652734953369456,,,,,,,10.7453,,,,
503,K02912,,0.4,,,,,,,2.2707,,,,,
504,K02913,,,0.5808947528987823,,,,,,,27.745900000000002,,,,
505,K02914,,,0.618,,,,,,,1.5018,,,,
506,K02916,,,0.6126682821040862,,,,,,,37.4186,,,,
507,K02926,,,0.6844219342049944,,,,,,,13.613199999999999,,,,
508,K02931,,,0.6486101012785117,,,,,,,63.629400000000004,,,,
509,K02933,,,0.6442624804608345,,,,,,,34.925799999999995,,,,
510,K02935,,,0.6378778808777541,,,,0.654,,,38.3139,,,,2.9366
511,K02939,,,0.6348488382397807,,,,,,,27.858200000000004,,,,
512,K02945,,,0.6384859250188835,,,,,,,224.41039999999995,,,,
513,K02946,,,0.6403448874382779,,,,,,,119.6265,,,,
514,K02948,,,0.6833470459778647,,,,,,,84.43319999999999,,,,
515,K02950,,,0.6484310047564035,,,,,,,77.8593,,,,
516,K02952,,0.355,0.6456529659673792,,,,,,3.0229,38.024100000000004,,,,
517,K02954,,,0.6616099316610744,,,,,,,41.28829999999999,,,,
518,K02956,,,0.5828201428930092,,,,,,,16.0133,,,,
519,K02959,,,0.6374558850543566,,,,,,,29.0609,,,,
520,K02961,,,0.6228868885641135,,,,,,,39.2968,,,,
521,K02963,,,0.6472759692705303,,,,,,,26.936299999999996,,,,
522,K02965,,,0.6356000975955227,,,,,,,46.7381,,,,
523,K02967,,,0.6457420877480299,,,,,,,94.85419999999999,,,,
524,K02968,,,0.6822969777870287,,,,,,,10.9723,,,,
525,K02970,,,0.5658717142992298,,,,,,,39.1928,,,,
526,K02982,,,0.6528586722683509,,,,,,,93.48049999999999,,,,
527,K02986,,,0.6520704748700693,,,,,,,96.43670000000002,,,,
528,K02988,,,0.6900724521961382,,,,,,,68.5554,,,,
529,K02990,,,0.663859164383932,,,,,,,15.931799999999999,,,,
530,K02992,,,0.6732500013577359,,,,,,,34.055,,,,
531,K02994,,,0.6384615198217278,,,,,,,25.628800000000002,,,,
532,K02996,,,0.6841592075939604,,,,,,,33.981700000000004,,,,
533,K03040,,,0.637002917852146,,,,,,,114.4441,,,,
534,K03049,,0.37499999999999994,,,,,,,3.243,,,,,
535,K03060,,,0.608705789067518,,,,0.64,,,13.63,,,,1.885
536,K03070,,,0.647607093393742,,,,,,,62.2975,,,,
537,K03071,,,0.6533507204610952,,,,,,,6.088,,,,
538,K03073,,,0.6648850632180696,,,,0.6901956394474649,,,22.330900000000003,,,,9.8381
539,K03075,,,0.644,,,,,,,3.5419,,,,
540,K03076,,,0.603961164998594,,,,,,,28.498199999999997,,,,
541,K03088,,,0.675117732547423,,,,,,,384.6376000000002,,,,
542,K03092,,,0.5902158242508727,,,,0.647,,,74.979,,,,4.75
543,K03100,,,0.6062525356057454,,,,,,,23.2314,,,,
544,K03101,,,0.6390294858704343,,,,,,,16.1397,,,,
545,K03106,,,0.6509999999999999,,,,,,,4.2446,,,,
546,K03110,,,0.7509999999999999,,,,,,,8.7012,,,,
547,K03111,,,0.6695880244007346,,,,0.574,,,80.8963,,,,2.1102
548,K03113,,,0.384,,,,,,,2.6576,,,,
549,K03116,,,0.6025228446586349,,,,,,,22.375,,,,
550,K03117,,,0.647,,,,,,,3.1839,,,,
551,K03118,,,0.619808981800238,,,,0.627,,,29.095400000000005,,,,3.5703
552,K03120,,0.36,,,,,,,3.0995,,,,,
553,K03147,,,0.6510212871947048,,,,,,,205.8577,,,,
554,K03149,,,0.6957489916228433,,,,,,,27.531399999999998,,,,
555,K03151,,,0.674,,,,,,,3.3372,,,,
556,K03154,,,0.728,,,,,,,3.742,,,,
557,K03177,,,0.675,,,,,,,6.1656,,,,
558,K03183,,,0.6559999999999999,,,,,,,4.8336,,,,
559,K03186,,,0.5710000000000001,,,,,,,2.7364,,,,
560,K03187,,,0.6339999999999999,,,,,,,4.1383,,,,
561,K03189,,0.385,0.665037551809514,,,,,,2.1265,16.000799999999998,,,,
562,K03190,,,,,,,0.684,,,,,,,2.0972
563,K03210,,,0.5,,,,0.6920000000000001,,,4.359,,,,4.281
564,K03216,,,0.636,,,,,,,3.417,,,,
565,K03217,,,0.5775842071335844,,,,,,,47.2713,,,,
566,K03237,,0.374,,,,,,,3.5125,,,,,
567,K03271,,,0.6812936761862798,,,,,,,8.8171,,,,
568,K03282,,,0.6578498598956217,,,,,,,8.5756,,,,
569,K03284,,,0.653,,,,,,,2.0979,,,,
570,K03286,,,0.6570657583816202,,,,,,,5.575,,,,
571,K03301,,,0.6472156133224679,,,,,,,22.1657,,,,
572,K03303,,,0.6679381522999612,,,,,,,5.7771,,,,
573,K03313,,,0.7074826117358091,,,,,,,6.9079999999999995,,,,
574,K03320,,,0.6767033969858751,,,,,,,51.3106,,,,
575,K03327,,,0.737,,,,,,,2.6114,,,,
576,K03335,,,0.7185544451462278,,,,,,,13.6541,,,,
577,K03365,,,0.6311998824292673,,,,,,,5.8648,,,,
578,K03385,,,0.625,,,,,,,7.6357,,,,
579,K03392,,,0.613,,,,,,,4.7396,,,,
580,K03394,,,0.6990000000000001,,,,,,,2.6074,,,,
581,K03396,,,0.611,,,,,,,2.0748,,,,
582,K03402,,,0.584,,,,,,,2.1715,,,,
583,K03406,,,0.6631672577417601,,,,,,,31.585,,,,
584,K03408,,,0.652,,,,,,,3.6486,,,,
585,K03413,,,0.5860015862338992,,,,,,,14.1409,,,,
586,K03414,,,0.662,,,,,,,3.031,,,,
587,K03424,,,0.6412880222991152,,,,,,,11.187000000000001,,,,
588,K03426,,,0.7027376673387413,,,,,,,17.0981,,,,
589,K03427,,,0.6262796527566048,,,,,,,10.8812,,,,
590,K03432,,,0.6286545830299721,,,,,,,15.243100000000002,,,,
591,K03433,,,0.737,,,,,,,4.375,,,,
592,K03438,,,0.6792385708787583,,,,,,,19.944699999999997,,,,
593,K03449,,,0.7709999999999999,,,,,,,5.2014,,,,
594,K03455,,,0.6239593909782328,,,,,,,5.746,,,,
595,K03466,,,0.6727237361590107,,,,,,,111.72840000000001,,,,
596,K03469,,,0.6161882874841869,,,,,,,18.864700000000003,,,,
597,K03470,,,0.6791578679856589,,,,,,,28.5272,,,,
598,K03478,,,0.7078619445232192,,,,,,,9.172,,,,
599,K03495,,,0.595,,,,,,,1.8247,,,,
600,K03496,,,0.594244039272202,,,,,,,23.3335,,,,
601,K03497,,,0.625123780609766,,,,,,,20.019499999999997,,,,
602,K03498,,,0.682,,,,,,,1.9803,,,,
603,K03501,,,0.6360450278553172,,,,,,,6.0354,,,,
604,K03517,,,0.6344016729175261,,,,,,,22.685900000000004,,,,
605,K03518,,,0.6444844600230447,,,,,,,9.9494,,,,
606,K03521,,,0.6530104738459384,,,,,,,59.3079,,,,
607,K03522,,,0.667446318364812,,,,,,,78.5994,,,,
608,K03525,,,0.711977541753805,,,,,,,15.9662,,,,
609,K03526,,,0.6678524383601134,,,,,,,61.3655,,,,
610,K03527,,,0.6559521412315713,,,,,,,55.452299999999994,,,,
611,K03530,,,0.6020124450433286,,,,,,,12.497499999999999,,,,
612,K03531,,,0.6802941337527385,,,,,,,104.42349999999999,,,,
613,K03536,,,0.6366628654679752,,,,0.7090000000000001,,,7.1937999999999995,,,,2.7488
614,K03544,,,0.6381408468906201,,,,,,,268.2248,,,,
615,K03545,,,0.6307663683622998,,,,,,,30.6404,,,,
616,K03549,,,0.6526694416871772,,,,,,,9.2856,,,,
617,K03550,,,0.6610312015516937,,,,,,,8.2918,,,,
618,K03551,,,0.6758057330719954,,,,,,,34.7547,,,,
619,K03553,,,0.6687252258913027,,,,,,,140.0637,,,,
620,K03556,,,0.7048114576685874,,,,,,,29.141899999999996,,,,
621,K03558,,,0.633,,,,,,,4.649,,,,
622,K03559,,,0.6029466780365239,,,,,,,56.148500000000006,,,,
623,K03560,,,0.525,,,,,,,3.247,,,,
624,K03561,,,0.6433821110279884,,,,,,,41.299600000000005,,,,
625,K03563,,,,,,,0.5329999999999999,,,,,,,2.824
626,K03564,,,0.6663621974832693,,,,,,,15.9442,,,,
627,K03565,,,0.6603167042350573,,,,,,,9.2183,,,,
628,K03566,,,0.65,,,,,,,2.7327,,,,
629,K03567,,,0.645,,,,,,,3.4977,,,,
630,K03569,,,0.6523799528611526,,,,,,,138.0792,,,,
631,K03570,,,0.6507364238790556,,,,,,,8.0954,,,,
632,K03571,,,0.6497151936230491,,,,,,,5.435700000000001,,,,
633,K03574,,,0.6564022993081333,,,,0.72,,,28.188299999999998,,,,4.4425
634,K03575,,,0.6088273898057164,,,,,,,7.8193,,,,
635,K03581,,,0.595,,,,,,,10.2985,,,,
636,K03584,,,0.6965386210508355,,,,,,,7.535,,,,
637,K03586,,,0.6494698826944152,,,,0.703,,,10.007100000000001,,,,2.8786
638,K03589,,,0.6752922568643223,,,,,,,7.7096,,,,
639,K03590,,,0.6700606349685048,,,,,,,32.0519,,,,
640,K03591,,,0.6890000000000001,,,,,,,2.2555,,,,
641,K03593,,,0.6678757169051208,,,,,,,27.2342,,,,
642,K03594,,,0.6101304424331901,,,,,,,25.803099999999997,,,,
643,K03595,,,0.5792773530841899,,,,,,,4.9357,,,,
644,K03600,,,0.617,,,,,,,2.6368,,,,
645,K03601,,,0.7162442107701678,,,,,,,17.8768,,,,
646,K03602,,,0.6790900603786463,,,,,,,5.5992999999999995,,,,
647,K03608,,,,,,,0.575,,,,,,,4.7843
648,K03610,,,0.677,,,,,,,2.7749,,,,
649,K03611,,,0.6599654861777093,,,,,,,6.5647,,,,
650,K03621,,,0.6259828109325821,,,,,,,16.4897,,,,
651,K03622,,0.39000000000000007,,,,,,,4.8945,,,,,
652,K03625,,,0.7059233441643382,,,,,,,9.5678,,,,
653,K03628,,,0.6367898945617451,,,,,,,214.28750000000002,,,,
654,K03629,,,0.6136848323139301,,,,,,,16.0988,,,,
655,K03630,,,0.645474164183953,,,,,,,21.983800000000002,,,,
656,K03631,,,0.6947843103483162,,,,,,,11.843399999999999,,,,
657,K03634,,,0.608,,,,,,,3.352,,,,
658,K03635,,,0.6858301193763078,,0.739,,,,,16.4817,,5.5679,,
659,K03636,,,0.6043424194352957,,,,,,,15.2544,,,,
660,K03637,,,0.6521064818810725,,,,,,,10.5397,,,,
661,K03639,,,0.7028473936754495,,,,,,,22.787,,,,
662,K03640,,,0.6254291856323814,,,,,,,10.099,,,,
663,K03641,,,0.6395711237844345,,,,,,,20.921799999999998,,,,
664,K03642,,,0.6382687843548975,,,,,,,26.970799999999997,,,,
665,K03643,,,0.644,,,,,,,2.4861,,,,
666,K03644,,,0.6807819161264362,,,,,,,71.09100000000001,,,,
667,K03650,,,0.677,,,,,,,3.7807,,,,
668,K03651,,,,,,,0.596,,,,,,,2.2117
669,K03652,,,0.6623331019832136,,,,,,,20.549799999999998,,,,
670,K03664,,,0.6050505403759588,,,,,,,33.724500000000006,,,,
671,K03665,,,0.6684114368012622,,,,,,,26.000099999999996,,,,
672,K03666,,,0.5201536745909727,,,,,,,11.2848,,,,
673,K03668,,,,,,,0.66,,,,,,,2.5826
674,K03670,,,0.6,,,,,,,3.0486,,,,
675,K03671,,,0.6302791164340724,,,,,,,25.025799999999997,,,,
676,K03673,,,0.628,,,,,,,5.2927,,,,
677,K03684,,,0.6295676348787166,,,,,,,7.4935,,,,
678,K03687,,0.362,0.6699043004790137,,,,,,3.9201,34.713499999999996,,,,
679,K03702,,,0.6544978551685884,,,,,,,17.903,,,,
680,K03703,,,0.653,,,,,,,4.076,,,,
681,K03704,,,0.6296987455468185,,,,,,,49.8687,,,,
682,K03705,,,0.6714524534065303,,,,0.655,,,19.8052,,,,1.6237
683,K03709,,,0.6815355543873166,,,,,,,17.8603,,,,
684,K03711,,,0.642,,,,,,,8.3678,,,,
685,K03718,,,0.628,,,,,,,1.719,,,,
686,K03719,,,0.6459327578839397,,,,,,,13.7017,,,,
687,K03722,,,0.77,,,,,,,5.672,,,,
688,K03734,,,0.6516759272769479,,,,,,,10.0661,,,,
689,K03741,,,0.532,,,,,,,4.7462,,,,
690,K03744,,,0.6409020162576153,,,,,,,29.141500000000004,,,,
691,K03746,,,0.613,,,,,,,3.5944,,,,
692,K03750,,,0.6726333619902957,,,,,,,12.4406,,,,
693,K03768,,,0.6495541276958915,,,,,,,12.8605,,,,
694,K03772,,,0.637,,,,,,,6.9591,,,,
695,K03781,,,0.639411015148758,,,,,,,87.93839999999999,,,,
696,K03787,,,0.6415103337831036,,,,,,,11.1929,,,,
697,K03789,,,0.7013667335425394,,,,,,,5.8125,,,,
698,K03790,,,0.5026183440004272,,,,,,,15.557500000000001,,,,
699,K03791,,,,0.655,,,,,,,2.237,,,
700,K03795,,,0.6970000000000001,,,,,,,2.8927,,,,
701,K03797,,,0.6466663472628527,,,,0.645,,,73.8345,,,,3.6706
702,K03799,,,0.6895300399022829,,,,,,,27.8757,,,,
703,K03802,,,0.728,,,,,,,4.4908,,,,
704,K03809,,,0.6407536549442324,,,,,,,17.165100000000002,,,,
705,K03814,,,0.5710000000000001,,,,,,,3.6886,,,,
706,K03820,,,0.6637502605772575,,,,,,,29.7044,,,,
707,K03821,,,0.6352062678900449,,,,,,,30.674699999999998,,,,
708,K03824,,,0.6401091606414558,,,,,,,9.3093,,,,
709,K03832,,,0.5997774492374758,,,,0.5994526220024912,,,10.4931,,,,6.7927
710,K03841,,,0.5529999999999999,,,,,,,3.6685,,,,
711,K03885,,,0.7303074124276013,,,,,,,18.5092,,,,
712,K03886,,,0.5771673251332056,,,,,,,5.1578,,,,
713,K03888,,,0.687,,,,,,,4.53,,,,
714,K03889,,,0.747,,,,,,,6.2324,,,,
715,K03890,,,0.7269999999999999,,,,,,,3.8218,,,,
716,K03892,,,0.6632123641314807,,,,,,,29.6896,,,,
717,K03919,,,0.6829999999999999,,,,,,,4.825,,,,
718,K03924,,,0.6257204003907404,,,,,,,69.81960000000001,,,,
719,K03925,,,0.600566745402132,,,,,,,35.8119,,,,
720,K03926,,,0.6336451448853102,,,,0.6831667109413883,,,4.712,,,,10.049
721,K03930,,,0.6859999999999999,,,,,,,5.5142,,,,
722,K03932,,,0.731,,,,,,,3.3526,,,,
723,K03937,,,0.601,,,,,,,5.051,,,,
724,K03939,,,0.677,,,,,,,2.0067,,,,
725,K03972,,,0.6033211681169524,,,,,,,4.7206,,,,
726,K03975,,,0.610993880329179,,,,,,,35.295700000000004,,,,
727,K03978,,,0.667,,,,,,,1.4636,,,,
728,K03979,,,0.6860152916410717,,,,,,,8.7542,,,,
729,K03980,,,0.6540000000000001,,,,,,,2.8234,,,,
730,K04027,,,0.618,,,,,,,4.0774,,,,
731,K04028,,,0.598,,,,,,,2.8876,,,,
732,K04047,,,0.6413906289447894,,,,,,,11.991000000000001,,,,
733,K04062,,,0.636,,,,0.608,,,4.5205,,,,4.9208
734,K04063,,,0.6855754894883412,,,,,,,12.895900000000001,,,,
735,K04065,,,0.6118559711081544,,,,0.6022480241572021,,,23.7153,,,,14.5047
736,K04066,,,0.7008664984083056,,,,,,,7.225099999999999,,,,
737,K04069,,,0.6244364786463585,,,,,,,10.433399999999999,,,,
738,K04074,,,0.6609999999999999,,,,0.598,,,4.3571,,,,3.8138
739,K04075,,,0.7437370091184444,,,,,,,9.857700000000001,,,,
740,K04077,,,0.6384046062966079,,,,,,,903.7700999999996,,,,
741,K04078,,,0.589243413654768,,,,0.355,,,115.40480000000001,,,,10.4834
742,K04079,,,0.6321439178371048,,,,,,,15.945,,,,
743,K04080,,,0.593,,,,,,,3.5562,,,,
744,K04082,,,0.672,,,,,,,3.4579,,,,
745,K04083,,,0.6501415311732944,,,,0.6709999999999999,,,8.9288,,,,2.078
746,K04085,,,0.625,,,,0.614,,,6.3311,,,,2.5894
747,K04087,,,0.649,,,,,,,3.1545,,,,
748,K04088,,,0.6338788267601801,,,,,,,24.0504,,,,
749,K04096,,,0.6758364861193409,,,,,,,17.3321,,,,
750,K04100,,,0.6040000000000001,,,,,,,9.0741,,,,
751,K04102,,,0.6509999999999999,,,,,,,3.6145,,,,
752,K04477,,,0.745,,,,,,,9.1979,,,,
753,K04485,,,0.6868046799993398,,,,,,,46.171699999999994,,,,
754,K04487,,,0.6459999999999999,,,,,,,7.1028,,,,
755,K04488,,,0.629,,,,,,,21.4989,,,,
756,K04517,,,0.74,,,,,,,4.7404,,,,
757,K04518,,,0.593,,,,,,,5.1714,,,,
758,K04561,,,0.5999253075692406,,,,,,,6.0604,,,,
759,K04562,,,0.56,,,,,,,2.7635,,,,
760,K04564,,,0.631633797932457,,,,,,,85.60630000000002,,,,
761,K04567,,,0.623,,,,,,,4.5903,,,,
762,K04651,,,,,,0.7040000000000001,,,,,,,6.86,
763,K04653,,,0.688955008193872,,,,,,,11.362400000000001,,,,
764,K04654,,,0.639,,,,,,,1.5235,,,,
765,K04655,,,0.727,,,,,,,7.3783,,,,
766,K04656,,,0.757,,,,,,,4.0374,,,,
767,K04712,,,0.48799999999999993,,,,,,,5.3433,,,,
768,K04719,,,0.6559999999999999,,,,,,,3.7679,,,,
769,K04744,,,0.65,,,,,,,2.642,,,,
770,K04749,,,0.6585340089148988,,,,0.527,,,27.530099999999997,,,,2.0246
771,K04750,,0.435,0.6092705177009158,,,,,,2.7146,36.0559,,,,
772,K04751,,,0.6194223474826137,,,,,,,27.5991,,,,
773,K04752,,,0.628,,,,,,,6.278,,,,
774,K04754,,,0.555,,,,,,,3.1816,,,,
775,K04755,,,0.619,,,,,,,6.9179,,,,
776,K04756,,,0.698,,,,,,,3.9938,,,,
777,K04757,,,0.661631860158916,,0.7190000000000001,,,,,4.8824000000000005,,5.839,,
778,K04760,,,0.6217115998808007,,,,,,,8.601199999999999,,,,
779,K04762,,,0.7382502852766212,,,,,,,9.3344,,,,
780,K04763,,,0.6065758041571789,,,,,,,14.9476,,,,
781,K04764,,,0.5804515455728303,,,,,,,11.7979,,,,
782,K04773,,,0.5318139396210337,,,,,,,5.8308,,,,
783,K04794,,0.373,,,,,,,3.0995,,,,,
784,K04797,,,,,0.65,,,,,,,2.1269,,
785,K05337,,,0.6068367825876172,,,,,,,10.992999999999999,,,,
786,K05375,,,0.67,,,,,,,1.9279,,,,
787,K05520,,,0.659,,,,,,,2.1166,,,,
788,K05524,,,0.6027767050827983,,,,,,,72.5262,,,,
789,K05527,,,0.6354935497682385,,,,,,,10.3525,,,,
790,K05539,,,0.6829999999999999,,,,,,,4.447,,,,
791,K05555,,,0.6038096788500695,,,,,,,12.9529,,,,
792,K05558,,,0.7020000000000001,,,,,,,3.7822,,,,
793,K05593,,,0.354,,,,,,,1.9876,,,,
794,K05594,,,0.619,,,,0.667,,,2.012,,,,2.5257
795,K05595,,,0.575,,,,,,,3.2814,,,,
796,K05606,,0.38757828716138554,,,,,,,4.3007,,,,,
797,K05710,,,0.7000883914039003,,,,,,,13.7372,,,,
798,K05772,,,0.6286330802797937,,,,,,,12.2613,,,,
799,K05788,,,0.6196765926855772,,,,,,,15.8006,,,,
800,K05794,,,0.6198620636524794,,,,,,,32.565,,,,
801,K05799,,,0.703,,,,,,,3.5833,,,,
802,K05800,,,0.645,,,,,,,6.8951,,,,
803,K05803,,,0.541,,,,,,,3.7374,,,,
804,K05805,,,0.6129643284391504,,,,,,,11.5567,,,,
805,K05807,,,0.6307758712651594,,,,0.555,,,6.3009,,,,3.7322
806,K05810,,,0.7000000000000001,,,,,,,3.3194,,,,
807,K05812,,,0.473,,,,,,,1.74,,,,
808,K05833,,,0.565,,,,,,,3.6557,,,,
809,K05838,,,0.7200000000000001,,,,,,,4.0447,,,,
810,K05845,,,0.6408237291387215,,,,0.746,,,20.5592,,,,2.5108
811,K05879,,,0.716,,,,,,,5.6547,,,,
812,K05881,,,0.7240000000000002,,,,,,,3.2272,,,,
813,K05889,,,0.5710000000000001,,,,,,,5.9911,,,,
814,K05896,,,0.6539229380435109,,,,0.732,,,7.674,,,,4.4276
815,K05913,,,0.6567903757188767,,,,,,,9.9437,,,,
816,K05937,,,0.6377138616240698,,,,,,,9.5084,,,,
817,K05973,,,0.6224959327299713,,,,,,,17.7646,,,,
818,K05995,,,0.6560187646168429,,,,,,,18.113999999999997,,,,
819,K06006,,,0.536,,,,0.621,,,3.9355,,,,3.2124
820,K06013,,,0.503,,,,,,,3.9258,,,,
821,K06015,,,0.7232718549227957,,,,,,,9.1914,,,,
822,K06023,,,0.6802755493013808,,,,,,,4.1253,,,,
823,K06024,,,0.690322597515428,,,,,,,20.1199,,,,
824,K06041,,,0.6553173806475877,,,,,,,12.235299999999999,,,,
825,K06042,,,0.7442092768316442,,,,,,,4.1491,,,,
826,K06048,,,0.6518911770609443,,,,,,,27.618199999999998,,,,
827,K06078,,,0.606,,,,0.612,,,4.808,,,,3.5322
828,K06133,,,0.5429909532783977,,,,,,,4.2103,,,,
829,K06134,,,0.71,,,,,,,2.2512,,,,
830,K06142,,,0.6078968564801445,,,,,,,10.3231,,,,
831,K06153,,,0.6616862758024225,,,,,,,19.1186,,,,
832,K06162,,,0.667,,,,,,,1.6635,,,,
833,K06164,,,0.7020000000000001,,,,,,,4.444,,,,
834,K06167,,,0.61,,,,,,,3.8168,,,,
835,K06178,,,0.599,,,,,,,4.3013,,,,
836,K06187,,,0.6316032810122668,,,,,,,37.029199999999996,,,,
837,K06192,,,0.616,,,,,,,5.7067,,,,
838,K06194,,,0.658,,,,,,,7.3955,,,,
839,K06199,,,0.5870000000000001,,,,0.602,,,2.2401,,,,3.0323
840,K06200,,,0.6970000000000001,,,,,,,7.7335,,,,
841,K06201,,,0.7040000000000001,,,,,,,2.6256,,,,
842,K06203,,,0.589,,,,,,,2.0183,,,,
843,K06204,,,0.6243015168969489,,,,0.518,,,64.78609999999999,,,,2.8202
844,K06213,,,0.617695324673273,,,,,,,22.7584,,,,
845,K06215,,,0.7150597930162231,,,,,,,22.723,,,,
846,K06217,,,0.6641098939218109,,,,,,,94.3069,,,,
847,K06218,,,0.595,,,,,,,3.7494,,,,
848,K06223,,,0.6559999999999999,,,,0.591,,,3.1965,,,,2.2041
849,K06287,,,0.6478940282484548,,,,,,,12.048300000000001,,,,
850,K06346,,,0.727,,,,,,,1.798,,,,
851,K06381,,,0.7058476956069119,,,,,,,8.707699999999999,,,,
852,K06384,,,0.6663213203867618,,,,,,,11.392800000000001,,,,
853,K06400,,,0.6097186455665863,,,,,,,56.7669,,,,
854,K06402,,,0.6700633775314134,,,,,,,7.9376,,,,
855,K06412,,,0.614,,,,,,,3.0217,,,,
856,K06442,,,0.7099483959629492,,,,,,,9.298200000000001,,,,
857,K06603,,,0.535,,,,,,,2.8916,,,,
858,K06720,,,0.657,,,,,,,3.201,,,,
859,K06860,,,0.627,,,,,,,3.1061,,,,
