,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Baculoviridae,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Baculoviridae,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts unclassified viruses,gene_countsUnclassified
385,K01266,,,0.6576798947146364,,,,,,,,113.49289999999996,,,,,
386,K01273,,,0.6321235709369972,,,0.6893912404254461,,0.674,,,172.07850000000002,,,10.237400000000001,,3.7513
387,K01283,,,0.6353878936397441,,,,,,,,55.61349999999999,,,,,
388,K01284,,,0.5670000000000001,,,,,,,,6.3071,,,,,
389,K01286,,,0.5869915255369808,,,0.634,,,,,23.9096,,,3.0314,,
390,K01295,,,0.5669020286887377,,,,,,,,15.2717,,,,,
391,K01297,,,0.6298597807166593,,,,,0.7150000000000001,,,92.884,,,,,3.4506
392,K01299,,,0.6859999999999999,,,,,,,,5.292,,,,,
393,K01301,,,0.635,,,,,,,,4.6419,,,,,
394,K01302,,,0.5463765772131844,,,,,,,,12.7961,,,,,
395,K01303,,,0.5881854899944187,,,,,,,,9.0643,,,,,
396,K01304,,,0.6585614033346102,,,,,,,,10.216,,,,,
397,K01318,,,0.562,,,,,,,,2.2935,,,,,
398,K01322,,,0.535,,,,,,,,4.4619,,,,,
399,K01354,,,0.506,,,,,,,,6.1249,,,,,
400,K01356,,,0.6440846805639926,,,,,0.552,,,68.6842,,,,,3.5987
401,K01358,,,0.615861768100851,,,,,0.5932820598149158,,,623.0534,,,,,4.6355
402,K01372,,,0.5686016539278134,,,,,,,,13.020900000000001,,,,,
403,K01406,,,0.6631628196415021,,,,,0.695,,,43.729899999999994,,,,,2.543
404,K01409,,,0.646061425390164,,,,,,,,150.48819999999998,,,,,
405,K01419,,,0.630266637540992,,,,,,,,100.93100000000001,,,,,
406,K01423,,,0.5923262816291717,,,,,,,,38.4743,,,,,
407,K01424,,,0.7316684707635412,,,,,,,,28.225499999999997,,,,,
408,K01425,,,0.6877968077394576,,,,,,,,8.740300000000001,,,,,
409,K01426,,,0.6706155276122016,,,,,,,,153.94150000000002,,,,,
410,K01428,,,0.701,,,,,,,,7.483,,,,,
411,K01429,,,0.637,,,,,,,,15.6144,,,,,
412,K01430,,,0.6759454027827354,,,,,,,,22.6014,,,,,
413,K01432,,,0.6416673117658622,,,,,,,,17.7561,,,,,
414,K01433,,,0.641546897138499,,,,,,,,44.5774,,,,,
415,K01434,,,0.531,,,,,,,,3.919,,,,,
416,K01438,,,0.643,,,,,,,,8.2666,,,,,
417,K01439,,,0.643,,,,,,,,8.2666,,,,,
418,K01443,,0.741,0.6732050454085748,,,,,,,4.0224,84.4934,,,,,
419,K01444,,,0.58,,,,,,,,5.9934,,,,,
420,K01447,,,0.6310705594473321,,,,,,,,18.8324,,,,,
421,K01448,,,0.6281902852914302,,,,,0.5883253656953736,,,204.00639999999993,,,,,25.5199
422,K01449,,,0.6504684990919577,,,,,,,,45.46119999999999,,,,,
423,K01451,,,0.65,,,,,,,,10.9495,,,,,
424,K01455,,,0.6484354267390738,,,,,,,,43.50899999999999,,,,,
425,K01457,,,0.7260919654550145,,,,,,,,11.863199999999999,,,,,
426,K01458,,,0.6918273989767966,,,0.7290000000000001,,0.645,,,40.098200000000006,,,5.1956,,3.25
427,K01462,,,0.6256985868574436,,,,,,,,248.71579999999994,,,,,
428,K01463,,,0.6450350869408936,,,,,,,,15.163899999999998,,,,,
429,K01464,,,0.584,,,,,,,,4.7882,,,,,
430,K01465,,,0.7020000000000001,,,,,,,,6.7312,,,,,
431,K01470,,0.551,0.6625357890465351,,,,,0.597,,2.5092,125.1564,,,,,2.9058
432,K01477,,,0.7188097869659218,,,,,,,,17.7422,,,,,
433,K01478,,,0.7024540836576196,,,,,,,,52.1211,,,,,
434,K01480,,,0.6920000000000001,,,,,,,,2.2159,,,,,
435,K01482,,,0.6495776499538176,,,,,,,,14.337299999999999,,,,,
436,K01483,,,0.6744256875801045,,,,,,,,6.2614,,,,,
437,K01488,,,0.6648264919016806,,,,,,,,36.5482,,,,,
438,K01489,,,0.7088547783372504,,,,,0.742,,,68.81060000000001,,,,,5.7559
439,K01491,,,0.5960000000000001,,,,,,,,3.2617,,,,,
440,K01493,,,0.6055000338481961,,,,,,,,32.047700000000006,,,,,
441,K01494,,,0.6278936651516845,,,,,,,,154.90169999999998,,,,,
442,K01495,,,0.6500106392705695,,,,,,,,247.58070000000006,,,,,
443,K01496,,,0.6624315289381433,,,,,,,,45.1468,,,,,
444,K01497,,,0.6205376508529207,,,,,,,,86.75359999999998,,,,,
445,K01500,,,0.644,,,,,,,,4.8655,,,,,
446,K01501,,,0.5539999999999999,,,,,,,,3.1581,,,,,
447,K01507,,0.610346387564479,0.6011441264124499,,,,,0.637,,4.5448,286.9812,,,,,2.916
448,K01512,,,0.6775491555299219,,,,,,,,59.741499999999995,,,,,
449,K01515,,,0.6450350698252846,,,,,,,,34.7564,,,,,
450,K01520,,,0.5245448091562478,0.424,,0.47413401874975136,0.46299999999999997,0.39963323249500493,,,139.6182,5.2375,,24.4958,2.7862,56.581
451,K01521,,,,,,,,0.637,,,,,,,,3.6725
452,K01523,,,0.6339330966161809,,,,,,,,18.5484,,,,,
453,K01524,,,0.6599129477718356,,,,,,,,103.6404,,,,,
454,K01525,,,0.632,,,,,,,,5.2838,,,,,
455,K01545,,,0.6331795041525059,,,,,0.5970239928669854,,,5.4686,,,,,13.5707
456,K01546,,,0.6391727470048966,,,,,,,,120.64240000000002,,,,,
457,K01547,,,0.6513252935120578,,,,,,,,91.55080000000001,,,,,
458,K01548,,,0.6554032461199002,,,,,,,,76.4307,,,,,
459,K01551,,,0.6795660286466648,,,,,,,,81.9554,,,,,
460,K01554,,,0.7087302703890965,,,,,,,,8.5063,,,,,
461,K01555,,,0.6652127030495373,,,,,,,,45.1059,,,,,
462,K01556,,,0.6617483886815614,,,,,,,,51.1242,,,,,
463,K01560,,,0.6289243523963157,,,,,,,,37.2789,,,,,
464,K01561,,,0.6919130672090429,,,,,,,,40.8998,,,,,
465,K01563,,,0.6828499574560032,,,,,,,,16.0579,,,,,
466,K01569,,,0.5699886229438069,,,,,,,,26.3684,,,,,
467,K01574,,,0.667465219703814,,,,,,,,51.9942,,,,,
468,K01575,,,0.706,,,,,,,,3.0855,,,,,
469,K01576,,,0.642,,,,,,,,5.3715,,,,,
470,K01579,,,0.6437855898232607,,,,,,,,58.6998,,,,,
471,K01581,,,0.64814138915332,,,,,,,,7.7093,,,,,
472,K01585,,,0.6989988811463462,,,,,,,,11.862300000000001,,,,,
473,K01586,,,0.6101521531700314,,,,,,,,13.0522,,,,,
474,K01588,,,0.6772890970283849,,,,,,,,130.8914,,,,,
475,K01589,,,0.6987645541437669,,,,,,,,26.7831,,,,,
476,K01591,,,0.6420285222079545,,,,,,,,50.5057,,,,,
477,K01593,,,0.541,,,,,,,,6.7408,,,,,
478,K01595,,,0.6566870609925759,,,,,,,,352.5872999999999,,,,,
479,K01596,,,0.6367999279473554,,,,,,,,133.5929,,,,,
480,K01599,,,0.6544285577931167,,,,,,,,61.191300000000005,,,,,
481,K01601,,,0.636,,,,,,,,16.2566,,,,,
482,K01602,,,0.6134494621253805,,,,,,,,21.7766,,,,,
483,K01607,,,0.6532028007780601,,,0.679,,0.7528061080332736,,,350.15680000000015,,,2.6938,,7.8604
484,K01610,,,0.629966361209875,,,,,,,,143.3361,,,,,
485,K01611,,,0.6184017406703669,,,,,,,,26.7044,,,,,
486,K01613,,,0.5990552814842083,,,,,0.469,,,125.25909999999999,,,,,4.428
487,K01619,,,0.6555993529474146,,,0.606,,,,,143.336,,,2.301,,
488,K01620,,0.65,0.6444320435552298,,,,,,,4.0402,135.77169999999995,,,,,
489,K01621,,,0.6184424149605329,,,,,,,,165.61059999999998,,,,,
490,K01623,,,0.6303099406391145,,,,,,,,115.41860000000001,,,,,
491,K01624,,,0.6244919224778561,,,0.662,,,,,85.7667,,,4.3119,,
492,K01625,,,0.6348281250919299,,,,,,,,26.064000000000004,,,,,
493,K01626,,,0.6657106859909321,,,0.687,,,,,274.4108,,,10.9451,,
494,K01627,,,0.6159809030493016,,,,,,,,82.89429999999999,,,,,
495,K01628,,,0.63167829053342,,,,,,,,7.5876,,,,,
496,K01633,,,0.6642593737983412,,,,,,,,25.016799999999996,,,,,
497,K01635,,,0.5515421813867383,,,,,,,,21.3541,,,,,
498,K01637,,,0.6436183008694207,,,,,,,,131.7341,,,,,
499,K01638,,,0.6401758609984602,,,,,,,,134.1262,,,,,
500,K01640,,,0.6867075613954305,,,,,,,,84.9138,,,,,
501,K01644,,,0.6559212491410027,,,,,,,,44.305200000000006,,,,,
502,K01646,,,0.652,,,,,,,,3.2157,,,,,
503,K01653,,,0.6413093059096929,,,,,,,,210.27080000000004,,,,,
504,K01657,,,0.6285348455587239,,,,,,,,11.0128,,,,,
505,K01658,,,0.6346976829716402,,,,,,,,35.8025,,,,,
506,K01662,,,0.6415621884689485,,,,,,,,29.0549,,,,,
507,K01664,,,0.5956916428557607,,,,,,,,6.9125,,,,,
508,K01666,,,0.7010633126113379,,,,,,,,38.7489,,,,,
509,K01673,,,0.6459048181413868,,,,,,,,258.2946,,,,,
510,K01674,,,,,,0.647,,,,,,,,3.4541,,
511,K01676,,,0.6802922032295013,,,,,,,,17.461199999999998,,,,,
512,K01684,,,0.6355288873478148,,,,,,,,8.9453,,,,,
513,K01686,,,0.6253896936341601,,,,,,,,17.548499999999997,,,,,
514,K01689,,,0.6497000288450611,,,,,,,,422.7876,,,,,
515,K01692,,,0.6922841734096116,,,,,,,,60.3649,,,,,
516,K01693,,,0.6553420039469939,,,,,,,,28.549599999999998,,,,,
517,K01695,,,0.6721017875836941,,,0.585,,,,,164.38289999999995,,,2.0454,,
518,K01698,,,0.6458535653294986,,,,,,,,136.518,,,,,
519,K01704,,,0.6372687942977122,,,,,,,,90.1566,,,,,
520,K01709,,,0.561,,,,,,,,4.7494,,,,,
521,K01711,,,0.592559738622192,,0.447,,,,,,50.1218,,3.178,,,
522,K01712,,,0.6682183185342794,,,,,,,,79.9366,,,,,
523,K01714,,,0.5929613739790044,,,,,,,,18.0757,,,,,
524,K01715,,,0.536,,,,,,,,5.4235,,,,,
525,K01716,,,0.6302020910330773,,,,,,,,24.258000000000003,,,,,
526,K01719,,,0.6761893400934356,,,,,0.6699713656366608,,,235.52470000000002,,,,,17.4573
527,K01720,,,0.641502480106164,,,,,,,,24.6819,,,,,
528,K01724,,,0.6284703036886796,,,,,0.578,,,143.39869999999996,,,,,2.7134
529,K01725,,,0.6255627286963193,,,,,,,,22.9589,,,,,
530,K01726,,,0.6054959756099141,,,,,,,,36.2989,,,,,
531,K01728,,,0.6458965063021983,,,,,,,,11.6033,,,,,
532,K01730,,,0.5892630914767357,,,,,,,,24.2598,,,,,
533,K01733,,,0.609389142806597,,,,,,,,104.98509999999997,,,,,
534,K01736,,,0.6718376946476602,,,,,,,,154.47459999999998,,,,,
535,K01737,,,0.5993160600216747,,,,,0.6036733513997646,,,179.84459999999999,,,,,9.8035
536,K01738,,,0.556,,,,,,,,6.6061,,,,,
537,K01740,,,0.6035569108595631,,,,,,,,8.8116,,,,,
538,K01744,,,0.546,,,,,,,,4.6369,,,,,
539,K01745,,,0.733,,,,,,,,13.819,,,,,
540,K01749,,,0.6513774071397819,,,,,,,,127.06169999999997,,,,,
541,K01752,,,0.6685494080067919,,,,,,,,127.9892,,,,,
542,K01753,,,0.7219977040360779,,,,,,,,11.9907,,,,,
543,K01754,,,0.6288032359217647,,,,,,,,58.6493,,,,,
544,K01755,,,0.6603069376985163,,,,,,,,234.09610000000006,,,,,
545,K01756,,,0.637,,,,,,,,4.9817,,,,,
546,K01759,,,0.6343061574139272,,,,,,,,78.7372,,,,,
547,K01768,,,0.6107986870989788,,,,,,,,50.6646,,,,,
548,K01771,,,0.5151564865971173,,,,,,,,8.9816,,,,,
549,K01772,,,0.6402096858189249,,,,,0.726,,,151.6557,,,,,3.778
550,K01775,,,0.6609525462330963,,,,,,,,134.8524,,,,,
551,K01776,,,0.6310989485668703,,,,,,,,110.51420000000002,,,,,
552,K01778,,,0.6546689755736863,,,,,,,,131.25220000000002,,,,,
553,K01779,,,0.6096291783654786,,,,,,,,45.260799999999996,,,,,
554,K01783,,,0.6490289221091379,,,,,,,,35.369800000000005,,,,,
555,K01784,,,0.6399308227536163,,,,,,,,46.816599999999994,,,,,
556,K01785,,,0.6367995871217025,,,,,0.6209999999999999,,,298.22579999999994,,,,,9.444600000000001
557,K01788,,,0.6679999999999999,,,,,,,,4.8029,,,,,
558,K01790,,,0.5907924406961522,,,,,,,,43.9702,,,,,
559,K01792,,,0.623146115281146,,,,,0.6452711465314254,,,19.041800000000002,,,,,5.0448
560,K01793,,,0.5632177508953443,,,,,,,,9.1923,,,,,
561,K01796,,,0.67,,,,,,,,10.3915,,,,,
562,K01799,,,0.6719866122927052,,,,,,,,22.738799999999998,,,,,
563,K01800,,,0.6487141805986643,,,,,,,,22.631099999999996,,,,,
564,K01802,,,0.6450931179797548,,,,,,,,51.926199999999994,,,,,
565,K01803,,,0.6490485604098253,,,,,,,,187.29379999999995,,,,,
566,K01804,,,0.6501332923941833,,,,,,,,130.3905,,,,,
567,K01805,,,0.66126723438478,,,,,,,,84.6033,,,,,
568,K01807,,,0.6452192449143771,,,,,0.767,,,69.92569999999999,,,,,4.0358
569,K01808,,,0.609214752403014,,,,,,,,31.177699999999998,,,,,
570,K01809,,,0.6517676963082357,,,,,,,,92.93499999999999,,,,,
571,K01810,,,0.6369246959029198,,,0.62,,,,,161.54919999999998,,,6.7814,,
572,K01815,,,0.5956043769392266,,,,,,,,26.9953,,,,,
573,K01816,,,0.6135954605135094,,,,,,,,68.867,,,,,
574,K01818,,,0.711,,,,,,,,6.4142,,,,,
575,K01820,,,0.594,,,,,,,,5.4454,,,,,
576,K01821,,,0.6180944661613392,,,,,0.521,,,68.0925,,,,,3.903
577,K01822,,,0.6483956818135354,,,,,,,,18.1957,,,,,
578,K01823,,,0.6903359120181581,,,,,,,,41.351200000000006,,,,,
579,K01826,,,0.6021711297623373,,,,,,,,15.730300000000002,,,,,
580,K01834,,,0.6830020004520576,,,,,,,,38.6293,,,,,
581,K01838,,,0.6300424741092323,,,,,,,,7.338900000000001,,,,,
582,K01839,,,0.6722781404862925,,,,,,,,79.9774,,,,,
583,K01841,,,0.624,,,,,,,,4.1704,,,,,
584,K01843,,,0.6882949344562185,,,,,,,,17.7554,,,,,
585,K01845,,,0.6333794661249533,,,,,,,,31.072999999999997,,,,,
586,K01848,,,0.5479999999999999,,,,,,,,7.267,,,,,
587,K01849,,,0.5410270687688626,,,,,,,,25.268800000000002,,,,,
588,K01854,,,0.5943673763155345,,,,,,,,151.2504,,,,,
589,K01858,,,0.5985553038566936,,,,,,,,161.32629999999997,,,,,
590,K01866,,,0.6192142071481291,,,,,,,,255.69780000000006,,,,,
591,K01867,,,0.6279534499684232,,,,,,,,164.74220000000003,,,,,
592,K01868,,,0.618910085289132,,,,,,,,361.90320000000014,,,,,
593,K01869,,,0.6150216766993705,,,,,,,,51.658100000000005,,,,,
594,K01872,,,0.6294988173493725,,,,,,,,226.00619999999998,,,,,
595,K01873,,,0.621,,,,,,,,3.9084,,,,,
596,K01874,,,0.6053124726073138,,,,,,,,113.48710000000001,,,,,
597,K01875,,,0.6451144899104677,,,,,,,,304.4545000000001,,,,,
598,K01876,,,0.593753530920171,,,,,,,,17.1214,,,,,
599,K01880,,,0.6552923573778935,,,,,,,,72.0853,,,,,
600,K01881,,,0.6488998946388982,,,,,,,,163.78899999999996,,,,,
601,K01883,,,0.647,,,,,,,,6.0948,,,,,
602,K01885,,,0.5929838619942075,,,,,,,,20.2869,,,,,
603,K01886,,,0.525,,,,,,,,5.3398,,,,,
604,K01887,,,0.6416502137009888,,,,,,,,317.9168,,,,,
605,K01889,,,0.6443715476017482,,,0.387,,,,,260.12239999999997,,,2.9293,,
606,K01890,,,0.6586436808440748,,,,,,,,160.5878,,,,,
607,K01892,,,0.620267721184462,,,,,,,,19.1592,,,,,
608,K01902,,,0.6607473976821312,,,,,,,,39.859500000000004,,,,,
609,K01903,,,0.613,,,,,,,,3.9751,,,,,
610,K01911,,,0.711,,,,,,,,4.6899,,,,,
611,K01912,,,0.643304055785784,,,,,,,,74.53329999999998,,,,,
612,K01915,,0.353,0.6441395970852931,,,0.442,,0.713,,2.8329,1138.4104999999995,,,3.2396,,3.4725
613,K01918,,,0.6377420289780849,,,,,,,,102.44449999999999,,,,,
614,K01919,,,0.6466076111550588,,,,,,,,199.09830000000008,,,,,
615,K01920,,,0.6527772018039102,,,,,,,,86.71570000000001,,,,,
616,K01921,,,0.6570465996595743,,,,,,,,147.97689999999992,,,,,
617,K01923,,,0.6499898359597936,,,,,,,,96.5179,,,,,
618,K01924,,,0.6220716009087709,,,,,,,,11.941200000000002,,,,,
619,K01925,,,0.54,,,,,,,,4.4948,,,,,
620,K01926,,,0.6734226581922033,,,,,,,,93.7946,,,,,
621,K01929,,,0.6720060408954518,,,,,,,,13.0457,,,,,
622,K01933,,,0.6342536201677077,,,,,,,,147.94319999999996,,,,,
623,K01934,,,0.6907970732433873,,,,,0.7217110359180781,,,91.37379999999999,,,,,17.8308
624,K01935,,,0.6883304100708839,,,,,,,,35.1744,,,,,
625,K01937,0.58,,0.623165949265235,,,,,,2.7117,,559.3640000000001,,,,,
626,K01938,,,0.6473008205260401,,,,,,,,15.1036,,,,,
627,K01939,,,0.6537605884454172,,,,,,,,365.09239999999994,,,,,
628,K01940,,,0.6490278986951358,,,,,,,,311.14500000000004,,,,,
629,K01945,,,0.6443215318883557,,,,,,,,170.19470000000004,,,,,
630,K01951,,,0.6446771763972231,,,,,,,,366.3896000000001,,,,,
631,K01953,,0.381,0.631909087929943,,,,,,,2.4784,492.78249999999986,,,,,
632,K01962,,,0.561,,,,,,,,4.7833,,,,,
633,K01971,,,0.6471951408814496,,,,,,,,134.67589999999996,,,,,
634,K01972,,,0.6365428036905582,,,,,0.731,,,431.9960999999999,,,,,2.3402
635,K01975,,,0.6455151015535048,,,,,0.6570927448181961,,,42.9833,,,,,23.0122
636,K01989,,,0.6126864062783562,,,,,,,,10.5761,,,,,
637,K01990,,,0.6230096091372924,,,,,,,,118.1317,,,,,
638,K01991,,,0.5762334069227124,,,,,0.6502430797666365,,,203.4637,,,,,23.7906
639,K01992,,,0.6498761736690537,,,,,,,,114.48819999999998,,,,,
640,K01995,,,0.655761487441046,,,,,,,,51.70119999999999,,,,,
641,K01996,,,0.653891068260325,,,,,,,,25.274,,,,,
642,K01997,,,0.6370162022828749,,,,,,,,249.81570000000002,,,,,
643,K01998,,,0.628750613934651,,,,,,,,25.4226,,,,,
644,K01999,,,0.5954053077804878,,,,,,,,47.6022,,,,,
645,K02002,,,0.634,,,,,,,,2.4753,,,,,
646,K02003,,,0.5873310475646899,,,,,,,,75.56960000000001,,,,,
647,K02004,,,0.6073377109187684,,,,,0.6601638339069659,,,1874.7958000000015,,,,,100.9219
648,K02005,,,0.589,,,,,,,,4.7053,,,,,
649,K02006,,,0.6990000000000001,,,,,,,,4.3065,,,,,
650,K02007,,,0.586819157442002,,,,,,,,8.356200000000001,,,,,
651,K02013,,,0.662,,,,,,,,3.019,,,,,
652,K02015,,0.6345696235667629,0.6777223039757866,,,,,0.6694624095391557,,9.2474,58.483200000000004,,,,,5.4687
653,K02016,,,0.7020000000000001,,,,,0.667,,,4.0055,,,,,3.1706
654,K02017,,,0.585,,,,,,,,6.4783,,,,,
655,K02019,,,0.583,,,,,0.5379999999999999,,,2.0916,,,,,1.6571
656,K02020,,,0.6313612556229862,,,,,,,,74.3339,,,,,
657,K02025,,,0.6568429958151328,,,,,,,,18.576100000000004,,,,,
658,K02026,,,0.6546100837888297,,,,,,,,54.5684,,,,,
659,K02029,,,0.6770777915332524,,,,,,,,8.4472,,,,,
660,K02030,,,0.6500161124967792,,,,,,,,65.4376,,,,,
661,K02031,,,0.63,,,,,,,,6.5656,,,,,
662,K02032,,,0.648,,,,,,,,6.088,,,,,
663,K02033,,,0.6518793718263578,,,,,,,,158.7579,,,,,
664,K02034,,,0.6628895685041424,,,,,,,,173.77050000000003,,,,,
665,K02035,,,0.6257251124168388,,,,,,,,34.824600000000004,,,,,
666,K02036,,,0.5959964971339589,,,,,,,,61.064400000000006,,,,,
667,K02037,,,0.587938395668374,,,,,,,,13.4159,,,,,
668,K02038,,,0.59,,,,,,,,6.6304,,,,,
669,K02039,,,0.6301873226438701,,,,,,,,142.0781,,,,,
670,K02040,,,0.6263689382752556,,,,,,,,157.48080000000004,,,,,
671,K02041,,,0.628,,,,,,,,7.1508,,,,,
672,K02042,,,0.6578506253555259,,,,,,,,34.1761,,,,,
673,K02044,,,0.646606939750719,,,,,,,,22.2735,,,,,
674,K02046,,,0.6977472596222603,,,,,,,,25.5857,,,,,
675,K02047,,,0.6844007555956882,,,,,,,,12.670599999999999,,,,,
676,K02049,,,0.5579999999999999,,,,,,,,5.3418,,,,,
677,K02050,,,0.6426430227094466,,,,,0.679,,,169.96049999999997,,,,,2.5131
678,K02051,,,0.6640557993164619,,,,,,,,72.09460000000001,,,,,
679,K02058,,,0.682,,,,,,,,9.0216,,,,,
680,K02065,,,0.6189799276743603,,,,,,,,36.185500000000005,,,,,
681,K02066,,,0.6344773408838464,,,,,0.6792412059643758,,,425.7121,,,,,13.9815
682,K02067,,,0.6375973190732446,,,,,0.5479999999999999,,,266.7258000000001,,,,,3.6947
683,K02077,,,0.7,,,,,,,,4.834,,,,,
684,K02078,,,0.573178018602206,,,,,0.5319999628735969,,,363.82109999999994,,,,,10.129900000000001
685,K02081,,,0.546,,,,,,,,6.718,,,,,
686,K02082,,,0.5483738688270274,,,,,,,,9.3002,,,,,
687,K02108,,,0.5889618383671933,,,,,,,,57.360400000000006,,,,,
688,K02109,,,0.6556884433264024,,,0.625,,0.6641044826587784,,,136.7664,,,1.6362,,20.466
689,K02110,,,0.6411582385604199,,,,,,,,57.778,,,,,
690,K02111,,,0.5902975038433713,,,,,,,,44.788,,,,,
691,K02113,0.6729999999999999,,0.6450609702644059,,,,,0.5820117693010127,5.7883,,152.87339999999998,,,,,24.5374
692,K02114,,,0.6586634533186012,,,,,0.743,,,87.55219999999998,,,,,3.9298
693,K02115,,,0.632,,,,,,,,13.7295,,,,,
694,K02116,,,0.6580848114324134,,,0.523,,0.6173907487765274,,,12.0558,,,2.261,,15.6825
695,K02125,,,,,,0.20891335538059824,,,,,,,,12.4235,,
696,K02126,,,,,,0.264,,,,,,,,11.6956,,
697,K02128,0.38206812069000384,,,,,0.3383931524908851,,,9.3589,,,,,12.9163,,
698,K02160,,,0.6339422149287417,,,,,,,,56.232200000000006,,,,,
699,K02167,,,0.628,,,,,,,,3.4389,,,,,
700,K02169,,,0.6646815578654206,,,,,,,,11.2351,,,,,
701,K02170,,,0.688,,,,,,,,3.0674,,,,,
702,K02171,,,0.6159114369886113,,,,,0.60753736754123,,,199.21280000000002,,,,,8.3489
703,K02172,,,0.598097938717272,,,,,,,,34.2856,,,,,
704,K02188,,,0.693,,,,,,,,3.4646,,,,,
705,K02189,,,0.7447206637147503,,,,,,,,34.8359,,,,,
706,K02192,,,0.6714760465273627,,,,,,,,12.4243,,,,,
707,K02193,,,0.7190394337118008,,,,,,,,9.2042,,,,,
708,K02194,,,0.6595187098365238,,,,,0.7102710487169676,,,72.20309999999999,,,,,16.5615
709,K02195,,,0.632357824501031,,,,,,,,87.07960000000001,,,,,
710,K02196,,,0.6229001101670865,,,,,0.637,,,24.2918,,,,,1.9172
711,K02197,,,0.6346839435410405,,,,,,,,92.3558,,,,,
712,K02198,,,0.5429999999999999,,,,,,,,6.6568,,,,,
713,K02199,,,0.6237829550137747,,,,,,,,197.7321,,,,,
714,K02200,,,0.6470000344928898,,,,,0.6391193906842786,,,31.661799999999996,,,,,8.1927
715,K02203,,,0.5720000000000001,,,,,,,,2.972,,,,,
716,K02204,,,0.6380694820714276,,,,,,,,48.4606,,,,,
717,K02221,,,0.5973465070603828,,,,,0.622,,,110.64750000000001,,,,,4.1395
718,K02224,,,0.6881585851375519,,,,,,,,61.752200000000016,,,,,
719,K02226,,,0.695,,,,,,,,5.6899,,,,,
720,K02227,,,0.737139044592399,,,,,,,,35.9925,,,,,
721,K02228,,,0.6732168486624323,,,,,,,,32.2452,,,,,
722,K02231,,,0.6530330139893312,,,,,0.691,,,42.59660000000001,,,,,4.9903
723,K02232,,,0.6970305834558822,,,,,,,,30.432399999999998,,,,,
724,K02233,,,0.7197544394117763,,,,,,,,22.7459,,,,,
725,K02234,,,0.6376612925589731,,,,,,,,14.669,,,,,
726,K02237,,,0.6398567005258058,,,,,,,,12.584499999999998,,,,,
727,K02238,,,0.6391482804549726,,,,,0.7155749415711115,,,194.38589999999994,,,,,18.342200000000002
728,K02242,,,0.6374404249861542,,,,,,,,69.0189,,,,,
729,K02257,,,0.6631033744777656,,,,,,,,149.85719999999995,,,,,
730,K02258,,,0.6208900122257063,,,,,,,,31.1113,,,,,
731,K02259,,0.675,0.6401439375440154,,,,,0.735,,4.0644,134.51859999999996,,,,,4.9644
732,K02261,,,,,,0.29100000000000004,,,,,,,,11.1868,,
733,K02275,,,0.5995547195626063,,,,,,,,38.2198,,,,,
734,K02276,,,0.5567503631640354,,,0.35,,,,,89.97349999999999,,,2.6115,,
735,K02277,,,0.5747675042172261,,,,,0.6679654998772802,,,48.514199999999995,,,,,9.368300000000001
736,K02278,,,0.6370680116747547,,,,,,,,14.164700000000002,,,,,
737,K02279,,,0.6486771720677122,,,,,0.675543365614844,,,92.5352,,,,,19.540599999999998
738,K02280,,,0.629334903697849,,,,,,,,22.5312,,,,,
739,K02281,,,0.6487202161537191,,,,,,,,30.5865,,,,,
740,K02282,,,0.6282853893037682,,,,,,,,49.604,,,,,
741,K02283,,,0.5374017909937683,,,,,,,,15.7545,,,,,
742,K02291,,,0.6072722444079814,,,,,,,,22.944200000000002,,,,,
743,K02300,,,0.6177166668582339,,,,,,,,31.534499999999998,,,,,
744,K02302,,,0.6679999999999999,,,,,,,,7.9688,,,,,
745,K02303,,,0.6568735408710504,,,,,,,,17.6002,,,,,
746,K02304,,,0.5707372619119434,,,,,,,,16.7816,,,,,
747,K02313,,,0.6184387698046595,,,,,,,,419.9168,,,,,
748,K02314,,,0.6418763485855866,,,,,,,,364.5936000000001,,,,,
749,K02315,,,0.551,,,,,,,,4.2816,,,,,
750,K02316,,,0.6514409381979132,,,,,,,,291.0711999999999,,,,,
751,K02334,,,0.599,,,,,,,,11.0443,,,,,
752,K02338,,,0.6321887467854491,,,0.6609999999999999,,0.34553293120179623,,,433.8142,,,4.413,,3.9231
753,K02339,,,0.6454981818957127,,,,,0.6,,,41.105199999999996,,,,,4.9754
754,K02340,,,0.6582215927421453,,,,,0.705,,,62.18039999999999,,,,,6.1185
755,K02342,,,0.6544436078403111,,,,,,,,60.4099,,,,,
756,K02343,,,0.6484585293905261,,,,,,,,122.57739999999998,,,,,
757,K02346,,,0.6614537847946765,,,,,,,,29.1804,,,,,
758,K02347,,,0.6051986028534597,,,,,,,,24.2062,,,,,
759,K02348,,,0.6787794254510594,,,,,,,,15.0958,,,,,
760,K02351,,,0.6441101332243991,,,,,,,,27.1343,,,,,
761,K02356,,,0.6049851162299569,,,,,,,,330.0317000000001,,,,,
762,K02357,,,0.6380352899620537,,,,,,,,170.9285,,,,,
763,K02358,,,0.5796495341236406,,,,,,,,50.3912,,,,,
764,K02362,,,0.6931166607201573,,,,,0.7659999999999998,,,5.3815,,,,,4.2257
