,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj environmental samples,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts environmental samples,gene_countsUnclassified
417,K01658,,,0.7166934399369986,,,,,,,29.216599999999996,,,,
418,K01662,,,0.7061745133851675,,,,,,,41.09930000000001,,,,
419,K01666,,,0.621,,,,,,,2.7778,,,,
420,K01673,0.737,,0.713642357154652,,,,,2.3027,,35.0632,,,,
421,K01676,,,0.732,,,,,,,16.6878,,,,
422,K01678,,,0.71,,,,,,,8.9765,,,,
423,K01684,,,0.6859999999999999,,,,,,,3.4061,,,,
424,K01689,,0.427,0.691691041713175,,,,,,1.8038,172.2147,,,,
425,K01692,,,0.7184677813310724,,,,,,,17.2718,,,,
426,K01695,,,0.7185117219049011,,,,,,,74.2764,,,,
427,K01697,,,0.671,,,,,,,7.4878,,,,
428,K01698,,,0.7138498527036921,,,,,,,124.6063,,,,
429,K01703,,,0.722,,,,,,,9.0619,,,,
430,K01704,,,0.7056624466241347,,0.7,,,,,52.92060000000001,,4.162,,
431,K01711,,,0.6687297186742507,,,,,,,26.4375,,,,
432,K01712,,,0.7151394563828465,,,,,,,24.8188,,,,
433,K01714,,,0.679,,,,,,,4.1859,,,,
434,K01716,,,0.649626119490596,,,,,,,10.5654,,,,
435,K01719,,,0.7346202086068159,,,,0.79,,,113.54230000000001,,,,6.2375
436,K01720,,,0.643,,,,,,,4.7244,,,,
437,K01724,,0.4292299910926181,0.6892716089952956,,,,0.755,,5.5814,150.5829,,,,4.2137
438,K01725,,,0.6757319526265624,,,,,,,9.305399999999999,,,,
439,K01726,,,0.754,,,,,,,4.2286,,,,
440,K01728,,,0.6456700791770437,,,,,,,22.7791,,,,
441,K01729,,,0.672,,,,0.41093354588284675,,,2.5236,,,,8.4885
442,K01730,,,0.6634310894173137,,,,,,,6.8746,,,,
443,K01733,,,0.7192357020281465,,,,,,,44.0601,,,,
444,K01735,,,0.755,,,,,,,8.1626,,,,
445,K01736,,,0.7272337271776795,,,,,,,37.0154,,,,
446,K01737,,,0.6696752683450338,,,,,,,71.4863,,,,
447,K01739,,,0.7190000000000001,,,,,,,8.6801,,,,
448,K01745,,,0.73,,,,,,,6.7657,,,,
449,K01749,,,0.7223627594021769,,0.7629999999999999,,,,,38.404399999999995,,10.1353,,
450,K01752,,,0.670453613455079,,,,,,,16.6428,,,,
451,K01754,,,0.7429887616722601,,,,,,,24.181,,,,
452,K01755,,,0.7188963812622168,,,,,,,77.8737,,,,
453,K01756,,,0.6985590152110925,,,,,,,16.1131,,,,
454,K01759,,,0.694031911832786,,,,,,,16.892200000000003,,,,
455,K01768,,,0.6963487027528067,,,,,,,36.3783,,,,
456,K01772,,,0.7226944057114638,,,,0.643,,,56.1375,,,,4.6823
457,K01775,,,0.7301195920428303,,,,,,,85.5411,,,,
458,K01776,,,0.7060604181005411,,,,,,,49.561099999999996,,,,
459,K01777,,,0.7290000000000001,,,,,,,8.8111,,,,
460,K01778,,,0.718214951156912,,,,0.757,,,80.9928,,,,9.6559
461,K01779,,,0.6643970546337007,,,,,,,7.9493,,,,
462,K01783,,,0.6931820545499543,,,,,,,23.1919,,,,
463,K01784,,,0.7286014731246024,,,,,,,12.0044,,,,
464,K01785,,,0.6929164616144576,,,,,,,116.6729,,,,
465,K01790,,,0.6542034581903402,,,,,,,10.6413,,,,
466,K01796,,,0.76,,,,,,,5.7002,,,,
467,K01799,,,0.6983262503236095,,,,0.536,,,13.156099999999999,,,,2.9172
468,K01802,,,0.714822771048898,,,,,,,13.4796,,,,
469,K01803,,,0.6992447606989936,,,,,,,132.924,,,,
470,K01804,,,0.7092826278224699,,,,,,,37.3556,,,,
471,K01805,,,0.6865227960415088,,,,,,,66.1759,,,,
472,K01807,,,0.6485483954242961,,,,,,,11.583300000000001,,,,
473,K01808,,,0.7000009377555649,,,,,,,19.660899999999998,,,,
474,K01809,,,0.745108671563948,,,,,,,29.3486,,,,
475,K01810,,,0.6737713828522534,,,,,,,86.316,,,,
476,K01812,,,0.7190000000000001,,,,,,,6.98,,,,
477,K01815,,,0.63,,,,,,,3.4814,,,,
478,K01816,,,0.7380025321129955,,,,,,,7.819599999999999,,,,
479,K01817,,,0.7117900357497801,,,,,,,15.917,,,,
480,K01820,,,0.6953833712068977,,,,,,,23.0505,,,,
481,K01821,,,0.6441683674051114,,,,,,,24.3606,,,,
482,K01822,,,0.6720159569511255,,,,0.672,,,6.2970999999999995,,,,6.1671
483,K01823,,,0.7452925427226473,,,,,,,35.9165,,,,
484,K01834,,,0.6954245758441108,,,,,,,60.408899999999996,,,,
485,K01838,,,0.6890000000000001,,,,,,,7.2172,,,,
486,K01839,,,0.7104977653689075,,,,,,,81.2232,,,,
487,K01840,,,0.7440000000000001,,,,,,,7.096,,,,
488,K01841,,,0.649,,,,,,,7.9015,,,,
489,K01843,,,0.665,,,,,,,4.2989,,,,
490,K01845,,,0.7323018513134191,,,,,,,12.528200000000002,,,,
491,K01849,,,0.6895993500581976,,,,,,,33.9137,,,,
492,K01854,,,0.6168071448702732,,,,,,,16.631999999999998,,,,
493,K01858,,,0.6560670288145483,,,,,,,40.590900000000005,,,,
494,K01866,0.6629999999999999,,0.6834600706556955,,,,,5.4944,,99.72830000000002,,,,
495,K01867,,,0.6794247276968419,,,,,,,86.86779999999999,,,,
496,K01868,,,0.6747295790302312,,,,,,,223.70680000000002,,,,
497,K01869,,,0.674527760876243,,,,,,,28.0928,,,,
498,K01870,,,0.695,,,,,,,11.2177,,,,
499,K01872,,,0.6878508594671923,,,,,,,115.01110000000001,,,,
500,K01874,,,0.6841787604036569,,,,,,,61.935500000000005,,,,
501,K01875,,,0.6941474184548275,,,,0.748,,,146.0493,,,,4.4732
502,K01876,,,0.611,,,,,,,4.9828,,,,
503,K01880,,,0.6673020612265046,,,,,,,51.5069,,,,
504,K01881,,,0.6961979028738713,,,,,,,111.3484,,,,
505,K01883,,,0.7110000000000001,,,,,,,9.4548,,,,
506,K01885,,,0.7109999999999999,,,,,,,8.5152,,,,
507,K01887,,,0.6792646992203268,,,,,,,111.6447,,,,
508,K01889,,,0.6984867450160751,,,,,,,133.7687,,,,
509,K01890,,,0.7309113918936833,,,,,,,69.84060000000001,,,,
510,K01912,,,0.6985338100892522,,,,,,,91.0917,,,,
511,K01915,,0.6970000000000001,0.6737631020328919,,,,,,3.5269,706.8104999999998,,,,
512,K01918,,,0.7085718762727634,,,,,,,59.68189999999999,,,,
513,K01919,,,0.7117771385197135,,,,,,,30.319,,,,
514,K01920,,,0.664475376203713,,,,,,,14.003900000000002,,,,
515,K01921,,,0.7099792935233379,,,,,,,97.92190000000002,,,,
516,K01923,,,0.6821826341422739,,,,,,,62.4095,,,,
517,K01926,,,0.68886697421787,,,,,,,113.80689999999998,,,,
518,K01929,,,0.758,,,,,,,6.5785,,,,
519,K01933,,,0.7199049993264589,,,,,,,84.99780000000001,,,,
520,K01934,,,0.7266937167769727,,,,,,,48.6637,,,,
521,K01935,,,0.7114435201179632,,,,,,,13.905999999999999,,,,
522,K01937,,0.588,0.6895878536861101,,,,,,3.1935,304.54640000000006,,,,
523,K01938,,,0.696,,,,,,,7.1598,,,,
524,K01939,,,0.6882546040980879,,,,,,,187.4079,,,,
525,K01940,,,0.6911135026856907,,,,,,,188.01839999999999,,,,
526,K01945,,,0.7322318222245672,,,,,,,68.8112,,,,
527,K01951,,,0.7078006421462962,,,,,,,190.57860000000005,,,,
528,K01953,,0.4379999999999999,0.704809556156623,,,,,,2.752,170.14269999999996,,,,
529,K01956,,,0.72,,,,,,,10.9128,,,,
530,K01962,,,0.672,,,,,,,5.6025,,,,
531,K01963,,,0.674,,,,,,,8.4267,,,,
532,K01971,,,0.7142488796145973,,,,,,,122.38300000000001,,,,
533,K01972,,0.711,0.7087001222059025,,,,,,6.4211,265.4488,,,,
534,K01975,,,0.7444483488321684,,,,0.785,,,41.196200000000005,,,,5.1726
535,K01990,,,0.7258159326012819,,,,,,,109.75200000000001,,,,
536,K01991,,,0.6666854044883127,,,,,,,13.544799999999999,,,,
537,K01992,,,0.6864088941043315,,,,,,,51.7826,,,,
538,K01995,,,0.699973010139572,,,,,,,34.9453,,,,
539,K01996,,,0.6749535520895594,,,,,,,26.616500000000002,,,,
540,K01997,,,0.689795174974882,,,,0.713,,,249.96669999999997,,,,4.2445
541,K01998,,,0.727,,,,,,,9.965,,,,
542,K01999,,,0.6792884457610259,,,,,,,18.263,,,,
543,K02002,,,0.6481405546119916,,,,,,,6.892899999999999,,,,
544,K02003,,,0.7172694801602871,,,,,,,44.5478,,,,
545,K02004,,,0.6912625795707342,,0.6940000000000001,,0.6913640976692229,,,1098.4715999999996,,4.2984,,20.6183
546,K02007,,,0.7337111570326773,,,,0.773,,,54.515800000000006,,,,5.5269
547,K02008,,,0.7539157564540192,,,,,,,14.7827,,,,
548,K02011,,,0.758,,,,,,,4.3686,,,,
549,K02015,,,0.7239051361034262,,,,0.722,,,54.5611,,,,2.4087
550,K02016,,,0.6910637024705808,,,,,,,16.6939,,,,
551,K02018,,,0.7144695840749123,,,,,,,11.2899,,,,
552,K02019,,,0.6898527029044711,,,,,,,8.8344,,,,
553,K02020,,,0.6925183529966177,,,,,,,36.2726,,,,
554,K02025,,,0.6679923530775378,,,,,,,23.5513,,,,
555,K02026,,,0.6576589127455861,,,,,,,30.420399999999997,,,,
556,K02027,,,0.6993178320178658,,,,,,,18.1019,,,,
557,K02028,,,0.615,,,,,,,3.2545,,,,
558,K02029,,,0.6600732441936082,,,,,,,14.168,,,,
559,K02030,,,0.6679401810704343,,,,,,,56.9092,,,,
560,K02031,,,0.716,,,,,,,11.1382,,,,
561,K02033,,,0.6647593252353957,,,,,,,100.44610000000002,,,,
562,K02034,,,0.6767738726959261,,,,,,,151.70689999999996,,,,
563,K02035,,,0.6565381749729015,,,,,,,12.268899999999999,,,,
564,K02036,,0.617,0.648,,,,,,7.4523,7.9219,,,,
565,K02037,,,0.6749793321065936,,,,,,,19.5458,,,,
566,K02038,,,0.6425962472256307,,,,,,,25.855800000000002,,,,
567,K02039,,,0.6786878354052607,,,,0.7114806238218565,,,61.206799999999994,,,,11.0185
568,K02040,,,0.6626777187277575,,,,0.6899999999999998,,,97.64489999999999,,,,2.8155
569,K02044,,,0.659,,,,,,,2.9419,,,,
570,K02046,,,0.696,,,,,,,5.0898,,,,
571,K02049,,,0.69,,,,,,,6.3696,,,,
572,K02050,,,0.6974511973744977,,,,0.657,,,98.6633,,,,4.0657
573,K02051,,,0.6756216182504,,,,,,,39.3939,,,,
574,K02064,,,0.6709999999999999,,,,,,,3.8667,,,,
575,K02065,,,0.6940000000000001,,,,,,,3.8384,,,,
576,K02066,,,0.6677591633631561,,,,0.655,,,216.26580000000004,,,,2.9287
577,K02067,,,0.6863117598730667,,,,0.716,,,51.8592,,,,4.3858
578,K02078,,,0.6693213985870927,,,,0.6631700273922362,,,180.45459999999997,,,,48.1399
579,K02081,,,0.7509999999999999,,,,,,,7.4684,,,,
580,K02106,,,0.589,,,,,,,2.3244,,,,
581,K02108,,,0.6353064207377644,,,,,,,36.812400000000004,,,,
582,K02109,,,0.7013821003015371,,,,0.711,,,76.03999999999999,,,,8.0475
583,K02110,,,0.679435237761703,,,,,,,39.534000000000006,,,,
584,K02113,,,0.7000295183365511,,,,0.6581023791730638,,,86.46529999999998,,,,14.678899999999999
585,K02114,,,0.7071284157988476,,,,,,,32.6944,,,,
586,K02116,,,0.692941247095541,,,,,,,20.8196,,,,
587,K02160,,,0.6763488566779744,,,,,,,45.7351,,,,
588,K02171,,,0.6696050982723046,,,,0.684,,,27.602000000000004,,,,6.2091
589,K02182,,,0.713,,,,,,,12.0777,,,,
590,K02188,,,0.6920000000000001,,,,,,,2.905,,,,
591,K02189,,,0.698,,,,,,,2.4199,,,,
592,K02192,,,0.751054322492193,,,,,,,9.8908,,,,
593,K02194,,,0.7232375161103491,,,,0.6940000000000001,,,33.8275,,,,4.3669
594,K02195,,,0.6831740813289228,,,,,,,46.4638,,,,
595,K02196,,,0.662,,,,,,,3.6358,,,,
596,K02197,,,0.6753610551942275,,,,0.7020000000000001,,,32.7655,,,,5.9148
597,K02199,,,0.7147416001178253,,,,,,,58.68899999999999,,,,
598,K02200,,,0.7061987763518727,,,,0.795,,,26.629200000000004,,,,5.8661
599,K02204,,,0.6653149630921134,,,,,,,10.5533,,,,
600,K02217,,,0.6394587520971122,,,,,,,8.0616,,,,
601,K02221,,,0.6424618504791775,,,,0.6932594575499077,,,69.6315,,,,17.3733
602,K02224,,,0.7304005993120531,,,,,,,17.1268,,,,
603,K02227,,,0.7473679079945841,,,,,,,19.6234,,,,
604,K02228,,,0.7218514235266666,,,,,,,11.636099999999999,,,,
605,K02231,,,0.752072115384418,,,,,,,32.206199999999995,,,,
606,K02232,,,0.7458146289456844,,,,,,,19.0365,,,,
607,K02233,,,0.7544258803931034,,,,0.788906773429469,,,8.0181,,,,12.7088
608,K02237,,,0.7347016285111071,,,,,,,28.3527,,,,
609,K02238,,,0.7217829780269198,,,,0.7979999999999999,,,77.57109999999999,,,,4.1128
610,K02242,,,0.772,,,,,,,4.8937,,,,
611,K02257,,,0.6922134178968317,,,,,,,76.70079999999999,,,,
612,K02259,,,0.7166944495050077,,,,0.7460000000000001,,,67.04159999999999,,,,3.7895
613,K02275,,,0.6829999999999999,,,,,,,8.6535,,,,
614,K02276,,,0.6706236093583806,,,,,,,38.2702,,,,
615,K02277,,,0.6288890138206958,,,,0.6548936581027738,,,10.1044,,,,11.760399999999999
616,K02278,,,0.679,,,,,,,6.2206,,,,
617,K02279,,,0.6836933126932289,,0.639,,0.7436695703604648,,,35.029900000000005,,2.4813,,43.1128
618,K02280,,,0.634,,,,,,,3.4424,,,,
619,K02282,,,0.723,,,,,,,3.8442,,,,
620,K02283,,,0.7333392068636525,,,,,,,29.270400000000002,,,,
621,K02303,,,0.7216665558201705,,,,,,,11.722,,,,
622,K02304,,,0.768,,,,,,,5.8859,,,,
623,K02313,,,0.6532101137090744,,,,,,,157.15159999999997,,,,
624,K02314,,,0.6803947837449841,,,,,,,251.66199999999995,,,,
625,K02316,,,0.7046115683943419,,,,,,,172.93520000000004,,,,
626,K02335,,,0.6890000000000001,,,,,,,12.7042,,,,
627,K02338,,,0.6947196346786575,,,,0.7281321218261759,,,146.36630000000005,,,,19.6884
628,K02340,,,0.6771033069807825,,,,,,,24.9747,,,,
629,K02342,,,0.7028299617902941,,,,,,,40.5419,,,,
630,K02343,,,0.7079937068075948,,,,,,,35.8145,,,,
631,K02346,,,0.736,,,,,,,12.4524,,,,
632,K02347,,,0.6921821995873837,,,,,,,10.7299,,,,
633,K02348,,,0.7186671020992451,,,,,,,8.9344,,,,
634,K02351,,,0.7411749145964125,,,,,,,12.9444,,,,
635,K02355,,,0.6779999999999999,,,,,,,22.5903,,,,
636,K02356,,,0.6537437404773665,,,,,,,96.54069999999999,,,,
637,K02357,,,0.677392307994198,,,,,,,34.8915,,,,
638,K02372,,,0.6536203533874065,,,,,,,36.945,,,,
639,K02377,,,0.686129782349474,,,,,,,23.495399999999997,,,,
640,K02379,,,0.7217343287555051,,,,,,,53.593199999999996,,,,
641,K02380,,,0.7132461383471014,,,,,,,11.728,,,,
642,K02387,,,0.635,,,,,,,2.9956,,,,
643,K02388,,,0.689987676469815,,,,,,,16.909399999999998,,,,
644,K02389,,,0.6412407943243983,,,,,,,23.7813,,,,
645,K02393,,,0.6434736967439418,,,,,,,8.2501,,,,
646,K02394,,,0.7062607893409999,,,,,,,6.5495,,,,
647,K02396,,,0.696132042870852,,,,,,,21.7968,,,,
648,K02398,,,,,,,0.573,,,,,,,1.584
649,K02405,,,0.6557964557988081,,,,,,,9.188600000000001,,,,
650,K02406,,,0.6516797211978568,,,,,,,38.255399999999995,,,,
651,K02407,,,0.7,,,,,,,6.652,,,,
652,K02408,,,0.6941737637620292,,,,,,,11.8004,,,,
653,K02409,,,0.6956108109658659,,,,,,,28.481199999999998,,,,
654,K02410,,,0.6992617988507556,,,,,,,22.4649,,,,
655,K02411,,,0.6970000000000001,,,,,,,3.6119,,,,
656,K02413,,,0.6967057650583637,,,,,,,8.5756,,,,
657,K02414,,,,,,,0.8079999999999999,,,,,,,5.9016
658,K02415,,,0.6559557516717213,,,,0.6744326108982981,,,14.7849,,,,7.7483
659,K02416,,,0.6589023614628114,,,,,,,6.5792,,,,
660,K02417,,,0.6895678978532565,,,,,,,36.6961,,,,
661,K02418,,,0.7282011311023633,,,,0.7480000000000001,,,19.527,,,,7.1345
662,K02420,,,0.6650816415438052,,,,,,,17.2823,,,,
663,K02422,,,0.6976454087919233,,,,,,,17.8456,,,,
664,K02423,,,,,,,0.7984363285539737,,,,,,,11.094199999999999
665,K02426,,,0.747,,,,,,,6.5905,,,,
666,K02428,,,0.7286764682593079,,,,,,,32.5291,,,,
667,K02433,,,0.737,,,,,,,10.9831,,,,
668,K02434,,,0.682,,,,,,,12.8012,,,,
669,K02435,,,0.7063725443546252,,,,,,,49.792699999999996,,,,
670,K02437,,0.588,0.6796016241322952,,,,,,2.9281,107.69140000000002,,,,
671,K02446,,,0.695,,,,,,,8.7558,,,,
672,K02448,,,0.764570733620954,,,,,,,15.1277,,,,
673,K02452,,,0.7033921441468779,,,,,,,15.8283,,,,
674,K02456,,,0.6166311667670422,,,,,,,15.2381,,,,
675,K02460,,,,,,,0.6759999999999999,,,,,,,2.8399
676,K02466,,,,,,,0.7550000000000001,,,,,,,4.3416
677,K02477,,,0.619,,,,,,,3.7303,,,,
678,K02478,,,0.747,,,,,,,8.6268,,,,
679,K02482,,,0.5539999999999999,,,,,,,2.2201,,,,
680,K02483,,,0.706230854019924,,,,,,,99.69379999999998,,,,
681,K02484,,,0.7150012058103042,,,,,,,17.934600000000003,,,,
682,K02492,,,0.7206276117256425,,,,0.735,,,108.8383,,,,2.5133
683,K02493,,,0.7417929693896274,,,,,,,22.275299999999998,,,,
684,K02500,,,0.73,,,,,,,6.4633,,,,
685,K02501,,,0.736,,,,,,,7.8125,,,,
686,K02503,,,0.701463157531469,,,,,,,56.085800000000006,,,,
687,K02510,,,0.681135719200441,,,,,,,53.675599999999996,,,,
688,K02518,,,0.6376307242861143,,,,,,,155.89770000000001,,,,
689,K02519,,,0.7070000000000001,,,,,,,11.6323,,,,
690,K02520,,,0.6569651378177616,,,,,,,131.69400000000002,,,,
691,K02527,,,0.6884263958779355,,,,,,,18.625899999999998,,,,
692,K02528,,,0.77,,,,,,,8.3915,,,,
693,K02529,,,0.733447971154743,,,,,,,59.596,,,,
694,K02536,,,0.7102602165045148,,,,,,,10.0024,,,,
695,K02548,,,0.720074638312215,,,,,,,26.5651,,,,
696,K02549,,,0.7108261753192482,,,,,,,14.990599999999999,,,,
697,K02553,,,0.728,,,,,,,3.9167,,,,
698,K02556,,,0.6524779932725718,,,,,,,23.5966,,,,
699,K02557,,,0.675,,,,,,,3.1383,,,,
700,K02563,,,0.7396182186278992,,,,,,,14.097000000000001,,,,
701,K02564,,,0.7387581064499099,,,,,,,16.7294,,,,
702,K02575,,,0.7038451528230323,,,,,,,27.3816,,,,
703,K02600,,,0.6890957534399882,,,,,,,185.90639999999996,,,,
704,K02601,,,0.6405272696067501,,,,,,,77.7841,,,,
705,K02609,,,0.6830367413626255,,,,,,,41.444,,,,
706,K02610,,,0.6858489475599443,,,,,,,13.1513,,,,
707,K02611,,,0.6826318259008601,,,,,,,14.8261,,,,
708,K02612,,,0.7340000000000001,,,,,,,7.4746,,,,
709,K02614,,,0.6950184479719541,,,,,,,9.4348,,,,
710,K02616,,,0.7404180415388476,,,,0.7390000000000001,,,56.1277,,,,4.5749
711,K02624,,,0.708670979753435,,,,,,,20.8488,,,,
712,K02638,,,,,,,0.754,,,,,,,3.8237
713,K02650,,,0.6207842393570225,,,,,,,11.5834,,,,
714,K02651,,,0.6265030668410129,,,,0.6271909279993304,,,40.0737,,,,25.1028
715,K02654,,,0.747,,,,,,,6.428,,,,
716,K02656,,,0.6643619690264987,,,,,,,6.418200000000001,,,,
717,K02662,,,0.6559999999999999,,,,,,,8.6396,,,,
718,K02664,,,0.6940000000000001,,,,,,,2.3393,,,,
719,K02665,,,0.638,,,,,,,3.3716,,,,
720,K02672,,,0.627,,,,,,,3.1635,,,,
721,K02673,,,,,,,0.65,,,,,,,2.1392
722,K02674,,,0.62,,,,,,,5.0166,,,,
723,K02687,,,0.7594582103196504,,,,,,,15.6678,,,,
724,K02793,,,0.698,,,,,,,3.946,,,,
725,K02798,,,0.664,,,,,,,6.5455,,,,
726,K02800,,,0.6859999999999999,,,,,,,5.8992,,,,
727,K02803,,,0.688,,,,,,,2.8961,,,,
728,K02825,,,0.6983658071818074,,,,,,,74.98539999999998,,,,
729,K02834,,,0.6952798404353261,,,,0.7504518992876203,,,55.933099999999996,,,,13.517
730,K02835,,,0.684,,,,,,,24.2543,,,,
731,K02836,,,0.691,,,,,,,8.9873,,,,
732,K02838,,,0.6636389097970546,,,,,,,127.55670000000002,,,,
733,K02851,,,0.7036290506867374,,,,,,,12.386199999999999,,,,
734,K02860,,,0.7086429736101825,,,,0.7319915663516303,,,56.16299999999999,,,,10.0269
735,K02862,,,0.697,,,,,,,8.6066,,,,
736,K02863,,,0.68584540801557,,,,,,,121.4131,,,,
737,K02864,,,0.6967660483605884,,,,,,,117.0595,,,,
738,K02867,,,0.6648784637822168,,,,,,,146.55270000000002,,,,
739,K02871,,,0.6701369454990921,,,,,,,137.7826,,,,
740,K02874,,,0.6776293714198728,,,,,,,110.6847,,,,
741,K02876,,,0.7043630281413129,,,,,,,90.6935,,,,
742,K02877,,0.517,,,,,,,2.4093,,,,,
743,K02878,,,0.6788641682176931,,,,,,,128.00780000000003,,,,
744,K02879,,,0.6928105107455502,,,,,,,121.61829999999999,,,,
745,K02881,,,0.7147865196028247,,,,,,,101.4924,,,,
746,K02884,,,0.6763790869949267,,,,,,,136.87259999999998,,,,
747,K02886,,,0.7078925247072084,,,,,,,123.4975,,,,
748,K02887,,,0.67548935012458,,,,,,,103.55640000000001,,,,
749,K02888,,,0.6498000417484653,,,,0.5769577567370722,,,72.61670000000001,,,,7.2077
750,K02890,,,0.7089647419385364,,,,,,,97.87910000000001,,,,
751,K02892,,,0.6439757379820295,,,,,,,111.6341,,,,
752,K02895,,,0.6603606594481859,,,,0.6990000000000001,,,126.17920000000002,,,,4.1659
753,K02897,,,0.6927780159697676,,,,0.691,,,118.65169999999998,,,,6.4282
754,K02899,,,0.6839720536220629,,,,,,,77.4295,,,,
755,K02902,,,0.6706617821865354,,,,,,,47.7827,,,,
756,K02904,,,0.669330806032074,,,,,,,108.5828,,,,
757,K02906,,,0.6971982659675316,,,,,,,106.9694,,,,
758,K02907,,,0.6678930391355579,,,,,,,88.1348,,,,
759,K02909,,,0.6598892423227399,,,,,,,104.23570000000001,,,,
760,K02911,,,0.7079795403076651,,,,,,,58.515699999999995,,,,
761,K02913,,,0.6261286726240339,,,,,,,96.37639999999999,,,,
762,K02914,,,0.7076951904107524,,,,0.7190110019185987,,,24.8014,,,,12.815999999999999
763,K02916,,,0.6650076905448672,,,,0.708,,,87.2644,,,,6.2848
764,K02919,,,0.6182799407734619,,,,,,,22.6762,,,,
765,K02926,,,0.7052051031118997,,,,,,,88.4487,,,,
766,K02931,,,0.6724799610744175,,,,,,,154.72289999999998,,,,
767,K02933,,,0.6902571533142801,,,,,,,102.29690000000001,,,,
768,K02935,,,0.6702517864565748,,,,0.6940951063521711,,,83.5945,,,,17.8586
769,K02939,,,0.6903046664936731,,,,0.737,,,95.3055,,,,6.8774
770,K02945,,,0.662099991745552,,,,,,,227.02989999999997,,,,
771,K02946,,,0.6421780658603345,,,,,,,76.3805,,,,
772,K02948,,,0.698335869507435,,,,,,,71.3403,,,,
773,K02950,,,0.6774666409151427,,,,,,,184.01810000000003,,,,
774,K02952,,,0.6428707842486707,,,,,,,61.069599999999994,,,,
775,K02954,,,0.687612366740635,,,,,,,116.10820000000001,,,,
776,K02956,,,0.653069458922587,,,,,,,99.5817,,,,
777,K02959,,,0.6878825882855559,,,,0.683,,,89.1084,,,,3.6945
778,K02961,,,0.6764630460967648,,,,,,,111.7592,,,,
779,K02963,,,0.6726384594365945,,,,,,,87.49000000000001,,,,
780,K02965,,,0.627245997004411,,,,,,,84.65830000000001,,,,
781,K02967,,,0.6594930164142695,,,,,,,135.7442,,,,
782,K02968,,,0.683729961700867,,,,0.6855726158043339,,,39.264700000000005,,,,12.1843
783,K02970,,,0.5859395579833001,,,,,,,6.1391,,,,
784,K02974,,,,,,,0.437,,,,,,,1.4142
785,K02982,,,0.6880378558848813,,,,,,,188.95789999999997,,,,
786,K02986,,,0.6707112373792589,,,,,,,160.93349999999998,,,,
787,K02988,,,0.7059464467336538,,,,,,,108.594,,,,
788,K02990,,,0.6649157535874193,,,,0.544,,,83.67119999999998,,,,2.846
789,K02992,,,0.6712721682236842,,,,,,,122.3002,,,,
790,K02994,,,0.6544236521532353,,,,,,,94.06009999999999,,,,
791,K02996,,,0.7108257648953873,,,,,,,82.87389999999999,,,,
792,K03040,,,0.6680308363582708,,,,,,,293.46360000000004,,,,
793,K03050,,0.423,,,,,,,1.7932,,,,,
794,K03060,,,0.6614179692970045,,,,,,,77.0655,,,,
795,K03070,,,0.6811886324798836,,,,,,,155.6948,,,,
796,K03071,,,0.6441036353007829,,,,,,,10.690499999999998,,,,
797,K03073,,,0.6701908621602201,,,,0.694,,,54.495000000000005,,,,5.2565
798,K03075,,,0.6570783997250961,,,,0.6456491006774119,,,55.7226,,,,11.2649
799,K03076,,,0.606,,,,,,,11.2621,,,,
800,K03077,,,0.7098662002972994,,,,,,,17.1787,,,,
801,K03079,,,0.654,,,,,,,5.2749,,,,
802,K03088,,,0.7070728203065062,,,,0.7203990988238668,,,1980.8112000000015,,,,53.0019
803,K03089,,,0.6367769569866896,,,,,,,20.1862,,,,
804,K03090,,,0.7072871873883284,,,,,,,18.9878,,,,
805,K03092,,,0.6324928394359782,,,,,,,63.2179,,,,
806,K03098,,,0.614,,,,,,,2.0951,,,,
807,K03100,,,0.677310689044253,,,,,,,91.8805,,,,
808,K03101,,,0.7022777690837475,,,,0.6986435200246144,,,86.8914,,,,8.4392
809,K03106,,,0.7117730018093259,,,,,,,21.9983,,,,
810,K03110,,,0.7350253061464208,,,,,,,19.2224,,,,
811,K03111,,,0.6806217421090193,,,,0.685200198814686,,,197.13139999999996,,,,39.354800000000004
812,K03113,,,0.742,,,,,,,6.7366,,,,
813,K03116,,,0.6581349849651048,,,,0.6709999999999999,,,51.6398,,,,3.1792
814,K03117,,,0.7296615487032687,,,,,,,26.139400000000002,,,,
815,K03118,,,0.6601579814821504,,,,0.5770000000000001,,,110.92510000000001,,,,2.4109
816,K03147,,,0.6731233214021288,,,,,,,105.1018,,,,
817,K03149,,,0.6875291943555588,,,,,,,44.7854,,,,
818,K03151,,,0.7048775173241939,,,,,,,8.716999999999999,,,,
819,K03153,,,0.7490000000000002,,,,,,,7.1247,,,,
820,K03154,,,0.731676810952155,,,,0.7070000000000001,,,41.0348,,,,4.0467
821,K03177,,,0.73947817985264,,,,,,,15.928399999999998,,,,
822,K03179,,,0.665,,,,,,,4.7037,,,,
823,K03181,,,0.753,,,,,,,1.9928,,,,
824,K03182,,,0.698,,,,,,,9.7403,,,,
825,K03183,,,0.7327857750895821,,,,,,,11.1868,,,,
826,K03186,,,0.7107224311373015,,,,,,,19.9394,,,,
827,K03187,,,0.5007732588002879,,,,,,,4.4939,,,,
828,K03188,,,0.618,,,,,,,2.4595,,,,
